puesto_code,is_exterior,dept_reg,mpio_reg,zona,puesto_num,dept_name,mpio_name,puesto_name,comuna,direccion,censo_mujeres,censo_hombres,censo_total,num_mesas,latitud,longitud,citrep,mesas_ext_lun_jue,mesas_ext_vie,mesas_ext_sab,censo_mujeres_ext,censo_hombres_ext,censo_total_ext,agrupados_ext
1600001080032,False,16,001,08,32,BOGOTA D.C.,BOGOTA. D.C.,ALOHA,08LOCALIDAD 8 KENNEDY,CLL 7 A BIS # 71 A - 20,1229,1070,2299,7,4.632875643568394,-74.13323700428,,,,,,,,
1600001080033,False,16,001,08,33,BOGOTA D.C.,BOGOTA. D.C.,MANDALAY - COLEGIO KENNEDY,08LOCALIDAD 8 KENNEDY,CLL 5 SUR # 72 A - 69,4988,4516,9504,29,4.620354451147527,-74.1411642730236,,,,,,,,
1600001080034,False,16,001,08,34,BOGOTA D.C.,BOGOTA. D.C.,PIO XII - SEDE COLEGIO ISABEL II,08LOCALIDAD 8 KENNEDY,CRA 79 F No 6 B - 30 / 34,3073,2503,5576,17,4.635430116057333,-74.151781797409,,,,,,,,
1600001080035,False,16,001,08,35,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO NUEVA CASTILLA,08LOCALIDAD 8 KENNEDY,CRA 78 C # 8 A - 43,7865,6816,14681,44,4.640536359911616,-74.1418871283531,,,,,,,,
1600001080036,False,16,001,08,36,BOGOTA D.C.,BOGOTA. D.C.,VILLANUEVA,08LOCALIDAD 8 KENNEDY,"CLL 40B SUR No 57-26 - CRA
68I No 39D-04 SUR",2487,2201,4688,15,4.603699610027693,-74.14110798164906,,,,,,,,
1600001080037,False,16,001,08,37,BOGOTA D.C.,BOGOTA. D.C.,COL. DISTRITAL JAIRO ANIBAL NIÑO,08LOCALIDAD 8 KENNEDY,"CRA 87 H BIS # 39A-23SUR
CRA 87 H BIS # 39-23SUR",9014,8892,17906,54,4.636991229154412,-74.1670639289277,,,,,,,,
1600001080038,False,16,001,08,38,BOGOTA D.C.,BOGOTA. D.C.,VISION DE COLOMBIA,08LOCALIDAD 8 KENNEDY,CRA 79 C # 13 A - 40,5997,5264,11261,34,4.650722002987847,-74.1353425383567,,,,,,,,
1600001080039,False,16,001,08,39,BOGOTA D.C.,BOGOTA. D.C.,SALÓN COMUNAL ALMENAR,08LOCALIDAD 8 KENNEDY,CRA 80 D # 48 A - 17 SUR,2538,2121,4659,14,4.620077127347364,-74.1706259378784,,,,,,,,
1600001080040,False,16,001,08,40,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO ALQUERIA,08LOCALIDAD 8 KENNEDY,CLL 37 B SUR # 68 D - 93,4271,3910,8181,25,4.604993444015755,-74.13614157584216,,,,,,,,
1600001080041,False,16,001,08,41,BOGOTA D.C.,BOGOTA. D.C.,BOITA,08LOCALIDAD 8 KENNEDY,CLL 48 B # 72 K - 13 SUR,3660,3160,6820,21,4.602401720619046,-74.1526595503489,,,,,,,,
1600001080042,False,16,001,08,42,BOGOTA D.C.,BOGOTA. D.C.,COL DE TIMIZA,08LOCALIDAD 8 KENNEDY,CRA 74 # 42 G - 52 SUR,5239,4477,9716,30,4.6101104,-74.1585219,,,,,,,,
1600001080043,False,16,001,08,43,BOGOTA D.C.,BOGOTA. D.C.,COL. DIS. HERNANDO DURÁN DUSSAN,08LOCALIDAD 8 KENNEDY,CLL 42 F SUR # 88 A - 25,5855,5000,10855,33,4.634842683893976,-74.1727149066905,,,,,,,,
1600001080044,False,16,001,08,44,BOGOTA D.C.,BOGOTA. D.C.,"COL. DIS. RODRIGO DE TRIANA - SEDE
B",08LOCALIDAD 8 KENNEDY,CRA 90 A # 39 - 12 SUR,3372,2732,6104,19,4.64053618824801,-74.169674348497,,,,,,,,
1600001080045,False,16,001,08,45,BOGOTA D.C.,BOGOTA. D.C.,COL. DIS. EDUARDO UMAÑA LUNA,08LOCALIDAD 8 KENNEDY,CRA 93 A # 42 A - 37 SUR,6569,5510,12079,37,4.641838553091315,-74.1749372565163,,,,,,,,
1600001080046,False,16,001,08,46,BOGOTA D.C.,BOGOTA. D.C.,LICEO EL CASTILLO,08LOCALIDAD 8 KENNEDY,CRA 82 BIS # 7D - 12,1924,1686,3610,11,4.64404272832474,-74.14993773291499,,,,,,,,
1600001080047,False,16,001,08,47,BOGOTA D.C.,BOGOTA. D.C.,MILENIO PLAZA,08LOCALIDAD 8 KENNEDY,"AV C.DE CALI No 42B-51SUR-
AV CRA 86 No 42B-51SUR",3124,2781,5905,18,4.630674760054389,-74.1689323551123,,,,,,,,
1600001080048,False,16,001,08,48,BOGOTA D.C.,BOGOTA. D.C.,COL. GABRIEL BETANCOURT MEJIA,08LOCALIDAD 8 KENNEDY,"CRA 87 A No 6 A - 23 Y CRA 88
No 6 A - 28",8204,6275,14479,44,4.644764823663829,-74.1564410014282,,,,,,,,
1600001080049,False,16,001,08,49,BOGOTA D.C.,BOGOTA. D.C.,MARIA PAZ,08LOCALIDAD 8 KENNEDY,"CLL 5A SUR # 82- 63 Y CLL 5A
SUR # 82-01",3181,2942,6123,19,4.636733642099423,-74.1579478880371,,,,,,,,
1600001080050,False,16,001,08,50,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO NELSON MANDELA,08LOCALIDAD 8 KENNEDY,"CRA 91 No 43 - 98 SUR Y CRA
90 A No 46 - 50 SUR",3966,3270,7236,22,4.635930767843079,-74.1779083657645,,,,,,,,
1600001080051,False,16,001,08,51,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO GUSTAVO ROJAS PINILLA,08LOCALIDAD 8 KENNEDY,"CLL 11 B # 80B - 61 - CLL 11 B
# 80C - 10",5331,4245,9576,29,4.648096741080481,-74.1407599300144,,,,,,,,
1600001080052,False,16,001,08,52,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO CLASS I D E SEDE B ROMA,08LOCALIDAD 8 KENNEDY,CLL 56A SUR # 78A - 20,4427,3674,8101,25,4.608348295656845,-74.1714889148596,,,,,,,,
1600001080053,False,16,001,08,53,BOGOTA D.C.,BOGOTA. D.C.,GEMA,08LOCALIDAD 8 KENNEDY,"CLL 58 B SUR # 78K - 21 o CLL
58 C SUR # 78K - 21",467,478,945,3,4.60751231987126,-74.1769706163311,,,,,,,,
1600001080054,False,16,001,08,54,BOGOTA D.C.,BOGOTA. D.C.,COL. DISTRITAL VILLA RICA - SEDE B,08LOCALIDAD 8 KENNEDY,CLL 49 SUR # 78 - 35,2823,2473,5296,16,4.611437876119919,-74.1663653136367,,,,,,,,
1600001080055,False,16,001,08,55,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO JAIME GARZON,08LOCALIDAD 8 KENNEDY,TV 85A # 49- 45 SUR,6260,5190,11450,35,4.627062694296183,-74.1712869067117,,,,,,,,
1600001080056,False,16,001,08,56,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO DEBORA ARANGO,08LOCALIDAD 8 KENNEDY,"CRA 84A No 57B-04 SUR Y
CRA84 A No 57B-22 SUR",1804,1448,3252,10,4.6179910553029,-74.1833634374917,,,,,,,,
1600001080057,False,16,001,08,57,BOGOTA D.C.,BOGOTA. D.C.,COL. DIS. CAFAM BELLAVISTA,08LOCALIDAD 8 KENNEDY,CLL 40 SUR # 94 C - 50,5023,3610,8633,26,4.645400673856698,-74.1728864143187,,,,,,,,
1600001080058,False,16,001,08,58,BOGOTA D.C.,BOGOTA. D.C.,COL. DIST SALUDCOOP SUR,08LOCALIDAD 8 KENNEDY,"CRA 89 No 26-03 SUR Y CRA
89 No 26 -01 SUR",4886,3806,8692,27,4.642601313040059,-74.1643147296153,,,,,,,,
1600001080059,False,16,001,08,59,BOGOTA D.C.,BOGOTA. D.C.,MANUEL CEPEDA,08LOCALIDAD 8 KENNEDY,CLL 56 SUR # 81 - 26,3745,3894,7639,23,4.616237131731423,-74.1768164668252,,,,,,,,
1600001080060,False,16,001,08,60,BOGOTA D.C.,BOGOTA. D.C.,CENTRO COMERCIAL EL EDEN,08LOCALIDAD 8 KENNEDY,CRA 72 # 12 B - 48,9950,8102,18052,55,4.646107836708931,-74.12843803508278,,,,,,,,
1600001080061,False,16,001,08,61,BOGOTA D.C.,BOGOTA. D.C.,SANTA MARIA DE KENNEDY,08LOCALIDAD 8 KENNEDY,CLL 51C SUR NO 82A - 09,3662,2924,6586,20,4.622432448901697,-74.1765776030081,,,,,,,,
1600001080062,False,16,001,08,62,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO PAULO VI SEDE A,08LOCALIDAD 8 KENNEDY,"CRA 78N#41-17.21SUR o CRA
78P#41-20SUR",1283,1154,2437,8,4.621084041084641,-74.15809753809751,,,,,,,,
1600001080063,False,16,001,08,63,BOGOTA D.C.,BOGOTA. D.C.,"CENTRO DE DESARROLLO
COMUNITARIO KENNEDY",08LOCALIDAD 8 KENNEDY,"CRA 80 # 43-43SUR o AV CRA
80#43-43 SUR",3051,2607,5658,17,4.621253589258386,-74.1665437154312,,,,,,,,
1600001080064,False,16,001,08,64,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO RODRIGO DE TRIANA,08LOCALIDAD 8 KENNEDY,"CL 38 B # 89 - 81 Sur -CL 38
Sur # 89 - 81",6209,5720,11929,36,4.640129514167888,-74.1676707286066,,,,,,,,
1600001080065,False,16,001,08,65,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO DARIO ECHANDIA,08LOCALIDAD 8 KENNEDY,CLL 5A SUR # 88B - 08,4647,4059,8706,27,4.642111121786317,-74.1618244382116,,,,,,,,
1600001080066,False,16,001,08,66,BOGOTA D.C.,BOGOTA. D.C.,SAN FRANCISCO EN EL TINTAL,08LOCALIDAD 8 KENNEDY,CLL 6D # 90 - 51,4212,2958,7170,22,4.649666420234712,-74.15803844587643,,,,,,,,
1600001080067,False,16,001,08,67,BOGOTA D.C.,BOGOTA. D.C.,CENTRO COMERCIAL CIUDAD TINTAL,08LOCALIDAD 8 KENNEDY,"CRA 94 #6 C - 30 o CRA 93 #
6B - 50",2192,1635,3827,12,4.652782112233859,-74.1597935479674,,,,,,,,
1600001080068,False,16,001,08,68,BOGOTA D.C.,BOGOTA. D.C.,UNIVERSIDAD UNIAGUSTINIANA,08LOCALIDAD 8 KENNEDY,"AV CIUDAD DE CALI No 11B -
95 / CLL 11A NO 86-66",3115,2797,5912,18,4.653345301203805,-74.1455713644632,,,,,,,,
1600001080069,False,16,001,08,69,BOGOTA D.C.,BOGOTA. D.C.,SAN JOSE DE CASTILLA SEDE A,08LOCALIDAD 8 KENNEDY,"CLL 7 C # 78 F - 20 o CRA 78 F
# 7 D - 03",4242,3323,7565,23,4.638112903095914,-74.1437847918905,,,,,,,,
1600001080070,False,16,001,08,70,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO FE Y ALEGRIA,08LOCALIDAD 8 KENNEDY,TV 78 C # 6 D - 49,3890,2995,6885,21,4.634304598705463,-74.1455295681953,,,,,,,,
1600001080071,False,16,001,08,71,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO JEAN PIAGET,08LOCALIDAD 8 KENNEDY,CLL 2 B # 70 - 22,1372,1104,2476,8,4.624567862925919,-74.1316920519819,,,,,,,,
1600001080072,False,16,001,08,72,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO SAN PEDRO CLAVER SEDE A,08LOCALIDAD 8 KENNEDY,CRA 79C # 41B - 51 SUR,2123,1754,3877,12,4.622233742360259,-74.160904197229,,,,,,,,
1600001080073,False,16,001,08,73,BOGOTA D.C.,BOGOTA. D.C.,COL. TERESA MARTINEZ DE VARELA,08LOCALIDAD 8 KENNEDY,"CLL 8A BIS No 94-72 o CRA 94
No 8C-49",1554,1277,2831,9,4.657351525829514,-74.1571230452045,,,,,,,,
1600001080074,False,16,001,08,74,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO DISTRITAL JACKELINE,08LOCALIDAD 8 KENNEDY,CRA 77Q No 45A-21 SUR,748,656,1404,5,4.609053335809592,-74.1626688661017,,,,,,,,
1600001080075,False,16,001,08,75,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO LUZ Y VIDA,08LOCALIDAD 8 KENNEDY,CLL 1 SUR No 86-15,818,757,1575,5,4.638523498948781,-74.1590746629333,,,,,,,,
1600001080076,False,16,001,08,76,BOGOTA D.C.,BOGOTA. D.C.,FERNANDO SOTO APARICIO SEDE B,08LOCALIDAD 8 KENNEDY,CRA 80 A #51 B-29 SUR,980,690,1670,5,4.617238029349877,-74.1728340668673,,,,,,,,
1600001080077,False,16,001,08,77,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL MONTERREY,08LOCALIDAD 8 KENNEDY,CLL. 8 BIS # 81 - 40,1007,814,1821,6,4.643850306508157,-74.1480636128157,,,,,,,,
1600001080078,False,16,001,08,78,BOGOTA D.C.,BOGOTA. D.C.,CENTRO COMERCIAL TINTAL PLAZA,08LOCALIDAD 8 KENNEDY,"AV CRA 86 No 6-37-AV
CIUDAD CALI CON AMERICAS",10833,9827,20660,62,4.642099533147853,-74.1559924467963,,,,,,,,
1600001080079,False,16,001,08,79,BOGOTA D.C.,BOGOTA. D.C.,SAGRADO CORAZON,08LOCALIDAD 8 KENNEDY,CLL 53B SUR # 84-16,358,305,663,2,4.622588062124459,-74.1782076490154,,,,,,,,
1600001080080,False,16,001,08,80,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO DIST. CODEMA,08LOCALIDAD 8 KENNEDY,CLL 2 No 93-28,4645,3969,8614,26,4.648427470628335,-74.1654202923396,,,,,,,,
1600001080081,False,16,001,08,81,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL ROMA IV,08LOCALIDAD 8 KENNEDY,CRA 78J No 54-16 SUR,1493,1388,2881,9,4.610906390219645,-74.1712386397828,,,,,,,,
1600001080082,False,16,001,08,82,BOGOTA D.C.,BOGOTA. D.C.,"INEM FRANCISCO DE PAULA
SANTANDER SEDE A",08LOCALIDAD 8 KENNEDY,CLL 38C SUR # 79 - 08,5358,5467,10825,33,4.625099713146962,-74.1559045596251,,,,,,,,
1600001080083,False,16,001,08,83,BOGOTA D.C.,BOGOTA. D.C.,FERNANDO SOTO APARICIO,08LOCALIDAD 8 KENNEDY,TV 73 A BIS B # 36 - 47 SUR,540,486,1026,4,4.618863775182815,-74.1474215786057,,,,,,,,
1600001080084,False,16,001,08,84,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL CARVAJAL OSORIO,08LOCALIDAD 8 KENNEDY,"CRA 68 L #37 D-38 SUR/ CLL
38 SUR #68 J-50",1012,965,1977,6,4.6070487,-74.1385086,,,,,,,,
1600001080085,False,16,001,08,85,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL CARVAJAL II SECTOR,08LOCALIDAD 8 KENNEDY,CRA. 70 B # 24 A 40 SUR,443,399,842,3,4.616042395451764,-74.13591268431149,,,,,,,,
1600001080086,False,16,001,08,86,BOGOTA D.C.,BOGOTA. D.C.,NICOLAS ESGUERRA,08LOCALIDAD 8 KENNEDY,CLL 9 C No 68-52,245,268,513,2,4.632842053834164,-74.1224520487915,,,,,,,,
1600001080087,False,16,001,08,87,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL MARSELLA,08LOCALIDAD 8 KENNEDY,CRA 69 No 8-28,2291,2041,4332,13,4.63248915893322,-74.127054719461,,,,,,,,
1600001080088,False,16,001,08,88,BOGOTA D.C.,BOGOTA. D.C.,ISABEL II,08LOCALIDAD 8 KENNEDY,DIAG. 2D No 79C-83,1149,988,2137,7,4.633271102365731,-74.1529135869807,,,,,,,,
1600001080089,False,16,001,08,89,BOGOTA D.C.,BOGOTA. D.C.,LICEO REYNEL,08LOCALIDAD 8 KENNEDY,CLL 39 SUR No 68F-15,368,255,623,2,4.602658210685381,-74.1385828538069,,,,,,,,
1600001080090,False,16,001,08,90,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO OEA ANTONIA SANTOS,08LOCALIDAD 8 KENNEDY,"CRA 69# 39-27 SUR/ CRA 69
BIS # 39-30 SUR",385,376,761,3,4.609286693095555,-74.1408587285263,,,,,,,,
1600001080091,False,16,001,08,91,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL BOITA II SECTOR,08LOCALIDAD 8 KENNEDY,CRA 72R BIS No 48-11 SUR,934,899,1833,6,4.604170501443866,-74.15597910384369,,,,,,,,
1600001080092,False,16,001,08,92,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL SANTA CATALINA,08LOCALIDAD 8 KENNEDY,"CRA 72Q BIS # 43-06 SUR /
CLL 43 SUR # 72Q-45",482,446,928,3,4.605993224313022,-74.1542070231721,,,,,,,,
1600001080093,False,16,001,08,93,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO INTEGRACION MODERNA,08LOCALIDAD 8 KENNEDY,CLL 4 No 71A-41,1036,843,1879,6,4.62678461398005,-74.13452449530804,,,,,,,,
1600001080094,False,16,001,08,94,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO COOPERATIVO TIMIZA,08LOCALIDAD 8 KENNEDY,CRA 72 M # 40 F - 18 SUR,1256,1134,2390,8,4.6086727,-74.150679,,,,,,,,
1600001080095,False,16,001,08,95,BOGOTA D.C.,BOGOTA. D.C.,FLORESTA SUR SEDE B,08LOCALIDAD 8 KENNEDY,"CLL 2 # 68B - 08 SUR / CLL 2 #
68B - 82 SUR",1028,897,1925,6,4.6223109,-74.1272017,,,,,,,,
1600001080096,False,16,001,08,96,BOGOTA D.C.,BOGOTA. D.C.,CARLOS ARANGO VELEZ SEDE A,08LOCALIDAD 8 KENNEDY,TV 68 G # 35 A - 42 SUR,1102,918,2020,7,4.6078618,-74.1353506,,,,,,,,
1600001080097,False,16,001,08,97,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO SAN RAFAEL SEDE A,08LOCALIDAD 8 KENNEDY,"TRAV 78I # 42B-81 SUR/ CRA
78 L # 42 B 84 Sur",538,473,1011,4,4.6174526,-74.1614833,,,,,,,,
1600001080098,False,16,001,08,98,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL VILLA CLAUDIA,08LOCALIDAD 8 KENNEDY,CLL 9 A SUR # 68 F - 23,509,393,902,3,4.6174268,-74.1291983,,,,,,,,
1600001080099,False,16,001,08,99,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO SAN PEDRO CLAVER SEDE B,08LOCALIDAD 8 KENNEDY,CLL 42 G SUR # 87- 06,748,650,1398,5,4.6313895,-74.1714826,,,,,,,,
16000010800A1,False,16,001,08,A1,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO ERNESTO GUHL,08LOCALIDAD 8 KENNEDY,CLL 42 G SUR # 87G - 16,304,262,566,2,4.6331298,-74.1724781,,,,,,,,
16000010800A2,False,16,001,08,A2,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO CIUDAD DE FOMEQUE,08LOCALIDAD 8 KENNEDY,CRA 93 B # 42F -16 SUR,313,307,620,2,4.640727122281784,-74.17608317434386,,,,,,,,
16000010800A3,False,16,001,08,A3,BOGOTA D.C.,BOGOTA. D.C.,"ESC.TECNOLOGICA INST. TECNICO
CENTRAL",08LOCALIDAD 8 KENNEDY,CLL 6 C # 94A - 25,2456,1942,4398,14,4.654628779571517,-74.16233432855833,,,,,,,,
16000010800A4,False,16,001,08,A4,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO EMMA REYES IED,08LOCALIDAD 8 KENNEDY,CRA 80 B No 6 - 71,1242,1007,2249,7,4.6365939,-74.1509504,,,,,,,,
16000010800A5,False,16,001,08,A5,BOGOTA D.C.,BOGOTA. D.C.,"SALON COMUNAL ANDALUCIA II
SECTOR",08LOCALIDAD 8 KENNEDY,CLL 14 A No 81 - 38,484,446,930,3,4.65333955925927,-74.13717247301636,,,,,,,,
16000010800A6,False,16,001,08,A6,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL VILLA ALSACIA,08LOCALIDAD 8 KENNEDY,CLL 11 A No 72 D - 20,973,782,1755,6,4.6436164,-74.1382998,,,,,,,,
16000010800A7,False,16,001,08,A7,BOGOTA D.C.,BOGOTA. D.C.,CC PLAZA DE LAS AMERICAS,08LOCALIDAD 8 KENNEDY,CARRERA 71 D No. 6 - 94 SUR,4488,4311,8799,27,4.6176559,-74.1354473,,,,,,,,
16000010800A8,False,16,001,08,A8,BOGOTA D.C.,BOGOTA. D.C.,METRO ALQUERIA,08LOCALIDAD 8 KENNEDY,"AV 68 No 38 - 87 SUR / CRA 68
No. 38A 15 SUR*",668,635,1303,4,4.602736,-74.13335,,,,,,,,
16000010800A9,False,16,001,08,A9,BOGOTA D.C.,BOGOTA. D.C.,LORETO DE CASTILLA,08LOCALIDAD 8 KENNEDY,CALLE 8 A No. 78 C 60,924,713,1637,5,4.638960555358231,-74.14283581941184,,,,,,,,
16000010800B1,False,16,001,08,B1,BOGOTA D.C.,BOGOTA. D.C.,POLIDEPORTIVO CASTILLA,08LOCALIDAD 8 KENNEDY,"CLL 8 B BIS # 73B-1 / CRA 75
No. 8A-31",2050,2042,4092,13,4.6393395,-74.1396853,,,,,,,,
16000010800B2,False,16,001,08,B2,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO FELIZA BURSZTYN IED,08LOCALIDAD 8 KENNEDY,CLL. 1 No. 69 A - 07,1047,838,1885,6,4.621556,-74.1293025,,,,,,,,
16000010800B3,False,16,001,08,B3,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO MARIA BETSABE ESPINAL IED,08LOCALIDAD 8 KENNEDY,CLL. 45 Sur # 72Q - 20,235,190,425,2,4.605098604128346,-74.15505641979763,,,,,,,,
16000010800B4,False,16,001,08,B4,BOGOTA D.C.,BOGOTA. D.C.,COLEGIO EL FERROL LA PAZ IED,08LOCALIDAD 8 KENNEDY,"CRA. 69 # 9C -30/60 / CRA 69
# 9C-52",846,650,1496,5,4.634711243929149,-74.12625704351656,,,,,,,,
16000010800B5,False,16,001,08,B5,BOGOTA D.C.,BOGOTA. D.C.,LICEO SAMARIO,08LOCALIDAD 8 KENNEDY,CRA. 74 # 42C -80 Sur,324,266,590,2,4.6106231,-74.1578476,,,,,,,,
16000010800B6,False,16,001,08,B6,BOGOTA D.C.,BOGOTA. D.C.,"SALON INSTMAR - INSTITUTO
MARSELLA",08LOCALIDAD 8 KENNEDY,CRA. 70 # 6 C - 50,426,371,797,3,4.631661661985507,-74.1305742592463,,,,,,,,
16000010800B7,False,16,001,08,B7,BOGOTA D.C.,BOGOTA. D.C.,GIMNASIO MODERNO CASTILLA,08LOCALIDAD 8 KENNEDY,AV. CLL. 8 # 78C - 04,422,350,772,3,4.639002624354616,-74.14281687790984,,,,,,,,
16000010800B8,False,16,001,08,B8,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL LAS AMERICAS,08LOCALIDAD 8 KENNEDY,CLL 3 A # 69 B - 19,343,296,639,2,4.6256582,-74.1281198,,,,,,,,
16000010800B9,False,16,001,08,B9,BOGOTA D.C.,BOGOTA. D.C.,"SALON COMUNAL VALENCIA Y
BOMBAY",08LOCALIDAD 8 KENNEDY,"CRA 72G # 39C SUR - 02 / CRA
72G # 39C-20 SUR*",83,59,142,1,4.6063782,-74.1445998,,,,,,,,
16000010800C1,False,16,001,08,C1,BOGOTA D.C.,BOGOTA. D.C.,SALON COMUNAL NUEVAS DELICIAS,08LOCALIDAD 8 KENNEDY,CLL. 44 F SUR # 72 B 36,109,100,209,1,4.599514,-74.1470788,,,,,,,,
16000010800C2,False,16,001,08,C2,BOGOTA D.C.,BOGOTA. D.C.,LICEO CARMELITAS,08LOCALIDAD 8 KENNEDY,Carrera 77 K N.º 57 d - 23 sur,192,168,360,2,4.606222581334409,-74.17412083572083,,,,,,,,
16000010800C4,False,16,001,08,C4,BOGOTA D.C.,BOGOTA. D.C.,CASABLANCA I,08LOCALIDAD 8 KENNEDY,CRA 79B # 50-00/31 SUR,381,321,702,3,4.616130297115328,-74.17017071736831,,,,,,,,
16000010800C5,False,16,001,08,C5,BOGOTA D.C.,BOGOTA. D.C.,CASABLANCA 33,08LOCALIDAD 8 KENNEDY,carrera 79 B N.º 46 - 70 sur,538,415,953,3,4.6174533652852014,-74.16737473603106,,,,,,,,
16000010800C6,False,16,001,08,C6,BOGOTA D.C.,BOGOTA. D.C.,IED COLEGIO SAN JOSE SEDE B,08LOCALIDAD 8 KENNEDY,Carrera 78 n Bis N.º 45 Sur - 60,178,168,346,2,4.616544445001943,-74.16551771335199,,,,,,,,
16000010800C7,False,16,001,08,C7,BOGOTA D.C.,BOGOTA. D.C.,COL. GUSTAVO ROJAS PINILLA SEDE B,08LOCALIDAD 8 KENNEDY,"CRA 84D # 13-65 / CRA 81 D #
13 - 65",154,122,276,1,4.652626759736303,-74.13974545593193,,,,,,,,
1600001090001,False,16,001,09,01,BOGOTA D.C.,BOGOTA. D.C.,FONTIBON,09LOCALIDAD 9 FONTIBON,"CRA 99 CLL 17 A ESQUINA -
CRA 99 No 17 A - 62",11240,10530,21770,66,4.672419469695308,-74.14418846368778,,,,,,,,
1600001090002,False,16,001,09,02,BOGOTA D.C.,BOGOTA. D.C.,VILLEMAR,09LOCALIDAD 9 FONTIBON,CLL 20D # 96G - 51,8155,6553,14708,45,4.672578975487334,-74.13928530696285,,,,,,,,
1600001090003,False,16,001,09,03,BOGOTA D.C.,BOGOTA. D.C.,HAYUELOS CENTRO COMERCIAL,09LOCALIDAD 9 FONTIBON,CLL 20 NO 82 - 52,10227,7955,18182,55,4.663944405433905,-74.1304636001586,,,,,,,,
1600001090004,False,16,001,09,04,BOGOTA D.C.,BOGOTA. D.C.,BELEN,09LOCALIDAD 9 FONTIBON,CRA 106 # 18 - 77,6502,5937,12439,38,4.678808283356515,-74.14782285690303,,,,,,,,
1600001090005,False,16,001,09,05,BOGOTA D.C.,BOGOTA. D.C.,SAN PABLO LA PERLA,09LOCALIDAD 9 FONTIBON,CLL 17 D # 123 B - 37,3413,3380,6793,21,4.688977164828011,-74.15849804878235,,,,,,,,
1600001090006,False,16,001,09,06,BOGOTA D.C.,BOGOTA. D.C.,VERSALLES,09LOCALIDAD 9 FONTIBON,CRA 112 # 23 - 05,7271,6739,14010,42,4.687084681074792,-74.14510309696193,,,,,,,,
1600001090007,False,16,001,09,07,BOGOTA D.C.,BOGOTA. D.C.,VERACRUZ,09LOCALIDAD 9 FONTIBON,CRA 101 # 23 - 42,5720,5144,10864,33,4.679421356910246,-74.13753658533095,,,,,,,,
1600001090008,False,16,001,09,08,BOGOTA D.C.,BOGOTA. D.C.,MODELIA SUR,09LOCALIDAD 9 FONTIBON,CLL 25 B # 81 - 41,4698,3973,8671,26,4.669654609872271,-74.1199064254761,,,,,,,,
1600001090009,False,16,001,09,09,BOGOTA D.C.,BOGOTA. D.C.,SANTA CECILIA - MODELIA,09LOCALIDAD 9 FONTIBON,CLL 25 B # 83 - 14,3922,3526,7448,23,4.6721879938962765,-74.12059259138663,,,,,,,,
1600001090010,False,16,001,09,10,BOGOTA D.C.,BOGOTA. D.C.,CENTRO A,09LOCALIDAD 9 FONTIBON,CRA 97 # 16J - 15,3505,3142,6647,20,4.670884091191208,-74.14466093124344,,,,,,,,
1600001090011,False,16,001,09,11,BOGOTA D.C.,BOGOTA. D.C.,LA LAGUNA,09LOCALIDAD 9 FONTIBON,CLL 16 F BIS # 102 - 70,6265,5411,11676,35,4.672317955818872,-74.14924031808896,,,,,,,,
1600001090012,False,16,001,09,12,BOGOTA D.C.,BOGOTA. D.C.,BATAVIA,09LOCALIDAD 9 FONTIBON,CRA 114 # 17 C - 07,2467,2183,4650,14,4.682691531076024,-74.15303707122794,,,,,,,,
