puesto_code,is_exterior,dept_reg,mpio_reg,zona,puesto_num,dept_name,mpio_name,puesto_name,comuna,direccion,censo_mujeres,censo_hombres,censo_total,num_mesas,latitud,longitud,citrep,mesas_ext_lun_jue,mesas_ext_vie,mesas_ext_sab,censo_mujeres_ext,censo_hombres_ext,censo_total_ext,agrupados_ext
0100001010001,False,01,001,01,01,ANTIOQUIA,MEDELLIN,SEC. ESC. LA ESPERANZA No 2,01COMUNA 1 POPULAR,KR 29 # 102 - 20,5183,7633,12816,39,6.291166853889096,-75.54110522383867,,,,,,,,
0100001010002,False,01,001,01,02,ANTIOQUIA,MEDELLIN,INST.EDUC. LA CANDELARIA,01COMUNA 1 POPULAR,CL 106 # 32-100,9736,6408,16144,49,6.293491161667737,-75.54232060073917,,,,,,,,
0100001010003,False,01,001,01,03,ANTIOQUIA,MEDELLIN,"IE MARIA DE LOS ANGELES CANO
MARQUEZ",01COMUNA 1 POPULAR,CR 36B 102C 54,4545,3965,8510,26,6.292281354276708,-75.5445017815333,,,,,,,,
0100001010004,False,01,001,01,04,ANTIOQUIA,MEDELLIN,SEC. ESC. MEDELLIN,01COMUNA 1 POPULAR,CL 96 # 36-45,4915,4045,8960,27,6.286822875493661,-75.54634394199259,,,,,,,,
0100001010005,False,01,001,01,05,ANTIOQUIA,MEDELLIN,I.E.FE Y ALEGRIA GRANIZAL,01COMUNA 1 POPULAR,Cra 39A # 104-23,2603,2387,4990,15,6.292913702271824,-75.54774714975814,,,,,,,,
0100001010006,False,01,001,01,06,ANTIOQUIA,MEDELLIN,IE LA AVANZADA,01COMUNA 1 POPULAR,CRA 27 No 106BB-65,1331,1010,2341,8,6.294368801872741,-75.53912846195836,,,,,,,,
0100001010007,False,01,001,01,07,ANTIOQUIA,MEDELLIN,SEC. ESC. CARPINELO AMAPOLITA,01COMUNA 1 POPULAR,CALLE 97 # 23-12,1106,1053,2159,7,6.286901662275185,-75.53825245453439,,,,,,,,
0100001010008,False,01,001,01,08,ANTIOQUIA,MEDELLIN,IE ANTONIO DERKA,01COMUNA 1 POPULAR,CRA 28 No 107-425,3384,3242,6626,20,6.297172374535049,-75.53908900853517,,,,,,,,
0100001010009,False,01,001,01,09,ANTIOQUIA,MEDELLIN,SEC. ESC. NUEVO HORIZONTE 2,01COMUNA 1 POPULAR,CARRERA 37 No 107AA 21,2028,9915,11943,36,6.297678127687827,-75.54560659015236,,,,,,,,
0100001020001,False,01,001,02,01,ANTIOQUIA,MEDELLIN,I.E. NUEVO HORIZONTE - PAULO VI,01COMUNA 1 POPULAR,KR 42B # 110 A 28,3717,7112,10829,33,6.298770610003607,-75.54621227142943,,,,,,,,
0100001020002,False,01,001,02,02,ANTIOQUIA,MEDELLIN,SEC. ESC. DIVINA PROVIDENCIA,01COMUNA 1 POPULAR,CL 108 NO 43B - 17,9415,3106,12521,38,6.297555311383203,-75.5491582190566,,,,,,,,
0100001020003,False,01,001,02,03,ANTIOQUIA,MEDELLIN,SEC.ESC.AGRIPINA MONTES DEL VALLE,01COMUNA 1 POPULAR,CALLE 95 #42 B 44,4793,3149,7942,24,6.286594344434132,-75.55026598681182,,,,,,,,
0100001020004,False,01,001,02,04,ANTIOQUIA,MEDELLIN,I.E.FEDERICO CARRASQUILLA,01COMUNA 1 POPULAR,Cra 45 # 108-110,2820,2311,5131,16,6.298627042406685,-75.54942030604306,,,,,,,,
0100001020005,False,01,001,02,05,ANTIOQUIA,MEDELLIN,I.E.GUADALUPE,01COMUNA 1 POPULAR,Cra 42B 95A -23,6149,2650,8799,27,6.286822977192469,-75.54990857398555,,,,,,,,
0100001030001,False,01,001,03,01,ANTIOQUIA,MEDELLIN,I.E. ASIA IGNACIANA,02COMUNA 2 SANTA CRUZ,CL 122 # 51B-30,7570,7285,14855,45,6.306288398534118,-75.55503370017753,,,,,,,,
0100001030002,False,01,001,03,02,ANTIOQUIA,MEDELLIN,SEC.ESC. MANUEL URIBE ANGEL,02COMUNA 2 SANTA CRUZ,KR 49A #107-65,8233,6277,14510,44,6.298030595377991,-75.5537101125958,,,,,,,,
0100001030003,False,01,001,03,03,ANTIOQUIA,MEDELLIN,"SEC. ESC. FIDEL ANTONIO
SALDARRIAGA",02COMUNA 2 SANTA CRUZ,CRA 48 No 103B-01,4948,3863,8811,27,6.29402005807331,-75.55389805768115,,,,,,,,
0100001030004,False,01,001,03,04,ANTIOQUIA,MEDELLIN,SEC ESC LA FRONTERA,02COMUNA 2 SANTA CRUZ,CALLE 122 No 50A 14,2045,1511,3556,11,6.30574568136459,-75.55265288075903,,,,,,,,
0100001040001,False,01,001,04,01,ANTIOQUIA,MEDELLIN,I.E. BARRIO SANTA CRUZ,02COMUNA 2 SANTA CRUZ,CL 103 # 43A - 45,5941,5138,11079,34,6.292401391485563,-75.55040017361034,,,,,,,,
0100001040002,False,01,001,04,02,ANTIOQUIA,MEDELLIN,SEC. ESC. ARZOBISPO GARCIA,02COMUNA 2 SANTA CRUZ,KR 49 # 98-48,5616,4388,10004,30,6.290124901597239,-75.55600184487506,,,,,,,,
0100001040003,False,01,001,04,03,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE HONDURAS,02COMUNA 2 SANTA CRUZ,KR 50B # 97A-30,5116,4011,9127,28,6.290786310393303,-75.55952245542814,,,,,,,,
0100001050001,False,01,001,05,01,ANTIOQUIA,MEDELLIN,"I.E. MONTECARLO GUILLERMO
GAVIRIA CORREA",03COMUNA 3 MANRIQUE,CARRERA 36 # 85 B 140,9017,7019,16036,49,6.278336407431245,-75.5461153905296,,,,,,,,
0100001050002,False,01,001,05,02,ANTIOQUIA,MEDELLIN,IE LAS NIEVES,03COMUNA 3 MANRIQUE,CLL 82 No 39 - 69,6128,5110,11238,34,6.2735706722689315,-75.54914397740323,,,,,,,,
0100001050003,False,01,001,05,03,ANTIOQUIA,MEDELLIN,I.E. MANUELA BELTRAN,03COMUNA 3 MANRIQUE,KR 37 # 71-47,7130,1738,8868,27,6.266246131517446,-75.54874489135204,,,,,,,,
0100001050004,False,01,001,05,04,ANTIOQUIA,MEDELLIN,"SEC ESC SAN JOSE (IE MANUELA
BELTRAN)",03COMUNA 3 MANRIQUE,CL 71 No 33-18,6728,8580,15308,46,6.265584840534802,-75.54579958085893,,,,,,,,
0100001050005,False,01,001,05,05,ANTIOQUIA,MEDELLIN,I.E.RAMON MUNERA LOPERA,03COMUNA 3 MANRIQUE,Cra 30A # 77 - 04,2829,2257,5086,16,6.269724663139501,-75.54351043967014,,,,,,,,
0100001050006,False,01,001,05,06,ANTIOQUIA,MEDELLIN,IE BELLO ORIENTE,03COMUNA 3 MANRIQUE,CRA 23B No 84B-27,1305,1130,2435,8,6.276973686093869,-75.5380888046019,,,,,,,,
0100001050007,False,01,001,05,07,ANTIOQUIA,MEDELLIN,IE JOSE ROBERTO VASQUEZ,03COMUNA 3 MANRIQUE,CLL 76 No 39-160,1613,1409,3022,10,6.268655960349916,-75.55012903899657,,,,,,,,
0100001050008,False,01,001,05,08,ANTIOQUIA,MEDELLIN,SEC. ESC. BALDOMERO SANIN CANO,03COMUNA 3 MANRIQUE,CR 37 75A 2,3356,3843,7199,22,6.2690484479704205,-75.54826734725016,,,,,,,,
0100001060001,False,01,001,06,01,ANTIOQUIA,MEDELLIN,I.E. JOSE ANTONIO GALAN,03COMUNA 3 MANRIQUE,KR 44A NO 93-87,6458,5518,11976,36,6.285049681861491,-75.55214255249525,,,,,,,,
0100001060002,False,01,001,06,02,ANTIOQUIA,MEDELLIN,I.E. HERNAN TORO AGUDELO,03COMUNA 3 MANRIQUE,Cra 45 # 72-80,7805,6338,14143,43,6.26817765365757,-75.55486820292754,,,,,,,,
0100001060003,False,01,001,06,03,ANTIOQUIA,MEDELLIN,"IE RODRIGO LARA BONILLA - SEDE LA
SUSANA",03COMUNA 3 MANRIQUE,KR 41B # 66E-50,4016,3956,7972,24,6.26221079885131,-75.55235362039069,,,,,,,,
0100001060004,False,01,001,06,04,ANTIOQUIA,MEDELLIN,IE SAN JUAN BAUTISTA DE LA SALLE,03COMUNA 3 MANRIQUE,CLL 93 No 40-42,2251,1972,4223,13,6.284413782123305,-75.54930120912442,,,,,,,,
0100001070001,False,01,001,07,01,ANTIOQUIA,MEDELLIN,COL AGUSTINIANO DE SAN NICOLAS,04COMUNA 4 ARANJUEZ,KR 48 # 93-13,7092,6087,13179,40,6.284762354282652,-75.55553632675696,,,,,,,,
0100001070002,False,01,001,07,02,ANTIOQUIA,MEDELLIN,"I.E. MONSEÑOR FRANCISCO
CRISTOBAL TORO",04COMUNA 4 ARANJUEZ,Cra 50D # 90-49,6049,4949,10998,33,6.282328460012106,-75.5603767127427,,,,,,,,
0100001070003,False,01,001,07,03,ANTIOQUIA,MEDELLIN,I.E. GILBERTO ALZATE AVENDAÑO,04COMUNA 4 ARANJUEZ,CL 92 # 51A-100,6299,5554,11853,36,6.283670028457579,-75.56280830297665,,,,,,,,
0100001070004,False,01,001,07,04,ANTIOQUIA,MEDELLIN,I.E. CAMPO VALDES,04COMUNA 4 ARANJUEZ,CL 83 # 47-33,6236,5436,11672,35,6.275659829850496,-75.55588542179053,,,,,,,,
0100001070005,False,01,001,07,05,ANTIOQUIA,MEDELLIN,I.E.SAN JUAN BOSCO,04COMUNA 4 ARANJUEZ,CALLE 82 # 50C-10,1806,1250,3056,10,6.275876296432525,-75.56110619683054,,,,,,,,
0100001070006,False,01,001,07,06,ANTIOQUIA,MEDELLIN,I.E. JOSE EUSEBIO CARO,04COMUNA 4 ARANJUEZ,CR 50 A 93 77,1551,1444,2995,9,6.285556325037282,-75.55858516237099,,,,,,,,
0100001070007,False,01,001,07,07,ANTIOQUIA,MEDELLIN,IE LORENZA VILLEGAS DE SANTOS,04COMUNA 4 ARANJUEZ,CRA 51 No 87 - 40,1765,1200,2965,9,6.28036726498752,-75.560930831415,,,,,,,,
0100001070008,False,01,001,07,08,ANTIOQUIA,MEDELLIN,SEC ESC TOMAS CARRASQUILLA No 1,04COMUNA 4 ARANJUEZ,CRA 52 No 92 - 05,659,668,1327,4,6.283695204857183,-75.56318986952265,,,,,,,,
0100001080001,False,01,001,08,01,ANTIOQUIA,MEDELLIN,I.E. ALFONSO MORA NARANJO,04COMUNA 4 ARANJUEZ,KR 48A # 77-68,5547,4764,10311,31,6.2712185416086275,-75.55721766978976,,,,,,,,
0100001080002,False,01,001,08,02,ANTIOQUIA,MEDELLIN,I.E. JOSE MARIA BRAVO MARQUEZ,04COMUNA 4 ARANJUEZ,CL 70 # 47A-04,3938,3406,7344,22,6.265626251212306,-75.55734407676118,,,,,,,,
0100001080003,False,01,001,08,03,ANTIOQUIA,MEDELLIN,I.E. FRANCISCO MIRANDA,04COMUNA 4 ARANJUEZ,KR 51C # 79-56,8343,6747,15090,46,6.2740802513828156,-75.5636009050477,,,,,,,,
0100001080004,False,01,001,08,04,ANTIOQUIA,MEDELLIN,I.E. JAVIERA LONDOÑO SEVILLA,04COMUNA 4 ARANJUEZ,CL 71 # 51D-26,5964,5856,11820,36,6.267947877498514,-75.56496389767186,,,,,,,,
0100001080005,False,01,001,08,05,ANTIOQUIA,MEDELLIN,I.E. EL BOSQUE,04COMUNA 4 ARANJUEZ,Cra 58 # 85B 81,2585,2345,4930,15,6.280000695710501,-75.56709256373686,,,,,,,,
0100001080006,False,01,001,08,06,ANTIOQUIA,MEDELLIN,SEC ESC JULIO ARBOLEDA,04COMUNA 4 ARANJUEZ,CR 51 78 12,964,839,1803,6,6.272841141341221,-75.5625270968661,,,,,,,,
0100001080007,False,01,001,08,07,ANTIOQUIA,MEDELLIN,SEC. ESC. PORFIRIO BARBA JACOB,04COMUNA 4 ARANJUEZ,CR 47 74 32,242,219,461,2,6.268782507913703,-75.55656401835367,,,,,,,,
0100001080008,False,01,001,08,08,ANTIOQUIA,MEDELLIN,IE FE Y ALEGRIA LUIS AMIGO MORAVIA,04COMUNA 4 ARANJUEZ,CARRERA 58 No 84 40,939,824,1763,6,6.279120866575186,-75.56641747505357,,,,,,,,
0100001090001,False,01,001,09,01,ANTIOQUIA,MEDELLIN,I.E. JULIO CESAR GARCIA,05COMUNA 5 CASTILLA,CL 111A # 65-26,5593,4676,10269,31,6.306700600776164,-75.56414801804185,,,,,,,,
0100001090002,False,01,001,09,02,ANTIOQUIA,MEDELLIN,IE DIEGO ECHAVARRIA MISAS,05COMUNA 5 CASTILLA,CALLE 111 No 70 68,6056,4963,11019,33,6.308277247134869,-75.56913901531033,,,,,,,,
0100001090003,False,01,001,09,03,ANTIOQUIA,MEDELLIN,"I.E. PBRO ANTONIO JOSE BERNAL
LONDOÑO SJ",05COMUNA 5 CASTILLA,CL 105A # 63A-200,7105,7047,14152,43,6.30165634274362,-75.55932885018838,,,,,,,,
0100001090004,False,01,001,09,04,ANTIOQUIA,MEDELLIN,I.E.SEBASTIAN DE BELALCAZAR,05COMUNA 5 CASTILLA,CALLE 103EE # 63D-185,1649,1384,3033,10,6.298573304165523,-75.56547470445156,,,,,,,,
0100001090005,False,01,001,09,05,ANTIOQUIA,MEDELLIN,SEC ESC TRICENTENARIO,05COMUNA 5 CASTILLA,CRA 63A No 94A-23,4997,4387,9384,29,6.2922354285376825,-75.56456353875286,,,,,,,,
0100001090006,False,01,001,09,06,ANTIOQUIA,MEDELLIN,SEC ESC TOSCANA,05COMUNA 5 CASTILLA,CLL 111G No 64A-16,1441,1235,2676,9,6.306240332924746,-75.55934723893482,,,,,,,,
0100001100001,False,01,001,10,01,ANTIOQUIA,MEDELLIN,I.E. MARIA MONTESSORI,05COMUNA 5 CASTILLA,KR 69A # 92C-87,7529,5625,13154,40,6.286894792873198,-75.57501869741118,,,,,,,,
0100001100002,False,01,001,10,02,ANTIOQUIA,MEDELLIN,ITM CASTILLA,05COMUNA 5 CASTILLA,CR 65 No 98 A - 75,8948,8108,17056,52,6.2939136514009615,-75.56934224559662,,,,,,,,
0100001100003,False,01,001,10,03,ANTIOQUIA,MEDELLIN,I.E. DINAMARCA,05COMUNA 5 CASTILLA,Calle 91 No 65-119,3190,2883,6073,19,6.282564500783107,-75.57295212701423,,,,,,,,
0100001100004,False,01,001,10,04,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE URUGUAY,05COMUNA 5 CASTILLA,CL 91A No 70A-123,6651,5465,12116,37,6.28378846218399,-75.57690270055616,,,,,,,,
0100001100005,False,01,001,10,05,ANTIOQUIA,MEDELLIN,IE FELIX DE BEDOUT MORENO,05COMUNA 5 CASTILLA,CLL 108 No 70-39,2277,1865,4142,13,6.306115903491768,-75.5694177578519,,,,,,,,
0100001100006,False,01,001,10,06,ANTIOQUIA,MEDELLIN,"TERMINAL DE TRANSPORTES DEL
NORTE",05COMUNA 5 CASTILLA,CR 64 C No 78 580,961,1029,1990,6,6.278991985598805,-75.57134585247469,,,,,,,,
0100001110001,False,01,001,11,01,ANTIOQUIA,MEDELLIN,I.E. CIUDADELA LAS AMERICAS,"06COMUNA 6 DOCE DE
OCTUBRE",CL 111 # 79-77,6557,5280,11837,36,6.308662012363367,-75.57525814862197,,,,,,,,
0100001110002,False,01,001,11,02,ANTIOQUIA,MEDELLIN,I.E. PROGRESAR,"06COMUNA 6 DOCE DE
OCTUBRE",KR 83A # 106 D 5,4077,3291,7368,23,6.308670017614189,-75.58061193763224,,,,,,,,
0100001110003,False,01,001,11,03,ANTIOQUIA,MEDELLIN,SEC. ESC. LEON DE GREIFF,"06COMUNA 6 DOCE DE
OCTUBRE",CL 101CC # 82E-72,3978,2889,6867,21,6.302181313443422,-75.58072334627683,,,,,,,,
0100001110004,False,01,001,11,04,ANTIOQUIA,MEDELLIN,I.E. DOCE DE OCTUBRE,"06COMUNA 6 DOCE DE
OCTUBRE",KR 77B # 103-05,4079,2861,6940,21,6.302945989503544,-75.57689072203333,,,,,,,,
0100001110005,False,01,001,11,05,ANTIOQUIA,MEDELLIN,"I.E. JOSE MARIA ESPINOSA PRIETO -
CASD","06COMUNA 6 DOCE DE
OCTUBRE",CLL 99 No 72-192,1473,1355,2828,9,6.296819331784327,-75.57520728575179,,,,,,,,
0100001110006,False,01,001,11,06,ANTIOQUIA,MEDELLIN,I.E. EL TRIUNFO SANTA TERESA,"06COMUNA 6 DOCE DE
OCTUBRE",CL 104 D 82 GG 20,1840,1523,3363,11,6.306604712938694,-75.58117992146725,,,,,,,,
0100001110007,False,01,001,11,07,ANTIOQUIA,MEDELLIN,I.E. SANTA JUANA DE LESTONNAC,"06COMUNA 6 DOCE DE
OCTUBRE",CRA 76A No 103C-43,4185,3679,7864,24,6.302522338970007,-75.5754075677719,,,,,,,,
0100001110008,False,01,001,11,08,ANTIOQUIA,MEDELLIN,I.E. JESUS MARIA VALLE,"06COMUNA 6 DOCE DE
OCTUBRE",CLL 101 No 83-21,2534,2171,4705,15,6.300548283503213,-75.58209515683546,,,,,,,,
0100001120001,False,01,001,12,01,ANTIOQUIA,MEDELLIN,I.E.MAESTRO FERNANDO BOTERO,"06COMUNA 6 DOCE DE
OCTUBRE",CL 104 # 72A-80,5660,4487,10147,31,6.301489964758263,-75.57202135899445,,,,,,,,
0100001120002,False,01,001,12,02,ANTIOQUIA,MEDELLIN,I.E.ALFREDO COCK ARANGO,"06COMUNA 6 DOCE DE
OCTUBRE",KR 72 # 99-55,5270,4295,9565,29,6.296449124083,-75.5734368827177,,,,,,,,
0100001120003,False,01,001,12,03,ANTIOQUIA,MEDELLIN,SEC.ESC.SAN MARTIN DE PORRES,"06COMUNA 6 DOCE DE
OCTUBRE",KR 75A # 97-135,3858,2815,6673,20,6.295917698037687,-75.57858343328168,,,,,,,,
0100001120004,False,01,001,12,04,ANTIOQUIA,MEDELLIN,I.E. KENNEDY,"06COMUNA 6 DOCE DE
OCTUBRE",CRA 76A No 92-200,6379,4446,10825,33,6.290818503204494,-75.58157482175805,,,,,,,,
0100001120005,False,01,001,12,05,ANTIOQUIA,MEDELLIN,"SEC.CONCENTRACION
EDUC.KENNEDY","06COMUNA 6 DOCE DE
OCTUBRE",CRA 76 A # 92-131,4149,3869,8018,25,6.290440821203329,-75.58189468260814,,,,,,,,
0100001120006,False,01,001,12,06,ANTIOQUIA,MEDELLIN,I.E. JORGE ELIECER GAITAN,"06COMUNA 6 DOCE DE
OCTUBRE",CALLE 92 # 83-41,1942,1350,3292,10,6.289972658948369,-75.5851847365682,,,,,,,,
0100001120007,False,01,001,12,07,ANTIOQUIA,MEDELLIN,SEC. ESC. EL PEDREGAL,"06COMUNA 6 DOCE DE
OCTUBRE",CLL 104E No 74-109,2524,2443,4967,15,6.303340062713938,-75.57286642361751,,,,,,,,
0100001120008,False,01,001,12,08,ANTIOQUIA,MEDELLIN,I.E.LA ESPERANZA,"06COMUNA 6 DOCE DE
OCTUBRE",CRA 73B No 96-09,1830,1390,3220,10,6.292935807404739,-75.57728245234185,,,,,,,,
0100001120009,False,01,001,12,09,ANTIOQUIA,MEDELLIN,SENA PEDREGAL,"06COMUNA 6 DOCE DE
OCTUBRE",CL 104 69 120,61,62,123,1,6.302078011117973,-75.56856156986603,,,,,,,,
0100001130001,False,01,001,13,01,ANTIOQUIA,MEDELLIN,I.E. SAN VICENTE DE PAUL,07COMUNA 7 ROBLEDO,KR 71A # 79D-01,5220,4356,9576,29,6.278977905580167,-75.5788320327111,,,,,,,,
0100001130002,False,01,001,13,02,ANTIOQUIA,MEDELLIN,SEC.ESC. EL DIAMANTE,07COMUNA 7 ROBLEDO,CL 79A # 86-09,5327,3834,9161,28,6.285203450496988,-75.5871971239626,,,,,,,,
0100001130003,False,01,001,13,03,ANTIOQUIA,MEDELLIN,I.E.EL DIAMANTE (SEDE BTO),07COMUNA 7 ROBLEDO,CARRERA 87 No. 79-05,4455,4210,8665,26,6.28602012752246,-75.58813914134102,,,,,,,,
0100001130004,False,01,001,13,04,ANTIOQUIA,MEDELLIN,I.E. VILLA DE LA CANDELARIA,07COMUNA 7 ROBLEDO,CALLE 77A # 90D-35,6511,5088,11599,35,6.284970871007061,-75.5937074592012,,,,,,,,
0100001130005,False,01,001,13,05,ANTIOQUIA,MEDELLIN,I.E.FE Y ALEGRIA SAN JOSE,07COMUNA 7 ROBLEDO,CALLE 86 # 92-60,3194,2226,5420,17,6.291201805056511,-75.59027937830115,,,,,,,,
0100001130006,False,01,001,13,06,ANTIOQUIA,MEDELLIN,TECNOLOGICO DE ANTIOQUIA,07COMUNA 7 ROBLEDO,CALLE 78B # 72A-220,5518,4513,10031,31,6.279943725984233,-75.58319273416838,,,,,,,,
0100001130007,False,01,001,13,07,ANTIOQUIA,MEDELLIN,IE JESUS REY,07COMUNA 7 ROBLEDO,CRA 88 No 77A-11,3171,2559,5730,18,6.283333920062947,-75.5921685363698,,,,,,,,
0100001130008,False,01,001,13,08,ANTIOQUIA,MEDELLIN,IE AURES,07COMUNA 7 ROBLEDO,CRA 96A No 77E-15,2523,2198,4721,15,6.29020770870989,-75.59652641358426,,,,,,,,
0100001140001,False,01,001,14,01,ANTIOQUIA,MEDELLIN,IE MON GERARDO VALENCIA CANO,07COMUNA 7 ROBLEDO,CL 65 # 74 B - 273,2853,2155,5008,15,6.269116600777043,-75.58771621413057,,,,,,,,
0100001140002,False,01,001,14,02,ANTIOQUIA,MEDELLIN,I.E. JORGE ROBLEDO,07COMUNA 7 ROBLEDO,CL 65 # 87-74,6294,5333,11627,35,6.276756119252863,-75.59747494055716,,,,,,,,
0100001140003,False,01,001,14,03,ANTIOQUIA,MEDELLIN,I.E.MARISCAL ROBLEDO,07COMUNA 7 ROBLEDO,CALLE 65 # 84-87,3282,3693,6975,21,6.275322072862327,-75.59589876415049,,,,,,,,
0100001140004,False,01,001,14,04,ANTIOQUIA,MEDELLIN,SEC.ESC. SANTA MARGARITA,07COMUNA 7 ROBLEDO,KR 105B # 62-68,4519,3468,7987,24,6.276630324477516,-75.61587606167865,,,,,,,,
0100001140005,False,01,001,14,05,ANTIOQUIA,MEDELLIN,INSTITUTO FERRINI - SEDE ROBLEDO,07COMUNA 7 ROBLEDO,CALLE 76 # 80-431,7137,6278,13415,41,6.278003784211832,-75.59226951904425,,,,,,,,
0100001140006,False,01,001,14,06,ANTIOQUIA,MEDELLIN,I.E.CAMILO MORA CARRASQUILLA,07COMUNA 7 ROBLEDO,CALLE 62D # 94B-74,1894,1818,3712,12,6.278279244271973,-75.60616622042842,,,,,,,,
0100001140007,False,01,001,14,07,ANTIOQUIA,MEDELLIN,COL MAYOR DE ANTIOQUIA,07COMUNA 7 ROBLEDO,CRA 78 No 65-46,2813,2425,5238,16,6.273238946596045,-75.59201863025999,,,,,,,,
0100001140008,False,01,001,14,08,ANTIOQUIA,MEDELLIN,IE BARRIO OLAYA HERRERA,07COMUNA 7 ROBLEDO,CRA 101C No 58-44,1350,1061,2411,8,6.27415392016368,-75.6098868114957,,,,,,,,
0100001150001,False,01,001,15,01,ANTIOQUIA,MEDELLIN,I.E. JUAN DE DIOS CARVAJAL,08COMUNA 8 VILLA HERMOSA,CL 65AA # 36-39,4996,4560,9556,29,6.255682718789715,-75.55085427675382,,,,,,,,
0100001150002,False,01,001,15,02,ANTIOQUIA,MEDELLIN,I.E. JUAN DE LA CRUZ POSADA,08COMUNA 8 VILLA HERMOSA,CL 62 # 39-22,2790,2252,5042,16,6.253773815947361,-75.55464422008433,,,,,,,,
0100001150003,False,01,001,15,03,ANTIOQUIA,MEDELLIN,I.E.JOSE CELESTINO MUTIS,08COMUNA 8 VILLA HERMOSA,CALLE 65 No. 45-15,2567,2130,4697,15,6.258885719286969,-75.55686159782528,,,,,,,,
0100001150004,False,01,001,15,04,ANTIOQUIA,MEDELLIN,I.T.M. (CAMPUS FRATERNIDAD),08COMUNA 8 VILLA HERMOSA,CALLE 54A No. 30-01,1583,1546,3129,10,6.2453399268974845,-75.55105148674306,,,,,,,,
0100001150005,False,01,001,15,05,ANTIOQUIA,MEDELLIN,SEC.ESC.JULIA AGUDELO,08COMUNA 8 VILLA HERMOSA,CL 58 # 28-58,11244,8615,19859,60,6.24982456301068,-75.54891756232233,,,,,,,,
0100001150006,False,01,001,15,06,ANTIOQUIA,MEDELLIN,SEC.ESC.NIÑO JESUS DE PRAGA,08COMUNA 8 VILLA HERMOSA,CALLE 57C No. 23-200,2329,1607,3936,12,6.248594250527947,-75.5458064015143,,,,,,,,
0100001150007,False,01,001,15,07,ANTIOQUIA,MEDELLIN,I.E.SOL DE ORIENTE,08COMUNA 8 VILLA HERMOSA,CARRERA 23 No. 56EH - 200,1853,1599,3452,11,6.244889590084709,-75.54073509990796,,,,,,,,
0100001150008,False,01,001,15,08,ANTIOQUIA,MEDELLIN,I.E. LUIS CARLOS GALAN SARMIENTO,08COMUNA 8 VILLA HERMOSA,CRA 24B No 57EE-45,2568,2395,4963,15,6.250286244804385,-75.54672604249522,,,,,,,,
0100001150009,False,01,001,15,09,ANTIOQUIA,MEDELLIN,"IE ESC NORMAL SUPERIOR DE
MEDELLIN",08COMUNA 8 VILLA HERMOSA,CRA 34 No 65 - 02,1284,1081,2365,8,6.254047246029406,-75.5487256699892,,,,,,,,
0100001160001,False,01,001,16,01,ANTIOQUIA,MEDELLIN,SEC. ESC. VILLA TURBAY,08COMUNA 8 VILLA HERMOSA,KR 2 # 55F-17,2649,2063,4712,15,6.235827896542419,-75.53011677295467,,,,,,,,
0100001160002,False,01,001,16,02,ANTIOQUIA,MEDELLIN,SECCION ESCUELA HOGAR ANTIOQUIA,08COMUNA 8 VILLA HERMOSA,CR 12 52 42,1648,1287,2935,9,6.234071091503373,-75.53891675059553,,,,,,,,
0100001160003,False,01,001,16,03,ANTIOQUIA,MEDELLIN,SEC ESC SOR MARIA LUISA COURBIN,08COMUNA 8 VILLA HERMOSA,KR 12 # 52-44,4526,3484,8010,24,6.2337510240793605,-75.5383920851601,,,,,,,,
0100001160004,False,01,001,16,04,ANTIOQUIA,MEDELLIN,I.E. SAN FRANCISCO DE ASIS,08COMUNA 8 VILLA HERMOSA,CL 56 # 16-18,4209,3508,7717,24,6.238573407723829,-75.53954748345456,,,,,,,,
0100001160005,False,01,001,16,05,ANTIOQUIA,MEDELLIN,IE FELIX HENAO BOTERO,08COMUNA 8 VILLA HERMOSA,CLL 52 No 23-51,4216,3611,7827,24,6.24091294655442,-75.54666277642798,,,,,,,,
0100001160006,False,01,001,16,06,ANTIOQUIA,MEDELLIN,IE GABRIEL GARCIA MARQUEZ,08COMUNA 8 VILLA HERMOSA,CRA 8A No. 57A - 93,618,443,1061,4,6.236653236721258,-75.53344140255867,,,,,,,,
0100001170001,False,01,001,17,01,ANTIOQUIA,MEDELLIN,I.E.GUADALUPANO LA SALLE,09COMUNA 9 BUENOS AIRES,CALLE 49 No. 17 B 21,6565,5172,11737,36,6.236337309657036,-75.54431729645347,,,,,,,,
0100001170002,False,01,001,17,02,ANTIOQUIA,MEDELLIN,IE MERCEDITAS GOMEZ MARTINEZ,09COMUNA 9 BUENOS AIRES,CL 45 # 18-03,6032,4602,10634,32,6.233712173337637,-75.54671297115149,,,,,,,,
0100001170003,False,01,001,17,03,ANTIOQUIA,MEDELLIN,I.E. MANUEL JOSÉ CAYZEDO,09COMUNA 9 BUENOS AIRES,CL 50 29 82,5196,4637,9833,30,6.24148474040795,-75.55218120997276,,,,,,,,
0100001170004,False,01,001,17,04,ANTIOQUIA,MEDELLIN,I.E. LA MILAGROSA,09COMUNA 9 BUENOS AIRES,KR 29 # 41-14,9738,7682,17420,53,6.23523297056735,-75.55479396813332,,,,,,,,
0100001170005,False,01,001,17,05,ANTIOQUIA,MEDELLIN,COLEGIO EUCARISTICO,09COMUNA 9 BUENOS AIRES,CRA 28 No 42-62,3402,2699,6101,19,6.235542948086863,-75.5535961359991,,,,,,,,
