mpio_reg_code_7,votantes,votos_validos,votos_blanco,votos_nulos,indig_0011,indig_0285,indig_0234,indig_0006,indig_0306,indig_0252,indig_0188,indig_0237,indig_0300,indig_0347,icand_0011_000000|SOLO POR LA LISTA,icand_0011_000201|MARTHA ISABEL PERALTA EPIEYU,icand_0011_000202|NELSON CUCUÑAME LULIGO,icand_0011_000203|JULIO CESAR ESTRADA CORDERO,icand_0285_000000|SOLO POR LA LISTA,icand_0285_000201|RICHARD HUMBERTO FUELANTALA DELGADO,icand_0285_000202|ANTONIO DE JESUS GUEVARA BETANCUR,icand_0285_000203|ZUNILDA AMAYA URIANA,icand_0234_000000|SOLO POR LA LISTA,icand_0234_000201|LOT USIEL VILLAZON ARIAS,icand_0234_000202|MARIA YANETH CASTILLO MARCHENA,icand_0234_000203|ATANACIO MOSCOTE GIL,icand_0006_000000|SOLO POR LA LISTA,icand_0006_000201|JESUS OMERO CUASAPUD CHASPUENGAL,icand_0006_000202|MARIA ESPERANZA TARAPUEZ GUEPUD,icand_0006_000203|RUBEN MARINO BORJE,icand_0306_000000|SOLO POR LA LISTA,icand_0306_000201|ANDRES AGREDA CHICUNQUE,icand_0252_000000|SOLO POR LA LISTA,icand_0252_000201|JOSE MANUEL MAESTRE BELLO,icand_0252_000202|HERMES BOCANEGRA BARBOSA,icand_0252_000203|MARIA ARIXMENDI JULIAN USNAS,icand_0188_000000|SOLO POR LA LISTA,icand_0188_000201|JOSE WILMAN TUMBO CHEPE,icand_0188_000202|MANUEL JESUS MAVISOY JUAGIBIOY,icand_0188_000203|LUZ EMILSE PANCHI,icand_0237_000000|SOLO POR LA LISTA,icand_0237_000201|CARLOS ALBERTO REDONDO RINCON,icand_0300_000000|SOLO POR LA LISTA,icand_0300_000202|ROSA ELENA MONTAÑO SALGADO,icand_0300_000203|OSWALDO WILFREDO HUETIO PRIETO,icand_0347_000000|SOLO POR LA LISTA,icand_0347_000201|FABIAN JOSE ARRIETA ALDANA,censo,mesas_total,mesas_escrutadas,turnout_pct,pct_blanco,pct_nulo,winner_col,winner_votes,winner_pct,winner,winner_color,mpio_name_reg,mpio_dane_code,mpio_name_dane,dept_reg_code,dept_dane_code
1500328,23,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,75.0,17.391304347826086,indig_0285,1,25.0,ASOCIACIÓN DE AUTORIDADES TRADICIONALES INDÍGENAS,#811EC5,VILLETA,25875,VILLETA,1500,15
1500331,27,26,3,0,22,0,0,0,0,0,1,0,0,0,3,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,11.538461538461538,0.0,indig_0011,22,84.61538461538461,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,VIOTA,25878,VIOTÁ,1500,15
1500334,29,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100.0,48.275862068965516,indig_0011,0,0.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,YACOPI,25885,YACOPÍ,1500,15
1500337,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,indig_0011,0,,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,ZIPACON,25898,ZIPACÓN,1500,15
1500340,594,416,273,112,76,14,6,28,9,0,7,0,0,3,12,54,6,4,3,8,1,2,6,0,0,0,4,11,1,12,9,0,0,0,0,0,3,2,2,0,0,0,0,0,0,3,0,0,0,0,,65.625,18.855218855218855,indig_0011,76,18.269230769230766,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,ZIPAQUIRA,25899,ZIPAQUIRÁ,1500,15
1600001,20027,14713,8065,3145,2207,1238,540,571,435,247,772,187,222,229,526,989,298,394,304,613,240,81,540,0,0,0,155,212,100,104,435,0,247,0,0,0,206,283,214,69,187,0,93,82,47,229,0,0,0,0,,54.815469312852585,15.703799870175263,indig_0011,2207,15.000339835519608,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,BOGOTA. D.C.,11001,"BOGOTÁ, D.C.",1600,16
1700001,1403,590,277,453,270,8,2,5,1,1,11,0,13,2,64,173,19,14,2,4,1,1,2,0,0,0,1,4,0,0,1,0,1,0,0,0,1,5,4,1,0,0,10,2,1,2,0,0,0,0,,46.94915254237288,32.287954383464005,indig_0011,270,45.76271186440678,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,QUIBDO,27001,QUIBDÓ,1700,17
1700002,30,6,5,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,83.33333333333334,46.666666666666664,indig_0011,1,16.666666666666664,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,ATRATO (YUTO),27050,ATRATO,1700,17
1700004,46,7,2,9,2,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,28.57142857142857,19.565217391304348,indig_0011,2,28.57142857142857,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,ACANDI,27006,ACANDÍ,1700,17
1700006,254,209,3,20,204,0,0,2,0,0,0,0,0,0,5,193,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.4354066985645932,7.874015748031496,indig_0011,204,97.60765550239235,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,ALTO BAUDO (PIE DE PATO),27025,ALTO BAUDÓ,1700,17
1700007,310,28,6,6,16,0,6,0,0,0,0,0,0,0,4,8,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21.428571428571427,1.935483870967742,indig_0011,16,57.14285714285714,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,BAGADO,27073,BAGADÓ,1700,17
1700008,124,61,11,25,43,3,0,1,0,0,3,0,0,0,2,38,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,18.0327868852459,20.161290322580644,indig_0011,43,70.49180327868852,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,BAHIA SOLANO (MUTIS),27075,BAHÍA SOLANO,1700,17
1700010,8,4,1,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25.0,50.0,indig_0011,2,50.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,BAJO BAUDO (PIZARRO),27077,BAJO BAUDÓ,1700,17
1700011,28,13,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100.0,53.57142857142857,indig_0011,0,0.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,BOJAYA (BELLAVISTA),27099,BOJAYÁ,1700,17
1700012,74,25,1,22,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,29.72972972972973,indig_0011,24,96.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,MEDIO ATRATO (BETE),27425,MEDIO ATRATO,1700,17
1700013,63,8,2,29,3,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,25.0,46.03174603174603,indig_0011,3,37.5,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,CONDOTO,27205,CONDOTO,1700,17
1700014,160,84,10,57,74,0,0,0,0,0,0,0,0,0,2,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11.904761904761903,35.625,indig_0011,74,88.09523809523809,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,CERTEGUI,27160,CÉRTEGUI,1700,17
1700015,253,80,63,64,11,0,1,2,1,0,1,0,1,0,2,5,3,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,78.75,25.296442687747035,indig_0011,11,13.750000000000002,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,CARMEN DEL DARIEN,27150,CARMEN DEL DARIÉN,1700,17
1700016,355,183,7,31,170,3,0,1,0,0,2,0,0,0,40,97,29,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,3.825136612021858,8.732394366197182,indig_0011,170,92.89617486338798,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,EL CARMEN,27245,EL CARMEN DE ATRATO,1700,17
1700017,61,4,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100.0,39.34426229508197,indig_0011,0,0.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,EL CANTON DEL SAN PABLO (MAN.,27135,EL CANTÓN DEL SAN PABLO,1700,17
1700019,302,40,39,94,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,97.5,31.125827814569533,indig_0011,1,2.5,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,ISTMINA,27361,ISTMINA,1700,17
1700022,11,1,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,90.9090909090909,indig_0011,1,100.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,JURADO,27372,JURADÓ,1700,17
1700025,155,54,18,85,31,0,0,0,1,0,0,0,4,0,6,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,,33.33333333333333,54.83870967741935,indig_0011,31,57.407407407407405,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,LLORO,27413,LLORÓ,1700,17
1700026,89,82,0,7,82,0,0,0,0,0,0,0,0,0,2,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,7.865168539325842,indig_0011,82,100.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,MEDIO BAUDO (PUERTO MELUK),27430,MEDIO BAUDÓ,1700,17
1700027,280,255,3,7,4,0,0,3,0,0,245,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,244,0,0,0,0,0,0,0,0,0,0,0,,1.1764705882352942,2.5,indig_0188,245,96.07843137254902,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,MEDIO SAN JUAN,27450,MEDIO SAN JUAN,1700,17
1700028,14,4,2,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50.0,28.57142857142857,indig_0011,2,50.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,NOVITA,27491,NÓVITA,1700,17
1700031,159,111,0,25,97,7,0,1,1,0,2,0,3,0,4,67,23,3,1,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,,0.0,15.723270440251572,indig_0011,97,87.38738738738738,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,NUQUI,27495,NUQUÍ,1700,17
1700032,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,100.0,indig_0011,0,,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,RIO IRO,27580,RÍO IRÓ,1700,17
1700034,358,181,19,93,150,5,0,4,0,0,3,0,0,0,50,83,16,1,1,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,10.497237569060774,25.977653631284912,indig_0011,150,82.87292817679558,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,RIOSUCIO,27615,RIOSUCIO,1700,17
1700035,126,41,3,61,1,0,0,0,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,,7.317073170731707,48.41269841269841,indig_0188,37,90.2439024390244,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,RIO QUITO (PAIMADO),27600,RÍO QUITO,1700,17
1700037,33,27,2,2,24,0,0,1,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.4074074074074066,6.0606060606060606,indig_0011,24,88.88888888888889,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,SAN JOSE DEL PALMAR,27660,SAN JOSÉ DEL PALMAR,1700,17
1700038,948,871,13,31,57,12,2,25,3,0,757,0,2,0,15,22,14,6,1,7,3,1,2,0,0,0,5,5,15,0,3,0,0,0,0,0,118,39,599,1,0,0,1,1,0,0,0,0,0,0,,1.4925373134328357,3.2700421940928273,indig_0188,757,86.91159586681975,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,EL LITORAL DEL SAN JUAN,27250,EL LITORAL DEL SAN JUAN,1700,17
1700040,26,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,57.692307692307686,indig_0011,0,,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,SIPI,27745,SIPÍ,1700,17
1700043,155,12,2,62,4,1,0,0,0,0,5,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,,16.666666666666664,40.0,indig_0188,5,41.66666666666667,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,TADO,27787,TADÓ,1700,17
1700048,221,155,11,24,19,0,0,120,3,0,0,0,2,0,3,11,4,1,0,0,0,0,0,0,0,0,5,3,5,107,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,7.096774193548387,10.85972850678733,indig_0006,120,77.41935483870968,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",#C05B16,UNGUIA,27800,UNGUÍA,1700,17
1700060,57,27,5,17,18,0,1,0,0,1,0,0,2,0,2,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,18.51851851851852,29.82456140350877,indig_0011,18,66.66666666666666,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,UNION PANAMERICANA (LAS ANIMAS,27810,UNIÓN PANAMERICANA,1700,17
1700082,214,37,20,18,10,4,0,1,0,1,0,0,1,0,2,6,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,54.054054054054056,8.411214953271028,indig_0011,10,27.027027027027028,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,,,,,
1900001,1036,657,381,215,67,39,9,29,14,1,93,7,9,8,14,31,16,6,11,21,6,1,9,0,0,0,9,9,4,7,14,0,1,0,0,0,8,63,20,2,7,0,1,5,3,8,0,0,0,0,,57.99086757990868,20.752895752895753,indig_0188,93,14.15525114155251,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,NEIVA,41001,NEIVA,1900,19
1900004,56,25,12,7,8,0,0,3,0,0,2,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,48.0,12.5,indig_0011,8,32.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,ACEVEDO,41006,ACEVEDO,1900,19
1900007,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100.0,20.0,indig_0011,0,0.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,AGRADO,41013,AGRADO,1900,19
1900010,8,6,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,,50.0,25.0,indig_0237,2,33.33333333333333,ACMIZSAM,#F2459B,AIPE,41016,AIPE,1900,19
1900013,113,26,24,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,92.3076923076923,35.39823008849557,indig_0188,2,7.6923076923076925,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,ALGECIRAS,41020,ALGECIRAS,1900,19
1900016,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100.0,22.22222222222222,indig_0011,0,0.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,ALTAMIRA,41026,ALTAMIRA,1900,19
1900019,9,8,2,1,1,2,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,25.0,11.11111111111111,indig_0285,2,25.0,ASOCIACIÓN DE AUTORIDADES TRADICIONALES INDÍGENAS,#811EC5,BARAYA,41078,BARAYA,1900,19
1900022,49,35,29,6,2,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,82.85714285714286,12.244897959183673,indig_0011,2,5.714285714285714,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,CAMPOALEGRE,41132,CAMPOALEGRE,1900,19
1900025,14,14,4,0,1,0,1,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,28.57142857142857,0.0,indig_0188,7,50.0,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,TESALIA (CARNICERIAS),41797,TESALIA,1900,19
1900028,32,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100.0,34.375,indig_0011,0,0.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,COLOMBIA,41206,COLOMBIA,1900,19
1900031,9,8,2,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,25.0,11.11111111111111,indig_0188,3,37.5,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,ELIAS,41244,ELÍAS,1900,19
1900034,163,48,30,51,6,1,2,3,0,1,2,1,0,2,0,5,1,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,,62.5,31.28834355828221,indig_0011,6,12.5,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,GARZON,41298,GARZÓN,1900,19
1900037,10,10,4,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,40.0,0.0,indig_0285,2,20.0,ASOCIACIÓN DE AUTORIDADES TRADICIONALES INDÍGENAS,#811EC5,GIGANTE,41306,GIGANTE,1900,19
1900040,26,20,16,4,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80.0,15.384615384615385,indig_0011,2,10.0,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,GUADALUPE,41319,GUADALUPE,1900,19
1900043,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,indig_0011,0,,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,HOBO,41349,HOBO,1900,19
1900044,143,113,12,11,6,2,0,3,1,1,87,0,0,1,1,5,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,82,5,0,0,0,0,0,0,1,0,0,0,0,,10.619469026548673,7.6923076923076925,indig_0188,87,76.99115044247787,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,ISNOS,41359,ISNOS,1900,19
1900046,619,601,2,15,14,4,0,5,0,0,576,0,0,0,1,12,0,1,0,3,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,18,553,5,0,0,0,0,0,0,0,0,0,0,0,,0.33277870216306155,2.4232633279483036,indig_0188,576,95.84026622296173,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,IQUIRA,41357,ÍQUIRA,1900,19
1900047,217,185,14,13,3,3,0,2,0,0,163,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,151,4,2,0,0,0,0,0,0,0,0,0,0,,7.567567567567568,5.990783410138248,indig_0188,163,88.10810810810811,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,LA ARGENTINA (PLATA VIEJA),41378,LA ARGENTINA,1900,19
1900049,583,484,31,42,14,10,0,10,2,2,413,1,0,1,4,6,4,0,4,6,0,0,0,0,0,0,2,6,1,1,2,0,2,0,0,0,25,361,27,0,1,0,0,0,0,1,0,0,0,0,,6.40495867768595,7.204116638078903,indig_0188,413,85.3305785123967,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,LA PLATA,41396,LA PLATA,1900,19
1900050,138,129,6,8,5,3,0,3,0,0,111,0,1,0,0,2,1,2,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,104,4,0,0,0,0,1,0,0,0,0,0,0,,4.651162790697675,5.797101449275362,indig_0188,111,86.04651162790698,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,NATAGA,41483,NÁTAGA,1900,19
1900051,21,14,10,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,71.42857142857143,23.809523809523807,indig_0188,4,28.57142857142857,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,OPORAPA,41503,OPORAPA,1900,19
1900052,5,5,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,20.0,0.0,indig_0252,2,40.0,TRIETNICO GOBERNATIVO TRIGO,#FDC418,PAICOL,41518,PAICOL,1900,19
1900055,81,46,40,21,2,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,86.95652173913044,25.925925925925924,indig_0011,2,4.3478260869565215,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",#E30613,PALERMO,41524,PALERMO,1900,19
1900056,42,27,10,10,1,0,0,11,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,,37.03703703703704,23.809523809523807,indig_0006,11,40.74074074074074,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO""",#C05B16,PALESTINA,41530,PALESTINA,1900,19
1900058,76,42,11,18,1,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,1,0,0,0,0,0,0,0,0,0,0,0,,26.190476190476193,23.684210526315788,indig_0188,30,71.42857142857143,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,PITAL,41548,PITAL,1900,19
1900061,399,310,97,38,21,5,6,8,0,0,157,10,6,0,3,10,3,5,1,1,2,1,6,0,0,0,1,3,3,1,0,0,0,0,0,0,11,89,55,2,10,0,2,3,1,0,0,0,0,0,,31.290322580645164,9.523809523809524,indig_0188,157,50.645161290322584,MOVIMIENTO UNIDAD EN MINGA POR COLOMBIA,#DA5403,PITALITO,41551,PITALITO,1900,19
