mpio_reg_code_5,mpio_reg_code_7,mpio_name_reg,mpio_dane_code,mpio_name_dane,dept_reg_code,dept_dane_code
01290,0100290,VEGACHI,05858,VEGACHÍ,0100,01
01292,0100292,VENECIA,05861,VENECIA,0100,01
01291,0100291,VIGIA DEL FUERTE,05873,VIGÍA DEL FUERTE,0100,01
01293,0100293,YALI,05885,YALÍ,0100,01
01295,0100295,YARUMAL,05887,YARUMAL,0100,01
01298,0100298,YOLOMBO,05890,YOLOMBÓ,0100,01
01300,0100300,YONDO-CASABE,05893,YONDÓ,0100,01
01301,0100301,ZARAGOZA,05895,ZARAGOZA,0100,01
03001,0300001,BARRANQUILLA,08001,BARRANQUILLA,0300,03
03004,0300004,BARANOA,08078,BARANOA,0300,03
03007,0300007,CAMPO DE LA CRUZ,08137,CAMPO DE LA CRUZ,0300,03
03010,0300010,CANDELARIA,08141,CANDELARIA,0300,03
03013,0300013,GALAPA,08296,GALAPA,0300,03
03016,0300016,JUAN DE ACOSTA,08372,JUAN DE ACOSTA,0300,03
03019,0300019,LURUACO,08421,LURUACO,0300,03
03022,0300022,MALAMBO,08433,MALAMBO,0300,03
03025,0300025,MANATI,08436,MANATÍ,0300,03
03028,0300028,PALMAR DE VARELA,08520,PALMAR DE VARELA,0300,03
03031,0300031,PIOJO,08549,PIOJÓ,0300,03
03034,0300034,POLONUEVO,08558,POLONUEVO,0300,03
03035,0300035,PONEDERA,08560,PONEDERA,0300,03
03037,0300037,PUERTO COLOMBIA,08573,PUERTO COLOMBIA,0300,03
03040,0300040,REPELON,08606,REPELÓN,0300,03
03043,0300043,SABANAGRANDE,08634,SABANAGRANDE,0300,03
03046,0300046,SABANALARGA,08638,SABANALARGA,0300,03
03047,0300047,SANTA LUCIA,08675,SANTA LUCÍA,0300,03
03049,0300049,SANTO TOMAS,08685,SANTO TOMÁS,0300,03
03052,0300052,SOLEDAD,08758,SOLEDAD,0300,03
03055,0300055,SUAN,08770,SUAN,0300,03
03058,0300058,TUBARA,08832,TUBARÁ,0300,03
03061,0300061,USIACURI,08849,USIACURÍ,0300,03
05001,0500001,CARTAGENA,13001,CARTAGENA DE INDIAS,0500,05
05004,0500004,ACHI,13006,ACHÍ,0500,05
05006,0500006,ALTOS DEL ROSARIO,13030,ALTOS DEL ROSARIO,0500,05
05005,0500005,ARENAL,13042,ARENAL,0500,05
05007,0500007,ARJONA,13052,ARJONA,0500,05
05009,0500009,ARROYO HONDO,13062,ARROYOHONDO,0500,05
05010,0500010,BARRANCO DE LOBA,13074,BARRANCO DE LOBA,0500,05
05013,0500013,CALAMAR,13140,CALAMAR,0500,05
05014,0500014,CANTAGALLO,13160,CANTAGALLO,0500,05
05015,0500015,CICUCO,13188,CICUCO,0500,05
05016,0500016,CORDOBA,13212,CÓRDOBA,0500,05
05018,0500018,CLEMENCIA,13222,CLEMENCIA,0500,05
05022,0500022,EL CARMEN DE BOLIVAR,13244,EL CARMEN DE BOLÍVAR,0500,05
05025,0500025,EL GUAMO,13248,EL GUAMO,0500,05
05027,0500027,EL PEÑON,13268,EL PEÑÓN,0500,05
05026,0500026,HATILLO DE LOBA,13300,HATILLO DE LOBA,0500,05
05028,0500028,MAGANGUE,13430,MAGANGUÉ,0500,05
05031,0500031,MAHATES,13433,MAHATES,0500,05
05037,0500037,MARGARITA,13440,MARGARITA,0500,05
05040,0500040,MARIA LA BAJA,13442,MARÍA LA BAJA,0500,05
05041,0500041,MONTECRISTO,13458,MONTECRISTO,0500,05
05043,0500043,MOMPOS,13468,SANTA CRUZ DE MOMPOX,0500,05
05044,0500044,MORALES,13473,MORALES,0500,05
05050,0500050,NOROSI,13490,NOROSÍ,0500,05
05059,0500059,PINILLOS,13549,PINILLOS,0500,05
05063,0500063,REGIDOR,13580,REGIDOR,0500,05
05065,0500065,RIOVIEJO,13600,RÍO VIEJO,0500,05
05072,0500072,SAN CRISTOBAL,13620,SAN CRISTÓBAL,0500,05
05070,0500070,SAN ESTANISLAO,13647,SAN ESTANISLAO,0500,05
05073,0500073,SAN FERNANDO,13650,SAN FERNANDO,0500,05
05076,0500076,SAN JACINTO,13654,SAN JACINTO,0500,05
05078,0500078,SAN JACINTO DEL CAUCA,13655,SAN JACINTO DEL CAUCA,0500,05
05079,0500079,SAN JUAN NEPOMUCENO,13657,SAN JUAN NEPOMUCENO,0500,05
05082,0500082,SAN MARTIN DE LOBA,13667,SAN MARTÍN DE LOBA,0500,05
05084,0500084,SAN PABLO,13670,SAN PABLO,0500,05
05091,0500091,SANTA CATALINA,13673,SANTA CATALINA,0500,05
05094,0500094,SANTA ROSA,13683,SANTA ROSA,0500,05
05095,0500095,SANTA ROSA DEL SUR,13688,SANTA ROSA DEL SUR,0500,05
05097,0500097,SIMITI,13744,SIMITÍ,0500,05
05106,0500106,SOPLAVIENTO,13760,SOPLAVIENTO,0500,05
05110,0500110,TALAIGUA NUEVO,13780,TALAIGUA NUEVO,0500,05
05113,0500113,TIQUISIO (PTO. RICO),13810,TIQUISIO,0500,05
05118,0500118,TURBACO,13836,TURBACO,0500,05
05121,0500121,TURBANA,13838,TURBANA,0500,05
05124,0500124,VILLANUEVA,13873,VILLANUEVA,0500,05
05127,0500127,ZAMBRANO,13894,ZAMBRANO,0500,05
07001,0700001,TUNJA,15001,TUNJA,0700,07
07007,0700007,ALMEIDA,15022,ALMEIDA,0700,07
07008,0700008,AQUITANIA (PUEBLOVIEJO),15047,AQUITANIA,0700,07
07010,0700010,ARCABUCO,15051,ARCABUCO,0700,07
07013,0700013,BELEN,15087,BELÉN,0700,07
07016,0700016,BERBEO,15090,BERBEO,0700,07
07019,0700019,BETEITIVA,15092,BETÉITIVA,0700,07
07022,0700022,BOAVITA,15097,BOAVITA,0700,07
07025,0700025,BOYACA,15104,BOYACÁ,0700,07
07028,0700028,BRICEÑO,15106,BRICEÑO,0700,07
07031,0700031,BUENAVISTA,15109,BUENAVISTA,0700,07
07034,0700034,BUSBANZA,15114,BUSBANZÁ,0700,07
07037,0700037,CALDAS,15131,CALDAS,0700,07
07040,0700040,CAMPOHERMOSO,15135,CAMPOHERMOSO,0700,07
07043,0700043,CERINZA,15162,CERINZA,0700,07
07064,0700064,CHINAVITA,15172,CHINAVITA,0700,07
07067,0700067,CHIQUINQUIRA,15176,CHIQUINQUIRÁ,0700,07
07070,0700070,CHISCAS,15180,CHISCAS,0700,07
07073,0700073,CHITA,15183,CHITA,0700,07
07076,0700076,CHITARAQUE,15185,CHITARAQUE,0700,07
07077,0700077,CHIVATA,15187,CHIVATÁ,0700,07
07046,0700046,CIENEGA,15189,CIÉNEGA,0700,07
07049,0700049,COMBITA,15204,CÓMBITA,0700,07
07052,0700052,COPER,15212,COPER,0700,07
07055,0700055,CORRALES,15215,CORRALES,0700,07
07058,0700058,COVARACHIA,15218,COVARACHÍA,0700,07
07059,0700059,CUBARA,15223,CUBARÁ,0700,07
07060,0700060,CUCAITA,15224,CUCAITA,0700,07
07061,0700061,CUITIVA,15226,CUÍTIVA,0700,07
07068,0700068,CHIQUIZA,15232,CHÍQUIZA,0700,07
07078,0700078,CHIVOR,15236,CHIVOR,0700,07
07079,0700079,DUITAMA,15238,DUITAMA,0700,07
07082,0700082,EL COCUY,15244,EL COCUY,0700,07
07085,0700085,EL ESPINO,15248,EL ESPINO,0700,07
07088,0700088,FIRAVITOBA,15272,FIRAVITOBA,0700,07
07091,0700091,FLORESTA,15276,FLORESTA,0700,07
07094,0700094,GACHANTIVA,15293,GACHANTIVÁ,0700,07
07097,0700097,GAMEZA,15296,GÁMEZA,0700,07
07100,0700100,GARAGOA,15299,GARAGOA,0700,07
07103,0700103,GUACAMAYAS,15317,GUACAMAYAS,0700,07
07106,0700106,GUATEQUE,15322,GUATEQUE,0700,07
07109,0700109,GUAYATA,15325,GUAYATÁ,0700,07
07112,0700112,GUICAN,15332,GÜICÁN DE LA SIERRA,0700,07
07118,0700118,IZA,15362,IZA,0700,07
07121,0700121,JENESANO,15367,JENESANO,0700,07
07124,0700124,JERICO,15368,JERICÓ,0700,07
07127,0700127,LABRANZAGRANDE,15377,LABRANZAGRANDE,0700,07
07130,0700130,LA CAPILLA,15380,LA CAPILLA,0700,07
07137,0700137,LA VICTORIA,15401,LA VICTORIA,0700,07
07136,0700136,LA UVITA,15403,LA UVITA,0700,07
07139,0700139,VILLA DE LEIVA,15407,VILLA DE LEYVA,0700,07
07142,0700142,MACANAL,15425,MACANAL,0700,07
07148,0700148,MARIPI,15442,MARIPÍ,0700,07
07151,0700151,MIRAFLORES,15455,MIRAFLORES,0700,07
07154,0700154,MONGUA,15464,MONGUA,0700,07
07157,0700157,MONGUI,15466,MONGUÍ,0700,07
07160,0700160,MONIQUIRA,15469,MONIQUIRÁ,0700,07
07161,0700161,MOTAVITA,15476,MOTAVITA,0700,07
07163,0700163,MUZO,15480,MUZO,0700,07
07166,0700166,NOBSA,15491,NOBSA,0700,07
07169,0700169,NUEVO COLON,15494,NUEVO COLÓN,0700,07
07173,0700173,OICATA,15500,OICATÁ,0700,07
07176,0700176,OTANCHE,15507,OTANCHE,0700,07
07178,0700178,PACHAVITA,15511,PACHAVITA,0700,07
07179,0700179,PAEZ,15514,PÁEZ,0700,07
07181,0700181,PAIPA,15516,PAIPA,0700,07
07184,0700184,PAJARITO,15518,PAJARITO,0700,07
07187,0700187,PANQUEBA,15522,PANQUEBA,0700,07
07190,0700190,PAUNA,15531,PAUNA,0700,07
07193,0700193,PAYA,15533,PAYA,0700,07
07199,0700199,PAZ DE RIO,15537,PAZ DE RÍO,0700,07
07202,0700202,PESCA,15542,PESCA,0700,07
07205,0700205,PISBA,15550,PISBA,0700,07
07214,0700214,PUERTO BOYACA,15572,PUERTO BOYACÁ,0700,07
07215,0700215,QUIPAMA,15580,QUÍPAMA,0700,07
07217,0700217,RAMIRIQUI,15599,RAMIRIQUÍ,0700,07
07220,0700220,RAQUIRA,15600,RÁQUIRA,0700,07
07223,0700223,RONDON,15621,RONDÓN,0700,07
07226,0700226,SABOYA,15632,SABOYÁ,0700,07
07232,0700232,SACHICA,15638,SÁCHICA,0700,07
07235,0700235,SAMACA,15646,SAMACÁ,0700,07
07237,0700237,SAN EDUARDO,15660,SAN EDUARDO,0700,07
07238,0700238,SAN JOSE DE PARE,15664,SAN JOSÉ DE PARE,0700,07
07241,0700241,SAN LUIS DE GACENO,15667,SAN LUIS DE GACENO,0700,07
07247,0700247,SAN MATEO,15673,SAN MATEO,0700,07
07248,0700248,SAN MIGUEL DE SEMA,15676,SAN MIGUEL DE SEMA,0700,07
07249,0700249,SAN PABLO DE BORBUR,15681,SAN PABLO DE BORBUR,0700,07
07250,0700250,SANTANA,15686,SANTANA,0700,07
07251,0700251,SANTA MARIA,15690,SANTA MARÍA,0700,07
07253,0700253,SANTA ROSA DE VITERBO,15693,SANTA ROSA DE VITERBO,0700,07
07256,0700256,SANTA SOFIA,15696,SANTA SOFÍA,0700,07
07259,0700259,SATIVANORTE,15720,SATIVANORTE,0700,07
07262,0700262,SATIVASUR,15723,SATIVASUR,0700,07
07265,0700265,SIACHOQUE,15740,SIACHOQUE,0700,07
07268,0700268,SOATA,15753,SOATÁ,0700,07
07271,0700271,SOCOTA,15755,SOCOTÁ,0700,07
07274,0700274,SOCHA,15757,SOCHA,0700,07
07277,0700277,SOGAMOSO,15759,SOGAMOSO,0700,07
07280,0700280,SOMONDOCO,15761,SOMONDOCO,0700,07
07281,0700281,SORA,15762,SORA,0700,07
07283,0700283,SOTAQUIRA,15763,SOTAQUIRÁ,0700,07
07282,0700282,SORACA,15764,SORACÁ,0700,07
07286,0700286,SUSACON,15774,SUSACÓN,0700,07
07289,0700289,SUTAMARCHAN,15776,SUTAMARCHÁN,0700,07
07292,0700292,SUTATENZA,15778,SUTATENZA,0700,07
07298,0700298,TASCO,15790,TASCO,0700,07
07301,0700301,TENZA,15798,TENZA,0700,07
07304,0700304,TIBANA,15804,TIBANÁ,0700,07
07307,0700307,TIBASOSA,15806,TIBASOSA,0700,07
07310,0700310,TINJACA,15808,TINJACÁ,0700,07
07311,0700311,TIPACOQUE,15810,TIPACOQUE,0700,07
07313,0700313,TOCA,15814,TOCA,0700,07
07316,0700316,TOGUI,15816,TOGÜÍ,0700,07
07319,0700319,TOPAGA,15820,TÓPAGA,0700,07
07322,0700322,TOTA,15822,TOTA,0700,07
07324,0700324,TUNUNGUA,15832,TUNUNGUÁ,0700,07
07325,0700325,TURMEQUE,15835,TURMEQUÉ,0700,07
07328,0700328,TUTA,15837,TUTA,0700,07
07331,0700331,TUTAZA,15839,TUTAZÁ,0700,07
07334,0700334,UMBITA,15842,ÚMBITA,0700,07
07337,0700337,VENTAQUEMADA,15861,VENTAQUEMADA,0700,07
07340,0700340,VIRACACHA,15879,VIRACACHÁ,0700,07
07346,0700346,ZETAQUIRA,15897,ZETAQUIRA,0700,07
09001,0900001,MANIZALES,17001,MANIZALES,0900,09
09004,0900004,AGUADAS,17013,AGUADAS,0900,09
09007,0900007,ANSERMA,17042,ANSERMA,0900,09
09013,0900013,ARANZAZU,17050,ARANZAZU,0900,09
09022,0900022,BELALCAZAR,17088,BELALCÁZAR,0900,09
09034,0900034,CHINCHINA,17174,CHINCHINÁ,0900,09
09037,0900037,FILADELFIA,17272,FILADELFIA,0900,09
09049,0900049,LA DORADA,17380,LA DORADA,0900,09
09052,0900052,LA MERCED,17388,LA MERCED,0900,09
09055,0900055,MANZANARES,17433,MANZANARES,0900,09
09058,0900058,MARMATO,17442,MARMATO,0900,09
09061,0900061,MARQUETALIA,17444,MARQUETALIA,0900,09
09067,0900067,MARULANDA,17446,MARULANDA,0900,09
09076,0900076,NEIRA,17486,NEIRA,0900,09
09078,0900078,NORCASIA,17495,NORCASIA,0900,09
09079,0900079,PACORA,17513,PÁCORA,0900,09
09082,0900082,PALESTINA,17524,PALESTINA,0900,09
09085,0900085,PENSILVANIA,17541,PENSILVANIA,0900,09
09103,0900103,RIOSUCIO,17614,RIOSUCIO,0900,09
09106,0900106,RISARALDA,17616,RISARALDA,0900,09
09109,0900109,SALAMINA,17653,SALAMINA,0900,09
09115,0900115,SAMANA,17662,SAMANÁ,0900,09
09120,0900120,SAN JOSE,17665,SAN JOSÉ,0900,09
09124,0900124,SUPIA,17777,SUPÍA,0900,09
09127,0900127,VICTORIA,17867,VICTORIA,0900,09
09130,0900130,VILLAMARIA,17873,VILLAMARÍA,0900,09
09133,0900133,VITERBO,17877,VITERBO,0900,09
