mpio_reg_code_5,mpio_reg_code_7,mpio_name_reg,mpio_dane_code,mpio_name_dane,dept_reg_code,dept_dane_code
11001,1100001,POPAYAN,19001,POPAYÁN,1100,11
11004,1100004,ALMAGUER,19022,ALMAGUER,1100,11
11005,1100005,ARGELIA,19050,ARGELIA,1100,11
11006,1100006,BALBOA,19075,BALBOA,1100,11
11007,1100007,BOLIVAR,19100,BOLÍVAR,1100,11
11010,1100010,BUENOS AIRES,19110,BUENOS AIRES,1100,11
11013,1100013,CAJIBIO,19130,CAJIBÍO,1100,11
11016,1100016,CALDONO,19137,CALDONO,1100,11
11019,1100019,CALOTO,19142,CALOTO,1100,11
11022,1100022,CORINTO,19212,CORINTO,1100,11
11025,1100025,EL TAMBO,19256,EL TAMBO,1100,11
11027,1100027,FLORENCIA,19290,FLORENCIA,1100,11
11029,1100029,GUACHENE,19300,GUACHENÉ,1100,11
11028,1100028,GUAPI,19318,GUAPI,1100,11
11031,1100031,INZA,19355,INZÁ,1100,11
11034,1100034,JAMBALO,19364,JAMBALÓ,1100,11
11037,1100037,LA SIERRA,19392,LA SIERRA,1100,11
11040,1100040,LA VEGA,19397,LA VEGA,1100,11
11043,1100043,LOPEZ (MICAY),19418,LÓPEZ DE MICAY,1100,11
11046,1100046,MERCADERES,19450,MERCADERES,1100,11
11049,1100049,MIRANDA,19455,MIRANDA,1100,11
11052,1100052,MORALES,19473,MORALES,1100,11
11053,1100053,PADILLA,19513,PADILLA,1100,11
11055,1100055,PAEZ (BELALCAZAR),19517,PÁEZ,1100,11
11058,1100058,PATIA (EL BORDO),19532,PATÍA,1100,11
11060,1100060,PIAMONTE,19533,PIAMONTE,1100,11
11061,1100061,PIENDAMO,19548,PIENDAMÓ - TUNÍA,1100,11
11064,1100064,PUERTO TEJADA,19573,PUERTO TEJADA,1100,11
11067,1100067,PURACE (COCONUCO),19585,PURACÉ,1100,11
11070,1100070,ROSAS,19622,ROSAS,1100,11
11073,1100073,SAN SEBASTIAN,19693,SAN SEBASTIÁN,1100,11
11076,1100076,SANTANDER DE QUILICHAO,19698,SANTANDER DE QUILICHAO,1100,11
11079,1100079,SANTA ROSA,19701,SANTA ROSA,1100,11
11082,1100082,SILVIA,19743,SILVIA,1100,11
11085,1100085,SOTARA (PAISPAMBA),19760,SOTARÁ PAISPAMBA,1100,11
11087,1100087,SUAREZ,19780,SUÁREZ,1100,11
11086,1100086,SUCRE,19785,SUCRE,1100,11
11088,1100088,TIMBIO,19807,TIMBÍO,1100,11
11091,1100091,TIMBIQUI,19809,TIMBIQUÍ,1100,11
11094,1100094,TORIBIO,19821,TORIBÍO,1100,11
11097,1100097,TOTORO,19824,TOTORÓ,1100,11
11098,1100098,VILLA RICA,19845,VILLA RICA,1100,11
12001,1200001,VALLEDUPAR,20001,VALLEDUPAR,1200,12
12075,1200075,AGUACHICA,20011,AGUACHICA,1200,12
12150,1200150,AGUSTIN CODAZZI,20013,AGUSTÍN CODAZZI,1200,12
12170,1200170,ASTREA,20032,ASTREA,1200,12
12180,1200180,BECERRIL,20045,BECERRIL,1200,12
12200,1200200,BOSCONIA,20060,BOSCONIA,1200,12
12300,1200300,CHIMICHAGUA,20175,CHIMICHAGUA,1200,12
12375,1200375,CHIRIGUANA,20178,CHIRIGUANÁ,1200,12
12225,1200225,CURUMANI,20228,CURUMANÍ,1200,12
12410,1200410,EL COPEY,20238,EL COPEY,1200,12
12415,1200415,EL PASO,20250,EL PASO,1200,12
12450,1200450,GAMARRA,20295,GAMARRA,1200,12
12525,1200525,GONZALEZ,20310,GONZÁLEZ,1200,12
12600,1200600,LA GLORIA,20383,LA GLORIA,1200,12
12608,1200608,LA JAGUA DE IBIRICO,20400,LA JAGUA DE IBIRICO,1200,12
12625,1200625,MANAURE BALCON DEL CESAR (MANA,20443,MANAURE BALCÓN DEL CESAR,1200,12
12650,1200650,PAILITAS,20517,PAILITAS,1200,12
12700,1200700,PELAYA,20550,PELAYA,1200,12
12720,1200720,PUEBLO BELLO,20570,PUEBLO BELLO,1200,12
12750,1200750,RIO DE ORO,20614,RÍO DE ORO,1200,12
12825,1200825,LA PAZ,20621,LA PAZ,1200,12
12800,1200800,SAN ALBERTO,20710,SAN ALBERTO,1200,12
12850,1200850,SAN DIEGO,20750,SAN DIEGO,1200,12
12875,1200875,SAN MARTIN,20770,SAN MARTÍN,1200,12
12900,1200900,TAMALAMEQUE,20787,TAMALAMEQUE,1200,12
13001,1300001,MONTERIA,23001,MONTERÍA,1300,13
13004,1300004,AYAPEL,23068,AYAPEL,1300,13
13007,1300007,BUENAVISTA,23079,BUENAVISTA,1300,13
13009,1300009,CANALETE,23090,CANALETE,1300,13
13010,1300010,CERETE,23162,CERETÉ,1300,13
13016,1300016,CHIMA,23168,CHIMÁ,1300,13
13019,1300019,CHINU,23182,CHINÚ,1300,13
13013,1300013,CIENAGA DE ORO,23189,CIÉNAGA DE ORO,1300,13
13014,1300014,COTORRA (BONGO),23300,COTORRA,1300,13
13020,1300020,LA APARTADA (FRONTERA),23350,LA APARTADA,1300,13
13022,1300022,LORICA,23417,LORICA,1300,13
13023,1300023,LOS CORDOBAS,23419,LOS CÓRDOBAS,1300,13
13024,1300024,MOMIL,23464,MOMIL,1300,13
13025,1300025,MONTELIBANO,23466,MONTELÍBANO,1300,13
13027,1300027,MOÑITOS,23500,MOÑITOS,1300,13
13028,1300028,PLANETA RICA,23555,PLANETA RICA,1300,13
13031,1300031,PUEBLO NUEVO,23570,PUEBLO NUEVO,1300,13
13033,1300033,PUERTO ESCONDIDO,23574,PUERTO ESCONDIDO,1300,13
13032,1300032,PUERTO LIBERTADOR,23580,PUERTO LIBERTADOR,1300,13
13034,1300034,PURISIMA,23586,PURÍSIMA DE LA CONCEPCIÓN,1300,13
13037,1300037,SAHAGUN,23660,SAHAGÚN,1300,13
13040,1300040,SAN ANDRES DE SOTAVENTO,23670,SAN ANDRÉS DE SOTAVENTO,1300,13
13043,1300043,SAN ANTERO,23672,SAN ANTERO,1300,13
13046,1300046,SAN BERNARDO DEL VIENTO,23675,SAN BERNARDO DEL VIENTO,1300,13
13049,1300049,SAN CARLOS,23678,SAN CARLOS,1300,13
13052,1300052,SAN JOSE DE URE,23682,SAN JOSÉ DE URÉ,1300,13
13055,1300055,SAN PELAYO,23686,SAN PELAYO,1300,13
13058,1300058,TIERRALTA,23807,TIERRALTA,1300,13
13060,1300060,TUCHIN,23815,TUCHÍN,1300,13
13061,1300061,VALENCIA,23855,VALENCIA,1300,13
15004,1500004,AGUA DE DIOS,25001,AGUA DE DIOS,1500,15
15007,1500007,ALBAN,25019,ALBÁN,1500,15
15010,1500010,ANAPOIMA,25035,ANAPOIMA,1500,15
15013,1500013,ANOLAIMA,25040,ANOLAIMA,1500,15
15016,1500016,ARBELAEZ,25053,ARBELÁEZ,1500,15
15019,1500019,BELTRAN,25086,BELTRÁN,1500,15
15022,1500022,BITUIMA,25095,BITUIMA,1500,15
15025,1500025,BOJACA,25099,BOJACÁ,1500,15
15029,1500029,CABRERA,25120,CABRERA,1500,15
15030,1500030,CACHIPAY,25123,CACHIPAY,1500,15
15031,1500031,CAJICA,25126,CAJICÁ,1500,15
15034,1500034,CAPARRAPI,25148,CAPARRAPÍ,1500,15
15037,1500037,CAQUEZA,25151,CÁQUEZA,1500,15
15040,1500040,CARMEN DE CARUPA,25154,CARMEN DE CARUPA,1500,15
15052,1500052,CHAGUANI,25168,CHAGUANÍ,1500,15
15055,1500055,CHIA,25175,CHÍA,1500,15
15058,1500058,CHIPAQUE,25178,CHIPAQUE,1500,15
15061,1500061,CHOACHI,25181,CHOACHÍ,1500,15
15064,1500064,CHOCONTA,25183,CHOCONTÁ,1500,15
15043,1500043,COGUA,25200,COGUA,1500,15
15046,1500046,COTA,25214,COTA,1500,15
15049,1500049,CUCUNUBA,25224,CUCUNUBÁ,1500,15
15067,1500067,EL COLEGIO,25245,EL COLEGIO,1500,15
15070,1500070,EL PEÑON,25258,EL PEÑÓN,1500,15
15072,1500072,EL ROSAL,25260,EL ROSAL,1500,15
15076,1500076,FACATATIVA,25269,FACATATIVÁ,1500,15
15079,1500079,FOMEQUE,25279,FÓMEQUE,1500,15
15085,1500085,FOSCA,25281,FOSCA,1500,15
15088,1500088,FUNZA,25286,FUNZA,1500,15
15091,1500091,FUQUENE,25288,FÚQUENE,1500,15
15094,1500094,FUSAGASUGA,25290,FUSAGASUGÁ,1500,15
15097,1500097,GACHALA,25293,GACHALÁ,1500,15
15100,1500100,GACHANCIPA,25295,GACHANCIPÁ,1500,15
15103,1500103,GACHETA,25297,GACHETÁ,1500,15
15106,1500106,GAMA,25299,GAMA,1500,15
15109,1500109,GIRARDOT,25307,GIRARDOT,1500,15
15132,1500132,GRANADA,25312,GRANADA,1500,15
15112,1500112,GUACHETA,25317,GUACHETÁ,1500,15
15115,1500115,GUADUAS,25320,GUADUAS,1500,15
15118,1500118,GUASCA,25322,GUASCA,1500,15
15121,1500121,GUATAQUI,25324,GUATAQUÍ,1500,15
15124,1500124,GUATAVITA,25326,GUATAVITA,1500,15
15127,1500127,GUAYABAL DE SIQUIMA,25328,GUAYABAL DE SÍQUIMA,1500,15
15128,1500128,GUAYABETAL,25335,GUAYABETAL,1500,15
15130,1500130,GUTIERREZ,25339,GUTIÉRREZ,1500,15
15133,1500133,JERUSALEN,25368,JERUSALÉN,1500,15
15136,1500136,JUNIN,25372,JUNÍN,1500,15
15139,1500139,LA CALERA,25377,LA CALERA,1500,15
15142,1500142,LA MESA,25386,LA MESA,1500,15
15145,1500145,LA PALMA,25394,LA PALMA,1500,15
15148,1500148,LA PEÑA,25398,LA PEÑA,1500,15
15151,1500151,LA VEGA,25402,LA VEGA,1500,15
15154,1500154,LENGUAZAQUE,25407,LENGUAZAQUE,1500,15
15157,1500157,MACHETA,25426,MACHETÁ,1500,15
15160,1500160,MADRID,25430,MADRID,1500,15
15163,1500163,MANTA,25436,MANTA,1500,15
15166,1500166,MEDINA,25438,MEDINA,1500,15
15169,1500169,MOSQUERA,25473,MOSQUERA,1500,15
15172,1500172,NARIÑO,25483,NARIÑO,1500,15
15175,1500175,NEMOCON,25486,NEMOCÓN,1500,15
15178,1500178,NILO,25488,NILO,1500,15
15181,1500181,NIMAIMA,25489,NIMAIMA,1500,15
15184,1500184,NOCAIMA,25491,NOCAIMA,1500,15
15318,1500318,VENECIA,25506,VENECIA,1500,15
15190,1500190,PACHO,25513,PACHO,1500,15
15193,1500193,PAIME,25518,PAIME,1500,15
15196,1500196,PANDI,25524,PANDI,1500,15
15198,1500198,PARATEBUENO (LA NAGUAYA),25530,PARATEBUENO,1500,15
15199,1500199,PASCA,25535,PASCA,1500,15
15202,1500202,PUERTO SALGAR,25572,PUERTO SALGAR,1500,15
15205,1500205,PULI,25580,PULÍ,1500,15
15208,1500208,QUEBRADANEGRA,25592,QUEBRADANEGRA,1500,15
15211,1500211,QUETAME,25594,QUETAME,1500,15
15214,1500214,QUIPILE,25596,QUIPILE,1500,15
15217,1500217,APULO,25599,APULO,1500,15
15218,1500218,RICAURTE,25612,RICAURTE,1500,15
15220,1500220,SAN ANTONIO DEL TEQUENDAMA,25645,SAN ANTONIO DEL TEQUENDAMA,1500,15
15223,1500223,SAN BERNARDO,25649,SAN BERNARDO,1500,15
15226,1500226,SAN CAYETANO,25653,SAN CAYETANO,1500,15
15229,1500229,SAN FRANCISCO,25658,SAN FRANCISCO,1500,15
15232,1500232,SAN JUAN DE RIOSECO,25662,SAN JUAN DE RIOSECO,1500,15
15235,1500235,SASAIMA,25718,SASAIMA,1500,15
15238,1500238,SESQUILE,25736,SESQUILÉ,1500,15
15239,1500239,SIBATE,25740,SIBATÉ,1500,15
15241,1500241,SILVANIA,25743,SILVANIA,1500,15
15244,1500244,SIMIJACA,25745,SIMIJACA,1500,15
15247,1500247,SOACHA,25754,SOACHA,1500,15
15250,1500250,SOPO,25758,SOPÓ,1500,15
15256,1500256,SUBACHOQUE,25769,SUBACHOQUE,1500,15
15259,1500259,SUESCA,25772,SUESCA,1500,15
15262,1500262,SUPATA,25777,SUPATÁ,1500,15
15265,1500265,SUSA,25779,SUSA,1500,15
15268,1500268,SUTATAUSA,25781,SUTATAUSA,1500,15
15271,1500271,TABIO,25785,TABIO,1500,15
15274,1500274,TAUSA,25793,TAUSA,1500,15
15277,1500277,TENA,25797,TENA,1500,15
15280,1500280,TENJO,25799,TENJO,1500,15
15283,1500283,TIBACUY,25805,TIBACUY,1500,15
15286,1500286,TIBIRITA,25807,TIBIRITA,1500,15
15289,1500289,TOCAIMA,25815,TOCAIMA,1500,15
15292,1500292,TOCANCIPA,25817,TOCANCIPÁ,1500,15
15295,1500295,TOPAIPI,25823,TOPAIPÍ,1500,15
15298,1500298,UBALA,25839,UBALÁ,1500,15
15301,1500301,UBAQUE,25841,UBAQUE,1500,15
15304,1500304,UBATE,25843,VILLA DE SAN DIEGO DE UBATÉ,1500,15
15307,1500307,UNE,25845,UNE,1500,15
15316,1500316,UTICA,25851,ÚTICA,1500,15
15319,1500319,VERGARA,25862,VERGARA,1500,15
15322,1500322,VIANI,25867,VIANÍ,1500,15
15323,1500323,VILLAGOMEZ,25871,VILLAGÓMEZ,1500,15
15325,1500325,VILLAPINZON,25873,VILLAPINZÓN,1500,15
15328,1500328,VILLETA,25875,VILLETA,1500,15
15331,1500331,VIOTA,25878,VIOTÁ,1500,15
15334,1500334,YACOPI,25885,YACOPÍ,1500,15
15337,1500337,ZIPACON,25898,ZIPACÓN,1500,15
15340,1500340,ZIPAQUIRA,25899,ZIPAQUIRÁ,1500,15
16001,1600001,BOGOTA. D.C.,11001,"BOGOTÁ, D.C.",1600,16
17001,1700001,QUIBDO,27001,QUIBDÓ,1700,17
17004,1700004,ACANDI,27006,ACANDÍ,1700,17
17006,1700006,ALTO BAUDO (PIE DE PATO),27025,ALTO BAUDÓ,1700,17
17002,1700002,ATRATO (YUTO),27050,ATRATO,1700,17
17007,1700007,BAGADO,27073,BAGADÓ,1700,17
17008,1700008,BAHIA SOLANO (MUTIS),27075,BAHÍA SOLANO,1700,17
17010,1700010,BAJO BAUDO (PIZARRO),27077,BAJO BAUDÓ,1700,17
17011,1700011,BOJAYA (BELLAVISTA),27099,BOJAYÁ,1700,17
17017,1700017,EL CANTON DEL SAN PABLO (MAN.,27135,EL CANTÓN DEL SAN PABLO,1700,17
17015,1700015,CARMEN DEL DARIEN,27150,CARMEN DEL DARIÉN,1700,17
17014,1700014,CERTEGUI,27160,CÉRTEGUI,1700,17
17013,1700013,CONDOTO,27205,CONDOTO,1700,17
17016,1700016,EL CARMEN,27245,EL CARMEN DE ATRATO,1700,17
17038,1700038,EL LITORAL DEL SAN JUAN,27250,EL LITORAL DEL SAN JUAN,1700,17
17019,1700019,ISTMINA,27361,ISTMINA,1700,17
17022,1700022,JURADO,27372,JURADÓ,1700,17
17025,1700025,LLORO,27413,LLORÓ,1700,17
17012,1700012,MEDIO ATRATO (BETE),27425,MEDIO ATRATO,1700,17
17026,1700026,MEDIO BAUDO (PUERTO MELUK),27430,MEDIO BAUDÓ,1700,17
17027,1700027,MEDIO SAN JUAN,27450,MEDIO SAN JUAN,1700,17
17028,1700028,NOVITA,27491,NÓVITA,1700,17
17031,1700031,NUQUI,27495,NUQUÍ,1700,17
17032,1700032,RIO IRO,27580,RÍO IRÓ,1700,17
17035,1700035,RIO QUITO (PAIMADO),27600,RÍO QUITO,1700,17
17034,1700034,RIOSUCIO,27615,RIOSUCIO,1700,17
17037,1700037,SAN JOSE DEL PALMAR,27660,SAN JOSÉ DEL PALMAR,1700,17
17040,1700040,SIPI,27745,SIPÍ,1700,17
17043,1700043,TADO,27787,TADÓ,1700,17
17048,1700048,UNGUIA,27800,UNGUÍA,1700,17
17060,1700060,UNION PANAMERICANA (LAS ANIMAS,27810,UNIÓN PANAMERICANA,1700,17
19001,1900001,NEIVA,41001,NEIVA,1900,19
19004,1900004,ACEVEDO,41006,ACEVEDO,1900,19
19007,1900007,AGRADO,41013,AGRADO,1900,19
19010,1900010,AIPE,41016,AIPE,1900,19
19013,1900013,ALGECIRAS,41020,ALGECIRAS,1900,19
19016,1900016,ALTAMIRA,41026,ALTAMIRA,1900,19
19019,1900019,BARAYA,41078,BARAYA,1900,19
19022,1900022,CAMPOALEGRE,41132,CAMPOALEGRE,1900,19
19028,1900028,COLOMBIA,41206,COLOMBIA,1900,19
19031,1900031,ELIAS,41244,ELÍAS,1900,19
19034,1900034,GARZON,41298,GARZÓN,1900,19
19037,1900037,GIGANTE,41306,GIGANTE,1900,19
19040,1900040,GUADALUPE,41319,GUADALUPE,1900,19
19043,1900043,HOBO,41349,HOBO,1900,19
19046,1900046,IQUIRA,41357,ÍQUIRA,1900,19
19044,1900044,ISNOS,41359,ISNOS,1900,19
19047,1900047,LA ARGENTINA (PLATA VIEJA),41378,LA ARGENTINA,1900,19
19049,1900049,LA PLATA,41396,LA PLATA,1900,19
19050,1900050,NATAGA,41483,NÁTAGA,1900,19
19051,1900051,OPORAPA,41503,OPORAPA,1900,19
19052,1900052,PAICOL,41518,PAICOL,1900,19
19055,1900055,PALERMO,41524,PALERMO,1900,19
19056,1900056,PALESTINA,41530,PALESTINA,1900,19
19058,1900058,PITAL,41548,PITAL,1900,19
19061,1900061,PITALITO,41551,PITALITO,1900,19
19064,1900064,RIVERA,41615,RIVERA,1900,19
19067,1900067,SALADOBLANCO,41660,SALADOBLANCO,1900,19
19070,1900070,SAN AGUSTIN,41668,SAN AGUSTÍN,1900,19
19074,1900074,SANTA MARIA,41676,SANTA MARÍA,1900,19
19076,1900076,SUAZA,41770,SUAZA,1900,19
19079,1900079,TARQUI,41791,TARQUI,1900,19
19025,1900025,TESALIA (CARNICERIAS),41797,TESALIA,1900,19
19082,1900082,TELLO,41799,TELLO,1900,19
19085,1900085,TERUEL,41801,TERUEL,1900,19
19088,1900088,TIMANA,41807,TIMANÁ,1900,19
19091,1900091,VILLAVIEJA,41872,VILLAVIEJA,1900,19
19094,1900094,YAGUARA,41885,YAGUARÁ,1900,19
21001,2100001,SANTA MARTA,47001,SANTA MARTA,2100,21
21008,2100008,ALGARROBO,47030,ALGARROBO,2100,21
21010,2100010,ARACATACA,47053,ARACATACA,2100,21
21012,2100012,ARIGUANI (EL DIFICIL),47058,ARIGUANÍ,2100,21
21013,2100013,CERRO DE SAN ANTONIO,47161,CERRO DE SAN ANTONIO,2100,21
21015,2100015,CHIVOLO,47170,CHIVOLO,2100,21
21016,2100016,CIENAGA,47189,CIÉNAGA,2100,21
21020,2100020,CONCORDIA,47205,CONCORDIA,2100,21
21025,2100025,EL BANCO,47245,EL BANCO,2100,21
21028,2100028,EL PIÑON,47258,EL PIÑÓN,2100,21
21030,2100030,EL RETEN,47268,EL RETÉN,2100,21
21031,2100031,FUNDACION,47288,FUNDACIÓN,2100,21
21040,2100040,GUAMAL,47318,GUAMAL,2100,21
21042,2100042,NUEVA GRANADA,47460,NUEVA GRANADA,2100,21
21046,2100046,PEDRAZA,47541,PEDRAZA,2100,21
21048,2100048,PIJIÑO DEL CARMEN,47545,PIJIÑO DEL CARMEN,2100,21
21049,2100049,PIVIJAY,47551,PIVIJAY,2100,21
21052,2100052,PLATO,47555,PLATO,2100,21
21055,2100055,PUEBLOVIEJO,47570,PUEBLOVIEJO,2100,21
21058,2100058,REMOLINO,47605,REMOLINO,2100,21
21060,2100060,SABANAS DE SAN ANGEL,47660,SABANAS DE SAN ÁNGEL,2100,21
21067,2100067,SALAMINA,47675,SALAMINA,2100,21
21070,2100070,SAN SEBASTIAN DE BUENAVISTA,47692,SAN SEBASTIÁN DE BUENAVISTA,2100,21
21073,2100073,SAN ZENON,47703,SAN ZENÓN,2100,21
21076,2100076,SANTA ANA,47707,SANTA ANA,2100,21
21078,2100078,SANTA BARBARA DE PINTO,47720,SANTA BÁRBARA DE PINTO,2100,21
21079,2100079,SITIONUEVO,47745,SITIONUEVO,2100,21
21085,2100085,TENERIFE,47798,TENERIFE,2100,21
21090,2100090,ZAPAYAN,47960,ZAPAYÁN,2100,21
21095,2100095,ZONA BANANERA (SEVILLA),47980,ZONA BANANERA,2100,21
23001,2300001,PASTO,52001,PASTO,2300,23
23004,2300004,ALBAN (SAN JOSE),52019,ALBÁN,2300,23
23007,2300007,ALDANA,52022,ALDANA,2300,23
23010,2300010,ANCUYA,52036,ANCUYA,2300,23
23013,2300013,ARBOLEDA (BERRUECOS),52051,ARBOLEDA,2300,23
23016,2300016,BARBACOAS,52079,BARBACOAS,2300,23
23017,2300017,BELEN,52083,BELÉN,2300,23
23019,2300019,BUESACO,52110,BUESACO,2300,23
23022,2300022,COLON (GENOVA),52203,COLÓN,2300,23
23025,2300025,CONSACA,52207,CONSACÁ,2300,23
23028,2300028,CONTADERO,52210,CONTADERO,2300,23
23031,2300031,CORDOBA,52215,CÓRDOBA,2300,23
23034,2300034,CUASPUD (CARLOSAMA),52224,CUASPUD CARLOSAMA,2300,23
23037,2300037,CUMBAL,52227,CUMBAL,2300,23
23039,2300039,CUMBITARA,52233,CUMBITARA,2300,23
23038,2300038,CHACHAGUI,52240,CHACHAGÜÍ,2300,23
23041,2300041,EL CHARCO,52250,EL CHARCO,2300,23
23044,2300044,EL PEÑOL,52254,EL PEÑOL,2300,23
23040,2300040,EL ROSARIO,52256,EL ROSARIO,2300,23
23043,2300043,EL TABLON,52258,EL TABLÓN DE GÓMEZ,2300,23
23046,2300046,EL TAMBO,52260,EL TAMBO,2300,23
23049,2300049,FUNES,52287,FUNES,2300,23
23052,2300052,GUACHUCAL,52317,GUACHUCAL,2300,23
23055,2300055,GUAITARILLA,52320,GUAITARILLA,2300,23
23058,2300058,GUALMATAN,52323,GUALMATÁN,2300,23
23061,2300061,ILES,52352,ILES,2300,23
23064,2300064,IMUES,52354,IMUÉS,2300,23
23067,2300067,IPIALES,52356,IPIALES,2300,23
23073,2300073,LA CRUZ,52378,LA CRUZ,2300,23
23076,2300076,LA FLORIDA,52381,LA FLORIDA,2300,23
23077,2300077,LA LLANADA,52385,LA LLANADA,2300,23
23078,2300078,LA TOLA,52390,LA TOLA,2300,23
23079,2300079,LA UNION,52399,LA UNIÓN,2300,23
23080,2300080,LEIVA,52405,LEIVA,2300,23
23082,2300082,LINARES,52411,LINARES,2300,23
23085,2300085,LOS ANDES (SOTOMAYOR),52418,LOS ANDES,2300,23
23088,2300088,MAGUI (PAYAN),52427,MAGÜÍ,2300,23
23091,2300091,MALLAMA (PIEDRANCHA),52435,MALLAMA,2300,23
23094,2300094,MOSQUERA,52473,MOSQUERA,2300,23
23096,2300096,NARIÑO,52480,NARIÑO,2300,23
23095,2300095,OLAYA HERRERA,52490,OLAYA HERRERA,2300,23
23097,2300097,OSPINA,52506,OSPINA,2300,23
23047,2300047,FRANCISCO PIZARRO (SALAHONDA),52520,FRANCISCO PIZARRO,2300,23
23098,2300098,POLICARPA,52540,POLICARPA,2300,23
23100,2300100,POTOSI,52560,POTOSÍ,2300,23
23101,2300101,PROVIDENCIA,52565,PROVIDENCIA,2300,23
23103,2300103,PUERRES,52573,PUERRES,2300,23
23106,2300106,PUPIALES,52585,PUPIALES,2300,23
23109,2300109,RICAURTE,52612,RICAURTE,2300,23
23112,2300112,ROBERTO PAYAN (SAN JOSE),52621,ROBERTO PAYÁN,2300,23
23115,2300115,SAMANIEGO,52678,SAMANIEGO,2300,23
23118,2300118,SANDONA,52683,SANDONÁ,2300,23
23120,2300120,SAN BERNARDO,52685,SAN BERNARDO,2300,23
23121,2300121,SAN LORENZO,52687,SAN LORENZO,2300,23
23124,2300124,SAN PABLO,52693,SAN PABLO,2300,23
23123,2300123,SAN PEDRO DE CARTAGO,52694,SAN PEDRO DE CARTAGO,2300,23
23125,2300125,SANTA BARBARA (ISCUANDE),52696,SANTA BÁRBARA,2300,23
23127,2300127,SANTACRUZ (GUACHAVES),52699,SANTACRUZ,2300,23
23130,2300130,SAPUYES,52720,SAPUYES,2300,23
23133,2300133,TAMINANGO,52786,TAMINANGO,2300,23
23136,2300136,TANGUA,52788,TANGUA,2300,23
23139,2300139,TUMACO,52835,SAN ANDRÉS DE TUMACO,2300,23
23142,2300142,TUQUERRES,52838,TÚQUERRES,2300,23
23145,2300145,YACUANQUER,52885,YACUANQUER,2300,23
24001,2400001,PEREIRA,66001,PEREIRA,2400,24
24008,2400008,APIA,66045,APÍA,2400,24
24013,2400013,BALBOA,66075,BALBOA,2400,24
24021,2400021,BELEN DE UMBRIA,66088,BELÉN DE UMBRÍA,2400,24
24025,2400025,DOSQUEBRADAS,66170,DOSQUEBRADAS,2400,24
24029,2400029,GUATICA,66318,GUÁTICA,2400,24
24038,2400038,LA CELIA,66383,LA CELIA,2400,24
24046,2400046,LA VIRGINIA,66400,LA VIRGINIA,2400,24
24054,2400054,MARSELLA,66440,MARSELLA,2400,24
24062,2400062,MISTRATO,66456,MISTRATÓ,2400,24
24070,2400070,PUEBLO RICO,66572,PUEBLO RICO,2400,24
24078,2400078,QUINCHIA,66594,QUINCHÍA,2400,24
24086,2400086,SANTA ROSA DE CABAL,66682,SANTA ROSA DE CABAL,2400,24
24094,2400094,SANTUARIO,66687,SANTUARIO,2400,24
25001,2500001,CUCUTA,54001,SAN JOSÉ DE CÚCUTA,2500,25
25004,2500004,ABREGO,54003,ÁBREGO,2500,25
25007,2500007,ARBOLEDAS,54051,ARBOLEDAS,2500,25
25010,2500010,BOCHALEMA,54099,BOCHALEMA,2500,25
25013,2500013,BUCARASICA,54109,BUCARASICA,2500,25
25016,2500016,CACOTA,54125,CÁCOTA,2500,25
25019,2500019,CACHIRA,54128,CÁCHIRA,2500,25
25028,2500028,CHINACOTA,54172,CHINÁCOTA,2500,25
25031,2500031,CHITAGA,54174,CHITAGÁ,2500,25
25022,2500022,CONVENCION,54206,CONVENCIÓN,2500,25
25025,2500025,CUCUTILLA,54223,CUCUTILLA,2500,25
25034,2500034,DURANIA,54239,DURANIA,2500,25
25037,2500037,EL CARMEN,54245,EL CARMEN,2500,25
25036,2500036,EL TARRA,54250,EL TARRA,2500,25
25038,2500038,EL ZULIA,54261,EL ZULIA,2500,25
25040,2500040,GRAMALOTE,54313,GRAMALOTE,2500,25
25043,2500043,HACARI,54344,HACARÍ,2500,25
25046,2500046,HERRAN,54347,HERRÁN,2500,25
25049,2500049,LABATECA,54377,LABATECA,2500,25
25051,2500051,LA ESPERANZA,54385,LA ESPERANZA,2500,25
25052,2500052,LA PLAYA,54398,LA PLAYA,2500,25
25054,2500054,LOS PATIOS,54405,LOS PATIOS,2500,25
25055,2500055,LOURDES,54418,LOURDES,2500,25
25058,2500058,MUTISCUA,54480,MUTISCUA,2500,25
25061,2500061,OCAÑA,54498,OCAÑA,2500,25
25064,2500064,PAMPLONA,54518,PAMPLONA,2500,25
25067,2500067,PAMPLONITA,54520,PAMPLONITA,2500,25
25069,2500069,PUERTO SANTANDER,54553,PUERTO SANTANDER,2500,25
25070,2500070,RAGONVALIA,54599,RAGONVALIA,2500,25
25073,2500073,SALAZAR,54660,SALAZAR,2500,25
25076,2500076,SAN CALIXTO,54670,SAN CALIXTO,2500,25
25079,2500079,SAN CAYETANO,54673,SAN CAYETANO,2500,25
25082,2500082,SANTIAGO,54680,SANTIAGO,2500,25
25085,2500085,SARDINATA,54720,SARDINATA,2500,25
25088,2500088,SILOS,54743,SILOS,2500,25
25091,2500091,TEORAMA,54800,TEORAMA,2500,25
25093,2500093,TIBU,54810,TIBÚ,2500,25
25094,2500094,TOLEDO,54820,TOLEDO,2500,25
25097,2500097,VILLA CARO,54871,VILLA CARO,2500,25
25100,2500100,VILLA DEL ROSARIO,54874,VILLA DEL ROSARIO,2500,25
26001,2600001,ARMENIA,63001,ARMENIA,2600,26
