codigo_mesa,ubigeo_distrito,nombre_distrito,ubigeo_provincia,nombre_provincia,ubigeo_dept,nombre_dept,is_exterior,electores_habiles,votos_emitidos,votos_validos,cand_01,cand_02,descripcion_error,Acta con error aritmético,Acta ilegible,Acta impugnada,Acta sin firmas
046554,140119,PUENTE PIEDRA,140100,LIMA,140000,LIMA,False,300,0,0,158,113,,0,0,0,0
046629,140119,PUENTE PIEDRA,140100,LIMA,140000,LIMA,False,300,0,0,214,83,,0,0,0,0
046899,140119,PUENTE PIEDRA,140100,LIMA,140000,LIMA,False,300,0,0,113,115,,0,0,0,0
046976,140119,PUENTE PIEDRA,140100,LIMA,140000,LIMA,False,300,0,0,114,85,,0,0,0,0
047108,140122,RIMAC,140100,LIMA,140000,LIMA,False,300,0,0,155,73,,0,0,0,0
047197,140122,RIMAC,140100,LIMA,140000,LIMA,False,300,0,0,153,101,,0,0,0,0
047243,140122,RIMAC,140100,LIMA,140000,LIMA,False,299,0,0,140,72,,0,0,0,0
047269,140122,RIMAC,140100,LIMA,140000,LIMA,False,298,0,0,154,70,,0,0,0,0
047587,140122,RIMAC,140100,LIMA,140000,LIMA,False,300,0,0,161,81,,0,0,0,0
047714,140124,SAN ISIDRO,140100,LIMA,140000,LIMA,False,299,0,0,215,28,,0,0,0,0
048006,140125,BARRANCO,140100,LIMA,140000,LIMA,False,300,0,0,159,54,,0,0,0,0
048012,140125,BARRANCO,140100,LIMA,140000,LIMA,False,300,0,0,164,57,,0,0,0,0
048113,140125,BARRANCO,140100,LIMA,140000,LIMA,False,300,0,0,182,66,,0,0,0,0
048119,140125,BARRANCO,140100,LIMA,140000,LIMA,False,284,0,0,150,45,,0,0,0,0
048319,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,190,76,,0,0,0,0
048344,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,140,77,,0,0,0,0
048807,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,130,84,,0,0,0,0
048929,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,118,71,,0,0,0,0
048937,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,140,75,,0,0,0,0
048938,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,139,69,,0,0,0,0
048945,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,236,0,0,111,44,,0,0,0,0
049132,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,139,101,,0,0,0,0
049221,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,136,96,,0,0,0,0
049292,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,280,0,0,109,76,,0,0,0,0
049304,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,120,70,,0,0,0,0
049360,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,258,0,0,128,61,,0,0,0,0
049425,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,129,97,,0,0,0,0
049476,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,125,90,,0,0,0,0
049481,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,300,0,0,128,86,,0,0,0,0
049493,140126,SAN MARTIN DE PORRES,140100,LIMA,140000,LIMA,False,289,0,0,125,79,,0,0,0,0
049924,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,173,32,,0,0,0,0
049989,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,298,0,0,143,73,,0,0,0,0
050014,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,196,63,,0,0,0,0
050085,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,183,57,,0,0,0,0
050107,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,165,53,,0,0,0,0
050128,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,169,55,,0,0,0,0
050148,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,158,52,,0,0,0,0
050176,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,176,55,,0,0,0,0
050199,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,167,46,,0,0,0,0
050220,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,150,54,,0,0,0,0
050226,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,140,62,,0,0,0,0
050288,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,166,52,,0,0,0,0
050347,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,139,53,,0,0,0,0
050395,140127,SAN MIGUEL,140100,LIMA,140000,LIMA,False,299,0,0,145,62,,0,0,0,0
050504,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,228,28,,0,0,0,0
050722,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,159,76,,0,0,0,0
050761,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,170,0,,0,0,0,0
050858,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,183,43,,0,0,0,0
050911,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,149,38,,0,0,0,0
051017,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,297,0,0,159,56,,0,0,0,0
051115,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,206,36,,0,0,0,0
051116,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,201,31,,0,0,0,0
051146,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,247,0,0,183,34,,0,0,0,0
051171,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,0,0,,0,0,0,0
051287,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,182,81,,0,0,0,0
051430,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,162,0,,0,0,0,0
051447,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,230,0,0,155,34,,0,0,0,0
051596,140130,SANTIAGO DE SURCO,140100,LIMA,140000,LIMA,False,300,0,0,153,43,,0,0,0,0
051766,140131,SURQUILLO,140100,LIMA,140000,LIMA,False,299,0,0,165,64,Acta con error aritmético | Acta con error aritmético,1,0,0,0
051831,140131,SURQUILLO,140100,LIMA,140000,LIMA,False,299,0,0,194,42,Acta impugnada | Acta impugnada,0,0,1,0
051843,140131,SURQUILLO,140100,LIMA,140000,LIMA,False,299,0,0,157,54,Acta con error aritmético | Acta con error aritmético,1,0,0,0
051952,140131,SURQUILLO,140100,LIMA,140000,LIMA,False,299,0,0,179,62,Acta impugnada | Acta impugnada,0,0,1,0
051953,140131,SURQUILLO,140100,LIMA,140000,LIMA,False,299,0,0,176,62,Acta con error aritmético | Acta con error aritmético,1,0,0,0
052025,140132,VILLA MARIA DEL TRIUNFO,140100,LIMA,140000,LIMA,False,300,0,0,154,71,,0,0,0,0
052318,140132,VILLA MARIA DEL TRIUNFO,140100,LIMA,140000,LIMA,False,300,0,0,148,85,,0,0,0,0
052673,140132,VILLA MARIA DEL TRIUNFO,140100,LIMA,140000,LIMA,False,300,0,0,141,83,,0,0,0,0
052776,140132,VILLA MARIA DEL TRIUNFO,140100,LIMA,140000,LIMA,False,300,0,0,134,113,,0,0,0,0
052983,140132,VILLA MARIA DEL TRIUNFO,140100,LIMA,140000,LIMA,False,300,0,0,138,112,,0,0,0,0
053273,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,300,0,0,151,69,,0,0,0,0
053285,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,300,0,0,149,66,,0,0,0,0
053337,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,247,0,0,143,50,,0,0,0,0
053346,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,242,0,0,90,56,,0,0,0,0
053357,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,299,0,0,130,49,,0,0,0,0
053361,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,299,0,0,127,57,,0,0,0,0
053379,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,299,0,0,122,67,,0,0,0,0
053384,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,299,0,0,142,43,,0,0,0,0
053392,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,298,0,0,130,42,,0,0,0,0
053435,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,300,0,0,169,79,,0,0,0,0
053531,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,300,0,0,152,56,,0,0,0,0
053560,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,300,0,0,158,70,,0,0,0,0
053597,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,300,0,0,169,62,,0,0,0,0
053634,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,300,0,0,135,70,,0,0,0,0
053635,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,300,0,0,138,79,,0,0,0,0
053663,140133,JESUS MARIA,140100,LIMA,140000,LIMA,False,230,0,0,118,44,,0,0,0,0
053816,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,141,97,,0,0,0,0
053830,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,126,91,,0,0,0,0
053936,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,144,98,,0,0,0,0
053960,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,141,98,,0,0,0,0
054000,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,142,82,,0,0,0,0
054029,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,145,83,,0,0,0,0
054042,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,163,77,,0,0,0,0
054070,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,134,84,,0,0,0,0
054093,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,120,82,,0,0,0,0
054095,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,136,73,,0,0,0,0
054108,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,132,87,,0,0,0,0
054131,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,149,75,,0,0,0,0
054162,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,148,78,,0,0,0,0
054179,140134,INDEPENDENCIA,140100,LIMA,140000,LIMA,False,299,0,0,149,68,,0,0,0,0
054348,140135,EL AGUSTINO,140100,LIMA,140000,LIMA,False,300,0,0,146,61,,0,0,0,0
054622,140135,EL AGUSTINO,140100,LIMA,140000,LIMA,False,300,0,0,128,88,,0,0,0,0
054626,140135,EL AGUSTINO,140100,LIMA,140000,LIMA,False,230,0,0,108,52,,0,0,0,0
054800,140135,EL AGUSTINO,140100,LIMA,140000,LIMA,False,300,0,0,125,78,,0,0,0,0
054927,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,145,89,,0,0,0,0
054950,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,140,58,,0,0,0,0
055043,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,133,91,,0,0,0,0
055048,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,136,82,,0,0,0,0
055052,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,150,65,,0,0,0,0
055078,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,141,58,,0,0,0,0
055121,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,164,69,,0,0,0,0
055244,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,156,78,,0,0,0,0
055286,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,142,77,,0,0,0,0
055340,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,146,81,,0,0,0,0
055427,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,142,82,,0,0,0,0
055437,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,163,71,,0,0,0,0
055707,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,141,81,,0,0,0,0
055813,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,138,91,,0,0,0,0
055894,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,136,90,,0,0,0,0
055946,140136,SAN JUAN DE MIRAFLORES,140100,LIMA,140000,LIMA,False,299,0,0,150,63,,0,0,0,0
056076,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,148,88,,0,0,0,0
056182,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,116,105,,0,0,0,0
056240,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,128,101,,0,0,0,0
056271,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,107,107,,0,0,0,0
056282,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,117,117,,0,0,0,0
056426,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,137,95,,0,0,0,0
056474,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,140,88,,0,0,0,0
056654,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,131,104,,0,0,0,0
056731,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,182,80,,0,0,0,0
056818,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,130,106,,0,0,0,0
057016,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,270,0,0,145,85,,0,0,0,0
057039,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,132,111,,0,0,0,0
057063,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,157,102,,0,0,0,0
057066,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,145,99,,0,0,0,0
057070,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,140,100,,0,0,0,0
057113,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,257,0,0,114,84,,0,0,0,0
057209,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,144,110,,0,0,0,0
057224,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,240,0,0,88,77,,0,0,0,0
057235,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,134,87,,0,0,0,0
057237,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,132,110,,0,0,0,0
057263,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,166,83,,0,0,0,0
057421,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,147,70,,0,0,0,0
057561,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,138,94,,0,0,0,0
057569,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,133,74,,0,0,0,0
057929,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,144,87,,0,0,0,0
057943,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,121,88,,0,0,0,0
058167,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,230,0,0,75,56,,0,0,0,0
058191,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,130,71,,0,0,0,0
058210,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,298,0,0,111,92,,0,0,0,0
058218,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,119,95,,0,0,0,0
058525,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,140,84,,0,0,0,0
058554,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,0,110,,0,0,0,0
058586,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,117,102,,0,0,0,0
058596,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,128,90,,0,0,0,0
058634,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,146,96,,0,0,0,0
058670,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,272,0,0,131,77,,0,0,0,0
058672,140137,SAN JUAN DE LURIGANCHO,140100,LIMA,140000,LIMA,False,300,0,0,121,92,,0,0,0,0
058856,140138,SAN LUIS,140100,LIMA,140000,LIMA,False,300,0,0,254,63,"Acta con error aritmético, Acta con error aritmético | Acta con error aritmético, Acta con error aritmético",1,0,0,0
059003,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,182,41,,0,0,0,0
059015,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,178,43,,0,0,0,0
059019,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,173,44,,0,0,0,0
059042,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,206,47,,0,0,0,0
059083,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,168,60,,0,0,0,0
059094,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,197,38,,0,0,0,0
059191,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,298,0,0,169,47,,0,0,0,0
059270,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,168,49,,0,0,0,0
059306,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,158,39,,0,0,0,0
059316,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,188,41,,0,0,0,0
059371,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,226,32,,0,0,0,0
059383,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,178,28,,0,0,0,0
059387,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,171,43,,0,0,0,0
059396,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,165,39,,0,0,0,0
059411,140140,SAN BORJA,140100,LIMA,140000,LIMA,False,299,0,0,191,32,,0,0,0,0
059486,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,150,90,,0,0,0,0
059560,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,136,86,,0,0,0,0
059584,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,158,61,,0,0,0,0
059585,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,140,79,,0,0,0,0
059680,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,148,106,,0,0,0,0
059874,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,148,89,,0,0,0,0
059890,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,136,80,,0,0,0,0
060166,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,135,95,,0,0,0,0
060247,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,152,94,,0,0,0,0
060460,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,140,97,,0,0,0,0
060461,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,140,98,,0,0,0,0
060559,140141,VILLA EL SALVADOR,140100,LIMA,140000,LIMA,False,299,0,0,132,75,,0,0,0,0
060661,140142,LOS OLIVOS,140100,LIMA,140000,LIMA,False,299,0,0,150,96,,0,0,0,0
060743,140142,LOS OLIVOS,140100,LIMA,140000,LIMA,False,299,0,0,134,91,,0,0,0,0
060874,140142,LOS OLIVOS,140100,LIMA,140000,LIMA,False,299,0,0,130,97,,0,0,0,0
061005,140142,LOS OLIVOS,140100,LIMA,140000,LIMA,False,299,0,0,179,72,,0,0,0,0
061021,140142,LOS OLIVOS,140100,LIMA,140000,LIMA,False,299,0,0,115,125,,0,0,0,0
061127,140142,LOS OLIVOS,140100,LIMA,140000,LIMA,False,299,0,0,241,95,,0,0,0,0
061200,140142,LOS OLIVOS,140100,LIMA,140000,LIMA,False,294,0,0,148,68,,0,0,0,0
061310,140142,LOS OLIVOS,140100,LIMA,140000,LIMA,False,299,0,0,127,98,,0,0,0,0
061527,140142,LOS OLIVOS,140100,LIMA,140000,LIMA,False,299,0,0,137,79,,0,0,0,0
061530,140142,LOS OLIVOS,140100,LIMA,140000,LIMA,False,299,0,0,225,74,,0,0,0,0
061622,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,119,112,,0,0,0,0
061647,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,159,79,,0,0,0,0
061655,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,148,80,,0,0,0,0
061680,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,140,81,,0,0,0,0
061681,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,144,105,,0,0,0,0
061685,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,160,82,,0,0,0,0
061706,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,139,92,,0,0,0,0
061822,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,159,85,,0,0,0,0
061840,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,150,86,,0,0,0,0
061856,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,119,99,,0,0,0,0
061959,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,136,106,,0,0,0,0
062037,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,294,0,0,133,95,,0,0,0,0
062049,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,293,0,0,113,99,,0,0,0,0
062149,140143,SANTA ANITA,140100,LIMA,140000,LIMA,False,299,0,0,147,111,,0,0,0,0
062513,140406,IMPERIAL,140400,CAÑETE,140000,LIMA,False,297,0,0,119,110,,0,0,0,0
062525,140406,IMPERIAL,140400,CAÑETE,140000,LIMA,False,300,0,0,126,107,,0,0,0,0
062531,140406,IMPERIAL,140400,CAÑETE,140000,LIMA,False,300,0,0,118,127,,0,0,0,0
062830,140413,SAN LUIS,140400,CAÑETE,140000,LIMA,False,300,0,0,128,116,,0,0,0,0
062947,140501,HUACHO,140500,HUAURA,140000,LIMA,False,300,0,0,119,97,,0,0,0,0
062950,140501,HUACHO,140500,HUAURA,140000,LIMA,False,300,0,0,138,91,,0,0,0,0
063116,140504,CALETA DE CARQUIN,140500,HUAURA,140000,LIMA,False,300,0,0,170,52,,0,0,0,0
063227,140507,HUAURA,140500,HUAURA,140000,LIMA,False,300,0,0,123,117,,0,0,0,0
063296,140507,HUAURA,140500,HUAURA,140000,LIMA,False,300,0,0,80,127,,0,0,0,0
063356,140512,SANTA MARIA,140500,HUAURA,140000,LIMA,False,300,0,0,134,91,,0,0,0,0
063758,140616,SAN BARTOLOME,140600,HUAROCHIRI,140000,LIMA,False,281,0,0,88,114,Acta impugnada | Acta impugnada,0,0,1,0
064045,140801,HUARAL,140800,HUARAL,140000,LIMA,False,300,0,0,127,106,,0,0,0,0
064182,140801,HUARAL,140800,HUARAL,140000,LIMA,False,300,0,0,130,90,,0,0,0,0
064264,140804,AUCALLAMA,140800,HUARAL,140000,LIMA,False,221,0,0,63,68,,0,0,0,0
064326,140805,CHANCAY,140800,HUARAL,140000,LIMA,False,300,0,0,148,82,,0,0,0,0
064358,140805,CHANCAY,140800,HUARAL,140000,LIMA,False,300,0,0,122,95,,0,0,0,0
065016,150101,IQUITOS,150100,MAYNAS,150000,LORETO,False,300,0,0,118,84,,0,0,0,0
065068,150101,IQUITOS,150100,MAYNAS,150000,LORETO,False,300,0,0,195,87,,0,0,0,0
065608,150111,PUNCHANA,150100,MAYNAS,150000,LORETO,False,300,0,0,112,79,,0,0,0,0
066309,150201,YURIMAGUAS,150200,ALTO AMAZONAS,150000,LORETO,False,299,0,0,65,113,,0,0,0,0
066323,150201,YURIMAGUAS,150200,ALTO AMAZONAS,150000,LORETO,False,299,0,0,66,85,,0,0,0,0
066344,150201,YURIMAGUAS,150200,ALTO AMAZONAS,150000,LORETO,False,293,0,0,73,94,,0,0,0,0
066753,150401,REQUENA,150400,REQUENA,150000,LORETO,False,287,0,0,96,75,,0,0,0,0
066933,150501,CONTAMANA,150500,UCAYALI,150000,LORETO,False,300,0,0,88,83,,0,0,0,0
067412,160101,TAMBOPATA,160100,TAMBOPATA,160000,MADRE DE DIOS,False,300,0,0,64,155,,0,0,0,0
067440,160101,TAMBOPATA,160100,TAMBOPATA,160000,MADRE DE DIOS,False,265,0,0,63,124,,0,0,0,0
067530,160101,TAMBOPATA,160100,TAMBOPATA,160000,MADRE DE DIOS,False,300,0,0,85,116,,0,0,0,0
067603,160101,TAMBOPATA,160100,TAMBOPATA,160000,MADRE DE DIOS,False,230,0,0,57,89,,0,0,0,0
068046,170106,SAMEGUA,170100,MARISCAL NIETO,170000,MOQUEGUA,False,300,0,0,65,176,,0,0,0,0
068266,170301,ILO,170300,ILO,170000,MOQUEGUA,False,288,0,0,77,147,,0,0,0,0
068434,180101,CHAUPIMARCA,180100,PASCO,180000,PASCO,False,300,0,0,76,130,,0,0,0,0
068461,180101,CHAUPIMARCA,180100,PASCO,180000,PASCO,False,299,0,0,66,120,,0,0,0,0
068550,180106,NINACACA,180100,PASCO,180000,PASCO,False,300,0,0,50,0,,0,0,0,0
068726,180114,YANACANCHA,180100,PASCO,180000,PASCO,False,300,0,0,49,156,,0,0,0,0
068887,180301,OXAPAMPA,180300,OXAPAMPA,180000,PASCO,False,300,0,0,124,57,,0,0,0,0
068906,180301,OXAPAMPA,180300,OXAPAMPA,180000,PASCO,False,287,0,0,146,68,,0,0,0,0
068908,180301,OXAPAMPA,180300,OXAPAMPA,180000,PASCO,False,287,0,0,130,58,,0,0,0,0
069196,190101,PIURA,190100,PIURA,190000,PIURA,False,299,0,0,143,92,,0,0,0,0
069201,190101,PIURA,190100,PIURA,190000,PIURA,False,299,0,0,121,52,,0,0,0,0
069209,190101,PIURA,190100,PIURA,190000,PIURA,False,299,0,0,134,73,,0,0,0,0
