mesa_id,partido_posicion,partido_nombre,votos_pre_recount,votos_post_recount,delta,delta_pct
011862,16,JUNTOS POR EL PERÚ,68.0,55.0,-13.0,-19.11764705882353
011862,17,PODEMOS PERÚ,5.0,3.0,-2.0,-40.0
011862,18,PARTIDO DEMOCRATICO FEDERAL,0.0,1.0,1.0,
011862,19,FE EN EL PERÚ,0.0,0.0,0.0,
011862,20,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.0,0.0,0.0,
011862,21,FUERZA POPULAR,46.0,36.0,-10.0,-21.73913043478261
011862,22,ALIANZA PARA EL PROGRESO,4.0,2.0,-2.0,-50.0
011862,23,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.0,0.0,0.0,
011862,24,AHORA NACIÓN - AN,11.0,15.0,4.0,36.36363636363637
011862,25,LIBERTAD POPULAR,1.0,0.0,-1.0,-100.0
011862,26,UN CAMINO DIFERENTE,0.0,0.0,0.0,
011862,27,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.0,0.0,0.0,
011862,28,PERÚ MODERNO,0.0,0.0,0.0,
011862,29,PARTIDO POLÍTICO PERÚ PRIMERO,0.0,1.0,1.0,
011862,30,SALVEMOS AL PERÚ,0.0,0.0,0.0,
011862,31,PARTIDO DEMOCRÁTICO SOMOS PERÚ,4.0,2.0,-2.0,-50.0
011862,32,PARTIDO APRISTA PERUANO,0.0,0.0,0.0,
011862,33,RENOVACIÓN POPULAR,6.0,10.0,4.0,66.66666666666666
011862,34,PARTIDO DEMÓCRATA UNIDO PERÚ,1.0,3.0,2.0,200.0
011862,35,FUERZA Y LIBERTAD,0.0,1.0,1.0,
011862,36,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.0,0.0,0.0,
011862,37,UNIDAD NACIONAL,1.0,1.0,0.0,0.0
011862,38,PARTIDO MORADO,0.0,2.0,2.0,
011862,80,VOTOS EN BLANCO,32.0,26.0,-6.0,-18.75
011862,81,VOTOS NULOS,12.0,14.0,2.0,16.666666666666664
011862,99,TOTAL DE CIUDADANOS QUE VOTARON,245.0,266.0,21.0,8.571428571428571
011864,1,ALIANZA ELECTORAL VENCEREMOS,0.0,1.0,1.0,
011864,2,PARTIDO PATRIÓTICO DEL PERÚ,1.0,2.0,1.0,100.0
011864,3,PARTIDO CÍVICO OBRAS,25.0,22.0,-3.0,-12.0
011864,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
011864,5,PARTIDO DEMÓCRATA VERDE,0.0,2.0,2.0,
011864,6,PARTIDO DEL BUEN GOBIERNO,14.0,6.0,-8.0,-57.14285714285714
011864,7,PARTIDO POLÍTICO PERÚ ACCIÓN,0.0,0.0,0.0,
011864,8,PARTIDO POLÍTICO PRIN,0.0,0.0,0.0,
011864,9,PROGRESEMOS,0.0,1.0,1.0,
011864,10,PARTIDO SICREO,5.0,6.0,1.0,20.0
011864,11,PARTIDO PAÍS PARA TODOS,8.0,9.0,1.0,12.5
011864,12,PARTIDO FRENTE DE LA ESPERANZA 2021,2.0,1.0,-1.0,-50.0
011864,13,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.0,3.0,3.0,
011864,14,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
011864,15,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",5.0,5.0,0.0,0.0
011864,16,JUNTOS POR EL PERÚ,55.0,77.0,22.0,40.0
011864,17,PODEMOS PERÚ,4.0,5.0,1.0,25.0
011864,18,PARTIDO DEMOCRATICO FEDERAL,0.0,0.0,0.0,
011864,19,FE EN EL PERÚ,0.0,0.0,0.0,
011864,20,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1.0,0.0,-1.0,-100.0
011864,21,FUERZA POPULAR,47.0,50.0,3.0,6.382978723404255
011864,22,ALIANZA PARA EL PROGRESO,2.0,2.0,0.0,0.0
011864,23,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.0,3.0,2.0,200.0
011864,24,AHORA NACIÓN - AN,11.0,12.0,1.0,9.090909090909092
011864,25,LIBERTAD POPULAR,4.0,1.0,-3.0,-75.0
011864,26,UN CAMINO DIFERENTE,2.0,2.0,0.0,0.0
011864,27,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.0,0.0,0.0,
011864,28,PERÚ MODERNO,0.0,0.0,0.0,
011864,29,PARTIDO POLÍTICO PERÚ PRIMERO,2.0,5.0,3.0,150.0
011864,30,SALVEMOS AL PERÚ,1.0,0.0,-1.0,-100.0
011864,31,PARTIDO DEMOCRÁTICO SOMOS PERÚ,6.0,6.0,0.0,0.0
011864,32,PARTIDO APRISTA PERUANO,1.0,0.0,-1.0,-100.0
011864,33,RENOVACIÓN POPULAR,13.0,10.0,-3.0,-23.076923076923077
011864,34,PARTIDO DEMÓCRATA UNIDO PERÚ,2.0,1.0,-1.0,-50.0
011864,35,FUERZA Y LIBERTAD,0.0,0.0,0.0,
011864,36,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.0,0.0,0.0,
011864,37,UNIDAD NACIONAL,0.0,1.0,1.0,
011864,38,PARTIDO MORADO,2.0,0.0,-2.0,-100.0
011864,80,VOTOS EN BLANCO,39.0,24.0,-15.0,-38.46153846153847
011864,81,VOTOS NULOS,13.0,7.0,-6.0,-46.15384615384615
011864,99,TOTAL DE CIUDADANOS QUE VOTARON,264.0,264.0,0.0,0.0
011867,1,ALIANZA ELECTORAL VENCEREMOS,2.0,2.0,0.0,0.0
011867,2,PARTIDO PATRIÓTICO DEL PERÚ,0.0,0.0,0.0,
011867,3,PARTIDO CÍVICO OBRAS,16.0,16.0,0.0,0.0
011867,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
011867,5,PARTIDO DEMÓCRATA VERDE,1.0,1.0,0.0,0.0
011867,6,PARTIDO DEL BUEN GOBIERNO,10.0,10.0,0.0,0.0
011867,7,PARTIDO POLÍTICO PERÚ ACCIÓN,1.0,1.0,0.0,0.0
011867,8,PARTIDO POLÍTICO PRIN,0.0,0.0,0.0,
011867,9,PROGRESEMOS,0.0,0.0,0.0,
011867,10,PARTIDO SICREO,4.0,4.0,0.0,0.0
011867,11,PARTIDO PAÍS PARA TODOS,9.0,11.0,2.0,22.22222222222222
011867,12,PARTIDO FRENTE DE LA ESPERANZA 2021,0.0,1.0,1.0,
011867,13,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1.0,1.0,0.0,0.0
011867,14,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
011867,15,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2.0,2.0,0.0,0.0
011867,16,JUNTOS POR EL PERÚ,53.0,56.0,3.0,5.660377358490567
011867,17,PODEMOS PERÚ,6.0,6.0,0.0,0.0
011867,18,PARTIDO DEMOCRATICO FEDERAL,0.0,0.0,0.0,
011867,19,FE EN EL PERÚ,0.0,0.0,0.0,
011867,20,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1.0,1.0,0.0,0.0
011867,21,FUERZA POPULAR,52.0,52.0,0.0,0.0
011867,22,ALIANZA PARA EL PROGRESO,2.0,2.0,0.0,0.0
011867,23,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.0,1.0,0.0,0.0
011867,24,AHORA NACIÓN - AN,8.0,8.0,0.0,0.0
011867,25,LIBERTAD POPULAR,2.0,2.0,0.0,0.0
011867,26,UN CAMINO DIFERENTE,2.0,2.0,0.0,0.0
011867,27,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,2.0,2.0,0.0,0.0
011867,28,PERÚ MODERNO,0.0,0.0,0.0,
011867,29,PARTIDO POLÍTICO PERÚ PRIMERO,0.0,0.0,0.0,
011867,30,SALVEMOS AL PERÚ,0.0,0.0,0.0,
011867,31,PARTIDO DEMOCRÁTICO SOMOS PERÚ,7.0,6.0,-1.0,-14.285714285714285
011867,32,PARTIDO APRISTA PERUANO,3.0,3.0,0.0,0.0
011867,33,RENOVACIÓN POPULAR,13.0,13.0,0.0,0.0
011867,34,PARTIDO DEMÓCRATA UNIDO PERÚ,1.0,1.0,0.0,0.0
011867,35,FUERZA Y LIBERTAD,0.0,0.0,0.0,
011867,36,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.0,0.0,0.0,
011867,37,UNIDAD NACIONAL,1.0,1.0,0.0,0.0
011867,38,PARTIDO MORADO,1.0,1.0,0.0,0.0
011867,80,VOTOS EN BLANCO,41.0,38.0,-3.0,-7.317073170731707
011867,81,VOTOS NULOS,23.0,11.0,-12.0,-52.17391304347826
011867,99,TOTAL DE CIUDADANOS QUE VOTARON,255.0,255.0,0.0,0.0
012119,1,ALIANZA ELECTORAL VENCEREMOS,1.0,1.0,0.0,0.0
012119,2,PARTIDO PATRIÓTICO DEL PERÚ,3.0,2.0,-1.0,-33.33333333333333
012119,3,PARTIDO CÍVICO OBRAS,23.0,24.0,1.0,4.3478260869565215
012119,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
012119,5,PARTIDO DEMÓCRATA VERDE,0.0,0.0,0.0,
012119,6,PARTIDO DEL BUEN GOBIERNO,18.0,11.0,-7.0,-38.88888888888889
012119,7,PARTIDO POLÍTICO PERÚ ACCIÓN,1.0,1.0,0.0,0.0
012119,8,PARTIDO POLÍTICO PRIN,1.0,1.0,0.0,0.0
012119,9,PROGRESEMOS,1.0,1.0,0.0,0.0
012119,10,PARTIDO SICREO,3.0,3.0,0.0,0.0
012119,11,PARTIDO PAÍS PARA TODOS,9.0,10.0,1.0,11.11111111111111
012119,12,PARTIDO FRENTE DE LA ESPERANZA 2021,5.0,5.0,0.0,0.0
012119,13,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2.0,1.0,-1.0,-50.0
012119,14,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
012119,15,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2.0,3.0,1.0,50.0
012119,16,JUNTOS POR EL PERÚ,37.0,37.0,0.0,0.0
012119,17,PODEMOS PERÚ,1.0,2.0,1.0,100.0
012119,18,PARTIDO DEMOCRATICO FEDERAL,0.0,0.0,0.0,
012119,19,FE EN EL PERÚ,0.0,0.0,0.0,
012119,20,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.0,0.0,0.0,
012119,21,FUERZA POPULAR,28.0,31.0,3.0,10.714285714285714
012119,22,ALIANZA PARA EL PROGRESO,6.0,5.0,-1.0,-16.666666666666664
012119,23,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.0,1.0,0.0,0.0
012119,24,AHORA NACIÓN - AN,6.0,8.0,2.0,33.33333333333333
012119,25,LIBERTAD POPULAR,0.0,0.0,0.0,
012119,26,UN CAMINO DIFERENTE,3.0,4.0,1.0,33.33333333333333
012119,27,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1.0,0.0,-1.0,-100.0
012119,28,PERÚ MODERNO,1.0,1.0,0.0,0.0
012119,29,PARTIDO POLÍTICO PERÚ PRIMERO,3.0,3.0,0.0,0.0
012119,30,SALVEMOS AL PERÚ,0.0,0.0,0.0,
012119,31,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1.0,1.0,0.0,0.0
012119,32,PARTIDO APRISTA PERUANO,1.0,2.0,1.0,100.0
012119,33,RENOVACIÓN POPULAR,2.0,3.0,1.0,50.0
012119,34,PARTIDO DEMÓCRATA UNIDO PERÚ,0.0,0.0,0.0,
012119,35,FUERZA Y LIBERTAD,0.0,0.0,0.0,
012119,36,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.0,0.0,0.0,
012119,37,UNIDAD NACIONAL,0.0,0.0,0.0,
012119,38,PARTIDO MORADO,1.0,2.0,1.0,100.0
012119,80,VOTOS EN BLANCO,39.0,37.0,-2.0,-5.128205128205128
012119,81,VOTOS NULOS,16.0,14.0,-2.0,-12.5
012119,99,TOTAL DE CIUDADANOS QUE VOTARON,214.0,214.0,0.0,0.0
012144,1,ALIANZA ELECTORAL VENCEREMOS,1.0,2.0,1.0,100.0
012144,2,PARTIDO PATRIÓTICO DEL PERÚ,1.0,1.0,0.0,0.0
012144,3,PARTIDO CÍVICO OBRAS,16.0,16.0,0.0,0.0
012144,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
012144,5,PARTIDO DEMÓCRATA VERDE,1.0,1.0,0.0,0.0
012144,6,PARTIDO DEL BUEN GOBIERNO,7.0,8.0,1.0,14.285714285714285
012144,7,PARTIDO POLÍTICO PERÚ ACCIÓN,0.0,0.0,0.0,
012144,8,PARTIDO POLÍTICO PRIN,0.0,0.0,0.0,
012144,9,PROGRESEMOS,1.0,1.0,0.0,0.0
012144,10,PARTIDO SICREO,4.0,4.0,0.0,0.0
012144,11,PARTIDO PAÍS PARA TODOS,6.0,6.0,0.0,0.0
012144,12,PARTIDO FRENTE DE LA ESPERANZA 2021,2.0,2.0,0.0,0.0
012144,13,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,4.0,5.0,1.0,25.0
012144,14,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
012144,15,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",4.0,4.0,0.0,0.0
012144,16,JUNTOS POR EL PERÚ,44.0,43.0,-1.0,-2.272727272727273
012144,17,PODEMOS PERÚ,3.0,3.0,0.0,0.0
012144,18,PARTIDO DEMOCRATICO FEDERAL,1.0,1.0,0.0,0.0
012144,19,FE EN EL PERÚ,0.0,0.0,0.0,
012144,20,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.0,0.0,0.0,
012144,21,FUERZA POPULAR,36.0,38.0,2.0,5.555555555555555
012144,22,ALIANZA PARA EL PROGRESO,4.0,5.0,1.0,25.0
012144,23,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.0,0.0,0.0,
012144,24,AHORA NACIÓN - AN,5.0,6.0,1.0,20.0
012144,25,LIBERTAD POPULAR,3.0,3.0,0.0,0.0
012144,26,UN CAMINO DIFERENTE,3.0,3.0,0.0,0.0
012144,27,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.0,0.0,0.0,
012144,28,PERÚ MODERNO,0.0,0.0,0.0,
012144,29,PARTIDO POLÍTICO PERÚ PRIMERO,0.0,0.0,0.0,
012144,30,SALVEMOS AL PERÚ,0.0,0.0,0.0,
012144,31,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1.0,1.0,0.0,0.0
012144,32,PARTIDO APRISTA PERUANO,0.0,0.0,0.0,
012144,33,RENOVACIÓN POPULAR,6.0,6.0,0.0,0.0
012144,34,PARTIDO DEMÓCRATA UNIDO PERÚ,0.0,0.0,0.0,
012144,35,FUERZA Y LIBERTAD,1.0,1.0,0.0,0.0
012144,36,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.0,0.0,0.0,
012144,37,UNIDAD NACIONAL,3.0,0.0,-3.0,-100.0
012144,38,PARTIDO MORADO,3.0,3.0,0.0,0.0
012144,80,VOTOS EN BLANCO,55.0,50.0,-5.0,-9.090909090909092
012144,81,VOTOS NULOS,9.0,8.0,-1.0,-11.11111111111111
012144,99,TOTAL DE CIUDADANOS QUE VOTARON,221.0,221.0,0.0,0.0
012254,1,ALIANZA ELECTORAL VENCEREMOS,1.0,1.0,0.0,0.0
012254,2,PARTIDO PATRIÓTICO DEL PERÚ,2.0,2.0,0.0,0.0
012254,3,PARTIDO CÍVICO OBRAS,22.0,23.0,1.0,4.545454545454546
012254,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
012254,5,PARTIDO DEMÓCRATA VERDE,2.0,2.0,0.0,0.0
012254,6,PARTIDO DEL BUEN GOBIERNO,11.0,11.0,0.0,0.0
012254,7,PARTIDO POLÍTICO PERÚ ACCIÓN,1.0,0.0,-1.0,-100.0
012254,8,PARTIDO POLÍTICO PRIN,0.0,0.0,0.0,
012254,9,PROGRESEMOS,0.0,1.0,1.0,
012254,10,PARTIDO SICREO,3.0,3.0,0.0,0.0
012254,11,PARTIDO PAÍS PARA TODOS,16.0,16.0,0.0,0.0
012254,12,PARTIDO FRENTE DE LA ESPERANZA 2021,0.0,0.0,0.0,
012254,13,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2.0,3.0,1.0,50.0
012254,14,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
012254,15,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",4.0,4.0,0.0,0.0
012254,16,JUNTOS POR EL PERÚ,41.0,41.0,0.0,0.0
012254,17,PODEMOS PERÚ,2.0,3.0,1.0,50.0
012254,18,PARTIDO DEMOCRATICO FEDERAL,0.0,0.0,0.0,
012254,19,FE EN EL PERÚ,0.0,0.0,0.0,
012254,20,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1.0,1.0,0.0,0.0
012254,21,FUERZA POPULAR,11.0,10.0,-1.0,-9.090909090909092
012254,22,ALIANZA PARA EL PROGRESO,2.0,3.0,1.0,50.0
012254,23,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.0,1.0,0.0,0.0
012254,24,AHORA NACIÓN - AN,10.0,10.0,0.0,0.0
012254,25,LIBERTAD POPULAR,2.0,2.0,0.0,0.0
012254,26,UN CAMINO DIFERENTE,1.0,1.0,0.0,0.0
012254,27,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.0,0.0,0.0,
012254,28,PERÚ MODERNO,0.0,0.0,0.0,
012254,29,PARTIDO POLÍTICO PERÚ PRIMERO,3.0,3.0,0.0,0.0
012254,30,SALVEMOS AL PERÚ,0.0,0.0,0.0,
012254,31,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3.0,3.0,0.0,0.0
012254,32,PARTIDO APRISTA PERUANO,1.0,1.0,0.0,0.0
012254,33,RENOVACIÓN POPULAR,5.0,5.0,0.0,0.0
012254,34,PARTIDO DEMÓCRATA UNIDO PERÚ,1.0,1.0,0.0,0.0
012254,35,FUERZA Y LIBERTAD,0.0,0.0,0.0,
012254,36,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.0,0.0,0.0,
012254,37,UNIDAD NACIONAL,0.0,0.0,0.0,
012254,38,PARTIDO MORADO,2.0,2.0,0.0,0.0
012254,80,VOTOS EN BLANCO,28.0,30.0,2.0,7.142857142857142
012254,81,VOTOS NULOS,14.0,10.0,-4.0,-28.57142857142857
012254,99,TOTAL DE CIUDADANOS QUE VOTARON,193.0,193.0,0.0,0.0
012673,1,ALIANZA ELECTORAL VENCEREMOS,0.0,,,
012673,2,PARTIDO PATRIÓTICO DEL PERÚ,0.0,,,
012673,3,PARTIDO CÍVICO OBRAS,7.0,,,
012673,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
012673,5,PARTIDO DEMÓCRATA VERDE,0.0,,,
012673,6,PARTIDO DEL BUEN GOBIERNO,1.0,,,
012673,7,PARTIDO POLÍTICO PERÚ ACCIÓN,0.0,,,
012673,8,PARTIDO POLÍTICO PRIN,0.0,,,
012673,9,PROGRESEMOS,0.0,,,
012673,10,PARTIDO SICREO,0.0,,,
012673,11,PARTIDO PAÍS PARA TODOS,1.0,,,
012673,12,PARTIDO FRENTE DE LA ESPERANZA 2021,0.0,,,
012673,13,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.0,,,
012673,14,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
012673,15,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1.0,,,
012673,16,JUNTOS POR EL PERÚ,25.0,,,
012673,17,PODEMOS PERÚ,2.0,,,
012673,18,PARTIDO DEMOCRATICO FEDERAL,0.0,,,
012673,19,FE EN EL PERÚ,0.0,,,
012673,20,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.0,,,
012673,21,FUERZA POPULAR,13.0,,,
012673,22,ALIANZA PARA EL PROGRESO,1.0,,,
012673,23,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.0,,,
012673,24,AHORA NACIÓN - AN,8.0,,,
012673,25,LIBERTAD POPULAR,0.0,,,
012673,26,UN CAMINO DIFERENTE,0.0,,,
012673,27,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.0,,,
012673,28,PERÚ MODERNO,0.0,,,
012673,29,PARTIDO POLÍTICO PERÚ PRIMERO,3.0,,,
012673,30,SALVEMOS AL PERÚ,0.0,,,
012673,31,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.0,,,
012673,32,PARTIDO APRISTA PERUANO,1.0,,,
012673,33,RENOVACIÓN POPULAR,6.0,,,
012673,34,PARTIDO DEMÓCRATA UNIDO PERÚ,0.0,,,
012673,35,FUERZA Y LIBERTAD,0.0,,,
012673,36,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.0,,,
012673,37,UNIDAD NACIONAL,1.0,,,
012673,38,PARTIDO MORADO,0.0,,,
012673,80,VOTOS EN BLANCO,24.0,,,
012673,81,VOTOS NULOS,8.0,,,
012673,99,TOTAL DE CIUDADANOS QUE VOTARON,102.0,0.0,-102.0,-100.0
013489,1,ALIANZA ELECTORAL VENCEREMOS,2.0,2.0,0.0,0.0
013489,2,PARTIDO PATRIÓTICO DEL PERÚ,3.0,3.0,0.0,0.0
013489,3,PARTIDO CÍVICO OBRAS,22.0,22.0,0.0,0.0
013489,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
013489,5,PARTIDO DEMÓCRATA VERDE,0.0,1.0,1.0,
013489,6,PARTIDO DEL BUEN GOBIERNO,7.0,9.0,2.0,28.57142857142857
013489,7,PARTIDO POLÍTICO PERÚ ACCIÓN,1.0,1.0,0.0,0.0
013489,8,PARTIDO POLÍTICO PRIN,0.0,0.0,0.0,
013489,9,PROGRESEMOS,1.0,1.0,0.0,0.0
013489,10,PARTIDO SICREO,2.0,2.0,0.0,0.0
013489,11,PARTIDO PAÍS PARA TODOS,2.0,12.0,10.0,500.0
013489,12,PARTIDO FRENTE DE LA ESPERANZA 2021,4.0,4.0,0.0,0.0
013489,13,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,4.0,4.0,0.0,0.0
013489,14,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
013489,15,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1.0,1.0,0.0,0.0
013489,16,JUNTOS POR EL PERÚ,3.0,53.0,50.0,1666.6666666666667
013489,17,PODEMOS PERÚ,2.0,3.0,1.0,50.0
013489,18,PARTIDO DEMOCRATICO FEDERAL,7.0,1.0,-6.0,-85.71428571428571
013489,19,FE EN EL PERÚ,0.0,0.0,0.0,
013489,20,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.0,0.0,0.0,
013489,21,FUERZA POPULAR,33.0,33.0,0.0,0.0
013489,22,ALIANZA PARA EL PROGRESO,7.0,7.0,0.0,0.0
013489,23,PARTIDO POLÍTICO COOPERACIÓN POPULAR,4.0,1.0,-3.0,-75.0
013489,24,AHORA NACIÓN - AN,16.0,15.0,-1.0,-6.25
013489,25,LIBERTAD POPULAR,7.0,1.0,-6.0,-85.71428571428571
013489,26,UN CAMINO DIFERENTE,3.0,3.0,0.0,0.0
013489,27,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,7.0,1.0,-6.0,-85.71428571428571
013489,28,PERÚ MODERNO,0.0,0.0,0.0,
013489,29,PARTIDO POLÍTICO PERÚ PRIMERO,1.0,3.0,2.0,200.0
013489,30,SALVEMOS AL PERÚ,0.0,0.0,0.0,
013489,31,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.0,1.0,1.0,
013489,32,PARTIDO APRISTA PERUANO,0.0,0.0,0.0,
013489,33,RENOVACIÓN POPULAR,15.0,14.0,-1.0,-6.666666666666667
013489,34,PARTIDO DEMÓCRATA UNIDO PERÚ,7.0,1.0,-6.0,-85.71428571428571
013489,35,FUERZA Y LIBERTAD,0.0,0.0,0.0,
013489,36,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.0,0.0,0.0,
013489,37,UNIDAD NACIONAL,7.0,1.0,-6.0,-85.71428571428571
013489,38,PARTIDO MORADO,7.0,1.0,-6.0,-85.71428571428571
013489,80,VOTOS EN BLANCO,37.0,34.0,-3.0,-8.108108108108109
013489,81,VOTOS NULOS,15.0,9.0,-6.0,-40.0
013489,99,TOTAL DE CIUDADANOS QUE VOTARON,244.0,244.0,0.0,0.0
013530,1,ALIANZA ELECTORAL VENCEREMOS,0.0,0.0,0.0,
013530,2,PARTIDO PATRIÓTICO DEL PERÚ,5.0,4.0,-1.0,-20.0
013530,3,PARTIDO CÍVICO OBRAS,22.0,22.0,0.0,0.0
013530,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
013530,5,PARTIDO DEMÓCRATA VERDE,1.0,1.0,0.0,0.0
013530,6,PARTIDO DEL BUEN GOBIERNO,13.0,12.0,-1.0,-7.6923076923076925
013530,7,PARTIDO POLÍTICO PERÚ ACCIÓN,0.0,0.0,0.0,
013530,8,PARTIDO POLÍTICO PRIN,0.0,0.0,0.0,
013530,9,PROGRESEMOS,0.0,0.0,0.0,
013530,10,PARTIDO SICREO,0.0,0.0,0.0,
013530,11,PARTIDO PAÍS PARA TODOS,8.0,8.0,0.0,0.0
013530,12,PARTIDO FRENTE DE LA ESPERANZA 2021,0.0,0.0,0.0,
013530,13,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1.0,1.0,0.0,0.0
013530,14,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0.0,,,
013530,15,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",10.0,10.0,0.0,0.0
013530,16,JUNTOS POR EL PERÚ,38.0,36.0,-2.0,-5.263157894736842
013530,17,PODEMOS PERÚ,6.0,6.0,0.0,0.0
013530,18,PARTIDO DEMOCRATICO FEDERAL,1.0,1.0,0.0,0.0
013530,19,FE EN EL PERÚ,0.0,0.0,0.0,
013530,20,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.0,0.0,0.0,
013530,21,FUERZA POPULAR,33.0,33.0,0.0,0.0
013530,22,ALIANZA PARA EL PROGRESO,7.0,8.0,1.0,14.285714285714285
013530,23,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.0,1.0,0.0,0.0
013530,24,AHORA NACIÓN - AN,18.0,13.0,-5.0,-27.77777777777778
013530,25,LIBERTAD POPULAR,0.0,0.0,0.0,
013530,26,UN CAMINO DIFERENTE,2.0,1.0,-1.0,-50.0
013530,27,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.0,0.0,0.0,
013530,28,PERÚ MODERNO,0.0,0.0,0.0,
013530,29,PARTIDO POLÍTICO PERÚ PRIMERO,5.0,5.0,0.0,0.0
013530,30,SALVEMOS AL PERÚ,0.0,0.0,0.0,
013530,31,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1.0,1.0,0.0,0.0
013530,32,PARTIDO APRISTA PERUANO,1.0,1.0,0.0,0.0
