mesa_id,partido_nombre,votos_pre_recount,votos_post_recount,delta,delta_pct
902583,JUNTOS POR EL PERÚ,40,40.0,0.0,0.0
902686,JUNTOS POR EL PERÚ,14,16.0,2.0,14.285714285714285
902708,JUNTOS POR EL PERÚ,73,72.0,-1.0,-1.36986301369863
902725,JUNTOS POR EL PERÚ,93,93.0,0.0,0.0
902748,JUNTOS POR EL PERÚ,26,28.0,2.0,7.6923076923076925
902760,JUNTOS POR EL PERÚ,15,15.0,0.0,0.0
902911,JUNTOS POR EL PERÚ,60,62.0,2.0,3.3333333333333335
902929,JUNTOS POR EL PERÚ,13,14.0,1.0,7.6923076923076925
903132,JUNTOS POR EL PERÚ,13,13.0,0.0,0.0
903331,JUNTOS POR EL PERÚ,50,49.0,-1.0,-2.0
903358,JUNTOS POR EL PERÚ,56,57.0,1.0,1.7857142857142856
903434,JUNTOS POR EL PERÚ,54,56.0,2.0,3.7037037037037033
903457,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
903486,JUNTOS POR EL PERÚ,3,4.0,1.0,33.33333333333333
903740,JUNTOS POR EL PERÚ,9,10.0,1.0,11.11111111111111
903788,JUNTOS POR EL PERÚ,10,10.0,0.0,0.0
904006,JUNTOS POR EL PERÚ,52,53.0,1.0,1.9230769230769231
904017,JUNTOS POR EL PERÚ,28,,,
904033,JUNTOS POR EL PERÚ,110,111.0,1.0,0.9090909090909091
904447,JUNTOS POR EL PERÚ,60,62.0,2.0,3.3333333333333335
904631,JUNTOS POR EL PERÚ,7,0.0,-7.0,-100.0
004384,JUNTOS POR EL PERÚ,43,43.0,0.0,0.0
037542,JUNTOS POR EL PERÚ,10,10.0,0.0,0.0
044282,JUNTOS POR EL PERÚ,14,16.0,2.0,14.285714285714285
049019,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
049357,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
058979,JUNTOS POR EL PERÚ,9,8.0,-1.0,-11.11111111111111
069466,JUNTOS POR EL PERÚ,10,10.0,0.0,0.0
086060,JUNTOS POR EL PERÚ,0,4.0,4.0,
086614,JUNTOS POR EL PERÚ,0,2.0,2.0,
903206,JUNTOS POR EL PERÚ,20,21.0,1.0,5.0
903209,JUNTOS POR EL PERÚ,15,15.0,0.0,0.0
903214,JUNTOS POR EL PERÚ,0,18.0,18.0,
000034,RENOVACIÓN POPULAR,21,21.0,0.0,0.0
000123,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
000356,RENOVACIÓN POPULAR,0,0.0,0.0,
000758,RENOVACIÓN POPULAR,0,0.0,0.0,
000812,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
000962,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
000990,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
001015,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
001046,RENOVACIÓN POPULAR,20,22.0,2.0,10.0
001386,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
001560,RENOVACIÓN POPULAR,10,11.0,1.0,10.0
001675,RENOVACIÓN POPULAR,17,17.0,0.0,0.0
001763,RENOVACIÓN POPULAR,12,13.0,1.0,8.333333333333332
001947,RENOVACIÓN POPULAR,0,1.0,1.0,
001998,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
002021,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
002061,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
002071,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
002135,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
002143,RENOVACIÓN POPULAR,11,5.0,-6.0,-54.54545454545454
002151,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
002167,RENOVACIÓN POPULAR,7,8.0,1.0,14.285714285714285
002176,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
002183,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
002267,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
002391,RENOVACIÓN POPULAR,5,6.0,1.0,20.0
002920,RENOVACIÓN POPULAR,24,25.0,1.0,4.166666666666666
003202,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
003214,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
003347,RENOVACIÓN POPULAR,13,14.0,1.0,7.6923076923076925
003403,RENOVACIÓN POPULAR,25,28.0,3.0,12.0
003404,RENOVACIÓN POPULAR,28,36.0,8.0,28.57142857142857
003562,RENOVACIÓN POPULAR,20,21.0,1.0,5.0
003574,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
003630,RENOVACIÓN POPULAR,30,26.0,-4.0,-13.333333333333334
003724,RENOVACIÓN POPULAR,4,5.0,1.0,25.0
003737,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
003955,RENOVACIÓN POPULAR,5,4.0,-1.0,-20.0
003956,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
003958,RENOVACIÓN POPULAR,0,3.0,3.0,
003970,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
003972,RENOVACIÓN POPULAR,0,8.0,8.0,
003978,RENOVACIÓN POPULAR,3,4.0,1.0,33.33333333333333
004042,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
004073,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
004539,RENOVACIÓN POPULAR,20,20.0,0.0,0.0
004616,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
004661,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
004768,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
005178,RENOVACIÓN POPULAR,3,8.0,5.0,166.66666666666669
005260,RENOVACIÓN POPULAR,1,12.0,11.0,1100.0
006394,RENOVACIÓN POPULAR,4,10.0,6.0,150.0
007312,RENOVACIÓN POPULAR,3,19.0,16.0,533.3333333333333
008536,RENOVACIÓN POPULAR,1,0.0,-1.0,-100.0
008688,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
008908,RENOVACIÓN POPULAR,20,21.0,1.0,5.0
009579,RENOVACIÓN POPULAR,9,9.0,0.0,0.0
009935,RENOVACIÓN POPULAR,0,1.0,1.0,
010142,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
010396,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
010646,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
011386,RENOVACIÓN POPULAR,9,10.0,1.0,11.11111111111111
011421,RENOVACIÓN POPULAR,23,23.0,0.0,0.0
011456,RENOVACIÓN POPULAR,25,25.0,0.0,0.0
011515,RENOVACIÓN POPULAR,10,12.0,2.0,20.0
011577,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
011662,RENOVACIÓN POPULAR,9,11.0,2.0,22.22222222222222
011761,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
011857,RENOVACIÓN POPULAR,8,1.0,-7.0,-87.5
011862,RENOVACIÓN POPULAR,6,10.0,4.0,66.66666666666666
011864,RENOVACIÓN POPULAR,13,10.0,-3.0,-23.076923076923077
011867,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
012119,RENOVACIÓN POPULAR,2,3.0,1.0,50.0
012144,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
012254,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
012673,RENOVACIÓN POPULAR,6,,,
013489,RENOVACIÓN POPULAR,15,14.0,-1.0,-6.666666666666667
013530,RENOVACIÓN POPULAR,10,9.0,-1.0,-10.0
013597,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
013662,RENOVACIÓN POPULAR,11,10.0,-1.0,-9.090909090909092
013856,RENOVACIÓN POPULAR,3,2.0,-1.0,-33.33333333333333
013966,RENOVACIÓN POPULAR,6,5.0,-1.0,-16.666666666666664
013968,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
014218,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
014263,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
014415,RENOVACIÓN POPULAR,2,3.0,1.0,50.0
014474,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
014509,RENOVACIÓN POPULAR,4,5.0,1.0,25.0
014782,RENOVACIÓN POPULAR,19,18.0,-1.0,-5.263157894736842
015502,RENOVACIÓN POPULAR,22,22.0,0.0,0.0
015580,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
015661,RENOVACIÓN POPULAR,9,9.0,0.0,0.0
015936,RENOVACIÓN POPULAR,31,36.0,5.0,16.129032258064516
016009,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
016108,RENOVACIÓN POPULAR,3,2.0,-1.0,-33.33333333333333
016132,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
016198,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
016229,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
016955,RENOVACIÓN POPULAR,0,2.0,2.0,
017044,RENOVACIÓN POPULAR,2,3.0,1.0,50.0
017171,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
017373,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
017378,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
017436,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
017600,RENOVACIÓN POPULAR,0,0.0,0.0,
017613,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
017623,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
017722,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
017738,RENOVACIÓN POPULAR,0,0.0,0.0,
017804,RENOVACIÓN POPULAR,0,0.0,0.0,
017960,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
017980,RENOVACIÓN POPULAR,1,3.0,2.0,200.0
018147,RENOVACIÓN POPULAR,0,0.0,0.0,
018272,RENOVACIÓN POPULAR,0,0.0,0.0,
018304,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
018455,RENOVACIÓN POPULAR,11,11.0,0.0,0.0
018545,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
018702,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
018793,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
018835,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
019300,RENOVACIÓN POPULAR,33,3.0,-30.0,-90.9090909090909
019549,RENOVACIÓN POPULAR,29,26.0,-3.0,-10.344827586206897
019713,RENOVACIÓN POPULAR,17,15.0,-2.0,-11.76470588235294
019793,RENOVACIÓN POPULAR,1,14.0,13.0,1300.0
019858,RENOVACIÓN POPULAR,1,2.0,1.0,100.0
019864,RENOVACIÓN POPULAR,6,5.0,-1.0,-16.666666666666664
019918,RENOVACIÓN POPULAR,21,20.0,-1.0,-4.761904761904762
020032,RENOVACIÓN POPULAR,21,21.0,0.0,0.0
020074,RENOVACIÓN POPULAR,16,1.0,-15.0,-93.75
020105,RENOVACIÓN POPULAR,18,17.0,-1.0,-5.555555555555555
020127,RENOVACIÓN POPULAR,17,6.0,-11.0,-64.70588235294117
020222,RENOVACIÓN POPULAR,15,15.0,0.0,0.0
020235,RENOVACIÓN POPULAR,6,7.0,1.0,16.666666666666664
020275,RENOVACIÓN POPULAR,10,11.0,1.0,10.0
020287,RENOVACIÓN POPULAR,16,18.0,2.0,12.5
020360,RENOVACIÓN POPULAR,10,10.0,0.0,0.0
020394,RENOVACIÓN POPULAR,10,8.0,-2.0,-20.0
020717,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
020949,RENOVACIÓN POPULAR,7,6.0,-1.0,-14.285714285714285
021028,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
021030,RENOVACIÓN POPULAR,11,11.0,0.0,0.0
021077,RENOVACIÓN POPULAR,17,17.0,0.0,0.0
021119,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
021124,RENOVACIÓN POPULAR,0,2.0,2.0,
021131,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
021248,RENOVACIÓN POPULAR,6,5.0,-1.0,-16.666666666666664
021383,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
021515,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
021532,RENOVACIÓN POPULAR,5,4.0,-1.0,-20.0
021625,RENOVACIÓN POPULAR,33,34.0,1.0,3.0303030303030303
021796,RENOVACIÓN POPULAR,21,23.0,2.0,9.523809523809524
021911,RENOVACIÓN POPULAR,32,30.0,-2.0,-6.25
022061,RENOVACIÓN POPULAR,25,27.0,2.0,8.0
022088,RENOVACIÓN POPULAR,22,23.0,1.0,4.545454545454546
022146,RENOVACIÓN POPULAR,11,11.0,0.0,0.0
022279,RENOVACIÓN POPULAR,10,8.0,-2.0,-20.0
022323,RENOVACIÓN POPULAR,12,13.0,1.0,8.333333333333332
022339,RENOVACIÓN POPULAR,37,39.0,2.0,5.405405405405405
022437,RENOVACIÓN POPULAR,14,16.0,2.0,14.285714285714285
022470,RENOVACIÓN POPULAR,14,12.0,-2.0,-14.285714285714285
022519,RENOVACIÓN POPULAR,15,14.0,-1.0,-6.666666666666667
022571,RENOVACIÓN POPULAR,29,30.0,1.0,3.4482758620689653
022807,RENOVACIÓN POPULAR,29,30.0,1.0,3.4482758620689653
022860,RENOVACIÓN POPULAR,21,21.0,0.0,0.0
022936,RENOVACIÓN POPULAR,20,19.0,-1.0,-5.0
022944,RENOVACIÓN POPULAR,6,10.0,4.0,66.66666666666666
023120,RENOVACIÓN POPULAR,16,16.0,0.0,0.0
023156,RENOVACIÓN POPULAR,16,13.0,-3.0,-18.75
023242,RENOVACIÓN POPULAR,10,12.0,2.0,20.0
023369,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
023438,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
023487,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
023506,RENOVACIÓN POPULAR,17,19.0,2.0,11.76470588235294
023560,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
023621,RENOVACIÓN POPULAR,18,13.0,-5.0,-27.77777777777778
023677,RENOVACIÓN POPULAR,15,15.0,0.0,0.0
023696,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
023735,RENOVACIÓN POPULAR,4,5.0,1.0,25.0
023738,RENOVACIÓN POPULAR,6,7.0,1.0,16.666666666666664
023877,RENOVACIÓN POPULAR,6,10.0,4.0,66.66666666666666
023884,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
023931,RENOVACIÓN POPULAR,18,20.0,2.0,11.11111111111111
023977,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
024694,RENOVACIÓN POPULAR,34,34.0,0.0,0.0
024998,RENOVACIÓN POPULAR,25,25.0,0.0,0.0
025218,RENOVACIÓN POPULAR,2,4.0,2.0,100.0
025277,RENOVACIÓN POPULAR,15,15.0,0.0,0.0
025789,RENOVACIÓN POPULAR,7,6.0,-1.0,-14.285714285714285
026226,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
026396,RENOVACIÓN POPULAR,20,21.0,1.0,5.0
026485,RENOVACIÓN POPULAR,11,11.0,0.0,0.0
026491,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
026624,RENOVACIÓN POPULAR,17,12.0,-5.0,-29.411764705882355
026664,RENOVACIÓN POPULAR,3,4.0,1.0,33.33333333333333
026758,RENOVACIÓN POPULAR,10,14.0,4.0,40.0
026764,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
026773,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
026797,RENOVACIÓN POPULAR,13,14.0,1.0,7.6923076923076925
027030,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
027042,RENOVACIÓN POPULAR,3,5.0,2.0,66.66666666666666
027043,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
027178,RENOVACIÓN POPULAR,6,7.0,1.0,16.666666666666664
027285,RENOVACIÓN POPULAR,6,7.0,1.0,16.666666666666664
027465,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
027506,RENOVACIÓN POPULAR,30,31.0,1.0,3.3333333333333335
027514,RENOVACIÓN POPULAR,31,34.0,3.0,9.67741935483871
027749,RENOVACIÓN POPULAR,35,42.0,7.0,20.0
027768,RENOVACIÓN POPULAR,44,45.0,1.0,2.272727272727273
027838,RENOVACIÓN POPULAR,46,37.0,-9.0,-19.565217391304348
027850,RENOVACIÓN POPULAR,29,29.0,0.0,0.0
028004,RENOVACIÓN POPULAR,36,37.0,1.0,2.7777777777777777
028020,RENOVACIÓN POPULAR,32,32.0,0.0,0.0
028174,RENOVACIÓN POPULAR,47,46.0,-1.0,-2.127659574468085
028547,RENOVACIÓN POPULAR,13,14.0,1.0,7.6923076923076925
028554,RENOVACIÓN POPULAR,11,10.0,-1.0,-9.090909090909092
028624,RENOVACIÓN POPULAR,20,18.0,-2.0,-10.0
028653,RENOVACIÓN POPULAR,11,11.0,0.0,0.0
028683,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
028812,RENOVACIÓN POPULAR,11,12.0,1.0,9.090909090909092
028901,RENOVACIÓN POPULAR,16,15.0,-1.0,-6.25
028943,RENOVACIÓN POPULAR,11,11.0,0.0,0.0
028969,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
029039,RENOVACIÓN POPULAR,39,39.0,0.0,0.0
029043,RENOVACIÓN POPULAR,36,36.0,0.0,0.0
029136,RENOVACIÓN POPULAR,38,38.0,0.0,0.0
029173,RENOVACIÓN POPULAR,31,32.0,1.0,3.225806451612903
029177,RENOVACIÓN POPULAR,63,50.0,-13.0,-20.634920634920633
029231,RENOVACIÓN POPULAR,7,9.0,2.0,28.57142857142857
029309,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
029338,RENOVACIÓN POPULAR,7,6.0,-1.0,-14.285714285714285
029408,RENOVACIÓN POPULAR,7,8.0,1.0,14.285714285714285
029439,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
029855,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
030054,RENOVACIÓN POPULAR,12,11.0,-1.0,-8.333333333333332
030055,RENOVACIÓN POPULAR,11,13.0,2.0,18.181818181818183
030102,RENOVACIÓN POPULAR,12,11.0,-1.0,-8.333333333333332
030148,RENOVACIÓN POPULAR,12,11.0,-1.0,-8.333333333333332
030239,RENOVACIÓN POPULAR,3,4.0,1.0,33.33333333333333
030264,RENOVACIÓN POPULAR,0,3.0,3.0,
030316,RENOVACIÓN POPULAR,9,9.0,0.0,0.0
030317,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
030939,RENOVACIÓN POPULAR,17,18.0,1.0,5.88235294117647
030941,RENOVACIÓN POPULAR,9,15.0,6.0,66.66666666666666
030959,RENOVACIÓN POPULAR,10,10.0,0.0,0.0
031575,RENOVACIÓN POPULAR,12,11.0,-1.0,-8.333333333333332
031642,RENOVACIÓN POPULAR,9,9.0,0.0,0.0
031736,RENOVACIÓN POPULAR,11,9.0,-2.0,-18.181818181818183
031756,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
031907,RENOVACIÓN POPULAR,11,13.0,2.0,18.181818181818183
031936,RENOVACIÓN POPULAR,11,11.0,0.0,0.0
031994,RENOVACIÓN POPULAR,11,12.0,1.0,9.090909090909092
032070,RENOVACIÓN POPULAR,5,4.0,-1.0,-20.0
032134,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
032303,RENOVACIÓN POPULAR,13,12.0,-1.0,-7.6923076923076925
032324,RENOVACIÓN POPULAR,5,15.0,10.0,200.0
032341,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
032362,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
032363,RENOVACIÓN POPULAR,9,10.0,1.0,11.11111111111111
032367,RENOVACIÓN POPULAR,5,6.0,1.0,20.0
032389,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
032394,RENOVACIÓN POPULAR,2,5.0,3.0,150.0
032411,RENOVACIÓN POPULAR,9,9.0,0.0,0.0
032439,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
032440,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
032447,RENOVACIÓN POPULAR,8,9.0,1.0,12.5
032482,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
032510,RENOVACIÓN POPULAR,1,2.0,1.0,100.0
032574,RENOVACIÓN POPULAR,80,83.0,3.0,3.75
032674,RENOVACIÓN POPULAR,42,44.0,2.0,4.761904761904762
032791,RENOVACIÓN POPULAR,34,34.0,0.0,0.0
032851,RENOVACIÓN POPULAR,41,41.0,0.0,0.0
033157,RENOVACIÓN POPULAR,35,34.0,-1.0,-2.857142857142857
033309,RENOVACIÓN POPULAR,31,31.0,0.0,0.0
033428,RENOVACIÓN POPULAR,37,35.0,-2.0,-5.405405405405405
033534,RENOVACIÓN POPULAR,35,35.0,0.0,0.0
033548,RENOVACIÓN POPULAR,8,0.0,-8.0,-100.0
033629,RENOVACIÓN POPULAR,10,12.0,2.0,20.0
033665,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
033872,RENOVACIÓN POPULAR,19,0.0,-19.0,-100.0
034169,RENOVACIÓN POPULAR,9,9.0,0.0,0.0
034213,RENOVACIÓN POPULAR,6,9.0,3.0,50.0
034321,RENOVACIÓN POPULAR,17,17.0,0.0,0.0
034487,RENOVACIÓN POPULAR,16,18.0,2.0,12.5
034569,RENOVACIÓN POPULAR,25,24.0,-1.0,-4.0
034615,RENOVACIÓN POPULAR,12,13.0,1.0,8.333333333333332
034620,RENOVACIÓN POPULAR,19,19.0,0.0,0.0
034816,RENOVACIÓN POPULAR,19,20.0,1.0,5.263157894736842
034823,RENOVACIÓN POPULAR,13,14.0,1.0,7.6923076923076925
034936,RENOVACIÓN POPULAR,10,0.0,-10.0,-100.0
034981,RENOVACIÓN POPULAR,12,14.0,2.0,16.666666666666664
035124,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
035489,RENOVACIÓN POPULAR,9,0.0,-9.0,-100.0
035834,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
035857,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
036155,RENOVACIÓN POPULAR,59,59.0,0.0,0.0
036156,RENOVACIÓN POPULAR,37,38.0,1.0,2.7027027027027026
036366,RENOVACIÓN POPULAR,39,39.0,0.0,0.0
036510,RENOVACIÓN POPULAR,62,61.0,-1.0,-1.6129032258064515
036518,RENOVACIÓN POPULAR,36,30.0,-6.0,-16.666666666666664
036584,RENOVACIÓN POPULAR,40,37.0,-3.0,-7.5
036803,RENOVACIÓN POPULAR,44,24.0,-20.0,-45.45454545454545
036901,RENOVACIÓN POPULAR,50,50.0,0.0,0.0
037008,RENOVACIÓN POPULAR,25,32.0,7.0,28.000000000000004
037042,RENOVACIÓN POPULAR,26,28.0,2.0,7.6923076923076925
037065,RENOVACIÓN POPULAR,24,24.0,0.0,0.0
037084,RENOVACIÓN POPULAR,24,23.0,-1.0,-4.166666666666666
037126,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
037298,RENOVACIÓN POPULAR,82,83.0,1.0,1.2195121951219512
037470,RENOVACIÓN POPULAR,14,17.0,3.0,21.428571428571427
037647,RENOVACIÓN POPULAR,18,18.0,0.0,0.0
037786,RENOVACIÓN POPULAR,33,39.0,6.0,18.181818181818183
038564,RENOVACIÓN POPULAR,41,42.0,1.0,2.4390243902439024
038740,RENOVACIÓN POPULAR,36,36.0,0.0,0.0
039366,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
039495,RENOVACIÓN POPULAR,18,18.0,0.0,0.0
039692,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
039763,RENOVACIÓN POPULAR,13,14.0,1.0,7.6923076923076925
039981,RENOVACIÓN POPULAR,27,29.0,2.0,7.4074074074074066
041701,RENOVACIÓN POPULAR,42,44.0,2.0,4.761904761904762
041801,RENOVACIÓN POPULAR,43,44.0,1.0,2.3255813953488373
041982,RENOVACIÓN POPULAR,43,44.0,1.0,2.3255813953488373
042799,RENOVACIÓN POPULAR,0,43.0,43.0,
042820,RENOVACIÓN POPULAR,37,39.0,2.0,5.405405405405405
042942,RENOVACIÓN POPULAR,44,45.0,1.0,2.272727272727273
043041,RENOVACIÓN POPULAR,37,37.0,0.0,0.0
043112,RENOVACIÓN POPULAR,32,32.0,0.0,0.0
044405,RENOVACIÓN POPULAR,29,30.0,1.0,3.4482758620689653
044511,RENOVACIÓN POPULAR,25,36.0,11.0,44.0
044549,RENOVACIÓN POPULAR,40,40.0,0.0,0.0
044560,RENOVACIÓN POPULAR,44,45.0,1.0,2.272727272727273
044573,RENOVACIÓN POPULAR,19,21.0,2.0,10.526315789473683
044616,RENOVACIÓN POPULAR,42,42.0,0.0,0.0
044645,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
044663,RENOVACIÓN POPULAR,43,46.0,3.0,6.976744186046512
044716,RENOVACIÓN POPULAR,31,31.0,0.0,0.0
044936,RENOVACIÓN POPULAR,71,71.0,0.0,0.0
045210,RENOVACIÓN POPULAR,124,123.0,-1.0,-0.8064516129032258
045386,RENOVACIÓN POPULAR,87,88.0,1.0,1.1494252873563218
045414,RENOVACIÓN POPULAR,75,74.0,-1.0,-1.3333333333333335
045571,RENOVACIÓN POPULAR,15,20.0,5.0,33.33333333333333
045578,RENOVACIÓN POPULAR,18,18.0,0.0,0.0
045641,RENOVACIÓN POPULAR,20,20.0,0.0,0.0
045672,RENOVACIÓN POPULAR,0,16.0,16.0,
045739,RENOVACIÓN POPULAR,21,21.0,0.0,0.0
046051,RENOVACIÓN POPULAR,57,0.0,-57.0,-100.0
046347,RENOVACIÓN POPULAR,23,23.0,0.0,0.0
046865,RENOVACIÓN POPULAR,22,20.0,-2.0,-9.090909090909092
046976,RENOVACIÓN POPULAR,21,22.0,1.0,4.761904761904762
047093,RENOVACIÓN POPULAR,37,37.0,0.0,0.0
047096,RENOVACIÓN POPULAR,40,41.0,1.0,2.5
047181,RENOVACIÓN POPULAR,42,37.0,-5.0,-11.904761904761903
047193,RENOVACIÓN POPULAR,26,26.0,0.0,0.0
047202,RENOVACIÓN POPULAR,29,34.0,5.0,17.24137931034483
047613,RENOVACIÓN POPULAR,18,27.0,9.0,50.0
047619,RENOVACIÓN POPULAR,23,23.0,0.0,0.0
047635,RENOVACIÓN POPULAR,0,43.0,43.0,
047667,RENOVACIÓN POPULAR,35,35.0,0.0,0.0
048188,RENOVACIÓN POPULAR,23,23.0,0.0,0.0
048448,RENOVACIÓN POPULAR,50,50.0,0.0,0.0
048726,RENOVACIÓN POPULAR,49,50.0,1.0,2.0408163265306123
048780,RENOVACIÓN POPULAR,35,35.0,0.0,0.0
048879,RENOVACIÓN POPULAR,25,25.0,0.0,0.0
049140,RENOVACIÓN POPULAR,46,47.0,1.0,2.1739130434782608
049300,RENOVACIÓN POPULAR,26,26.0,0.0,0.0
049377,RENOVACIÓN POPULAR,36,38.0,2.0,5.555555555555555
049479,RENOVACIÓN POPULAR,39,39.0,0.0,0.0
049506,RENOVACIÓN POPULAR,34,34.0,0.0,0.0
050078,RENOVACIÓN POPULAR,70,69.0,-1.0,-1.4285714285714286
050314,RENOVACIÓN POPULAR,62,60.0,-2.0,-3.225806451612903
050519,RENOVACIÓN POPULAR,71,71.0,0.0,0.0
050554,RENOVACIÓN POPULAR,87,86.0,-1.0,-1.1494252873563218
050623,RENOVACIÓN POPULAR,76,58.0,-18.0,-23.684210526315788
050624,RENOVACIÓN POPULAR,67,68.0,1.0,1.4925373134328357
050634,RENOVACIÓN POPULAR,77,77.0,0.0,0.0
050645,RENOVACIÓN POPULAR,67,69.0,2.0,2.9850746268656714
050827,RENOVACIÓN POPULAR,148,147.0,-1.0,-0.6756756756756757
050981,RENOVACIÓN POPULAR,80,80.0,0.0,0.0
051071,RENOVACIÓN POPULAR,0,40.0,40.0,
051429,RENOVACIÓN POPULAR,84,109.0,25.0,29.761904761904763
051478,RENOVACIÓN POPULAR,109,99.0,-10.0,-9.174311926605505
