mesa_id,partido_nombre,votos_pre_recount,votos_post_recount,delta,delta_pct
054299,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
054339,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
054429,JUNTOS POR EL PERÚ,5,4.0,-1.0,-20.0
054936,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
054943,JUNTOS POR EL PERÚ,10,10.0,0.0,0.0
055006,JUNTOS POR EL PERÚ,13,13.0,0.0,0.0
055193,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
055247,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
055253,JUNTOS POR EL PERÚ,13,13.0,0.0,0.0
055258,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
055271,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
055393,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
055501,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
055534,JUNTOS POR EL PERÚ,4,4.0,0.0,0.0
055635,JUNTOS POR EL PERÚ,6,9.0,3.0,50.0
055637,JUNTOS POR EL PERÚ,16,12.0,-4.0,-25.0
055757,JUNTOS POR EL PERÚ,6,1.0,-5.0,-83.33333333333334
055772,JUNTOS POR EL PERÚ,11,11.0,0.0,0.0
055808,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
055885,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
055973,JUNTOS POR EL PERÚ,16,16.0,0.0,0.0
056391,JUNTOS POR EL PERÚ,11,12.0,1.0,9.090909090909092
056557,JUNTOS POR EL PERÚ,18,18.0,0.0,0.0
056680,JUNTOS POR EL PERÚ,10,11.0,1.0,10.0
057012,JUNTOS POR EL PERÚ,4,4.0,0.0,0.0
057201,JUNTOS POR EL PERÚ,3,6.0,3.0,100.0
057502,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
057575,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
057618,JUNTOS POR EL PERÚ,11,11.0,0.0,0.0
057717,JUNTOS POR EL PERÚ,6,7.0,1.0,16.666666666666664
057746,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
057747,JUNTOS POR EL PERÚ,4,4.0,0.0,0.0
057852,JUNTOS POR EL PERÚ,4,4.0,0.0,0.0
057941,JUNTOS POR EL PERÚ,12,11.0,-1.0,-8.333333333333332
057951,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
057981,JUNTOS POR EL PERÚ,7,6.0,-1.0,-14.285714285714285
058273,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
058299,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
058346,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
058359,JUNTOS POR EL PERÚ,8,8.0,0.0,0.0
058469,JUNTOS POR EL PERÚ,5,6.0,1.0,20.0
058470,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
058916,JUNTOS POR EL PERÚ,16,17.0,1.0,6.25
058917,JUNTOS POR EL PERÚ,20,21.0,1.0,5.0
058938,JUNTOS POR EL PERÚ,16,17.0,1.0,6.25
058941,JUNTOS POR EL PERÚ,13,5.0,-8.0,-61.53846153846154
058968,JUNTOS POR EL PERÚ,16,16.0,0.0,0.0
059452,JUNTOS POR EL PERÚ,5,4.0,-1.0,-20.0
059468,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
059472,JUNTOS POR EL PERÚ,4,5.0,1.0,25.0
059585,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
059605,JUNTOS POR EL PERÚ,5,9.0,4.0,80.0
059633,JUNTOS POR EL PERÚ,4,4.0,0.0,0.0
059671,JUNTOS POR EL PERÚ,6,5.0,-1.0,-16.666666666666664
059736,JUNTOS POR EL PERÚ,4,5.0,1.0,25.0
059803,JUNTOS POR EL PERÚ,4,3.0,-1.0,-25.0
059821,JUNTOS POR EL PERÚ,13,4.0,-9.0,-69.23076923076923
059841,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
059951,JUNTOS POR EL PERÚ,2,3.0,1.0,50.0
059973,JUNTOS POR EL PERÚ,7,0.0,-7.0,-100.0
059981,JUNTOS POR EL PERÚ,0,0.0,0.0,
059983,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
059999,JUNTOS POR EL PERÚ,4,5.0,1.0,25.0
060046,JUNTOS POR EL PERÚ,2,0.0,-2.0,-100.0
060049,JUNTOS POR EL PERÚ,1,0.0,-1.0,-100.0
060055,JUNTOS POR EL PERÚ,2,0.0,-2.0,-100.0
060105,JUNTOS POR EL PERÚ,10,10.0,0.0,0.0
060208,JUNTOS POR EL PERÚ,15,0.0,-15.0,-100.0
060244,JUNTOS POR EL PERÚ,10,9.0,-1.0,-10.0
060383,JUNTOS POR EL PERÚ,10,10.0,0.0,0.0
060471,JUNTOS POR EL PERÚ,9,4.0,-5.0,-55.55555555555556
060498,JUNTOS POR EL PERÚ,3,7.0,4.0,133.33333333333331
060499,JUNTOS POR EL PERÚ,7,0.0,-7.0,-100.0
060518,JUNTOS POR EL PERÚ,6,5.0,-1.0,-16.666666666666664
060528,JUNTOS POR EL PERÚ,7,6.0,-1.0,-14.285714285714285
060565,JUNTOS POR EL PERÚ,2,3.0,1.0,50.0
060570,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
060753,JUNTOS POR EL PERÚ,8,7.0,-1.0,-12.5
060807,JUNTOS POR EL PERÚ,3,4.0,1.0,33.33333333333333
061124,JUNTOS POR EL PERÚ,0,3.0,3.0,
061482,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
061653,JUNTOS POR EL PERÚ,0,8.0,8.0,
061802,JUNTOS POR EL PERÚ,4,4.0,0.0,0.0
062060,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
062081,JUNTOS POR EL PERÚ,4,8.0,4.0,100.0
062217,JUNTOS POR EL PERÚ,29,30.0,1.0,3.4482758620689653
062259,JUNTOS POR EL PERÚ,18,17.0,-1.0,-5.555555555555555
062333,JUNTOS POR EL PERÚ,13,13.0,0.0,0.0
062348,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
062353,JUNTOS POR EL PERÚ,13,13.0,0.0,0.0
062360,JUNTOS POR EL PERÚ,14,14.0,0.0,0.0
062490,JUNTOS POR EL PERÚ,12,12.0,0.0,0.0
062532,JUNTOS POR EL PERÚ,25,25.0,0.0,0.0
062533,JUNTOS POR EL PERÚ,21,21.0,0.0,0.0
062555,JUNTOS POR EL PERÚ,18,18.0,0.0,0.0
062581,JUNTOS POR EL PERÚ,22,22.0,0.0,0.0
062694,JUNTOS POR EL PERÚ,17,17.0,0.0,0.0
062702,JUNTOS POR EL PERÚ,7,9.0,2.0,28.57142857142857
062709,JUNTOS POR EL PERÚ,16,13.0,-3.0,-18.75
062719,JUNTOS POR EL PERÚ,14,14.0,0.0,0.0
063053,JUNTOS POR EL PERÚ,12,2.0,-10.0,-83.33333333333334
063397,JUNTOS POR EL PERÚ,16,15.0,-1.0,-6.25
063521,JUNTOS POR EL PERÚ,33,33.0,0.0,0.0
063604,JUNTOS POR EL PERÚ,14,14.0,0.0,0.0
063677,JUNTOS POR EL PERÚ,10,7.0,-3.0,-30.0
063679,JUNTOS POR EL PERÚ,13,13.0,0.0,0.0
063862,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
063981,JUNTOS POR EL PERÚ,18,18.0,0.0,0.0
064379,JUNTOS POR EL PERÚ,14,14.0,0.0,0.0
064593,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
064963,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
065113,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
065209,JUNTOS POR EL PERÚ,11,5.0,-6.0,-54.54545454545454
065412,JUNTOS POR EL PERÚ,17,8.0,-9.0,-52.94117647058824
065459,JUNTOS POR EL PERÚ,11,11.0,0.0,0.0
065468,JUNTOS POR EL PERÚ,6,1.0,-5.0,-83.33333333333334
065469,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
065512,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
065585,JUNTOS POR EL PERÚ,11,11.0,0.0,0.0
065594,JUNTOS POR EL PERÚ,5,6.0,1.0,20.0
065891,JUNTOS POR EL PERÚ,8,8.0,0.0,0.0
065939,JUNTOS POR EL PERÚ,7,4.0,-3.0,-42.857142857142854
065958,JUNTOS POR EL PERÚ,11,11.0,0.0,0.0
066009,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
066012,JUNTOS POR EL PERÚ,11,11.0,0.0,0.0
066111,JUNTOS POR EL PERÚ,4,4.0,0.0,0.0
066135,JUNTOS POR EL PERÚ,5,0.0,-5.0,-100.0
066214,JUNTOS POR EL PERÚ,16,10.0,-6.0,-37.5
066228,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
066236,JUNTOS POR EL PERÚ,7,8.0,1.0,14.285714285714285
066304,JUNTOS POR EL PERÚ,26,25.0,-1.0,-3.8461538461538463
066557,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
066583,JUNTOS POR EL PERÚ,46,49.0,3.0,6.521739130434782
066692,JUNTOS POR EL PERÚ,2,3.0,1.0,50.0
066993,JUNTOS POR EL PERÚ,24,25.0,1.0,4.166666666666666
067076,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
067184,JUNTOS POR EL PERÚ,0,0.0,0.0,
067237,JUNTOS POR EL PERÚ,33,39.0,6.0,18.181818181818183
067255,JUNTOS POR EL PERÚ,46,46.0,0.0,0.0
067408,JUNTOS POR EL PERÚ,50,42.0,-8.0,-16.0
067415,JUNTOS POR EL PERÚ,24,23.0,-1.0,-4.166666666666666
067465,JUNTOS POR EL PERÚ,35,35.0,0.0,0.0
067669,JUNTOS POR EL PERÚ,55,55.0,0.0,0.0
067885,JUNTOS POR EL PERÚ,15,14.0,-1.0,-6.666666666666667
067998,JUNTOS POR EL PERÚ,61,61.0,0.0,0.0
068309,JUNTOS POR EL PERÚ,21,21.0,0.0,0.0
068582,JUNTOS POR EL PERÚ,44,44.0,0.0,0.0
068689,JUNTOS POR EL PERÚ,14,14.0,0.0,0.0
068898,JUNTOS POR EL PERÚ,4,12.0,8.0,200.0
069109,JUNTOS POR EL PERÚ,29,29.0,0.0,0.0
069241,JUNTOS POR EL PERÚ,15,15.0,0.0,0.0
069256,JUNTOS POR EL PERÚ,7,8.0,1.0,14.285714285714285
069274,JUNTOS POR EL PERÚ,4,4.0,0.0,0.0
069441,JUNTOS POR EL PERÚ,10,11.0,1.0,10.0
069633,JUNTOS POR EL PERÚ,5,6.0,1.0,20.0
069701,JUNTOS POR EL PERÚ,10,,,
069764,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
069809,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
069839,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
069992,JUNTOS POR EL PERÚ,10,10.0,0.0,0.0
070083,JUNTOS POR EL PERÚ,16,11.0,-5.0,-31.25
070084,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
070106,JUNTOS POR EL PERÚ,6,7.0,1.0,16.666666666666664
070357,JUNTOS POR EL PERÚ,47,46.0,-1.0,-2.127659574468085
070523,JUNTOS POR EL PERÚ,49,52.0,3.0,6.122448979591836
070604,JUNTOS POR EL PERÚ,16,11.0,-5.0,-31.25
070630,JUNTOS POR EL PERÚ,17,12.0,-5.0,-29.411764705882355
070647,JUNTOS POR EL PERÚ,12,13.0,1.0,8.333333333333332
070659,JUNTOS POR EL PERÚ,9,8.0,-1.0,-11.11111111111111
070685,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
070737,JUNTOS POR EL PERÚ,8,10.0,2.0,25.0
070739,JUNTOS POR EL PERÚ,21,23.0,2.0,9.523809523809524
070741,JUNTOS POR EL PERÚ,18,18.0,0.0,0.0
070944,JUNTOS POR EL PERÚ,20,20.0,0.0,0.0
071006,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
071009,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
071030,JUNTOS POR EL PERÚ,12,12.0,0.0,0.0
071040,JUNTOS POR EL PERÚ,8,8.0,0.0,0.0
071083,JUNTOS POR EL PERÚ,13,14.0,1.0,7.6923076923076925
071237,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
071264,JUNTOS POR EL PERÚ,41,41.0,0.0,0.0
071274,JUNTOS POR EL PERÚ,50,47.0,-3.0,-6.0
071281,JUNTOS POR EL PERÚ,68,67.0,-1.0,-1.4705882352941175
071283,JUNTOS POR EL PERÚ,79,78.0,-1.0,-1.2658227848101267
071349,JUNTOS POR EL PERÚ,47,45.0,-2.0,-4.25531914893617
071364,JUNTOS POR EL PERÚ,11,11.0,0.0,0.0
071399,JUNTOS POR EL PERÚ,31,31.0,0.0,0.0
071410,JUNTOS POR EL PERÚ,77,78.0,1.0,1.2987012987012987
071431,JUNTOS POR EL PERÚ,46,47.0,1.0,2.1739130434782608
071444,JUNTOS POR EL PERÚ,29,27.0,-2.0,-6.896551724137931
071460,JUNTOS POR EL PERÚ,4,66.0,62.0,1550.0
071559,JUNTOS POR EL PERÚ,70,,,
071605,JUNTOS POR EL PERÚ,40,40.0,0.0,0.0
071682,JUNTOS POR EL PERÚ,45,45.0,0.0,0.0
071683,JUNTOS POR EL PERÚ,66,65.0,-1.0,-1.5151515151515151
071722,JUNTOS POR EL PERÚ,44,44.0,0.0,0.0
071846,JUNTOS POR EL PERÚ,6,7.0,1.0,16.666666666666664
071869,JUNTOS POR EL PERÚ,7,11.0,4.0,57.14285714285714
072144,JUNTOS POR EL PERÚ,31,33.0,2.0,6.451612903225806
072186,JUNTOS POR EL PERÚ,33,34.0,1.0,3.0303030303030303
072194,JUNTOS POR EL PERÚ,19,19.0,0.0,0.0
072323,JUNTOS POR EL PERÚ,12,12.0,0.0,0.0
072399,JUNTOS POR EL PERÚ,11,11.0,0.0,0.0
072427,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
072491,JUNTOS POR EL PERÚ,11,11.0,0.0,0.0
072496,JUNTOS POR EL PERÚ,12,11.0,-1.0,-8.333333333333332
072535,JUNTOS POR EL PERÚ,22,22.0,0.0,0.0
072691,JUNTOS POR EL PERÚ,10,8.0,-2.0,-20.0
072723,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
072756,JUNTOS POR EL PERÚ,7,9.0,2.0,28.57142857142857
072784,JUNTOS POR EL PERÚ,0,9.0,9.0,
072879,JUNTOS POR EL PERÚ,13,12.0,-1.0,-7.6923076923076925
072918,JUNTOS POR EL PERÚ,8,8.0,0.0,0.0
073010,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
073099,JUNTOS POR EL PERÚ,12,13.0,1.0,8.333333333333332
073140,JUNTOS POR EL PERÚ,4,,,
073189,JUNTOS POR EL PERÚ,8,4.0,-4.0,-50.0
073271,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
073325,JUNTOS POR EL PERÚ,5,,,
073409,JUNTOS POR EL PERÚ,11,,,
073721,JUNTOS POR EL PERÚ,9,,,
073754,JUNTOS POR EL PERÚ,9,,,
073763,JUNTOS POR EL PERÚ,10,,,
073788,JUNTOS POR EL PERÚ,6,,,
073849,JUNTOS POR EL PERÚ,7,,,
073853,JUNTOS POR EL PERÚ,8,,,
073890,JUNTOS POR EL PERÚ,9,8.0,-1.0,-11.11111111111111
073943,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
073973,JUNTOS POR EL PERÚ,20,22.0,2.0,10.0
074358,JUNTOS POR EL PERÚ,19,19.0,0.0,0.0
074551,JUNTOS POR EL PERÚ,44,45.0,1.0,2.272727272727273
074619,JUNTOS POR EL PERÚ,29,30.0,1.0,3.4482758620689653
074724,JUNTOS POR EL PERÚ,80,79.0,-1.0,-1.25
074730,JUNTOS POR EL PERÚ,58,71.0,13.0,22.413793103448278
075047,JUNTOS POR EL PERÚ,76,75.0,-1.0,-1.3157894736842104
075153,JUNTOS POR EL PERÚ,82,80.0,-2.0,-2.4390243902439024
075709,JUNTOS POR EL PERÚ,45,44.0,-1.0,-2.2222222222222223
076196,JUNTOS POR EL PERÚ,24,24.0,0.0,0.0
076330,JUNTOS POR EL PERÚ,18,20.0,2.0,11.11111111111111
076541,JUNTOS POR EL PERÚ,22,23.0,1.0,4.545454545454546
076949,JUNTOS POR EL PERÚ,45,40.0,-5.0,-11.11111111111111
077700,JUNTOS POR EL PERÚ,53,53.0,0.0,0.0
077933,JUNTOS POR EL PERÚ,63,63.0,0.0,0.0
077946,JUNTOS POR EL PERÚ,44,45.0,1.0,2.272727272727273
077950,JUNTOS POR EL PERÚ,32,31.0,-1.0,-3.125
078174,JUNTOS POR EL PERÚ,61,62.0,1.0,1.639344262295082
078218,JUNTOS POR EL PERÚ,55,53.0,-2.0,-3.6363636363636362
078388,JUNTOS POR EL PERÚ,14,15.0,1.0,7.142857142857142
078630,JUNTOS POR EL PERÚ,18,18.0,0.0,0.0
078652,JUNTOS POR EL PERÚ,21,21.0,0.0,0.0
078692,JUNTOS POR EL PERÚ,7,9.0,2.0,28.57142857142857
079028,JUNTOS POR EL PERÚ,34,35.0,1.0,2.941176470588235
079110,JUNTOS POR EL PERÚ,28,29.0,1.0,3.571428571428571
079159,JUNTOS POR EL PERÚ,42,41.0,-1.0,-2.380952380952381
079412,JUNTOS POR EL PERÚ,36,32.0,-4.0,-11.11111111111111
079465,JUNTOS POR EL PERÚ,88,81.0,-7.0,-7.954545454545454
079644,JUNTOS POR EL PERÚ,14,15.0,1.0,7.142857142857142
079852,JUNTOS POR EL PERÚ,18,19.0,1.0,5.555555555555555
079934,JUNTOS POR EL PERÚ,34,36.0,2.0,5.88235294117647
079940,JUNTOS POR EL PERÚ,20,20.0,0.0,0.0
080092,JUNTOS POR EL PERÚ,28,27.0,-1.0,-3.571428571428571
080116,JUNTOS POR EL PERÚ,33,33.0,0.0,0.0
080224,JUNTOS POR EL PERÚ,31,31.0,0.0,0.0
080228,JUNTOS POR EL PERÚ,20,21.0,1.0,5.0
080272,JUNTOS POR EL PERÚ,29,29.0,0.0,0.0
080427,JUNTOS POR EL PERÚ,49,52.0,3.0,6.122448979591836
080449,JUNTOS POR EL PERÚ,60,60.0,0.0,0.0
080594,JUNTOS POR EL PERÚ,8,7.0,-1.0,-12.5
080595,JUNTOS POR EL PERÚ,16,15.0,-1.0,-6.25
080609,JUNTOS POR EL PERÚ,6,6.0,0.0,0.0
080649,JUNTOS POR EL PERÚ,9,9.0,0.0,0.0
080720,JUNTOS POR EL PERÚ,9,7.0,-2.0,-22.22222222222222
080794,JUNTOS POR EL PERÚ,5,21.0,16.0,320.0
080829,JUNTOS POR EL PERÚ,10,10.0,0.0,0.0
080832,JUNTOS POR EL PERÚ,18,17.0,-1.0,-5.555555555555555
080847,JUNTOS POR EL PERÚ,13,13.0,0.0,0.0
080963,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
081051,JUNTOS POR EL PERÚ,13,14.0,1.0,7.6923076923076925
081053,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
081162,JUNTOS POR EL PERÚ,4,4.0,0.0,0.0
081175,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
081192,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
081212,JUNTOS POR EL PERÚ,0,1.0,1.0,
081240,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
081571,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
081590,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
081989,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
082585,JUNTOS POR EL PERÚ,0,0.0,0.0,
082766,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
082767,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
083060,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
083091,JUNTOS POR EL PERÚ,6,7.0,1.0,16.666666666666664
083188,JUNTOS POR EL PERÚ,4,5.0,1.0,25.0
083205,JUNTOS POR EL PERÚ,7,5.0,-2.0,-28.57142857142857
083582,JUNTOS POR EL PERÚ,8,8.0,0.0,0.0
084045,JUNTOS POR EL PERÚ,11,12.0,1.0,9.090909090909092
084047,JUNTOS POR EL PERÚ,12,13.0,1.0,8.333333333333332
084083,JUNTOS POR EL PERÚ,12,13.0,1.0,8.333333333333332
084162,JUNTOS POR EL PERÚ,7,8.0,1.0,14.285714285714285
084163,JUNTOS POR EL PERÚ,16,14.0,-2.0,-12.5
084209,JUNTOS POR EL PERÚ,21,19.0,-2.0,-9.523809523809524
084318,JUNTOS POR EL PERÚ,15,18.0,3.0,20.0
084319,JUNTOS POR EL PERÚ,11,9.0,-2.0,-18.181818181818183
084345,JUNTOS POR EL PERÚ,10,10.0,0.0,0.0
084394,JUNTOS POR EL PERÚ,11,12.0,1.0,9.090909090909092
084426,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
084457,JUNTOS POR EL PERÚ,9,,,
084480,JUNTOS POR EL PERÚ,17,16.0,-1.0,-5.88235294117647
084515,JUNTOS POR EL PERÚ,9,10.0,1.0,11.11111111111111
084564,JUNTOS POR EL PERÚ,12,10.0,-2.0,-16.666666666666664
084656,JUNTOS POR EL PERÚ,11,10.0,-1.0,-9.090909090909092
084760,JUNTOS POR EL PERÚ,15,17.0,2.0,13.333333333333334
084834,JUNTOS POR EL PERÚ,33,33.0,0.0,0.0
084992,JUNTOS POR EL PERÚ,12,12.0,0.0,0.0
085031,JUNTOS POR EL PERÚ,14,12.0,-2.0,-14.285714285714285
085056,JUNTOS POR EL PERÚ,17,18.0,1.0,5.88235294117647
085081,JUNTOS POR EL PERÚ,16,12.0,-4.0,-25.0
085084,JUNTOS POR EL PERÚ,10,11.0,1.0,10.0
085138,JUNTOS POR EL PERÚ,11,,,
085181,JUNTOS POR EL PERÚ,45,48.0,3.0,6.666666666666667
085298,JUNTOS POR EL PERÚ,41,41.0,0.0,0.0
085336,JUNTOS POR EL PERÚ,70,68.0,-2.0,-2.857142857142857
085355,JUNTOS POR EL PERÚ,59,75.0,16.0,27.11864406779661
085368,JUNTOS POR EL PERÚ,75,77.0,2.0,2.666666666666667
085390,JUNTOS POR EL PERÚ,16,,,
085434,JUNTOS POR EL PERÚ,13,,,
085535,JUNTOS POR EL PERÚ,0,2.0,2.0,
085787,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
085821,JUNTOS POR EL PERÚ,0,0.0,0.0,
085822,JUNTOS POR EL PERÚ,0,1.0,1.0,
085823,JUNTOS POR EL PERÚ,1,0.0,-1.0,-100.0
085905,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
085990,JUNTOS POR EL PERÚ,2,22.0,20.0,1000.0
086010,JUNTOS POR EL PERÚ,29,18.0,-11.0,-37.93103448275862
086025,JUNTOS POR EL PERÚ,0,4.0,4.0,
086032,JUNTOS POR EL PERÚ,0,2.0,2.0,
086034,JUNTOS POR EL PERÚ,0,0.0,0.0,
086049,JUNTOS POR EL PERÚ,0,1.0,1.0,
086058,JUNTOS POR EL PERÚ,0,5.0,5.0,
086064,JUNTOS POR EL PERÚ,0,0.0,0.0,
086084,JUNTOS POR EL PERÚ,0,3.0,3.0,
086123,JUNTOS POR EL PERÚ,0,4.0,4.0,
086195,JUNTOS POR EL PERÚ,0,5.0,5.0,
086208,JUNTOS POR EL PERÚ,7,7.0,0.0,0.0
086512,JUNTOS POR EL PERÚ,0,0.0,0.0,
086629,JUNTOS POR EL PERÚ,0,0.0,0.0,
086671,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
086687,JUNTOS POR EL PERÚ,0,3.0,3.0,
086697,JUNTOS POR EL PERÚ,0,0.0,0.0,
086710,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
086719,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
086767,JUNTOS POR EL PERÚ,0,2.0,2.0,
086769,JUNTOS POR EL PERÚ,0,3.0,3.0,
086772,JUNTOS POR EL PERÚ,0,0.0,0.0,
086780,JUNTOS POR EL PERÚ,0,0.0,0.0,
086782,JUNTOS POR EL PERÚ,0,0.0,0.0,
086783,JUNTOS POR EL PERÚ,0,1.0,1.0,
086785,JUNTOS POR EL PERÚ,0,0.0,0.0,
086789,JUNTOS POR EL PERÚ,0,0.0,0.0,
086797,JUNTOS POR EL PERÚ,0,2.0,2.0,
086813,JUNTOS POR EL PERÚ,0,2.0,2.0,
086824,JUNTOS POR EL PERÚ,0,0.0,0.0,
086826,JUNTOS POR EL PERÚ,0,0.0,0.0,
086828,JUNTOS POR EL PERÚ,0,2.0,2.0,
086959,JUNTOS POR EL PERÚ,11,1.0,-10.0,-90.9090909090909
087023,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
087053,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
087096,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
087289,JUNTOS POR EL PERÚ,0,2.0,2.0,
087363,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
087388,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
087398,JUNTOS POR EL PERÚ,0,5.0,5.0,
087403,JUNTOS POR EL PERÚ,0,1.0,1.0,
087456,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
087500,JUNTOS POR EL PERÚ,5,5.0,0.0,0.0
087625,JUNTOS POR EL PERÚ,3,2.0,-1.0,-33.33333333333333
087639,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
087676,JUNTOS POR EL PERÚ,1,4.0,3.0,300.0
087677,JUNTOS POR EL PERÚ,1,2.0,1.0,100.0
087678,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
087680,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
087681,JUNTOS POR EL PERÚ,4,2.0,-2.0,-50.0
087682,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
087683,JUNTOS POR EL PERÚ,1,1.0,0.0,0.0
087684,JUNTOS POR EL PERÚ,3,3.0,0.0,0.0
087685,JUNTOS POR EL PERÚ,2,2.0,0.0,0.0
087976,JUNTOS POR EL PERÚ,0,3.0,3.0,
088055,JUNTOS POR EL PERÚ,0,2.0,2.0,
088056,JUNTOS POR EL PERÚ,2,3.0,1.0,50.0
088057,JUNTOS POR EL PERÚ,0,0.0,0.0,
088058,JUNTOS POR EL PERÚ,0,3.0,3.0,
088059,JUNTOS POR EL PERÚ,0,2.0,2.0,
900093,JUNTOS POR EL PERÚ,98,98.0,0.0,0.0
900110,JUNTOS POR EL PERÚ,64,63.0,-1.0,-1.5625
900147,JUNTOS POR EL PERÚ,49,47.0,-2.0,-4.081632653061225
900375,JUNTOS POR EL PERÚ,29,30.0,1.0,3.4482758620689653
900409,JUNTOS POR EL PERÚ,70,69.0,-1.0,-1.4285714285714286
900547,JUNTOS POR EL PERÚ,0,33.0,33.0,
900549,JUNTOS POR EL PERÚ,87,82.0,-5.0,-5.747126436781609
901184,JUNTOS POR EL PERÚ,24,25.0,1.0,4.166666666666666
901250,JUNTOS POR EL PERÚ,63,67.0,4.0,6.349206349206349
901297,JUNTOS POR EL PERÚ,101,101.0,0.0,0.0
901357,JUNTOS POR EL PERÚ,115,110.0,-5.0,-4.3478260869565215
901510,JUNTOS POR EL PERÚ,68,68.0,0.0,0.0
901830,JUNTOS POR EL PERÚ,49,49.0,0.0,0.0
901884,JUNTOS POR EL PERÚ,22,21.0,-1.0,-4.545454545454546
901921,JUNTOS POR EL PERÚ,103,107.0,4.0,3.8834951456310676
902117,JUNTOS POR EL PERÚ,66,70.0,4.0,6.0606060606060606
902457,JUNTOS POR EL PERÚ,72,76.0,4.0,5.555555555555555
902524,JUNTOS POR EL PERÚ,32,33.0,1.0,3.125
902541,JUNTOS POR EL PERÚ,60,61.0,1.0,1.6666666666666667
