ubigeo_distrito,votos_validos,votos_blancos,votos_nulos,votos_emitidos,actas_contabilizadas,actas_total,cand_08,cand_10,cand_35,cand_16,cand_14,cand_23,cand_02,cand_33,cand_31,cand_21,cand_32,cand_25,cand_01,cand_12,cand_20,cand_24,cand_29,cand_03,cand_37,cand_17,cand_27,cand_22,cand_38,cand_18,cand_26,cand_11,cand_07,cand_28,cand_09,cand_05,cand_19,cand_36,cand_30,cand_04,cand_15,cand_34
020808,914,162,54,1130,9,9,88,221,45,52,117,102,129,7,16,23,19,10,8,0,10,4,2,1,3,2,9,0,0,23,0,1,0,2,1,0,1,1,2,1,0,14
020809,819,120,71,1010,9,9,104,268,9,14,107,111,48,9,5,9,25,12,4,0,19,6,4,4,1,15,4,10,0,23,1,2,0,1,0,0,1,1,0,0,0,2
020810,1597,298,97,1992,21,21,125,588,55,39,178,172,224,12,12,28,20,10,15,4,7,4,4,11,1,27,6,1,3,14,9,1,1,3,3,6,3,3,1,0,0,7
020811,508,62,28,598,4,4,55,122,19,19,62,79,61,10,9,8,14,4,16,1,8,4,2,2,0,4,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
020812,634,96,37,767,7,7,40,342,15,5,45,33,27,6,3,1,57,2,5,2,3,5,2,4,0,15,3,1,0,2,0,7,0,2,0,0,0,2,1,0,0,4
020813,15441,2452,1055,18948,119,119,1523,2850,601,938,2679,2084,1917,271,374,290,180,109,112,58,81,119,81,346,32,105,81,49,6,168,38,45,13,26,11,22,15,25,11,6,0,175
020814,1326,247,76,1649,15,15,140,689,53,15,184,38,65,2,12,17,18,3,10,2,3,14,9,7,1,7,5,3,0,11,1,3,1,1,0,2,2,4,2,1,0,1
020815,695,153,36,884,7,7,89,128,64,22,104,50,84,4,9,8,17,8,10,5,12,10,1,7,2,15,3,1,3,23,1,2,0,0,0,1,0,0,0,0,0,12
020816,809,176,29,1014,11,11,138,228,25,8,151,59,79,1,16,7,22,8,5,0,1,1,3,4,0,6,9,2,2,22,2,1,1,2,0,3,1,0,0,0,0,2
020901,1058,242,109,1409,8,8,60,425,21,20,110,28,153,7,5,13,87,12,7,7,15,9,7,4,3,5,7,4,0,16,6,4,1,4,1,5,3,5,0,0,0,4
020902,1591,455,158,2204,14,14,130,818,35,20,179,33,67,4,7,6,106,29,47,1,20,10,9,13,2,8,8,1,1,17,2,2,2,4,1,2,2,3,0,0,0,2
020903,1139,355,126,1620,10,10,127,647,26,11,118,15,27,5,4,3,47,11,16,1,13,7,9,7,0,11,8,3,1,7,0,1,0,1,1,3,2,3,1,1,0,2
020904,479,253,47,779,8,8,46,213,12,9,25,5,69,2,1,8,32,1,10,3,2,11,1,1,1,0,3,1,0,6,1,2,0,1,0,3,3,4,0,0,0,3
020905,445,114,51,610,5,5,50,144,14,13,32,7,44,2,4,5,28,6,5,0,5,1,39,2,2,5,7,0,0,7,0,3,1,1,0,5,0,1,0,8,0,4
020906,1979,759,223,2961,18,18,97,1150,15,13,244,67,69,9,6,12,66,6,35,1,9,16,12,11,2,23,22,7,1,20,2,12,1,5,1,17,4,14,3,1,0,6
020907,527,100,23,650,4,4,38,228,18,7,41,9,52,2,6,5,60,3,12,1,9,2,12,8,2,0,4,0,3,2,0,0,0,1,1,0,0,0,0,0,0,1
020908,371,163,46,580,4,4,40,153,9,9,13,5,13,2,0,3,37,2,6,0,5,1,14,4,0,3,4,1,4,27,0,5,1,0,2,4,0,1,0,0,0,3
021001,921,265,146,1332,7,7,161,120,46,20,71,58,73,9,14,9,46,6,43,8,120,19,12,8,5,7,17,19,3,6,3,4,1,1,1,3,1,0,1,2,0,4
021002,383,133,91,607,4,4,52,90,21,10,28,12,32,1,4,2,9,1,11,3,50,5,1,5,0,1,4,34,0,4,0,0,0,0,0,0,0,1,1,0,0,1
021003,2114,700,288,3102,24,24,211,720,48,30,150,91,155,13,25,13,123,12,29,3,105,12,232,20,8,20,15,4,0,18,4,3,2,2,2,13,3,19,1,3,0,5
021004,193,41,38,272,2,2,15,70,10,3,27,2,7,1,0,3,7,0,7,0,20,2,5,5,1,1,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
021005,373,92,28,493,3,3,30,60,18,2,19,7,31,29,7,4,7,1,23,48,61,1,1,5,0,5,2,4,0,3,0,2,0,0,0,0,0,0,0,0,0,3
021006,193,60,20,273,2,2,23,66,10,1,9,17,5,7,3,1,4,0,1,0,32,1,3,1,0,1,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1
021007,238,57,10,305,2,2,40,23,9,23,17,19,17,0,1,2,4,1,2,0,7,1,3,65,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
021008,961,266,117,1344,8,8,149,342,38,17,88,49,79,11,8,9,36,5,28,14,6,12,2,5,18,10,8,4,3,2,3,2,4,0,3,4,0,1,0,0,0,1
021009,1246,366,121,1733,12,12,87,567,61,34,177,25,32,17,10,6,47,2,12,2,34,13,11,10,27,15,17,0,2,8,0,2,1,4,0,3,0,5,1,0,0,14
021010,426,100,43,569,4,4,106,69,26,12,34,36,40,5,4,13,9,2,9,2,11,8,7,4,4,2,4,2,0,7,1,0,0,2,1,1,1,0,2,1,0,1
021011,924,265,141,1330,8,8,282,126,53,27,72,46,57,5,6,10,30,7,30,6,94,5,6,4,6,5,10,4,2,6,3,3,1,3,2,3,0,2,2,2,0,4
021101,4842,1469,683,6994,39,39,464,2160,255,141,479,113,366,43,35,39,99,72,41,22,35,27,44,57,3,23,35,27,9,45,6,20,2,37,72,14,8,16,5,3,0,25
021102,1541,328,166,2035,11,11,102,793,37,31,161,31,151,6,16,11,51,8,7,3,12,23,18,17,2,3,9,4,1,11,2,6,0,7,3,6,1,0,1,0,0,7
021103,1488,756,267,2511,21,21,305,616,64,12,86,22,63,11,7,10,48,4,11,5,21,6,40,23,2,9,9,4,1,58,0,9,1,6,1,10,5,9,3,0,0,7
021104,633,314,101,1048,8,8,136,226,34,8,30,9,26,3,0,3,28,4,10,1,5,9,17,15,2,9,12,0,1,22,0,2,0,0,0,3,4,5,1,1,0,7
021201,2752,479,185,3416,18,18,384,429,98,159,296,176,646,55,71,37,58,23,50,33,18,23,24,16,5,20,27,16,4,17,6,19,1,6,3,5,3,2,1,0,0,21
021202,319,61,18,398,3,3,74,24,9,12,60,21,50,20,4,5,2,4,5,9,2,4,0,2,0,6,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
021203,342,84,38,464,3,3,41,46,12,16,55,23,78,3,1,12,11,2,10,1,4,4,1,9,0,2,2,0,0,5,0,1,0,0,1,0,1,0,0,0,0,1
021204,570,106,30,706,5,5,97,55,33,25,87,44,72,37,4,12,13,3,38,5,1,2,0,3,1,11,5,3,2,5,0,1,0,2,1,1,2,0,0,1,0,4
021205,449,82,35,566,4,4,102,79,5,22,66,22,83,2,5,10,6,5,4,1,1,2,1,0,0,5,4,2,0,7,0,0,1,3,0,4,1,1,1,0,0,4
021206,660,149,41,850,6,6,113,154,21,16,114,30,70,11,6,10,26,4,16,9,9,5,2,9,1,4,2,0,0,13,1,1,1,3,0,5,0,1,1,0,0,2
021207,230,47,9,286,2,2,32,48,3,7,34,6,45,5,2,4,5,1,2,3,2,1,1,4,0,10,1,0,0,5,0,1,0,3,2,2,0,0,0,0,0,1
021208,1451,205,98,1754,8,8,220,174,51,84,192,148,328,14,41,29,29,13,28,5,4,8,9,4,4,9,11,8,5,11,4,4,2,1,1,4,2,0,0,0,0,4
021209,559,91,19,669,5,5,67,128,12,14,98,25,126,2,3,6,5,5,10,4,7,0,2,3,1,15,3,1,1,10,0,2,2,0,0,1,2,2,0,0,0,2
021210,2432,279,145,2856,13,13,234,298,91,198,371,210,544,50,68,39,40,39,30,28,11,14,24,10,5,31,18,9,5,16,10,6,2,3,7,5,5,2,3,1,0,5
021301,112336,16888,9764,138988,621,621,20798,6388,9023,10643,9237,16128,7305,4679,4249,2602,3583,905,2341,2357,1407,1286,1476,876,1430,497,535,552,467,791,425,341,126,241,167,222,222,128,107,107,0,695
021302,2400,685,264,3349,16,16,446,496,97,60,277,193,100,26,29,51,106,10,129,37,88,20,14,23,31,17,24,3,3,57,4,6,3,8,2,8,4,4,11,0,0,13
021303,1501,321,108,1930,13,13,454,288,150,23,144,114,57,7,14,8,45,11,11,8,43,35,5,9,9,11,4,4,3,25,0,0,2,1,2,5,3,1,0,1,0,4
021304,4368,1084,391,5843,25,25,1719,507,154,157,427,251,152,69,85,49,277,23,81,36,73,50,15,29,38,13,23,9,7,22,7,9,5,10,2,14,13,3,6,7,0,26
021305,7334,1373,471,9178,41,41,1014,1345,514,308,1052,634,289,303,185,118,482,66,157,68,164,127,65,42,85,48,27,23,8,60,44,11,9,24,6,14,9,9,1,5,0,18
021306,2570,395,223,3188,14,14,638,215,159,299,239,285,100,79,72,35,89,13,49,36,56,22,46,16,13,23,11,6,3,10,13,5,3,8,1,9,3,3,5,1,0,5
021307,15429,3173,1888,20490,89,89,3517,1670,705,922,1696,1822,627,386,522,356,643,90,302,227,346,182,244,117,388,89,107,48,33,119,38,29,10,35,18,21,26,22,11,9,0,52
021308,8285,1415,759,10459,47,47,1739,550,510,561,703,928,407,236,275,265,630,84,238,137,198,122,121,57,179,36,32,36,14,45,35,14,8,30,9,15,20,6,4,3,0,38
021309,80696,10160,6309,97165,420,420,12724,4471,7340,9551,6773,10680,5920,3983,3622,1905,1922,605,1989,1129,779,988,1029,544,930,346,379,509,299,521,373,277,99,161,119,102,126,61,53,65,0,322
021401,1650,442,157,2249,12,12,251,339,95,80,152,91,205,24,23,25,135,8,25,24,25,24,39,18,4,10,14,7,0,7,5,0,0,2,2,1,2,3,1,0,0,9
021402,180,50,6,236,2,2,10,80,1,11,11,1,13,1,0,5,20,1,7,4,5,2,0,3,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
021403,342,104,46,492,4,4,63,91,6,4,26,5,9,3,0,1,40,3,3,1,12,2,2,49,3,7,0,0,0,4,1,0,1,2,1,0,2,0,0,0,0,1
021404,1135,451,111,1697,11,11,73,375,27,17,71,27,61,8,5,34,218,2,41,5,39,12,21,34,6,10,9,3,1,13,0,3,3,2,1,2,2,7,0,0,0,3
021405,778,220,120,1118,8,8,97,291,31,15,55,23,30,2,6,32,81,1,11,2,8,3,16,7,6,31,7,0,1,6,0,1,0,3,2,3,0,4,0,0,0,3
021406,555,198,64,817,5,5,100,197,22,15,49,6,42,5,7,0,23,4,11,3,18,2,4,8,0,8,3,1,0,10,0,3,0,2,1,3,0,5,2,0,0,1
021407,562,168,28,758,6,6,41,260,6,5,27,15,13,0,3,7,124,4,3,0,14,6,3,3,1,3,2,0,0,6,1,2,0,1,2,4,3,2,0,0,0,1
021408,951,274,148,1373,9,9,144,358,14,14,67,41,85,7,5,9,105,7,7,4,24,6,11,9,4,5,5,1,0,7,0,3,0,1,2,3,1,1,1,0,0,0
021409,1134,325,161,1620,10,10,130,436,20,8,79,27,69,2,11,9,141,8,15,2,95,9,16,6,2,14,12,0,1,8,0,2,0,3,0,0,2,3,0,0,0,4
021410,2331,945,363,3639,22,22,352,921,25,23,142,43,75,11,11,33,264,16,31,6,167,21,23,25,2,11,15,29,2,18,4,7,3,8,5,10,2,15,3,3,0,5
021501,9469,2557,1422,13448,60,60,1809,1981,265,511,1217,845,890,216,203,171,245,63,152,39,59,93,79,82,25,93,60,55,11,69,50,12,14,22,13,32,17,24,10,4,0,38
021502,793,269,131,1193,6,6,244,219,18,12,77,41,31,7,4,2,22,3,13,2,6,18,2,16,1,7,7,0,0,14,1,4,1,1,1,4,3,5,2,0,0,5
021503,3364,826,413,4603,22,22,607,889,142,136,356,308,331,46,43,46,88,14,32,7,23,29,19,67,4,59,19,16,4,24,6,7,3,6,6,3,4,2,1,7,0,10
021504,931,238,165,1334,6,6,234,209,26,40,113,67,62,14,8,13,31,3,6,2,3,17,10,7,2,13,8,2,0,13,1,3,1,2,1,3,5,4,2,0,0,6
021505,4524,1813,508,6845,39,39,744,2615,36,35,385,75,44,14,30,33,139,6,25,12,16,23,20,32,15,51,20,8,4,37,2,10,2,12,5,23,20,13,3,1,0,14
021506,1683,434,225,2342,10,10,288,463,70,66,187,150,137,21,26,47,36,11,24,7,14,25,12,12,3,23,10,3,4,9,6,4,0,4,0,2,3,4,0,0,0,12
021507,974,292,158,1424,8,8,204,266,17,42,116,62,102,12,8,14,22,6,9,3,7,7,4,11,4,15,11,3,0,10,1,2,0,1,0,0,1,3,2,0,0,9
021508,1995,692,279,2966,18,18,246,669,42,94,173,123,216,15,30,22,101,14,30,10,30,20,13,20,5,17,20,10,2,18,3,7,2,7,2,5,4,7,7,1,0,10
021601,797,275,53,1125,8,8,59,275,28,23,134,41,79,10,10,10,21,5,11,1,7,11,3,11,2,5,7,3,1,15,1,2,2,3,1,3,1,1,0,1,0,10
021602,635,137,45,817,6,6,53,304,13,7,64,28,58,8,4,18,14,1,5,1,2,3,5,9,0,5,9,0,1,7,0,3,0,4,1,2,2,2,0,1,0,1
021603,436,101,47,584,5,5,20,146,7,10,71,19,83,6,4,7,21,4,5,1,3,5,1,1,0,3,2,0,0,9,0,0,1,0,0,2,1,2,0,0,0,2
021604,735,179,43,957,6,6,60,261,21,40,121,39,84,5,5,5,20,1,4,3,3,6,3,10,0,12,6,3,1,6,0,5,1,0,0,3,2,1,1,0,0,3
021605,1322,442,149,1913,16,16,49,744,17,16,130,57,95,4,4,16,66,7,8,1,4,10,7,15,1,10,17,0,0,11,2,8,1,2,0,4,1,3,5,0,0,7
021606,380,110,49,539,5,5,48,195,3,7,22,17,14,1,1,9,18,3,2,0,1,14,0,5,0,3,1,0,0,5,1,0,1,1,0,1,0,2,1,2,0,2
021701,3560,1107,461,5128,32,32,323,1189,135,104,574,211,262,30,32,31,170,21,54,13,25,29,16,18,5,95,29,12,1,38,20,11,4,12,3,20,11,8,3,4,0,47
021702,1443,530,172,2145,14,14,88,621,56,52,180,48,133,7,7,13,88,4,9,4,8,9,16,8,7,12,16,2,1,13,2,5,1,6,2,10,2,5,1,0,0,7
021703,1007,415,120,1542,11,11,41,661,23,9,57,24,32,4,5,6,46,6,9,1,4,16,11,6,0,3,9,0,0,11,0,3,0,3,0,2,4,4,3,0,0,4
021801,1773,499,210,2482,13,13,221,336,85,103,204,123,336,34,21,23,82,13,14,6,9,20,5,32,3,28,13,7,3,17,3,2,4,8,3,2,4,3,1,0,0,5
021802,1100,360,122,1582,10,10,122,345,33,30,120,76,182,3,9,14,42,6,20,6,6,10,3,17,2,7,12,3,0,11,1,1,0,2,4,3,2,3,1,1,0,3
021901,13230,2111,949,16290,73,73,4226,1178,770,951,1551,926,809,269,363,190,270,100,105,281,348,130,88,40,75,125,83,58,19,92,34,16,8,27,11,16,24,10,8,2,0,27
021902,453,93,43,589,5,5,69,147,5,12,43,10,66,6,5,1,31,3,3,4,29,5,1,4,0,2,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0
021903,435,104,21,560,4,4,126,89,13,31,44,35,17,3,2,8,9,1,9,1,20,4,0,3,2,2,1,0,1,4,1,0,1,1,0,3,2,0,1,0,0,1
021904,490,92,27,609,4,4,66,119,18,11,83,15,48,11,2,7,29,1,6,7,12,4,2,5,1,12,5,2,0,10,0,1,0,3,0,5,2,1,0,0,0,2
021905,1367,273,78,1718,8,8,521,141,33,62,123,116,43,24,29,22,86,14,13,15,56,10,8,3,6,15,5,0,1,4,5,1,0,2,1,2,1,1,0,1,0,3
022001,165,33,14,212,3,3,56,21,4,6,16,11,17,1,0,5,4,1,3,1,0,1,2,1,0,3,1,2,0,7,0,1,0,0,0,0,0,0,1,0,0,0
022002,83,15,4,102,1,1,39,9,2,1,4,3,4,2,1,1,1,1,1,0,0,1,5,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0
022003,231,80,12,323,2,2,67,20,4,2,39,10,28,6,5,6,5,3,2,2,3,0,2,2,0,2,3,1,0,6,0,0,0,3,0,5,1,0,0,0,0,4
022004,800,156,49,1005,6,6,275,121,34,23,101,46,46,9,9,10,18,9,13,2,4,10,4,6,8,11,5,1,2,3,0,6,0,2,1,1,0,5,10,0,0,5
022005,393,118,23,534,4,4,146,64,13,12,35,14,19,2,2,10,9,4,7,2,5,5,1,0,1,22,0,0,1,8,0,1,1,2,0,0,2,1,0,1,0,3
022006,92,29,4,125,1,1,18,6,4,10,24,6,6,0,2,0,0,2,2,0,1,0,0,0,2,2,0,0,0,3,0,0,0,1,0,0,0,2,1,0,0,0
022007,429,117,33,579,4,4,135,53,20,13,32,28,47,3,8,4,15,4,2,11,0,3,6,8,1,2,4,0,0,11,1,3,0,1,2,5,3,0,0,0,0,4
022008,166,36,21,223,3,3,38,20,2,5,39,10,8,3,3,3,5,0,4,0,0,1,4,3,1,1,0,0,0,6,0,0,0,3,0,1,1,0,3,0,0,2
022009,502,92,47,641,4,4,123,64,21,20,62,46,31,11,9,9,10,5,16,5,7,8,11,6,7,3,6,0,1,8,1,1,0,0,3,1,0,5,1,0,0,1
022010,200,35,12,247,2,2,79,11,21,1,14,10,3,4,3,4,35,0,1,0,1,1,1,1,0,3,0,2,0,1,0,0,0,0,1,1,0,2,0,0,0,0
030101,30776,3548,1651,35975,162,162,2726,6177,2173,2626,4642,920,5228,762,1027,616,225,313,141,188,112,270,229,219,40,864,153,238,43,87,92,65,14,65,42,33,25,39,45,10,0,327
030102,1754,368,78,2200,13,13,99,748,41,72,231,28,183,9,26,25,33,14,7,4,4,22,15,15,3,69,8,15,1,13,2,11,0,5,4,3,6,7,0,0,0,31
030103,8229,1873,776,10878,49,49,1373,2912,214,223,1118,135,1070,98,117,91,108,39,57,31,17,81,30,63,15,89,62,17,3,35,20,46,6,19,10,21,11,12,7,2,0,77
030104,751,140,21,912,5,5,68,385,16,12,72,10,54,9,7,9,10,5,2,2,0,6,3,6,0,33,9,5,0,5,0,1,0,0,8,1,0,3,0,0,0,10
030105,1698,497,119,2314,13,13,200,673,40,27,256,16,168,15,20,11,25,11,4,3,29,9,13,19,5,56,22,3,2,16,0,6,0,4,3,4,0,5,8,0,0,25
030106,2342,566,154,3062,16,16,132,1062,38,66,348,26,263,18,24,40,32,13,7,7,4,19,14,17,2,64,66,4,1,15,2,5,0,4,3,6,5,13,4,3,0,15
030107,2346,431,200,2977,16,16,255,1091,29,58,219,31,182,37,15,21,47,11,6,7,3,26,15,29,3,136,25,7,14,13,2,2,3,3,2,4,8,9,7,2,0,24
030108,1389,304,172,1865,10,10,179,419,30,37,206,14,229,5,26,15,31,8,11,14,3,20,5,12,1,31,13,9,1,17,1,5,3,2,3,5,1,3,2,0,0,28
030109,5725,710,342,6777,29,29,598,1272,262,369,931,142,1069,95,180,75,54,57,35,30,19,70,34,46,5,123,35,29,6,26,23,10,4,13,13,7,12,8,9,1,0,63
030201,1689,329,94,2112,11,11,137,495,81,93,222,44,291,15,44,19,20,27,8,18,7,23,12,22,3,28,20,8,4,10,2,10,0,3,1,1,3,2,1,0,0,15
030202,371,65,11,447,3,3,42,94,12,2,50,7,116,5,4,5,5,1,1,0,0,2,1,3,0,5,1,0,0,2,1,0,0,1,0,0,0,1,1,0,0,9
030203,638,112,33,783,4,4,18,185,16,24,106,6,140,4,15,10,8,7,5,6,1,3,1,26,0,5,22,1,0,10,0,0,0,1,0,3,2,2,0,0,0,11
030204,436,107,29,572,3,3,75,126,25,16,63,4,39,5,6,13,7,1,3,2,0,11,0,5,3,10,4,0,1,2,0,3,0,3,1,0,2,1,1,0,0,4
030205,1816,386,119,2321,13,13,104,563,25,67,405,47,266,16,50,23,27,22,11,12,4,20,6,25,2,38,16,1,0,12,0,12,1,3,1,6,4,7,1,1,0,18
030206,1004,298,83,1385,10,10,60,454,17,16,142,14,98,4,15,13,20,4,16,4,0,31,3,16,0,29,13,2,0,13,0,2,0,3,2,2,0,4,1,0,0,6
030207,332,69,15,416,3,3,47,78,10,8,49,7,62,5,6,4,4,1,2,0,3,15,1,2,0,10,2,1,0,2,0,1,1,1,0,2,1,1,1,0,0,5
030208,856,274,68,1198,6,6,62,424,16,15,110,6,54,2,10,13,16,8,12,3,3,15,3,10,1,39,8,2,1,8,0,1,1,0,0,1,2,1,0,1,0,8
030209,709,153,48,910,5,5,36,367,14,24,47,8,96,10,6,12,17,5,4,0,4,5,0,6,0,17,4,1,0,1,2,1,1,1,0,0,3,3,0,0,0,14
030210,581,158,31,770,4,4,60,228,12,13,76,11,83,5,3,11,12,5,4,5,1,5,0,4,0,9,3,1,1,5,2,2,1,2,1,1,3,4,0,0,0,8
030211,335,90,32,457,3,3,39,133,15,5,38,5,57,1,1,3,11,1,4,1,0,1,0,0,0,4,3,0,0,2,0,0,1,1,0,0,0,1,5,0,0,3
030212,1226,292,75,1593,9,9,95,672,24,37,127,12,101,8,8,6,28,10,13,1,3,8,7,12,0,15,11,2,1,6,3,0,0,0,1,4,0,5,3,0,0,3
030213,1413,381,103,1897,12,12,145,601,31,46,189,13,160,7,12,20,25,3,3,1,1,15,8,21,1,50,13,1,1,6,5,3,3,2,1,3,4,9,2,0,0,8
030214,627,214,47,888,5,5,77,235,25,15,89,14,50,3,8,12,7,3,9,5,2,5,2,10,2,18,4,3,0,8,0,2,1,4,1,2,3,2,1,0,0,5
030215,525,111,33,669,4,4,21,226,18,20,47,8,63,2,7,5,37,4,1,0,0,5,3,7,1,21,9,6,1,3,0,2,0,2,0,0,2,0,1,0,0,3
030216,436,85,40,561,3,3,73,149,10,11,65,6,42,3,4,4,7,0,5,0,1,8,6,8,1,10,3,1,1,7,1,0,0,1,2,0,1,2,0,0,0,4
030217,393,93,22,508,3,3,34,203,7,9,37,6,38,2,2,5,15,3,1,2,0,3,4,1,1,8,2,0,0,3,0,0,0,0,0,0,0,3,1,1,0,2
030301,19113,2609,1223,22945,106,106,1186,6089,893,933,3216,345,2558,327,481,324,160,165,52,94,45,197,73,147,33,1052,146,60,23,69,34,51,15,38,14,18,25,31,5,4,0,210
030302,3274,746,204,4224,23,23,151,1863,61,39,400,14,153,15,28,13,65,6,6,4,3,28,16,36,3,206,47,3,2,19,0,16,2,8,8,11,6,14,5,2,0,21
030303,635,127,41,803,5,5,37,371,9,8,53,2,24,1,2,12,23,4,2,0,0,3,1,5,0,54,3,1,1,2,0,1,0,3,1,0,1,3,1,0,0,7
030304,2805,717,209,3731,18,18,134,1016,44,53,323,21,206,11,31,23,48,5,15,4,4,27,11,28,3,676,20,8,3,8,5,7,4,3,5,15,4,6,0,1,0,33
030305,1986,482,140,2608,13,13,100,1089,31,18,271,7,140,11,24,12,49,2,9,5,2,24,7,12,2,55,34,5,0,13,3,11,0,1,1,6,4,8,2,0,0,28
030306,3883,546,257,4686,23,23,89,1830,45,38,384,11,97,7,29,12,24,10,6,5,4,15,10,24,3,1129,16,2,1,13,5,9,1,7,1,8,5,9,1,0,0,33
030307,2362,486,95,2943,15,15,103,902,21,27,251,19,142,9,26,13,26,4,10,5,2,21,9,21,3,627,13,2,4,20,13,5,1,7,5,5,5,13,1,0,0,27
030308,896,342,75,1313,8,8,86,353,30,26,106,11,54,6,11,13,45,4,10,1,0,10,1,4,4,49,13,1,1,9,1,2,0,4,0,3,2,6,3,0,0,27
030309,1288,370,88,1746,10,10,79,731,16,7,120,9,109,2,9,7,41,3,3,10,5,11,7,9,0,55,6,2,1,7,1,9,0,4,1,4,3,7,1,0,0,9
030310,11348,1667,738,13753,63,63,481,5017,348,391,1878,129,1275,125,205,102,84,49,27,30,17,105,27,85,8,551,68,45,13,27,11,21,2,17,21,8,28,24,4,1,0,124
030311,9749,1752,768,12269,58,58,781,3489,492,386,1335,185,1287,109,169,122,165,49,36,28,24,116,33,72,25,448,53,36,11,37,16,27,10,45,10,11,19,22,6,2,0,93
030312,2116,462,144,2722,13,13,100,1097,18,29,264,10,161,10,21,31,43,5,4,2,3,32,7,26,1,142,25,4,2,8,2,4,2,8,1,6,2,7,3,1,0,35
030313,4691,959,471,6121,29,29,172,2552,64,69,678,29,376,22,45,32,65,19,19,5,4,59,12,35,2,189,43,3,6,22,6,8,34,8,17,11,10,18,4,2,0,51
030314,450,97,17,564,3,3,38,219,4,6,52,6,64,2,2,2,8,5,6,2,0,3,1,2,1,3,6,0,0,4,0,0,0,0,1,0,0,1,2,0,0,10
030315,4408,857,386,5651,28,28,309,2627,73,38,499,25,213,19,33,39,80,46,16,11,6,34,10,30,1,151,40,8,0,24,6,8,1,8,6,7,2,17,3,0,0,18
030316,700,204,67,971,7,7,44,328,6,9,107,7,41,2,11,3,24,4,5,2,3,4,2,17,1,50,1,0,0,5,0,1,1,3,1,1,1,7,1,0,0,8
030317,365,78,19,462,3,3,19,164,4,6,61,4,35,1,4,3,20,2,4,1,1,3,0,4,0,19,1,1,0,0,0,0,1,2,0,0,2,0,1,0,0,2
030318,792,249,85,1126,7,7,37,445,11,4,88,5,68,0,2,6,10,5,2,0,5,4,10,14,0,34,10,2,0,7,2,4,1,3,3,0,3,2,0,0,0,5
030319,1146,281,82,1509,8,8,29,650,16,23,151,4,83,2,17,10,15,3,1,0,1,10,3,21,0,72,10,0,1,2,1,1,2,5,0,1,2,2,0,0,0,8
030320,2690,513,191,3394,14,14,51,1840,13,21,326,8,104,12,19,19,19,12,6,1,1,24,7,13,0,96,40,1,1,5,1,5,0,1,1,4,7,7,0,0,0,25
030401,1152,275,81,1508,10,10,32,560,40,34,185,7,116,12,19,6,36,9,5,4,3,9,4,20,1,11,9,1,1,5,0,2,0,2,0,3,2,4,1,1,0,8
030402,328,70,8,406,2,2,10,184,3,3,21,4,47,3,6,2,6,2,1,0,0,4,1,2,0,16,3,0,0,2,1,0,0,1,1,1,1,0,0,0,0,3
030403,669,176,48,893,6,6,32,429,6,12,71,8,40,3,7,4,23,3,4,0,4,5,3,4,0,2,1,0,0,0,0,1,0,0,0,2,0,2,0,2,0,1
030404,910,229,61,1200,7,7,70,300,23,22,126,17,168,16,12,9,15,22,8,2,17,7,8,21,1,14,5,1,0,8,2,3,0,2,0,1,1,2,0,0,0,7
030405,938,226,71,1235,7,7,56,448,16,18,187,12,45,8,18,30,10,6,1,2,0,8,4,17,1,15,13,3,2,5,0,2,1,0,0,1,0,2,1,0,0,6
030406,529,182,90,801,5,5,29,241,17,9,83,6,34,13,4,9,17,7,9,2,1,4,1,10,0,11,4,1,0,5,0,2,0,0,1,1,2,2,0,0,0,4
030407,635,175,43,853,6,6,37,368,16,10,82,3,28,6,6,8,15,7,3,10,0,5,4,3,2,4,7,0,1,5,0,2,0,0,0,1,0,0,0,0,0,2
030501,4183,1595,584,6362,37,37,186,1969,63,105,710,27,298,24,42,60,41,28,11,4,5,50,27,55,5,30,231,4,0,28,10,54,7,6,1,7,8,50,3,2,0,32
030502,2894,871,301,4066,26,26,130,1724,31,60,256,26,150,9,21,22,58,17,30,4,1,47,73,34,2,31,42,10,1,22,3,25,5,7,3,5,2,26,5,0,0,12
030503,1765,582,140,2487,15,15,124,702,39,67,264,13,151,18,16,92,39,12,9,4,4,23,7,43,0,10,28,5,0,9,5,25,0,4,0,4,4,7,0,0,0,37
030504,3773,858,408,5039,31,31,76,2035,32,94,575,21,141,23,29,48,35,18,16,5,4,35,22,83,2,63,29,4,1,27,1,308,2,4,1,10,4,15,0,3,0,7
030505,2469,711,240,3420,19,19,175,1293,27,46,417,15,126,15,18,29,53,23,1,2,1,22,18,36,4,20,39,0,0,13,0,22,2,8,5,11,4,10,0,0,0,14
030506,5796,1775,431,8002,40,40,261,2617,91,172,1326,93,298,54,84,105,71,50,13,9,10,69,28,72,6,82,81,14,2,29,8,65,6,11,3,15,10,17,1,0,0,23
