mpio_reg_code_7,mesas_total,mesas_escrutadas,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,consulta_30,consulta_31,consulta_32
1500091,13,13,4312,1146,91,82,0,973,155,765,53
1500094,372,372,122077,34404,3203,1546,0,29655,3385,24335,1935
1500097,19,19,5309,963,29,25,0,909,103,760,46
1500100,38,38,12669,2940,378,147,0,2415,436,1783,196
1500103,29,29,9050,2213,129,154,0,1930,224,1632,74
1500106,10,10,3192,784,40,55,0,689,84,561,44
1500109,267,267,87859,22806,2367,1155,0,19284,2237,15559,1488
1500112,30,30,9599,1992,156,138,0,1698,263,1319,116
1500115,77,77,22959,4968,417,410,0,4141,352,3560,229
1500118,38,38,12364,3371,270,161,0,2940,440,2338,162
1500121,9,9,2802,334,27,35,0,272,21,226,25
1500124,17,17,5645,1377,67,50,0,1260,155,1049,56
1500127,16,16,4604,1256,66,80,0,1110,133,897,80
1500128,15,15,4776,1153,79,97,0,977,40,894,43
1500130,9,9,2930,774,36,83,0,655,59,555,41
1500132,21,21,6720,1198,125,83,0,990,108,830,52
1500133,9,9,2873,449,23,27,0,399,39,345,15
1500136,18,18,5499,1171,91,105,0,975,97,826,52
1500139,80,80,25398,7874,489,260,0,7125,730,5959,436
1500142,87,87,27969,6395,484,301,0,5610,607,4667,336
1500145,28,28,8561,1217,73,122,0,1022,87,867,68
1500148,20,20,6159,1452,47,175,0,1230,52,1138,40
1500151,44,44,14488,3479,203,131,0,3145,236,2749,160
1500154,24,24,7635,2830,139,162,0,2529,194,2264,71
1500157,20,20,6670,1945,88,119,0,1738,116,1562,60
1500160,273,273,88351,25795,2898,1079,0,21818,3423,16719,1676
1500163,13,13,4101,1195,48,89,0,1058,56,935,67
1500166,26,26,7047,1381,52,80,0,1249,28,1188,33
1500169,292,292,95183,24883,1948,648,0,22287,2622,18309,1356
1500172,9,9,2949,531,48,49,0,434,41,357,36
1500175,35,35,11406,3106,349,200,0,2557,358,2028,171
1500178,20,20,6502,1367,109,134,0,1124,102,955,67
1500181,12,12,3485,929,42,73,0,814,49,721,44
1500184,17,17,5445,1316,93,120,0,1103,76,977,50
1500190,75,75,23708,6735,385,387,0,5963,484,5235,244
1500193,16,16,5243,921,21,69,0,831,53,732,46
1500196,14,14,4431,777,70,81,0,626,70,522,34
1500198,26,26,7847,1462,94,134,0,1234,56,1127,51
1500199,26,26,8587,1243,94,103,0,1046,141,821,84
1500202,42,42,13515,1930,210,201,0,1519,129,1279,111
1500205,12,12,2914,522,21,50,0,451,35,368,48
1500208,14,14,4380,1300,71,113,0,1116,60,1002,54
1500211,18,18,5916,1372,115,100,0,1157,81,998,78
1500214,21,21,6286,1411,42,108,0,1261,70,1142,49
1500217,23,23,7408,1056,63,41,0,952,61,847,44
1500218,40,40,12965,2716,215,192,0,2309,240,1926,143
1500220,28,28,9510,2257,141,143,0,1973,221,1666,86
1500223,25,25,8031,1430,93,116,0,1221,143,1002,76
1500226,17,17,4594,997,25,70,0,902,61,808,33
1500229,32,32,9772,2875,181,169,0,2525,239,2151,135
1500232,30,30,9293,1756,107,116,0,1533,92,1365,76
1500235,30,30,9608,2296,131,149,0,2016,165,1763,88
1500238,30,30,9646,1726,134,43,0,1549,208,1245,96
1500239,89,89,28234,6211,557,254,0,5400,727,4310,363
1500241,62,62,20336,3775,242,193,0,3340,269,2895,176
1500244,33,33,10353,3346,375,307,0,2664,343,2153,168
1500247,1036,1036,339995,71214,7324,2784,0,61106,9182,47294,4630
1500250,65,65,20770,5186,354,144,0,4688,555,3866,267
1500256,41,41,13231,4607,379,196,0,4032,384,3509,139
1500259,38,38,11887,3339,435,279,0,2625,548,1893,184
1500262,15,15,4753,1279,85,69,0,1125,91,990,44
1500265,17,17,5677,1472,85,133,0,1254,189,943,122
1500268,14,14,4336,1149,80,91,0,978,100,831,47
1500271,58,58,18715,5845,536,258,0,5051,833,3972,246
1500274,21,21,6385,1533,120,102,0,1311,183,1065,63
1500277,24,24,7957,1572,85,91,0,1396,133,1187,76
1500280,58,58,19154,5148,340,107,0,4701,641,3844,216
1500283,15,15,4558,1061,57,92,0,912,83,765,64
1500286,10,10,3069,603,36,76,0,491,58,411,22
1500289,41,41,13307,2241,135,150,0,1956,201,1616,139
1500292,126,126,40247,12436,1433,557,0,10446,1598,8104,744
1500295,14,14,4509,774,26,82,0,666,67,555,44
1500298,35,35,8911,2187,110,249,0,1828,159,1584,85
1500301,20,20,6364,1247,93,52,0,1102,93,890,119
1500304,119,119,37178,11475,982,527,0,9966,1493,7870,603
1500307,23,23,6917,1591,132,94,0,1365,137,1072,156
1500316,16,16,5095,1451,88,152,0,1211,58,1109,44
1500318,14,14,3876,749,51,82,0,616,66,491,59
1500319,24,24,7381,1776,69,162,0,1545,101,1380,64
1500322,14,14,4430,1054,63,50,0,941,61,834,46
1500323,8,8,2230,449,27,35,0,387,22,350,15
1500325,45,45,14656,4271,208,195,0,3868,358,3377,133
1500328,81,81,25365,5469,360,259,0,4850,288,4352,210
1500331,39,39,12162,1945,120,143,0,1682,146,1386,150
1500334,39,39,11173,1686,76,119,0,1491,54,1045,392
1500337,13,13,4387,1147,93,57,0,997,110,776,111
1500340,336,336,110079,30953,3088,963,0,26902,3907,21118,1877
1600001,18157,18151,6101479,1804505,111557,37943,0,1655005,194965,1371693,88347
1700001,283,282,90105,15969,2277,2304,0,11388,1203,4689,5496
1700002,28,28,8547,1301,130,278,0,893,112,333,448
1700004,37,37,10992,1044,63,284,0,697,83,497,117
1700006,54,49,12065,511,24,120,0,367,22,95,250
1700007,31,31,8536,2062,30,912,0,1120,18,202,900
1700008,30,30,9025,464,60,68,0,336,38,236,62
1700010,45,34,12582,471,24,91,0,356,53,177,126
1700011,36,26,8904,586,34,107,0,445,11,182,252
1700012,26,24,7586,719,80,119,0,520,33,123,364
1700013,42,42,11446,913,132,203,0,578,78,301,199
1700014,18,18,5148,749,89,158,0,502,65,234,203
1700015,38,38,10346,1895,111,781,0,1003,127,421,455
1700016,24,24,7297,987,42,154,0,791,41,678,72
1700017,19,19,5990,552,36,109,0,407,42,190,175
1700019,84,84,24507,3204,354,800,0,2050,312,1090,648
1700022,14,14,3918,98,11,19,0,68,13,35,20
1700025,32,32,9275,988,119,236,0,633,121,305,207
1700026,37,35,9759,1075,25,245,0,805,29,335,441
1700027,30,29,8044,1463,137,876,0,450,70,192,188
1700028,26,26,6059,723,65,307,0,351,38,196,117
1700031,24,24,7190,261,35,68,0,158,13,88,57
1700032,20,20,4751,257,21,72,0,164,12,112,40
1700034,53,49,14381,1053,67,387,0,599,82,323,194
1700035,25,25,7611,863,48,140,0,675,81,403,191
1700037,22,22,4409,175,20,27,0,128,6,100,22
1700038,43,42,9216,486,195,198,0,93,24,35,34
1700040,12,12,3162,660,49,303,0,308,36,114,158
1700043,51,51,14720,1172,161,304,0,707,90,387,230
1700048,34,34,10345,434,27,80,0,327,34,185,108
1700060,22,22,6087,508,66,93,0,349,55,196,98
1700082,40,40,11740,1068,66,399,0,603,85,373,145
1900001,889,889,297137,73221,7421,4355,0,61445,5808,49525,6112
1900004,71,71,23574,4410,206,397,0,3807,134,3553,120
1900007,26,26,8254,1137,107,130,0,900,50,772,78
1900010,52,52,16542,2573,241,203,0,2129,172,1695,262
1900013,58,58,18610,1931,135,288,0,1508,111,1244,153
1900016,11,11,3618,385,29,28,0,328,16,258,54
1900019,22,22,6535,1272,76,196,0,1000,63,834,103
1900022,83,83,26480,3262,349,240,0,2673,227,2158,288
1900025,28,28,8901,1883,175,192,0,1516,99,1344,73
1900028,23,23,7011,1196,51,121,0,1024,34,956,34
1900031,13,13,3966,705,55,75,0,575,34,490,51
1900034,180,180,61202,13364,1123,1144,0,11097,925,9369,803
1900037,65,65,20915,3509,306,334,0,2869,217,2444,208
1900040,46,46,14881,2409,154,269,0,1986,129,1705,152
1900043,21,21,6445,1014,108,133,0,773,77,643,53
1900044,70,70,22687,2585,203,316,0,2066,95,1819,152
1900046,26,26,8016,1155,59,120,0,976,57,840,79
1900047,40,40,13144,1755,128,207,0,1420,77,1063,280
1900049,136,136,47012,7159,681,733,0,5745,430,4858,457
1900050,17,17,5486,884,46,117,0,721,62,624,35
1900051,29,29,9185,1611,68,181,0,1362,60,1262,40
1900052,18,18,5583,1600,94,144,0,1362,70,1243,49
1900055,68,68,22614,3781,407,343,0,3031,203,2635,193
1900056,32,32,10299,1409,87,193,0,1129,63,983,83
1900058,33,33,10687,1779,136,240,0,1403,87,1223,93
1900061,332,332,113482,19404,1733,1821,0,15850,1219,13565,1066
1900064,63,63,20202,4672,470,520,0,3682,256,2909,517
1900067,34,34,10871,2264,93,317,0,1854,76,1700,78
1900070,87,87,27574,3935,235,564,0,3136,211,2715,210
1900074,28,28,8991,1477,68,95,0,1314,55,1214,45
1900076,50,50,16518,1488,83,120,0,1285,50,1107,128
1900079,42,42,13386,2080,115,170,0,1795,69,1637,89
1900082,35,35,11319,1639,145,216,0,1278,74,1131,73
1900085,22,22,6931,1832,96,170,0,1566,61,1443,62
1900088,54,54,17520,2528,182,181,0,2165,119,1902,144
1900091,22,22,6980,1174,105,157,0,912,90,735,87
1900094,23,23,7182,1505,160,131,0,1214,82,1059,73
2100001,1233,1233,409754,82901,10285,7192,0,65424,6479,50333,8612
2100008,36,36,11238,976,94,322,0,560,60,353,147
2100010,95,95,30800,3637,382,940,0,2315,244,1542,529
2100012,77,77,25008,1710,123,168,0,1419,76,1168,175
2100013,30,30,9224,584,40,123,0,421,19,286,116
2100015,49,49,15899,1023,37,179,0,807,43,602,162
2100016,283,283,94906,16046,2497,2774,0,10775,1347,7824,1604
2100020,38,38,12353,925,37,127,0,761,66,555,140
2100025,162,162,52945,4893,360,754,0,3779,366,2748,665
2100028,46,46,14304,1082,59,216,0,807,58,572,177
2100030,51,51,16780,953,117,277,0,559,73,373,113
2100031,176,176,60685,8007,964,1765,0,5278,399,4173,706
2100040,82,82,25242,1952,89,279,0,1584,214,1160,210
2100042,54,54,17402,1112,68,182,0,862,62,675,125
2100046,32,32,10946,1249,43,172,0,1034,47,827,160
2100048,36,36,10074,909,49,108,0,752,46,518,188
2100049,96,96,31480,3403,280,594,0,2529,146,1620,763
2100052,132,132,44536,4738,548,832,0,3358,329,2500,529
2100055,69,69,22924,2398,298,719,0,1381,203,1011,167
2100058,26,26,7788,737,65,201,0,471,57,328,86
2100060,43,43,12694,1031,35,174,0,822,58,682,82
2100067,26,26,8514,933,47,268,0,618,57,487,74
2100070,60,60,18435,1571,76,274,0,1221,92,884,245
2100073,32,32,9660,852,42,145,0,665,34,439,192
2100076,57,57,18084,1662,100,246,0,1316,75,1080,161
2100078,30,30,9296,661,24,138,0,499,24,324,151
2100079,66,66,21755,3205,316,752,0,2137,242,1278,617
2100085,40,40,12158,871,46,173,0,652,43,450,159
2100090,30,30,9187,705,35,96,0,574,38,477,59
2100095,153,153,51678,4374,609,1201,0,2564,285,1786,493
2300001,943,943,315816,55357,6526,3863,0,44968,4529,34047,6392
2300004,26,26,7545,1471,84,197,0,1190,63,1044,83
2300007,21,21,6357,713,53,124,0,536,63,302,171
2300010,26,26,7236,611,40,105,0,466,41,322,103
2300013,20,20,6166,640,21,73,0,546,20,473,53
2300016,94,88,24403,1526,117,185,0,1224,142,444,638
2300017,18,18,5511,622,29,89,0,504,50,361,93
2300019,63,63,19140,2369,154,416,0,1799,173,1393,233
2300022,25,25,7233,738,58,134,0,546,46,311,189
2300025,35,35,9146,1194,88,183,0,923,66,646,211
2300028,22,22,6473,657,48,85,0,524,55,388,81
2300031,36,36,11528,802,54,178,0,570,46,335,189
2300034,26,26,8245,548,43,96,0,409,26,249,134
2300037,83,83,26841,1906,127,289,0,1490,98,885,507
2300038,37,37,11544,1217,108,213,0,896,85,707,104
2300039,27,27,7594,515,136,230,0,149,16,69,64
2300040,26,26,7262,758,30,84,0,644,171,106,367
2300041,62,62,18282,971,120,459,0,392,91,187,114
2300043,36,36,12393,1320,72,258,0,990,51,807,132
2300044,21,21,6072,392,21,85,0,286,25,207,54
2300046,39,39,12102,1836,140,343,0,1353,126,1068,159
2300047,26,26,7037,119,11,46,0,62,8,43,11
2300049,21,21,6062,633,37,78,0,518,17,455,46
2300052,47,47,14949,1003,52,119,0,832,61,447,324
2300055,37,37,11274,1717,215,371,0,1131,115,649,367
2300058,17,17,5525,604,46,132,0,426,35,286,105
2300061,25,25,7655,671,43,161,0,467,51,296,120
2300064,26,26,6858,557,38,52,0,467,41,360,66
2300067,307,307,106717,13365,1253,1367,0,10745,1227,7267,2251
2300073,48,48,14221,1560,105,295,0,1160,108,909,143
2300076,32,32,9588,1185,100,246,0,839,85,647,107
2300077,14,14,4138,361,34,81,0,246,16,194,36
2300078,20,20,5898,240,9,51,0,180,9,50,121
2300079,82,82,24337,3307,269,478,0,2560,243,2039,278
2300080,31,31,9001,500,44,86,0,370,29,251,90
2300082,30,30,8624,723,53,181,0,489,53,365,71
2300085,27,27,8149,750,89,199,0,462,45,349,68
2300088,32,32,7496,248,25,75,0,148,14,63,71
2300091,23,23,6638,381,47,67,0,267,27,180,60
2300094,27,27,7294,93,13,25,0,55,4,33,18
2300095,55,55,16628,435,46,91,0,298,61,137,100
2300096,17,17,5198,1226,162,266,0,798,105,561,132
2300097,20,20,6102,760,65,151,0,544,37,438,69
2300098,41,41,12950,543,74,119,0,350,37,158,155
2300100,37,37,10164,1021,72,138,0,811,53,495,263
2300101,16,16,5204,245,57,50,0,138,16,92,30
2300103,25,25,7874,830,72,115,0,643,46,392,205
2300106,47,47,15725,2165,177,291,0,1697,173,1145,379
2300109,65,63,18993,613,55,117,0,441,34,283,124
2300112,39,36,10193,217,20,71,0,126,10,61,55
2300115,84,84,23148,971,107,197,0,667,57,477,133
2300118,55,55,17496,2368,202,492,0,1674,186,1166,322
2300120,21,21,6923,1367,68,236,0,1063,60,913,90
2300121,42,42,13741,1630,167,329,0,1134,117,835,182
2300123,20,20,5910,975,41,159,0,775,46,671,58
2300124,42,42,12045,885,85,236,0,564,62,391,111
2300125,30,30,8104,581,189,150,0,242,26,131,85
2300127,28,27,8155,448,28,70,0,350,18,136,196
2300130,19,19,5983,718,40,126,0,552,67,361,124
2300133,45,45,14142,1072,107,259,0,706,84,500,122
2300136,37,37,10365,911,66,149,0,696,59,524,113
2300139,525,501,144630,15259,1526,4922,0,8811,1232,4929,2650
2300142,120,120,36557,2913,423,506,0,1984,210,1305,469
2300145,30,30,9177,785,72,95,0,618,67,470,81
2400001,1378,1378,461611,107136,9190,6323,0,91623,10236,74143,7244
2400008,35,35,10855,1579,88,135,0,1356,88,1202,66
2400013,20,20,5934,511,29,39,0,443,30,373,40
2400021,72,72,22859,3029,201,362,0,2466,201,2061,204
2400025,547,547,177873,34959,3505,2434,0,29020,3377,23067,2576
2400029,34,34,11015,1835,88,162,0,1585,113,1385,87
2400038,22,22,6903,514,19,18,0,477,27,427,23
2400046,98,98,34276,3128,256,212,0,2660,214,2200,246
2400054,51,51,15820,2045,135,198,0,1712,235,1381,96
2400062,41,41,12825,793,56,88,0,649,46,550,53
2400070,38,38,12219,796,44,142,0,610,55,465,90
2400078,68,68,21760,1283,64,95,0,1124,91,887,146
2400086,199,199,68634,12349,994,754,0,10601,941,9043,617
2400094,39,39,12111,1273,56,142,0,1075,83,923,69
2500001,1995,1995,659655,161441,13350,13215,0,134876,8069,119113,7694
2500004,89,89,25676,4298,209,869,0,3220,153,2900,167
2500007,26,26,7817,1014,73,123,0,818,45,750,23
2500010,29,29,8756,2116,136,201,0,1779,91,1613,75
2500013,15,15,4503,768,32,75,0,661,14,635,12
2500016,9,9,2702,583,29,54,0,500,26,463,11
2500019,27,27,7695,2268,55,282,0,1931,45,1840,46
2500022,57,57,17059,1758,110,281,0,1367,78,1131,158
2500025,23,23,7130,1138,32,110,0,996,45,914,37
2500028,50,50,16061,3754,360,289,0,3105,216,2745,144
2500031,32,32,9297,1503,72,152,0,1279,68,1167,44
2500034,23,23,7055,1180,41,72,0,1067,43,980,44
2500036,54,54,16554,1106,104,378,0,624,76,381,167
2500037,46,46,11659,1451,68,269,0,1114,65,912,137
2500038,79,79,25465,5014,344,641,0,4029,249,3569,211
2500040,19,19,5854,2041,81,112,0,1848,29,1765,54
2500043,27,27,8355,647,52,232,0,363,30,247,86
2500046,17,17,5174,549,11,48,0,490,48,425,17
2500049,19,19,5671,718,35,75,0,608,24,573,11
2500051,35,35,10494,1627,99,301,0,1227,88,1059,80
2500052,23,23,7257,718,47,133,0,538,45,458,35
2500054,259,259,83885,20259,1770,1576,0,16913,1086,14867,960
2500055,12,12,3761,1462,51,302,0,1109,37,1055,17
2500058,11,11,3404,733,51,115,0,567,39,505,23
2500061,285,285,91011,21726,1712,1890,0,18124,1127,15794,1203
2500064,155,155,49561,12649,1007,794,0,10848,1012,9196,640
2500067,14,14,4496,1566,93,190,0,1283,66,1161,56
2500069,64,64,20694,623,30,70,0,523,26,465,32
2500070,32,32,10138,1411,64,201,0,1146,78,1034,34
2500073,34,34,10240,1898,116,202,0,1580,71,1461,48
2500076,33,33,8775,747,113,288,0,346,49,208,89
2500079,32,32,10248,1640,117,185,0,1338,75,1209,54
2500082,17,17,5330,816,28,57,0,731,19,698,14
2500085,75,75,20950,4581,273,803,0,3505,151,3211,143
2500088,16,16,4799,1014,25,104,0,885,20,851,14
2500091,40,40,12267,756,44,309,0,403,56,255,92
2500093,144,144,46331,5724,483,1325,0,3916,504,2884,528
2500094,45,45,13432,2976,131,311,0,2534,125,2333,76
2500097,14,14,4160,637,27,57,0,553,11,518,24
2500100,336,336,109337,19282,1266,1776,0,16240,947,14466,827
2600001,845,845,281077,70026,6348,3557,0,60121,4521,50930,4670
2600005,9,9,2753,562,35,46,0,481,27,431,23
2600010,191,191,62979,12291,1113,798,0,10380,939,8724,717
2600020,79,79,24524,5521,457,490,0,4574,348,3865,361
2600025,17,17,5632,857,53,110,0,694,43,581,70
2600030,35,35,11022,1826,164,129,0,1533,120,1322,91
2600040,24,24,7471,1715,97,228,0,1390,75,1237,78
2600050,94,94,30764,4879,514,508,0,3857,383,3130,344
2600060,110,110,35335,5845,663,608,0,4574,425,3848,301
2600070,19,19,5835,977,58,69,0,850,44,754,52
2600080,91,91,31021,4218,303,272,0,3643,284,2938,421
2600090,21,21,6130,1438,95,130,0,1213,81,997,135
2700001,1621,1621,527461,148359,13009,5501,0,129849,8111,113667,8071
2700004,5,5,1566,337,11,40,0,286,12,257,17
2700007,15,15,3681,709,21,43,0,645,20,597,28
2700010,22,22,7239,1568,95,158,0,1315,60,1180,75
2700013,86,86,27490,5859,484,380,0,4995,415,3698,882
2700016,24,24,7874,1643,83,103,0,1457,84,1300,73
2700019,595,595,191130,36829,5418,3135,0,28276,2848,19680,5748
2700022,16,16,4582,764,53,83,0,628,43,543,42
2700025,35,35,8283,1312,78,159,0,1075,64,954,57
2700028,6,6,1842,468,15,42,0,411,9,386,16
2700031,6,6,1861,428,14,24,0,390,11,368,11
2700034,16,16,5146,1375,45,96,0,1234,61,1126,47
2700037,16,16,3803,844,44,109,0,691,32,632,27
2700040,11,11,2187,528,22,40,0,466,13,430,23
2700043,20,20,5656,1145,54,105,0,986,60,869,57
2700045,98,98,30233,4016,378,425,0,3213,229,2732,252
2700046,20,20,5328,1225,70,88,0,1067,34,982,51
2700049,10,10,2908,876,38,53,0,785,47,729,9
2700052,10,10,3111,729,68,86,0,575,52,486,37
2700055,14,14,4432,865,43,125,0,697,33,627,37
2700058,36,36,10646,2850,276,242,0,2332,169,2047,116
2700061,34,34,10415,2300,148,213,0,1939,161,1702,76
2700064,13,13,3523,1114,78,101,0,935,42,866,27
2700067,9,9,2633,510,15,42,0,453,13,422,18
2700070,14,14,4459,434,30,52,0,352,27,283,42
2700071,44,44,12571,2544,139,218,0,2187,55,2067,65
2700073,6,6,1702,315,17,27,0,271,10,254,7
2700074,46,46,13378,2571,189,296,0,2086,113,1852,121
2700075,17,17,4066,519,20,90,0,409,29,347,33
2700076,8,8,2267,410,13,37,0,360,12,341,7
2700079,16,16,3574,949,30,63,0,856,14,811,31
2700080,22,22,6222,615,25,73,0,517,39,439,39
2700082,682,682,220850,66015,5755,2864,0,57396,3973,49941,3482
2700085,14,14,2727,680,27,35,0,618,13,588,17
2700088,13,13,3574,630,36,98,0,496,33,440,23
2700091,416,416,132989,30270,2878,1720,0,25672,2131,21916,1625
2700094,23,23,5763,1224,55,92,0,1077,37,1006,34
2700097,16,16,4475,1297,36,89,0,1172,43,1093,36
2700100,7,7,2074,437,10,22,0,405,11,388,6
2700103,15,15,4699,747,54,97,0,596,44,505,47
2700106,14,14,4554,556,55,64,0,437,49,349,39
2700109,8,8,2202,390,28,56,0,306,15,269,22
2700112,12,12,3528,531,42,44,0,445,48,371,26
2700115,6,6,1421,452,6,29,0,417,7,402,8
2700118,14,14,4206,560,23,65,0,472,23,434,15
2700119,19,19,5973,1408,36,130,0,1242,54,1150,38
2700120,36,36,10484,1323,69,87,0,1167,48,1040,79
2700121,117,117,37185,8329,593,536,0,7200,355,6528,317
2700124,34,34,10604,2446,180,195,0,2071,209,1763,99
2700127,8,8,2397,580,13,60,0,507,15,474,18
2700130,56,56,16811,3665,191,178,0,3296,183,2915,198
2700133,18,18,5424,1238,49,75,0,1114,30,1048,36
2700136,29,29,8356,1808,149,183,0,1476,90,1334,52
2700139,17,17,3987,890,37,68,0,785,26,729,30
2700142,13,13,4146,909,32,92,0,785,40,726,19
2700145,33,33,10114,2465,151,175,0,2139,135,1871,133
2700148,14,14,3669,724,20,98,0,606,24,553,29
2700151,6,6,1618,319,13,25,0,281,13,258,10
2700154,8,8,2669,693,24,39,0,630,30,580,20
2700157,13,13,4027,1140,57,80,0,1003,38,916,49
2700160,414,414,131233,34454,3440,1939,0,29075,2248,25244,1583
2700163,12,12,3899,876,36,26,0,814,45,728,41
2700166,46,46,13402,2252,117,88,0,2047,138,1788,121
2700167,22,22,6692,496,31,45,0,420,20,364,36
2700169,85,85,26678,2289,218,301,0,1770,147,1239,384
2700172,86,86,25122,4645,309,453,0,3883,203,3455,225
2700174,78,78,25382,3800,338,408,0,3054,242,2534,278
2700175,27,27,6851,1495,69,145,0,1281,92,1120,69
2700178,10,10,3012,464,23,61,0,380,53,310,17
2700181,153,153,46971,12779,1064,550,0,11165,875,9616,674
2700184,7,7,2306,335,21,30,0,284,14,256,14
2700187,17,17,4505,1137,53,72,0,1012,40,945,27
2700190,11,11,2286,463,13,38,0,412,12,383,17
2700193,82,82,25405,3606,264,296,0,3046,116,2764,166
2700194,12,12,3461,646,46,107,0,493,21,442,30
2700195,9,9,2417,622,26,25,0,571,14,541,16
2700196,23,23,6503,1674,95,188,0,1391,58,1246,87
2700199,79,79,25701,6894,581,322,0,5991,305,5361,325
2700202,28,28,8928,1603,77,96,0,1430,71,1286,73
2700205,23,23,5765,753,24,40,0,689,26,636,27
2700208,14,14,3705,779,30,57,0,692,37,630,25
2700211,19,19,5819,1429,94,171,0,1164,58,1061,45
2700217,17,17,5307,974,60,57,0,857,50,768,39
2700219,5,5,1493,419,17,34,0,368,13,332,23
2700220,54,54,16952,3204,287,262,0,2655,168,2281,206
2700221,23,23,7353,1761,95,103,0,1563,95,1401,67
2700223,26,26,8402,1638,144,59,0,1435,75,1309,51
2800001,665,665,223915,48024,5497,7546,0,34981,3207,24711,7063
2800010,33,33,10575,979,39,124,0,816,25,650,141
2800020,37,37,10629,616,29,87,0,500,39,377,84
2800030,28,28,8778,999,57,219,0,723,58,516,149
2800040,161,161,51338,7935,865,966,0,6104,451,4527,1126
2800041,47,47,15270,1802,157,211,0,1434,89,976,369
2800042,37,37,9931,1090,61,193,0,836,64,596,176
2800045,17,17,5192,737,39,147,0,551,33,431,87
2800048,59,59,18720,2278,66,251,0,1961,76,1689,196
2800049,53,53,15527,1056,59,146,0,851,51,700,100
2800050,35,35,11288,699,40,110,0,549,54,377,118
2800055,63,63,20315,1597,117,272,0,1208,69,882,257
2800060,102,102,30567,3336,113,682,0,2541,146,2011,384
2800080,52,52,15882,2883,276,827,0,1780,175,1236,369
2800100,76,76,23534,2465,170,383,0,1912,134,1390,388
2800120,41,41,13249,1317,101,458,0,758,90,508,160
2800160,118,118,36814,4977,433,1035,0,3509,370,2376,763
2800180,74,74,21765,2196,121,403,0,1672,104,1302,266
2800190,40,40,12438,1285,79,175,0,1031,43,842,146
2800200,153,153,48859,4248,351,731,0,3166,255,2149,762
2800220,158,158,47932,2773,138,835,0,1800,165,1230,405
2800240,55,55,17966,1777,108,282,0,1387,76,1021,290
2800260,90,90,28071,3031,211,413,0,2407,147,1860,400
2800280,79,79,21965,1848,35,216,0,1597,66,1244,287
2800300,84,84,26427,2132,304,447,0,1381,156,959,266
2800320,68,68,21639,3022,250,723,0,2049,153,1497,399
2900001,1425,1425,470989,125899,12202,5698,0,107999,7507,93997,6495
2900004,16,16,3888,1253,48,75,0,1130,34,1079,17
2900007,30,30,9238,1500,101,121,0,1278,77,1116,85
2900010,24,24,6802,705,53,45,0,607,42,530,35
2900013,28,28,8904,1209,37,86,0,1086,37,994,55
2900016,35,35,10696,1508,175,161,0,1172,150,943,79
2900019,56,56,17005,3210,84,587,0,2539,104,2325,110
2900022,56,56,17376,2546,246,214,0,2086,166,1812,108
2900025,34,34,10546,1939,148,144,0,1647,141,1440,66
2900028,19,19,5799,940,35,85,0,820,76,707,37
2900031,28,28,8512,1764,169,334,0,1261,104,1038,119
2900034,60,60,19041,1684,114,245,0,1325,84,1147,94
2900037,25,25,7382,1881,63,133,0,1685,55,1579,51
2900040,127,127,42544,6715,528,903,0,5284,462,4482,340
2900043,25,25,7299,1547,58,83,0,1406,29,1345,32
2900046,190,190,63329,15834,1418,1306,0,13110,1513,10843,754
2900049,21,21,6379,972,72,106,0,794,65,678,51
2900052,61,61,19925,4575,461,461,0,3653,447,2976,230
2900055,94,94,28675,3700,194,309,0,3197,235,2715,247
2900058,85,85,26744,6423,426,664,0,5333,489,4532,312
2900061,21,21,5946,901,38,88,0,775,35,711,29
2900064,63,63,22935,4707,454,378,0,3875,385,3232,258
2900067,30,30,9588,1478,78,143,0,1257,132,1053,72
2900070,50,50,15792,1923,174,180,0,1569,121,1302,146
2900073,100,100,34460,3929,337,289,0,3303,218,2896,189
2900076,96,96,30588,5365,571,405,0,4389,416,3692,281
2900079,104,104,33147,6437,683,371,0,5383,465,4544,374
2900080,13,13,3871,535,42,54,0,439,13,404,22
2900082,49,49,15378,1967,115,213,0,1639,99,1447,93
2900085,80,80,24250,3271,184,369,0,2718,156,2398,164
2900087,27,27,8737,814,44,61,0,709,34,647,28
2900088,19,19,5803,890,106,92,0,692,41,582,69
2900089,78,78,24824,2614,152,450,0,2012,188,1659,165
2900091,27,27,8087,1233,90,115,0,1028,57,927,44
2900094,65,65,20752,3576,239,344,0,2993,263,2545,185
2900097,61,61,18580,1402,91,209,0,1102,93,948,61
2900100,15,15,4538,428,17,39,0,372,31,327,14
2900103,73,73,21980,3630,173,364,0,3093,182,2778,133
2900105,41,41,13293,2684,162,184,0,2338,185,2046,107
2900106,34,34,10953,1939,101,256,0,1582,72,1455,55
2900109,42,42,12517,2696,157,225,0,2314,141,2057,116
2900112,25,25,5940,1351,52,299,0,1000,44,913,43
2900115,18,18,4801,1078,79,83,0,916,47,833,36
2900118,16,16,4946,1418,62,159,0,1197,31,1136,30
2900121,41,41,12089,2091,183,168,0,1740,97,1563,80
2900124,26,26,7191,1127,46,106,0,975,63,875,37
2900127,18,18,5291,963,52,71,0,840,28,784,28
3100001,5443,5437,1841675,307389,30497,15522,0,261370,18590,213144,29636
3100004,40,40,12566,1476,157,188,0,1131,102,912,117
3100007,62,62,20083,1920,219,137,0,1564,114,1208,242
