mpio_reg_code_7,mesas_total,mesas_escrutadas,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,cand_32_000001|HECTOR ELIAS PINEDA SALAZAR,cand_32_000002|EDISON LUCIO TORRES MORENO,cand_32_000003|ROY LEONARDO BARRERAS MONTEALEGRE,cand_32_000004|MARTHA VIVIANA BERNAL AMAYA,cand_32_000005|DANIEL QUINTERO CALLE
1200600,39,39,11902,1309,91,265,0,953,2,15,17,2,22
1200608,101,101,32951,3645,495,703,0,2447,27,64,183,26,138
1200625,31,31,9357,1505,138,188,0,1179,12,13,54,9,38
1200650,52,52,16794,2292,164,414,0,1714,7,24,52,14,40
1200700,53,53,17469,1702,130,207,0,1365,4,33,35,11,47
1200720,73,73,23782,1732,192,371,0,1169,4,20,96,13,63
1200750,56,56,16963,2517,183,341,0,1993,13,12,81,13,63
1200800,65,65,20487,3127,279,360,0,2488,16,39,52,21,87
1200825,74,74,23907,3597,267,640,0,2690,20,31,170,16,86
1200850,55,55,17333,2643,198,354,0,2091,11,49,145,16,69
1200875,63,63,19805,3145,305,294,0,2546,9,32,89,19,99
1200900,38,38,11595,1172,85,217,0,870,5,17,33,6,21
1300001,1138,1135,376892,77961,8145,11828,0,57988,356,831,4187,424,2932
1300004,117,117,36987,2356,150,421,0,1785,9,41,99,22,139
1300007,64,64,19576,1195,79,238,0,878,4,22,75,4,88
1300009,58,58,18357,918,57,128,0,733,2,21,45,3,59
1300010,238,238,79395,12885,1511,2401,0,8973,75,171,586,71,533
1300013,152,152,49141,3981,422,774,0,2785,33,84,284,22,245
1300014,52,52,16845,1714,88,332,0,1294,10,22,150,11,53
1300016,43,43,13686,967,63,133,0,771,7,9,100,3,37
1300019,137,137,40765,5082,431,703,0,3948,11,46,320,29,177
1300020,41,41,13126,849,64,252,0,533,6,20,28,4,50
1300022,287,287,94814,9158,707,1339,0,7112,41,149,1000,55,393
1300023,56,56,16858,1121,54,181,0,886,1,19,71,2,28
1300024,46,46,15124,1370,67,197,0,1106,7,13,145,7,58
1300025,187,187,63800,5426,615,1125,0,3686,24,93,283,30,435
1300027,69,69,22402,1659,90,348,0,1221,3,20,85,12,58
1300028,162,162,57839,4972,472,755,0,3745,15,77,301,13,216
1300031,90,90,28189,1896,142,275,0,1479,16,31,80,12,88
1300032,102,102,32875,2383,210,609,0,1564,14,76,164,13,149
1300033,65,65,20510,1526,83,281,0,1162,2,17,106,10,67
1300034,47,47,14875,1535,101,331,0,1103,4,28,94,14,61
1300037,271,271,86638,9017,813,1363,0,6841,39,108,970,54,456
1300040,99,99,32798,2042,148,388,0,1506,7,37,130,11,122
1300043,78,78,25053,2541,158,630,0,1753,9,31,126,22,106
1300046,92,92,29363,1951,208,472,0,1271,10,37,77,4,77
1300049,69,69,22129,2113,117,436,0,1560,8,44,127,13,77
1300052,31,31,8745,654,67,193,0,394,4,20,36,2,54
1300055,116,116,39286,4759,395,878,0,3486,23,68,355,30,206
1300058,231,229,73305,6161,445,1484,0,4232,21,110,440,42,299
1300060,89,89,28285,1957,132,494,0,1331,9,34,63,16,115
1300061,93,93,29327,2327,135,445,0,1747,8,30,206,14,110
1500004,30,30,10001,1647,108,87,0,1452,4,8,30,4,24
1500007,17,17,5545,1209,88,52,0,1069,0,4,17,1,28
1500010,41,41,13487,3460,197,217,0,3046,4,6,74,4,54
1500013,38,38,12351,2773,158,143,0,2472,3,10,31,17,49
1500016,31,31,9943,2684,172,176,0,2336,3,5,43,10,33
1500019,7,7,2278,456,40,53,0,363,3,7,5,3,8
1500022,11,11,3023,754,34,74,0,646,1,2,21,4,17
1500025,23,23,7519,2134,253,126,0,1755,8,13,57,10,49
1500029,12,12,3687,263,19,16,0,228,0,0,21,1,3
1500030,31,31,9965,1957,101,67,0,1789,1,7,44,4,29
1500031,201,201,65041,25415,1687,446,0,23282,43,51,453,86,420
1500034,37,37,10960,1854,91,161,0,1602,2,5,25,13,24
1500037,48,48,15096,3399,260,176,0,2963,4,6,93,11,69
1500040,21,21,6504,1229,102,65,0,1062,3,4,20,5,18
1500043,52,52,16878,4686,441,203,0,4042,13,14,91,23,114
1500046,96,96,31160,9026,465,151,0,8410,18,18,217,36,144
1500049,17,17,5394,1322,87,70,0,1165,2,1,34,6,18
1500052,13,13,4094,1013,55,79,0,879,0,1,17,0,14
1500055,360,360,120600,48750,3210,1118,0,44422,108,77,1019,164,791
1500058,26,26,8624,1985,173,153,0,1659,4,7,44,6,42
1500061,38,38,12241,3030,153,90,0,2787,6,11,61,8,42
1500064,53,53,17107,4276,346,260,0,3670,14,8,41,20,76
1500067,73,73,23977,4584,308,303,0,3973,7,18,76,16,85
1500070,15,15,4653,809,26,84,0,699,0,2,5,1,8
1500072,61,61,20092,6404,891,407,0,5106,30,33,84,49,156
1500076,325,325,104175,27814,3115,982,0,23717,106,133,457,200,733
1500079,32,32,10062,2777,161,169,0,2447,3,4,46,6,41
1500085,18,18,5689,1038,52,74,0,912,1,0,23,2,13
1500088,250,250,80065,22249,2114,786,0,19349,75,71,424,112,698
1500091,13,13,4312,1146,91,82,0,973,4,3,17,2,27
1500094,372,372,122077,34404,3203,1546,0,29655,75,111,918,133,698
1500097,19,19,5309,963,29,25,0,909,0,1,24,1,20
1500100,38,38,12669,2940,378,147,0,2415,10,18,65,22,81
1500103,29,29,9050,2213,129,154,0,1930,3,3,27,7,34
1500106,10,10,3192,784,40,55,0,689,0,1,35,2,6
1500109,267,267,87859,22806,2367,1155,0,19284,64,125,587,93,619
1500112,30,30,9599,1992,156,138,0,1698,4,10,67,9,26
1500115,77,77,22959,4968,417,410,0,4141,6,17,87,14,105
1500118,38,38,12364,3371,270,161,0,2940,8,14,68,20,52
1500121,9,9,2802,334,27,35,0,272,0,3,10,1,11
1500124,17,17,5645,1377,67,50,0,1260,1,1,32,4,18
1500127,16,16,4604,1256,66,80,0,1110,2,5,48,5,20
1500128,15,15,4776,1153,79,97,0,977,0,3,20,1,19
1500130,9,9,2930,774,36,83,0,655,1,4,18,1,17
1500132,21,21,6720,1198,125,83,0,990,4,3,22,4,19
1500133,9,9,2873,449,23,27,0,399,0,2,4,0,9
1500136,18,18,5499,1171,91,105,0,975,2,2,18,4,26
1500139,80,80,25398,7874,489,260,0,7125,15,12,216,38,155
1500142,87,87,27969,6395,484,301,0,5610,20,32,120,38,126
1500145,28,28,8561,1217,73,122,0,1022,4,1,34,12,17
1500148,20,20,6159,1452,47,175,0,1230,1,3,18,2,16
1500151,44,44,14488,3479,203,131,0,3145,7,7,99,8,39
1500154,24,24,7635,2830,139,162,0,2529,4,1,30,10,26
1500157,20,20,6670,1945,88,119,0,1738,1,2,29,10,18
1500160,273,273,88351,25795,2898,1079,0,21818,109,111,516,160,780
1500163,13,13,4101,1195,48,89,0,1058,0,1,44,7,15
1500166,26,26,7047,1381,52,80,0,1249,0,2,15,3,13
1500169,292,292,95183,24883,1948,648,0,22287,73,51,498,123,611
1500172,9,9,2949,531,48,49,0,434,0,2,10,2,22
1500175,35,35,11406,3106,349,200,0,2557,10,11,68,12,70
1500178,20,20,6502,1367,109,134,0,1124,1,11,18,5,32
1500181,12,12,3485,929,42,73,0,814,1,3,28,2,10
1500184,17,17,5445,1316,93,120,0,1103,5,6,25,1,13
1500190,75,75,23708,6735,385,387,0,5963,8,14,103,22,97
1500193,16,16,5243,921,21,69,0,831,0,1,29,3,13
1500196,14,14,4431,777,70,81,0,626,1,1,15,1,16
1500198,26,26,7847,1462,94,134,0,1234,1,2,18,8,22
1500199,26,26,8587,1243,94,103,0,1046,4,6,21,2,51
1500202,42,42,13515,1930,210,201,0,1519,6,21,36,10,38
1500205,12,12,2914,522,21,50,0,451,1,0,12,28,7
1500208,14,14,4380,1300,71,113,0,1116,1,0,35,3,15
1500211,18,18,5916,1372,115,100,0,1157,5,6,34,4,29
1500214,21,21,6286,1411,42,108,0,1261,4,4,19,10,12
1500217,23,23,7408,1056,63,41,0,952,2,1,21,2,18
1500218,40,40,12965,2716,215,192,0,2309,10,17,48,7,61
1500220,28,28,9510,2257,141,143,0,1973,1,11,32,9,33
1500223,25,25,8031,1430,93,116,0,1221,2,4,41,3,26
1500226,17,17,4594,997,25,70,0,902,1,1,14,5,12
1500229,32,32,9772,2875,181,169,0,2525,4,5,67,10,49
1500232,30,30,9293,1756,107,116,0,1533,5,5,39,3,24
1500235,30,30,9608,2296,131,149,0,2016,3,3,29,10,43
1500238,30,30,9646,1726,134,43,0,1549,4,10,41,5,36
1500239,89,89,28234,6211,557,254,0,5400,21,23,151,20,148
1500241,62,62,20336,3775,242,193,0,3340,7,9,83,16,61
1500244,33,33,10353,3346,375,307,0,2664,13,12,61,18,64
1500247,1036,1036,339995,71214,7324,2784,0,61106,335,354,1351,418,2172
1500250,65,65,20770,5186,354,144,0,4688,10,16,106,9,126
1500256,41,41,13231,4607,379,196,0,4032,5,8,53,15,58
1500259,38,38,11887,3339,435,279,0,2625,7,16,55,26,80
1500262,15,15,4753,1279,85,69,0,1125,2,2,15,5,20
1500265,17,17,5677,1472,85,133,0,1254,2,3,69,6,42
1500268,14,14,4336,1149,80,91,0,978,4,3,25,1,14
1500271,58,58,18715,5845,536,258,0,5051,21,16,84,26,99
1500274,21,21,6385,1533,120,102,0,1311,1,6,29,6,21
1500277,24,24,7957,1572,85,91,0,1396,1,3,36,3,33
1500280,58,58,19154,5148,340,107,0,4701,4,4,101,14,93
1500283,15,15,4558,1061,57,92,0,912,2,6,29,3,24
1500286,10,10,3069,603,36,76,0,491,2,3,9,0,8
1500289,41,41,13307,2241,135,150,0,1956,5,8,35,6,85
1500292,126,126,40247,12436,1433,557,0,10446,38,82,157,84,383
1500295,14,14,4509,774,26,82,0,666,0,2,21,4,17
1500298,35,35,8911,2187,110,249,0,1828,1,3,47,6,28
1500301,20,20,6364,1247,93,52,0,1102,1,4,81,3,30
1500304,119,119,37178,11475,982,527,0,9966,25,38,236,67,237
1500307,23,23,6917,1591,132,94,0,1365,3,4,126,3,20
1500316,16,16,5095,1451,88,152,0,1211,0,4,26,4,10
1500318,14,14,3876,749,51,82,0,616,1,5,27,15,11
1500319,24,24,7381,1776,69,162,0,1545,3,6,27,6,22
1500322,14,14,4430,1054,63,50,0,941,2,1,34,4,5
1500323,8,8,2230,449,27,35,0,387,0,0,6,0,9
1500325,45,45,14656,4271,208,195,0,3868,10,6,52,13,52
1500328,81,81,25365,5469,360,259,0,4850,10,12,91,19,78
1500331,39,39,12162,1945,120,143,0,1682,4,6,42,5,93
1500334,39,39,11173,1686,76,119,0,1491,2,1,367,4,18
1500337,13,13,4387,1147,93,57,0,997,1,6,75,7,22
1500340,336,336,110079,30953,3088,963,0,26902,90,87,710,158,832
1600001,18157,18151,6101479,1804505,111557,37943,0,1655005,5116,3822,37851,7018,34540
1700001,283,282,90105,15969,2277,2304,0,11388,79,296,1853,1123,2145
1700002,28,28,8547,1301,130,278,0,893,6,23,141,166,112
1700004,37,37,10992,1044,63,284,0,697,5,17,43,9,43
1700006,54,49,12065,511,24,120,0,367,1,8,87,18,136
1700007,31,31,8536,2062,30,912,0,1120,2,237,49,5,607
1700008,30,30,9025,464,60,68,0,336,1,11,11,3,36
1700010,45,34,12582,471,24,91,0,356,2,4,65,8,47
1700011,36,26,8904,586,34,107,0,445,3,5,37,13,194
1700012,26,24,7586,719,80,119,0,520,2,40,249,18,55
1700013,42,42,11446,913,132,203,0,578,3,17,82,2,95
1700014,18,18,5148,749,89,158,0,502,2,18,60,8,115
1700015,38,38,10346,1895,111,781,0,1003,4,36,344,14,57
1700016,24,24,7297,987,42,154,0,791,2,9,10,8,43
1700017,19,19,5990,552,36,109,0,407,5,19,62,9,80
1700019,84,84,24507,3204,354,800,0,2050,13,81,155,30,369
1700022,14,14,3918,98,11,19,0,68,0,3,7,0,10
1700025,32,32,9275,988,119,236,0,633,0,14,70,8,115
1700026,37,35,9759,1075,25,245,0,805,3,7,380,9,42
1700027,30,29,8044,1463,137,876,0,450,6,27,83,3,69
1700028,26,26,6059,723,65,307,0,351,2,12,45,15,43
1700031,24,24,7190,261,35,68,0,158,0,6,15,2,34
1700032,20,20,4751,257,21,72,0,164,0,5,19,0,16
1700034,53,49,14381,1053,67,387,0,599,5,53,39,7,90
1700035,25,25,7611,863,48,140,0,675,2,19,44,28,98
1700037,22,22,4409,175,20,27,0,128,0,2,12,1,7
1700038,43,42,9216,486,195,198,0,93,1,11,14,2,6
1700040,12,12,3162,660,49,303,0,308,0,4,120,6,28
1700043,51,51,14720,1172,161,304,0,707,5,21,59,20,125
1700048,34,34,10345,434,27,80,0,327,2,13,61,4,28
1700060,22,22,6087,508,66,93,0,349,3,11,20,2,62
1700082,40,40,11740,1068,66,399,0,603,4,32,43,9,57
1900001,889,889,297137,73221,7421,4355,0,61445,233,328,3066,386,2099
1900004,71,71,23574,4410,206,397,0,3807,4,12,35,18,51
1900007,26,26,8254,1137,107,130,0,900,1,11,39,2,25
1900010,52,52,16542,2573,241,203,0,2129,3,15,134,3,107
1900013,58,58,18610,1931,135,288,0,1508,4,6,87,13,43
1900016,11,11,3618,385,29,28,0,328,1,2,45,1,5
1900019,22,22,6535,1272,76,196,0,1000,0,5,75,4,19
1900022,83,83,26480,3262,349,240,0,2673,5,18,186,13,66
1900025,28,28,8901,1883,175,192,0,1516,3,4,20,7,39
1900028,23,23,7011,1196,51,121,0,1024,1,4,9,6,14
1900031,13,13,3966,705,55,75,0,575,2,4,23,3,19
1900034,180,180,61202,13364,1123,1144,0,11097,42,55,368,59,279
1900037,65,65,20915,3509,306,334,0,2869,11,20,97,17,63
1900040,46,46,14881,2409,154,269,0,1986,8,13,72,11,48
1900043,21,21,6445,1014,108,133,0,773,3,6,19,6,19
1900044,70,70,22687,2585,203,316,0,2066,6,20,35,19,72
1900046,26,26,8016,1155,59,120,0,976,2,3,44,8,22
1900047,40,40,13144,1755,128,207,0,1420,2,10,225,9,34
1900049,136,136,47012,7159,681,733,0,5745,20,26,233,35,143
1900050,17,17,5486,884,46,117,0,721,1,4,15,4,11
1900051,29,29,9185,1611,68,181,0,1362,2,7,11,6,14
1900052,18,18,5583,1600,94,144,0,1362,1,3,17,9,19
1900055,68,68,22614,3781,407,343,0,3031,7,21,73,15,77
1900056,32,32,10299,1409,87,193,0,1129,3,11,28,4,37
1900058,33,33,10687,1779,136,240,0,1403,2,8,39,12,32
1900061,332,332,113482,19404,1733,1821,0,15850,57,74,329,115,491
1900064,63,63,20202,4672,470,520,0,3682,7,20,351,19,120
1900067,34,34,10871,2264,93,317,0,1854,6,8,25,14,25
1900070,87,87,27574,3935,235,564,0,3136,6,26,74,17,87
1900074,28,28,8991,1477,68,95,0,1314,2,8,17,4,14
1900076,50,50,16518,1488,83,120,0,1285,0,2,91,3,32
1900079,42,42,13386,2080,115,170,0,1795,4,9,46,6,24
1900082,35,35,11319,1639,145,216,0,1278,2,9,31,3,28
1900085,22,22,6931,1832,96,170,0,1566,4,5,28,5,20
1900088,54,54,17520,2528,182,181,0,2165,3,12,70,18,41
1900091,22,22,6980,1174,105,157,0,912,3,12,45,4,23
1900094,23,23,7182,1505,160,131,0,1214,6,5,21,7,34
2100001,1233,1233,409754,82901,10285,7192,0,65424,512,888,3594,587,3031
2100008,36,36,11238,976,94,322,0,560,4,36,60,9,38
2100010,95,95,30800,3637,382,940,0,2315,24,72,288,30,115
2100012,77,77,25008,1710,123,168,0,1419,8,19,89,5,54
2100013,30,30,9224,584,40,123,0,421,2,3,87,3,21
2100015,49,49,15899,1023,37,179,0,807,5,11,106,0,40
2100016,283,283,94906,16046,2497,2774,0,10775,116,291,508,150,539
2100020,38,38,12353,925,37,127,0,761,3,18,75,6,38
2100025,162,162,52945,4893,360,754,0,3779,23,63,422,26,131
2100028,46,46,14304,1082,59,216,0,807,6,13,133,5,20
2100030,51,51,16780,953,117,277,0,559,10,20,41,2,40
2100031,176,176,60685,8007,964,1765,0,5278,45,101,298,48,214
2100040,82,82,25242,1952,89,279,0,1584,0,62,102,11,35
2100042,54,54,17402,1112,68,182,0,862,3,11,72,7,32
2100046,32,32,10946,1249,43,172,0,1034,0,5,66,7,82
2100048,36,36,10074,909,49,108,0,752,3,11,141,4,29
2100049,96,96,31480,3403,280,594,0,2529,24,54,563,28,94
2100052,132,132,44536,4738,548,832,0,3358,31,69,205,31,193
2100055,69,69,22924,2398,298,719,0,1381,15,35,37,21,59
2100058,26,26,7788,737,65,201,0,471,6,15,46,2,17
2100060,43,43,12694,1031,35,174,0,822,2,15,39,13,13
2100067,26,26,8514,933,47,268,0,618,4,18,29,8,15
2100070,60,60,18435,1571,76,274,0,1221,4,22,178,0,41
2100073,32,32,9660,852,42,145,0,665,0,4,162,4,22
2100076,57,57,18084,1662,100,246,0,1316,3,10,83,12,53
2100078,30,30,9296,661,24,138,0,499,0,11,113,4,23
2100079,66,66,21755,3205,316,752,0,2137,31,51,418,23,94
2100085,40,40,12158,871,46,173,0,652,7,14,101,2,35
2100090,30,30,9187,705,35,96,0,574,1,1,43,2,12
2100095,153,153,51678,4374,609,1201,0,2564,30,124,115,35,189
2300001,943,943,315816,55357,6526,3863,0,44968,249,278,2973,309,2583
2300004,26,26,7545,1471,84,197,0,1190,4,10,43,2,24
2300007,21,21,6357,713,53,124,0,536,4,2,20,4,141
2300010,26,26,7236,611,40,105,0,466,1,14,44,4,40
2300013,20,20,6166,640,21,73,0,546,0,6,30,1,16
2300016,94,88,24403,1526,117,185,0,1224,9,27,550,19,33
2300017,18,18,5511,622,29,89,0,504,3,9,21,2,58
2300019,63,63,19140,2369,154,416,0,1799,7,26,124,14,62
2300022,25,25,7233,738,58,134,0,546,1,7,136,3,42
2300025,35,35,9146,1194,88,183,0,923,4,18,127,4,58
2300028,22,22,6473,657,48,85,0,524,2,2,43,4,30
2300031,36,36,11528,802,54,178,0,570,3,7,30,3,146
2300034,26,26,8245,548,43,96,0,409,3,4,22,4,101
2300037,83,83,26841,1906,127,289,0,1490,13,25,129,12,328
2300038,37,37,11544,1217,108,213,0,896,3,16,45,4,36
2300039,27,27,7594,515,136,230,0,149,1,10,5,2,46
2300040,26,26,7262,758,30,84,0,644,2,4,327,4,30
2300041,62,62,18282,971,120,459,0,392,5,28,54,12,15
2300043,36,36,12393,1320,72,258,0,990,3,9,46,6,68
2300044,21,21,6072,392,21,85,0,286,2,9,27,0,16
2300046,39,39,12102,1836,140,343,0,1353,9,20,73,11,46
2300047,26,26,7037,119,11,46,0,62,2,2,4,1,2
2300049,21,21,6062,633,37,78,0,518,0,6,19,2,19
2300052,47,47,14949,1003,52,119,0,832,5,10,223,3,83
2300055,37,37,11274,1717,215,371,0,1131,3,42,202,11,109
2300058,17,17,5525,604,46,132,0,426,2,0,49,7,47
2300061,25,25,7655,671,43,161,0,467,3,10,23,10,74
2300064,26,26,6858,557,38,52,0,467,2,6,29,4,25
2300067,307,307,106717,13365,1253,1367,0,10745,121,94,801,129,1106
2300073,48,48,14221,1560,105,295,0,1160,7,20,54,11,51
2300076,32,32,9588,1185,100,246,0,839,6,13,49,8,31
2300077,14,14,4138,361,34,81,0,246,4,6,9,3,14
2300078,20,20,5898,240,9,51,0,180,1,7,106,1,6
2300079,82,82,24337,3307,269,478,0,2560,12,26,127,9,104
2300080,31,31,9001,500,44,86,0,370,1,7,35,3,44
2300082,30,30,8624,723,53,181,0,489,3,10,37,0,21
2300085,27,27,8149,750,89,199,0,462,3,8,23,3,31
2300088,32,32,7496,248,25,75,0,148,0,5,49,2,15
2300091,23,23,6638,381,47,67,0,267,1,0,14,2,43
2300094,27,27,7294,93,13,25,0,55,0,1,15,1,1
2300095,55,55,16628,435,46,91,0,298,2,10,61,8,19
2300096,17,17,5198,1226,162,266,0,798,5,13,41,9,64
2300097,20,20,6102,760,65,151,0,544,2,16,23,2,26
2300098,41,41,12950,543,74,119,0,350,3,4,96,2,50
2300100,37,37,10164,1021,72,138,0,811,1,12,42,6,202
2300101,16,16,5204,245,57,50,0,138,1,3,15,1,10
2300103,25,25,7874,830,72,115,0,643,3,3,129,3,67
2300106,47,47,15725,2165,177,291,0,1697,17,15,141,16,190
2300109,65,63,18993,613,55,117,0,441,6,8,45,6,59
2300112,39,36,10193,217,20,71,0,126,1,2,36,1,15
2300115,84,84,23148,971,107,197,0,667,5,15,65,2,46
2300118,55,55,17496,2368,202,492,0,1674,8,30,173,10,101
2300120,21,21,6923,1367,68,236,0,1063,5,8,35,7,35
2300121,42,42,13741,1630,167,329,0,1134,6,26,102,10,38
2300123,20,20,5910,975,41,159,0,775,2,5,14,8,29
2300124,42,42,12045,885,85,236,0,564,1,22,55,3,30
2300125,30,30,8104,581,189,150,0,242,1,14,59,3,8
2300127,28,27,8155,448,28,70,0,350,3,3,73,1,116
2300130,19,19,5983,718,40,126,0,552,8,5,77,0,34
2300133,45,45,14142,1072,107,259,0,706,6,12,25,43,36
2300136,37,37,10365,911,66,149,0,696,0,7,50,7,49
2300139,525,501,144630,15259,1526,4922,0,8811,63,164,1704,115,604
2300142,120,120,36557,2913,423,506,0,1984,16,15,162,12,264
2300145,30,30,9177,785,72,95,0,618,2,9,28,4,38
2400001,1378,1378,461611,107136,9190,6323,0,91623,337,391,3210,502,2804
2400008,35,35,10855,1579,88,135,0,1356,4,5,32,2,23
2400013,20,20,5934,511,29,39,0,443,0,4,21,1,14
2400021,72,72,22859,3029,201,362,0,2466,13,18,94,13,66
2400025,547,547,177873,34959,3505,2434,0,29020,122,148,1080,191,1035
2400029,34,34,11015,1835,88,162,0,1585,2,14,27,11,33
2400038,22,22,6903,514,19,18,0,477,0,3,11,2,7
2400046,98,98,34276,3128,256,212,0,2660,13,16,94,13,110
2400054,51,51,15820,2045,135,198,0,1712,4,10,43,5,34
2400062,41,41,12825,793,56,88,0,649,1,3,32,3,14
2400070,38,38,12219,796,44,142,0,610,0,9,44,4,33
2400078,68,68,21760,1283,64,95,0,1124,5,8,40,3,90
2400086,199,199,68634,12349,994,754,0,10601,27,23,209,49,309
2400094,39,39,12111,1273,56,142,0,1075,1,5,20,4,39
2500001,1995,1995,659655,161441,13350,13215,0,134876,360,567,3214,825,2728
2500004,89,89,25676,4298,209,869,0,3220,7,18,49,26,67
2500007,26,26,7817,1014,73,123,0,818,0,1,12,2,8
2500010,29,29,8756,2116,136,201,0,1779,3,4,29,7,32
2500013,15,15,4503,768,32,75,0,661,0,0,6,1,5
2500016,9,9,2702,583,29,54,0,500,3,0,3,2,3
2500019,27,27,7695,2268,55,282,0,1931,1,5,24,4,12
2500022,57,57,17059,1758,110,281,0,1367,4,11,81,11,51
2500025,23,23,7130,1138,32,110,0,996,1,3,23,5,5
2500028,50,50,16061,3754,360,289,0,3105,5,7,62,16,54
2500031,32,32,9297,1503,72,152,0,1279,2,3,23,3,13
2500034,23,23,7055,1180,41,72,0,1067,3,4,23,2,12
2500036,54,54,16554,1106,104,378,0,624,6,32,43,18,68
2500037,46,46,11659,1451,68,269,0,1114,3,7,81,7,39
2500038,79,79,25465,5014,344,641,0,4029,10,18,94,30,59
2500040,19,19,5854,2041,81,112,0,1848,2,3,30,5,14
2500043,27,27,8355,647,52,232,0,363,0,13,27,7,39
2500046,17,17,5174,549,11,48,0,490,1,0,3,3,10
2500049,19,19,5671,718,35,75,0,608,1,0,2,0,8
2500051,35,35,10494,1627,99,301,0,1227,3,13,23,6,35
2500052,23,23,7257,718,47,133,0,538,0,5,12,5,13
2500054,259,259,83885,20259,1770,1576,0,16913,52,57,345,107,399
2500055,12,12,3761,1462,51,302,0,1109,0,2,5,3,7
2500058,11,11,3404,733,51,115,0,567,0,1,8,5,9
2500061,285,285,91011,21726,1712,1890,0,18124,63,71,458,112,499
2500064,155,155,49561,12649,1007,794,0,10848,46,50,194,65,285
2500067,14,14,4496,1566,93,190,0,1283,4,9,19,7,17
2500069,64,64,20694,623,30,70,0,523,0,3,7,6,16
2500070,32,32,10138,1411,64,201,0,1146,1,5,10,5,13
2500073,34,34,10240,1898,116,202,0,1580,3,5,15,7,18
2500076,33,33,8775,747,113,288,0,346,2,10,29,5,43
2500079,32,32,10248,1640,117,185,0,1338,3,1,21,8,21
2500082,17,17,5330,816,28,57,0,731,1,1,3,3,6
2500085,75,75,20950,4581,273,803,0,3505,7,18,38,36,44
2500088,16,16,4799,1014,25,104,0,885,1,0,3,5,5
2500091,40,40,12267,756,44,309,0,403,0,9,43,5,35
2500093,144,144,46331,5724,483,1325,0,3916,19,65,219,58,167
2500094,45,45,13432,2976,131,311,0,2534,3,8,24,7,34
2500097,14,14,4160,637,27,57,0,553,1,4,12,0,7
2500100,336,336,109337,19282,1266,1776,0,16240,49,82,318,92,286
2600001,845,845,281077,70026,6348,3557,0,60121,208,203,2076,305,1878
2600005,9,9,2753,562,35,46,0,481,0,1,6,2,14
2600010,191,191,62979,12291,1113,798,0,10380,41,47,292,57,280
2600020,79,79,24524,5521,457,490,0,4574,11,16,188,27,119
2600025,17,17,5632,857,53,110,0,694,6,6,30,4,24
2600030,35,35,11022,1826,164,129,0,1533,6,7,29,10,39
2600040,24,24,7471,1715,97,228,0,1390,1,11,42,3,21
2600050,94,94,30764,4879,514,508,0,3857,21,23,134,17,149
2600060,110,110,35335,5845,663,608,0,4574,14,29,89,33,136
2600070,19,19,5835,977,58,69,0,850,3,3,21,3,22
2600080,91,91,31021,4218,303,272,0,3643,10,20,277,16,98
2600090,21,21,6130,1438,95,130,0,1213,4,6,97,3,25
2700001,1621,1621,527461,148359,13009,5501,0,129849,396,405,3744,642,2884
2700004,5,5,1566,337,11,40,0,286,0,0,13,1,3
2700007,15,15,3681,709,21,43,0,645,0,1,17,4,6
2700010,22,22,7239,1568,95,158,0,1315,2,7,34,11,21
2700013,86,86,27490,5859,484,380,0,4995,12,19,718,27,106
2700016,24,24,7874,1643,83,103,0,1457,0,1,39,8,25
2700019,595,595,191130,36829,5418,3135,0,28276,196,292,2796,272,2192
2700022,16,16,4582,764,53,83,0,628,2,6,12,9,13
2700025,35,35,8283,1312,78,159,0,1075,2,12,17,4,22
2700028,6,6,1842,468,15,42,0,411,1,1,9,3,2
2700031,6,6,1861,428,14,24,0,390,0,1,6,2,2
2700034,16,16,5146,1375,45,96,0,1234,1,2,32,1,11
2700037,16,16,3803,844,44,109,0,691,1,1,10,2,13
2700040,11,11,2187,528,22,40,0,466,0,2,16,1,4
2700043,20,20,5656,1145,54,105,0,986,2,3,27,9,16
2700045,98,98,30233,4016,378,425,0,3213,13,29,83,21,106
2700046,20,20,5328,1225,70,88,0,1067,2,7,20,4,18
2700049,10,10,2908,876,38,53,0,785,0,0,3,4,2
2700052,10,10,3111,729,68,86,0,575,1,6,19,2,9
2700055,14,14,4432,865,43,125,0,697,1,2,12,3,19
2700058,36,36,10646,2850,276,242,0,2332,3,9,38,20,46
2700061,34,34,10415,2300,148,213,0,1939,2,5,33,10,26
2700064,13,13,3523,1114,78,101,0,935,3,6,8,2,8
2700067,9,9,2633,510,15,42,0,453,0,1,6,3,8
2700070,14,14,4459,434,30,52,0,352,1,2,17,0,22
2700071,44,44,12571,2544,139,218,0,2187,2,7,16,8,32
2700073,6,6,1702,315,17,27,0,271,0,3,3,0,1
2700074,46,46,13378,2571,189,296,0,2086,11,16,36,20,38
2700075,17,17,4066,519,20,90,0,409,0,5,6,4,18
2700076,8,8,2267,410,13,37,0,360,0,0,2,2,3
2700079,16,16,3574,949,30,63,0,856,3,2,17,4,5
2700080,22,22,6222,615,25,73,0,517,0,2,24,3,10
2700082,682,682,220850,66015,5755,2864,0,57396,187,195,1533,306,1261
2700085,14,14,2727,680,27,35,0,618,0,1,6,2,8
2700088,13,13,3574,630,36,98,0,496,0,5,15,0,3
2700091,416,416,132989,30270,2878,1720,0,25672,103,106,595,144,677
