mpio_reg_code_7,mesas_total,mesas_escrutadas,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,cand_30_000001|CLAUDIA NAYIBE LOPEZ HERNANDEZ,cand_30_000002|LEONARDO HUMBERTO HUERTA GUTIERREZ
1500181,12,12,3485,929,42,73,0,814,44,5
1500184,17,17,5445,1316,93,120,0,1103,74,2
1500190,75,75,23708,6735,385,387,0,5963,457,27
1500193,16,16,5243,921,21,69,0,831,49,4
1500196,14,14,4431,777,70,81,0,626,68,2
1500198,26,26,7847,1462,94,134,0,1234,51,5
1500199,26,26,8587,1243,94,103,0,1046,137,4
1500202,42,42,13515,1930,210,201,0,1519,125,4
1500205,12,12,2914,522,21,50,0,451,34,1
1500208,14,14,4380,1300,71,113,0,1116,58,2
1500211,18,18,5916,1372,115,100,0,1157,78,3
1500214,21,21,6286,1411,42,108,0,1261,66,4
1500217,23,23,7408,1056,63,41,0,952,54,7
1500218,40,40,12965,2716,215,192,0,2309,232,8
1500220,28,28,9510,2257,141,143,0,1973,213,8
1500223,25,25,8031,1430,93,116,0,1221,139,4
1500226,17,17,4594,997,25,70,0,902,55,6
1500229,32,32,9772,2875,181,169,0,2525,233,6
1500232,30,30,9293,1756,107,116,0,1533,89,3
1500235,30,30,9608,2296,131,149,0,2016,155,10
1500238,30,30,9646,1726,134,43,0,1549,200,8
1500239,89,89,28234,6211,557,254,0,5400,702,25
1500241,62,62,20336,3775,242,193,0,3340,254,15
1500244,33,33,10353,3346,375,307,0,2664,334,9
1500247,1036,1036,339995,71214,7324,2784,0,61106,8853,329
1500250,65,65,20770,5186,354,144,0,4688,542,13
1500256,41,41,13231,4607,379,196,0,4032,367,17
1500259,38,38,11887,3339,435,279,0,2625,527,21
1500262,15,15,4753,1279,85,69,0,1125,88,3
1500265,17,17,5677,1472,85,133,0,1254,185,4
1500268,14,14,4336,1149,80,91,0,978,97,3
1500271,58,58,18715,5845,536,258,0,5051,811,22
1500274,21,21,6385,1533,120,102,0,1311,173,10
1500277,24,24,7957,1572,85,91,0,1396,130,3
1500280,58,58,19154,5148,340,107,0,4701,617,24
1500283,15,15,4558,1061,57,92,0,912,78,5
1500286,10,10,3069,603,36,76,0,491,51,7
1500289,41,41,13307,2241,135,150,0,1956,189,12
1500292,126,126,40247,12436,1433,557,0,10446,1541,57
1500295,14,14,4509,774,26,82,0,666,61,6
1500298,35,35,8911,2187,110,249,0,1828,153,6
1500301,20,20,6364,1247,93,52,0,1102,89,4
1500304,119,119,37178,11475,982,527,0,9966,1438,55
1500307,23,23,6917,1591,132,94,0,1365,133,4
1500316,16,16,5095,1451,88,152,0,1211,53,5
1500318,14,14,3876,749,51,82,0,616,64,2
1500319,24,24,7381,1776,69,162,0,1545,95,6
1500322,14,14,4430,1054,63,50,0,941,60,1
1500323,8,8,2230,449,27,35,0,387,22,0
1500325,45,45,14656,4271,208,195,0,3868,350,8
1500328,81,81,25365,5469,360,259,0,4850,271,17
1500331,39,39,12162,1945,120,143,0,1682,141,5
1500334,39,39,11173,1686,76,119,0,1491,52,2
1500337,13,13,4387,1147,93,57,0,997,104,6
1500340,336,336,110079,30953,3088,963,0,26902,3807,100
1600001,18157,18151,6101479,1804505,111557,37943,0,1655005,188201,6764
1700001,283,282,90105,15969,2277,2304,0,11388,1044,159
1700002,28,28,8547,1301,130,278,0,893,70,42
1700004,37,37,10992,1044,63,284,0,697,71,12
1700006,54,49,12065,511,24,120,0,367,21,1
1700007,31,31,8536,2062,30,912,0,1120,17,1
1700008,30,30,9025,464,60,68,0,336,28,10
1700010,45,34,12582,471,24,91,0,356,40,13
1700011,36,26,8904,586,34,107,0,445,10,1
1700012,26,24,7586,719,80,119,0,520,31,2
1700013,42,42,11446,913,132,203,0,578,66,12
1700014,18,18,5148,749,89,158,0,502,58,7
1700015,38,38,10346,1895,111,781,0,1003,111,16
1700016,24,24,7297,987,42,154,0,791,35,6
1700017,19,19,5990,552,36,109,0,407,38,4
1700019,84,84,24507,3204,354,800,0,2050,274,38
1700022,14,14,3918,98,11,19,0,68,12,1
1700025,32,32,9275,988,119,236,0,633,64,57
1700026,37,35,9759,1075,25,245,0,805,23,6
1700027,30,29,8044,1463,137,876,0,450,59,11
1700028,26,26,6059,723,65,307,0,351,24,14
1700031,24,24,7190,261,35,68,0,158,13,0
1700032,20,20,4751,257,21,72,0,164,11,1
1700034,53,49,14381,1053,67,387,0,599,53,29
1700035,25,25,7611,863,48,140,0,675,74,7
1700037,22,22,4409,175,20,27,0,128,6,0
1700038,43,42,9216,486,195,198,0,93,19,5
1700040,12,12,3162,660,49,303,0,308,28,8
1700043,51,51,14720,1172,161,304,0,707,81,9
1700048,34,34,10345,434,27,80,0,327,32,2
1700060,22,22,6087,508,66,93,0,349,48,7
1700082,40,40,11740,1068,66,399,0,603,79,6
1900001,889,889,297137,73221,7421,4355,0,61445,5504,304
1900004,71,71,23574,4410,206,397,0,3807,119,15
1900007,26,26,8254,1137,107,130,0,900,44,6
1900010,52,52,16542,2573,241,203,0,2129,168,4
1900013,58,58,18610,1931,135,288,0,1508,102,9
1900016,11,11,3618,385,29,28,0,328,16,0
1900019,22,22,6535,1272,76,196,0,1000,62,1
1900022,83,83,26480,3262,349,240,0,2673,220,7
1900025,28,28,8901,1883,175,192,0,1516,94,5
1900028,23,23,7011,1196,51,121,0,1024,31,3
1900031,13,13,3966,705,55,75,0,575,32,2
1900034,180,180,61202,13364,1123,1144,0,11097,867,58
1900037,65,65,20915,3509,306,334,0,2869,209,8
1900040,46,46,14881,2409,154,269,0,1986,120,9
1900043,21,21,6445,1014,108,133,0,773,71,6
1900044,70,70,22687,2585,203,316,0,2066,87,8
1900046,26,26,8016,1155,59,120,0,976,54,3
1900047,40,40,13144,1755,128,207,0,1420,75,2
1900049,136,136,47012,7159,681,733,0,5745,398,32
1900050,17,17,5486,884,46,117,0,721,54,8
1900051,29,29,9185,1611,68,181,0,1362,55,5
1900052,18,18,5583,1600,94,144,0,1362,64,6
1900055,68,68,22614,3781,407,343,0,3031,190,13
1900056,32,32,10299,1409,87,193,0,1129,55,8
1900058,33,33,10687,1779,136,240,0,1403,82,5
1900061,332,332,113482,19404,1733,1821,0,15850,1142,77
1900064,63,63,20202,4672,470,520,0,3682,237,19
1900067,34,34,10871,2264,93,317,0,1854,69,7
1900070,87,87,27574,3935,235,564,0,3136,200,11
1900074,28,28,8991,1477,68,95,0,1314,52,3
1900076,50,50,16518,1488,83,120,0,1285,47,3
1900079,42,42,13386,2080,115,170,0,1795,57,12
1900082,35,35,11319,1639,145,216,0,1278,62,12
1900085,22,22,6931,1832,96,170,0,1566,57,4
1900088,54,54,17520,2528,182,181,0,2165,111,8
1900091,22,22,6980,1174,105,157,0,912,86,4
1900094,23,23,7182,1505,160,131,0,1214,74,8
2100001,1233,1233,409754,82901,10285,7192,0,65424,5755,724
2100008,36,36,11238,976,94,322,0,560,54,6
2100010,95,95,30800,3637,382,940,0,2315,202,42
2100012,77,77,25008,1710,123,168,0,1419,60,16
2100013,30,30,9224,584,40,123,0,421,19,0
2100015,49,49,15899,1023,37,179,0,807,32,11
2100016,283,283,94906,16046,2497,2774,0,10775,1160,187
2100020,38,38,12353,925,37,127,0,761,55,11
2100025,162,162,52945,4893,360,754,0,3779,326,40
2100028,46,46,14304,1082,59,216,0,807,49,9
2100030,51,51,16780,953,117,277,0,559,60,13
2100031,176,176,60685,8007,964,1765,0,5278,352,47
2100040,82,82,25242,1952,89,279,0,1584,152,62
2100042,54,54,17402,1112,68,182,0,862,50,12
2100046,32,32,10946,1249,43,172,0,1034,37,10
2100048,36,36,10074,909,49,108,0,752,42,4
2100049,96,96,31480,3403,280,594,0,2529,127,19
2100052,132,132,44536,4738,548,832,0,3358,285,44
2100055,69,69,22924,2398,298,719,0,1381,174,29
2100058,26,26,7788,737,65,201,0,471,46,11
2100060,43,43,12694,1031,35,174,0,822,45,13
2100067,26,26,8514,933,47,268,0,618,48,9
2100070,60,60,18435,1571,76,274,0,1221,80,12
2100073,32,32,9660,852,42,145,0,665,30,4
2100076,57,57,18084,1662,100,246,0,1316,63,12
2100078,30,30,9296,661,24,138,0,499,23,1
2100079,66,66,21755,3205,316,752,0,2137,200,42
2100085,40,40,12158,871,46,173,0,652,35,8
2100090,30,30,9187,705,35,96,0,574,31,7
2100095,153,153,51678,4374,609,1201,0,2564,224,61
2300001,943,943,315816,55357,6526,3863,0,44968,4191,338
2300004,26,26,7545,1471,84,197,0,1190,60,3
2300007,21,21,6357,713,53,124,0,536,53,10
2300010,26,26,7236,611,40,105,0,466,38,3
2300013,20,20,6166,640,21,73,0,546,20,0
2300016,94,88,24403,1526,117,185,0,1224,130,12
2300017,18,18,5511,622,29,89,0,504,49,1
2300019,63,63,19140,2369,154,416,0,1799,163,10
2300022,25,25,7233,738,58,134,0,546,39,7
2300025,35,35,9146,1194,88,183,0,923,58,8
2300028,22,22,6473,657,48,85,0,524,51,4
2300031,36,36,11528,802,54,178,0,570,44,2
2300034,26,26,8245,548,43,96,0,409,24,2
2300037,83,83,26841,1906,127,289,0,1490,92,6
2300038,37,37,11544,1217,108,213,0,896,77,8
2300039,27,27,7594,515,136,230,0,149,12,4
2300040,26,26,7262,758,30,84,0,644,169,2
2300041,62,62,18282,971,120,459,0,392,77,14
2300043,36,36,12393,1320,72,258,0,990,45,6
2300044,21,21,6072,392,21,85,0,286,24,1
2300046,39,39,12102,1836,140,343,0,1353,116,10
2300047,26,26,7037,119,11,46,0,62,8,0
2300049,21,21,6062,633,37,78,0,518,15,2
2300052,47,47,14949,1003,52,119,0,832,52,9
2300055,37,37,11274,1717,215,371,0,1131,100,15
2300058,17,17,5525,604,46,132,0,426,31,4
2300061,25,25,7655,671,43,161,0,467,48,3
2300064,26,26,6858,557,38,52,0,467,37,4
2300067,307,307,106717,13365,1253,1367,0,10745,1143,84
2300073,48,48,14221,1560,105,295,0,1160,96,12
2300076,32,32,9588,1185,100,246,0,839,83,2
2300077,14,14,4138,361,34,81,0,246,14,2
2300078,20,20,5898,240,9,51,0,180,7,2
2300079,82,82,24337,3307,269,478,0,2560,168,75
2300080,31,31,9001,500,44,86,0,370,26,3
2300082,30,30,8624,723,53,181,0,489,45,8
2300085,27,27,8149,750,89,199,0,462,40,5
2300088,32,32,7496,248,25,75,0,148,12,2
2300091,23,23,6638,381,47,67,0,267,25,2
2300094,27,27,7294,93,13,25,0,55,4,0
2300095,55,55,16628,435,46,91,0,298,47,14
2300096,17,17,5198,1226,162,266,0,798,99,6
2300097,20,20,6102,760,65,151,0,544,35,2
2300098,41,41,12950,543,74,119,0,350,32,5
2300100,37,37,10164,1021,72,138,0,811,50,3
2300101,16,16,5204,245,57,50,0,138,16,0
2300103,25,25,7874,830,72,115,0,643,43,3
2300106,47,47,15725,2165,177,291,0,1697,151,22
2300109,65,63,18993,613,55,117,0,441,31,3
2300112,39,36,10193,217,20,71,0,126,9,1
2300115,84,84,23148,971,107,197,0,667,53,4
2300118,55,55,17496,2368,202,492,0,1674,173,13
2300120,21,21,6923,1367,68,236,0,1063,53,7
2300121,42,42,13741,1630,167,329,0,1134,113,4
2300123,20,20,5910,975,41,159,0,775,42,4
2300124,42,42,12045,885,85,236,0,564,56,6
2300125,30,30,8104,581,189,150,0,242,25,1
2300127,28,27,8155,448,28,70,0,350,16,2
2300130,19,19,5983,718,40,126,0,552,65,2
2300133,45,45,14142,1072,107,259,0,706,80,4
2300136,37,37,10365,911,66,149,0,696,54,5
2300139,525,501,144630,15259,1526,4922,0,8811,1071,161
2300142,120,120,36557,2913,423,506,0,1984,197,13
2300145,30,30,9177,785,72,95,0,618,64,3
2400001,1378,1378,461611,107136,9190,6323,0,91623,6433,3803
2400008,35,35,10855,1579,88,135,0,1356,72,16
2400013,20,20,5934,511,29,39,0,443,20,10
2400021,72,72,22859,3029,201,362,0,2466,180,21
2400025,547,547,177873,34959,3505,2434,0,29020,2508,869
2400029,34,34,11015,1835,88,162,0,1585,95,18
2400038,22,22,6903,514,19,18,0,477,19,8
2400046,98,98,34276,3128,256,212,0,2660,166,48
2400054,51,51,15820,2045,135,198,0,1712,122,113
2400062,41,41,12825,793,56,88,0,649,35,11
2400070,38,38,12219,796,44,142,0,610,33,22
2400078,68,68,21760,1283,64,95,0,1124,70,21
2400086,199,199,68634,12349,994,754,0,10601,784,157
2400094,39,39,12111,1273,56,142,0,1075,71,12
2500001,1995,1995,659655,161441,13350,13215,0,134876,7396,673
2500004,89,89,25676,4298,209,869,0,3220,131,22
2500007,26,26,7817,1014,73,123,0,818,42,3
2500010,29,29,8756,2116,136,201,0,1779,77,14
2500013,15,15,4503,768,32,75,0,661,12,2
2500016,9,9,2702,583,29,54,0,500,22,4
2500019,27,27,7695,2268,55,282,0,1931,44,1
2500022,57,57,17059,1758,110,281,0,1367,67,11
2500025,23,23,7130,1138,32,110,0,996,39,6
2500028,50,50,16061,3754,360,289,0,3105,209,7
2500031,32,32,9297,1503,72,152,0,1279,64,4
2500034,23,23,7055,1180,41,72,0,1067,38,5
2500036,54,54,16554,1106,104,378,0,624,66,10
2500037,46,46,11659,1451,68,269,0,1114,60,5
2500038,79,79,25465,5014,344,641,0,4029,228,21
2500040,19,19,5854,2041,81,112,0,1848,27,2
2500043,27,27,8355,647,52,232,0,363,24,6
2500046,17,17,5174,549,11,48,0,490,28,20
2500049,19,19,5671,718,35,75,0,608,22,2
2500051,35,35,10494,1627,99,301,0,1227,79,9
2500052,23,23,7257,718,47,133,0,538,41,4
2500054,259,259,83885,20259,1770,1576,0,16913,1006,80
2500055,12,12,3761,1462,51,302,0,1109,32,5
2500058,11,11,3404,733,51,115,0,567,33,6
2500061,285,285,91011,21726,1712,1890,0,18124,1025,102
2500064,155,155,49561,12649,1007,794,0,10848,925,87
2500067,14,14,4496,1566,93,190,0,1283,64,2
2500069,64,64,20694,623,30,70,0,523,21,5
2500070,32,32,10138,1411,64,201,0,1146,70,8
2500073,34,34,10240,1898,116,202,0,1580,66,5
2500076,33,33,8775,747,113,288,0,346,48,1
2500079,32,32,10248,1640,117,185,0,1338,67,8
2500082,17,17,5330,816,28,57,0,731,15,4
2500085,75,75,20950,4581,273,803,0,3505,130,21
2500088,16,16,4799,1014,25,104,0,885,17,3
2500091,40,40,12267,756,44,309,0,403,47,9
2500093,144,144,46331,5724,483,1325,0,3916,431,73
2500094,45,45,13432,2976,131,311,0,2534,119,6
2500097,14,14,4160,637,27,57,0,553,10,1
2500100,336,336,109337,19282,1266,1776,0,16240,850,97
2600001,845,845,281077,70026,6348,3557,0,60121,4253,268
2600005,9,9,2753,562,35,46,0,481,25,2
2600010,191,191,62979,12291,1113,798,0,10380,888,51
2600020,79,79,24524,5521,457,490,0,4574,330,18
2600025,17,17,5632,857,53,110,0,694,42,1
2600030,35,35,11022,1826,164,129,0,1533,110,10
2600040,24,24,7471,1715,97,228,0,1390,63,12
2600050,94,94,30764,4879,514,508,0,3857,351,32
2600060,110,110,35335,5845,663,608,0,4574,382,43
2600070,19,19,5835,977,58,69,0,850,44,0
2600080,91,91,31021,4218,303,272,0,3643,266,18
2600090,21,21,6130,1438,95,130,0,1213,74,7
2700001,1621,1621,527461,148359,13009,5501,0,129849,7596,515
2700004,5,5,1566,337,11,40,0,286,11,1
2700007,15,15,3681,709,21,43,0,645,18,2
2700010,22,22,7239,1568,95,158,0,1315,55,5
2700013,86,86,27490,5859,484,380,0,4995,392,23
2700016,24,24,7874,1643,83,103,0,1457,83,1
2700019,595,595,191130,36829,5418,3135,0,28276,2652,196
2700022,16,16,4582,764,53,83,0,628,39,4
2700025,35,35,8283,1312,78,159,0,1075,62,2
2700028,6,6,1842,468,15,42,0,411,9,0
2700031,6,6,1861,428,14,24,0,390,11,0
2700034,16,16,5146,1375,45,96,0,1234,59,2
2700037,16,16,3803,844,44,109,0,691,27,5
2700040,11,11,2187,528,22,40,0,466,10,3
2700043,20,20,5656,1145,54,105,0,986,57,3
2700045,98,98,30233,4016,378,425,0,3213,215,14
2700046,20,20,5328,1225,70,88,0,1067,32,2
2700049,10,10,2908,876,38,53,0,785,17,30
2700052,10,10,3111,729,68,86,0,575,49,3
2700055,14,14,4432,865,43,125,0,697,28,5
2700058,36,36,10646,2850,276,242,0,2332,163,6
2700061,34,34,10415,2300,148,213,0,1939,150,11
2700064,13,13,3523,1114,78,101,0,935,40,2
2700067,9,9,2633,510,15,42,0,453,6,7
2700070,14,14,4459,434,30,52,0,352,27,0
2700071,44,44,12571,2544,139,218,0,2187,46,9
2700073,6,6,1702,315,17,27,0,271,9,1
2700074,46,46,13378,2571,189,296,0,2086,100,13
2700075,17,17,4066,519,20,90,0,409,27,2
2700076,8,8,2267,410,13,37,0,360,12,0
2700079,16,16,3574,949,30,63,0,856,12,2
2700080,22,22,6222,615,25,73,0,517,37,2
2700082,682,682,220850,66015,5755,2864,0,57396,3712,261
2700085,14,14,2727,680,27,35,0,618,12,1
2700088,13,13,3574,630,36,98,0,496,28,5
2700091,416,416,132989,30270,2878,1720,0,25672,1990,141
2700094,23,23,5763,1224,55,92,0,1077,33,4
2700097,16,16,4475,1297,36,89,0,1172,41,2
2700100,7,7,2074,437,10,22,0,405,10,1
2700103,15,15,4699,747,54,97,0,596,40,4
2700106,14,14,4554,556,55,64,0,437,48,1
2700109,8,8,2202,390,28,56,0,306,15,0
2700112,12,12,3528,531,42,44,0,445,46,2
2700115,6,6,1421,452,6,29,0,417,7,0
2700118,14,14,4206,560,23,65,0,472,23,0
2700119,19,19,5973,1408,36,130,0,1242,52,2
2700120,36,36,10484,1323,69,87,0,1167,46,2
2700121,117,117,37185,8329,593,536,0,7200,324,31
2700124,34,34,10604,2446,180,195,0,2071,202,7
2700127,8,8,2397,580,13,60,0,507,14,1
2700130,56,56,16811,3665,191,178,0,3296,174,9
2700133,18,18,5424,1238,49,75,0,1114,27,3
2700136,29,29,8356,1808,149,183,0,1476,81,9
2700139,17,17,3987,890,37,68,0,785,19,7
2700142,13,13,4146,909,32,92,0,785,37,3
2700145,33,33,10114,2465,151,175,0,2139,129,6
2700148,14,14,3669,724,20,98,0,606,21,3
2700151,6,6,1618,319,13,25,0,281,12,1
2700154,8,8,2669,693,24,39,0,630,28,2
2700157,13,13,4027,1140,57,80,0,1003,33,5
2700160,414,414,131233,34454,3440,1939,0,29075,2097,151
2700163,12,12,3899,876,36,26,0,814,45,0
2700166,46,46,13402,2252,117,88,0,2047,133,5
2700167,22,22,6692,496,31,45,0,420,18,2
2700169,85,85,26678,2289,218,301,0,1770,134,13
2700172,86,86,25122,4645,309,453,0,3883,184,19
2700174,78,78,25382,3800,338,408,0,3054,212,30
2700175,27,27,6851,1495,69,145,0,1281,65,27
2700178,10,10,3012,464,23,61,0,380,52,1
2700181,153,153,46971,12779,1064,550,0,11165,840,35
2700184,7,7,2306,335,21,30,0,284,14,0
2700187,17,17,4505,1137,53,72,0,1012,34,6
2700190,11,11,2286,463,13,38,0,412,10,2
2700193,82,82,25405,3606,264,296,0,3046,113,3
2700194,12,12,3461,646,46,107,0,493,20,1
2700195,9,9,2417,622,26,25,0,571,14,0
2700196,23,23,6503,1674,95,188,0,1391,50,8
2700199,79,79,25701,6894,581,322,0,5991,288,17
2700202,28,28,8928,1603,77,96,0,1430,66,5
2700205,23,23,5765,753,24,40,0,689,24,2
2700208,14,14,3705,779,30,57,0,692,32,5
2700211,19,19,5819,1429,94,171,0,1164,54,4
2700217,17,17,5307,974,60,57,0,857,44,6
2700219,5,5,1493,419,17,34,0,368,10,3
2700220,54,54,16952,3204,287,262,0,2655,152,16
2700221,23,23,7353,1761,95,103,0,1563,87,8
2700223,26,26,8402,1638,144,59,0,1435,75,0
2800001,665,665,223915,48024,5497,7546,0,34981,2887,320
2800010,33,33,10575,979,39,124,0,816,23,2
2800020,37,37,10629,616,29,87,0,500,36,3
2800030,28,28,8778,999,57,219,0,723,53,5
2800040,161,161,51338,7935,865,966,0,6104,391,60
2800041,47,47,15270,1802,157,211,0,1434,80,9
2800042,37,37,9931,1090,61,193,0,836,53,11
2800045,17,17,5192,737,39,147,0,551,22,11
2800048,59,59,18720,2278,66,251,0,1961,68,8
2800049,53,53,15527,1056,59,146,0,851,43,8
2800050,35,35,11288,699,40,110,0,549,49,5
2800055,63,63,20315,1597,117,272,0,1208,59,10
2800060,102,102,30567,3336,113,682,0,2541,136,10
2800080,52,52,15882,2883,276,827,0,1780,152,23
2800100,76,76,23534,2465,170,383,0,1912,114,20
2800120,41,41,13249,1317,101,458,0,758,81,9
2800160,118,118,36814,4977,433,1035,0,3509,323,47
2800180,74,74,21765,2196,121,403,0,1672,87,17
2800190,40,40,12438,1285,79,175,0,1031,39,4
2800200,153,153,48859,4248,351,731,0,3166,225,30
2800220,158,158,47932,2773,138,835,0,1800,138,27
2800240,55,55,17966,1777,108,282,0,1387,68,8
2800260,90,90,28071,3031,211,413,0,2407,125,22
2800280,79,79,21965,1848,35,216,0,1597,53,13
2800300,84,84,26427,2132,304,447,0,1381,141,15
2800320,68,68,21639,3022,250,723,0,2049,131,22
2900001,1425,1425,470989,125899,12202,5698,0,107999,7062,445
2900004,16,16,3888,1253,48,75,0,1130,31,3
2900007,30,30,9238,1500,101,121,0,1278,74,3
2900010,24,24,6802,705,53,45,0,607,40,2
2900013,28,28,8904,1209,37,86,0,1086,36,1
2900016,35,35,10696,1508,175,161,0,1172,141,9
2900019,56,56,17005,3210,84,587,0,2539,96,8
2900022,56,56,17376,2546,246,214,0,2086,153,13
2900025,34,34,10546,1939,148,144,0,1647,131,10
2900028,19,19,5799,940,35,85,0,820,70,6
2900031,28,28,8512,1764,169,334,0,1261,97,7
2900034,60,60,19041,1684,114,245,0,1325,74,10
2900037,25,25,7382,1881,63,133,0,1685,45,10
2900040,127,127,42544,6715,528,903,0,5284,428,34
2900043,25,25,7299,1547,58,83,0,1406,27,2
2900046,190,190,63329,15834,1418,1306,0,13110,1432,81
2900049,21,21,6379,972,72,106,0,794,61,4
2900052,61,61,19925,4575,461,461,0,3653,421,26
2900055,94,94,28675,3700,194,309,0,3197,217,18
2900058,85,85,26744,6423,426,664,0,5333,463,26
2900061,21,21,5946,901,38,88,0,775,34,1
2900064,63,63,22935,4707,454,378,0,3875,365,20
2900067,30,30,9588,1478,78,143,0,1257,128,4
2900070,50,50,15792,1923,174,180,0,1569,112,9
2900073,100,100,34460,3929,337,289,0,3303,202,16
2900076,96,96,30588,5365,571,405,0,4389,389,27
2900079,104,104,33147,6437,683,371,0,5383,417,48
2900080,13,13,3871,535,42,54,0,439,12,1
2900082,49,49,15378,1967,115,213,0,1639,89,10
2900085,80,80,24250,3271,184,369,0,2718,142,14
2900087,27,27,8737,814,44,61,0,709,34,0
2900088,19,19,5803,890,106,92,0,692,38,3
2900089,78,78,24824,2614,152,450,0,2012,176,12
2900091,27,27,8087,1233,90,115,0,1028,54,3
2900094,65,65,20752,3576,239,344,0,2993,246,17
2900097,61,61,18580,1402,91,209,0,1102,91,2
2900100,15,15,4538,428,17,39,0,372,31,0
2900103,73,73,21980,3630,173,364,0,3093,173,9
2900105,41,41,13293,2684,162,184,0,2338,171,14
2900106,34,34,10953,1939,101,256,0,1582,66,6
2900109,42,42,12517,2696,157,225,0,2314,137,4
2900112,25,25,5940,1351,52,299,0,1000,42,2
2900115,18,18,4801,1078,79,83,0,916,43,4
2900118,16,16,4946,1418,62,159,0,1197,25,6
2900121,41,41,12089,2091,183,168,0,1740,88,9
2900124,26,26,7191,1127,46,106,0,975,63,0
2900127,18,18,5291,963,52,71,0,840,26,2
3100001,5443,5437,1841675,307389,30497,15522,0,261370,17231,1359
3100004,40,40,12566,1476,157,188,0,1131,95,7
3100007,62,62,20083,1920,219,137,0,1564,106,8
3100010,67,67,19000,2011,150,225,0,1636,104,3
3100013,21,21,5932,699,17,65,0,617,34,1
3100016,47,47,13470,1446,101,145,0,1200,73,8
3100019,730,725,237167,19905,4202,4131,0,11572,1154,190
3100022,354,354,110301,17929,2148,1211,0,14570,1110,95
3100025,70,70,21147,1765,191,160,0,1414,87,3
3100028,91,91,27806,5292,348,540,0,4404,280,33
3100031,246,246,85518,9120,1381,833,0,6906,542,53
3100034,373,373,122473,20358,1924,1392,0,17042,1445,159
3100037,123,123,38596,3380,312,373,0,2695,152,18
3100040,56,56,15597,1842,171,238,0,1433,142,14
3100043,33,33,7842,1230,57,138,0,1035,62,6
3100046,25,25,6649,558,28,60,0,470,41,4
3100049,175,175,56586,5367,823,561,0,3983,380,44
3100052,39,39,10688,1082,66,133,0,883,59,4
3100055,169,169,55334,5930,964,655,0,4311,346,33
3100058,60,60,19342,2096,255,153,0,1688,107,11
3100061,94,94,30357,4320,684,615,0,3021,263,45
3100064,381,381,127267,17460,2141,1119,0,14200,1109,82
3100067,47,47,14347,1575,171,137,0,1267,75,3
3100070,93,93,28487,3407,293,218,0,2896,168,20
3100073,37,37,11743,1403,123,154,0,1126,79,9
3100076,37,37,11129,787,84,83,0,620,47,6
3100079,885,885,290179,40608,4802,2795,0,33011,3120,247
3100082,138,138,42926,4632,674,580,0,3378,281,29
3100085,55,55,16362,1760,173,240,0,1347,116,10
3100088,50,50,16195,1587,134,166,0,1287,71,8
3100091,109,109,31633,5807,560,479,0,4768,311,42
3100094,54,54,15356,1633,180,170,0,1283,107,5
3100097,120,120,38319,4721,450,474,0,3797,275,21
3100100,46,46,13046,1870,131,188,0,1551,97,13
3100103,58,58,16992,2638,219,343,0,2076,146,19
3100106,534,534,175038,28800,3420,1968,0,23412,1831,131
3100109,19,19,5508,603,44,70,0,489,28,7
3100112,33,33,7622,1144,60,99,0,985,43,6
3100115,38,38,11440,1107,121,191,0,795,60,7
3100118,52,52,15794,1615,199,162,0,1254,98,10
3100121,343,342,113020,13105,1829,1551,0,9725,870,91
3100124,124,124,40245,4525,604,532,0,3389,284,32
4000001,260,260,83651,18047,1080,1394,0,15573,844,90
4000005,127,127,39873,7513,458,1090,0,5965,423,31
4000010,115,115,36726,3650,309,906,0,2435,331,40
4000015,12,12,3804,584,29,101,0,454,9,7
4000017,44,44,13998,1102,99,255,0,748,96,15
4000020,13,13,4051,848,32,101,0,715,19,2
4000025,128,128,41277,6334,665,885,0,4784,527,32
4400001,420,420,138633,29134,2351,2634,0,24149,2021,178
4400002,14,14,4530,612,46,82,0,484,19,4
4400003,73,73,24481,2003,187,479,0,1337,167,15
4400004,27,27,8562,1216,105,174,0,937,75,5
4400005,52,52,16267,1627,98,144,0,1385,78,12
4400006,36,36,11828,907,69,140,0,698,58,3
4400007,40,40,13017,1100,79,231,0,790,65,3
4400009,63,63,20215,1990,106,264,0,1620,143,13
4400010,133,133,41955,4287,348,727,0,3212,322,25
4400012,25,25,7866,520,28,72,0,420,29,9
4400016,24,24,6940,446,37,93,0,316,15,1
4400017,15,15,4052,586,20,68,0,498,14,0
4400020,35,35,10921,1392,138,272,0,982,57,7
4400022,32,32,9026,467,23,128,0,316,42,3
4400024,20,20,6245,283,18,32,0,233,16,4
4400040,19,19,5915,747,44,88,0,615,23,2
4600001,424,424,135664,38769,3158,2207,0,33404,2602,190
4600040,94,94,29916,8266,776,531,0,6959,406,31
4600120,6,6,1856,429,13,25,0,391,9,4
4600320,34,34,7960,2050,72,165,0,1813,43,3
4600480,4,4,1021,66,0,10,0,56,4,0
4600520,42,42,12008,3275,214,275,0,2786,268,20
4600540,41,41,12638,3558,285,269,0,3004,199,18
4600560,27,27,6608,1877,77,166,0,1634,47,3
4600640,31,31,8928,1832,129,212,0,1491,57,7
4600680,90,90,28252,7935,371,570,0,6994,252,15
4600700,27,27,8477,2338,122,219,0,1997,73,9
4600760,5,5,1231,284,7,14,0,263,9,2
4600800,10,10,2833,937,42,56,0,839,18,1
4600815,6,6,1828,187,7,26,0,154,8,2
