mpio_reg_code_7,votantes,votos_validos,votos_blanco,votos_nulos,votos_no_marcados,mesas_total,mesas_escrutadas,indig_0006,indig_0011,indig_0188,indig_0234,indig_0237,indig_0252,indig_0285,indig_0300,indig_0306,indig_0347
1100025,139,83,26,14,42,137,123,4,24,19,1,0,0,3,4,2,0
1100027,14,2,0,3,9,17,17,0,0,0,0,0,0,0,0,0,0
1100028,183,30,15,62,91,74,73,5,1,0,0,0,0,0,2,5,2
1100029,64,31,8,23,10,48,48,0,0,0,0,0,0,0,0,0,0
1100031,2866,2622,79,122,122,65,65,0,0,0,0,0,0,0,0,0,0
1100034,4387,3995,88,150,242,34,34,0,0,0,0,0,0,0,0,0,0
1100037,213,198,5,10,5,31,31,0,0,0,0,0,0,0,0,0,0
1100040,235,145,16,14,76,54,54,0,0,0,0,0,0,0,0,0,0
1100043,345,331,3,0,14,62,62,0,0,0,0,0,0,0,0,0,0
1100046,12,10,1,0,2,49,49,0,0,0,0,0,0,0,0,0,0
1100049,839,742,47,28,69,72,72,0,0,0,0,0,0,0,0,0,0
1100052,1968,1681,154,72,215,77,77,0,0,0,0,0,0,0,0,0,0
1100053,77,11,5,30,36,25,25,0,0,0,0,0,0,0,0,0,0
1100055,6126,5576,241,294,256,81,81,0,0,0,0,0,0,0,0,0,0
1100058,216,180,30,17,19,93,92,4,126,13,0,0,1,3,1,1,1
1100060,133,94,13,11,28,26,26,0,0,0,0,0,0,0,0,0,0
1100061,813,659,71,51,103,105,105,0,0,0,0,0,0,0,0,0,0
1100064,183,71,38,64,48,104,104,0,0,0,0,0,0,0,0,0,0
1100067,525,433,51,19,73,32,32,0,0,0,0,0,0,0,0,0,0
1100070,62,33,5,13,16,30,30,0,0,0,0,0,0,0,0,0,0
1100073,238,152,12,20,66,24,24,0,0,0,0,0,0,0,0,0,0
1100076,2255,1886,358,145,224,247,247,0,0,0,0,0,0,0,0,0,0
1100079,152,139,8,4,9,19,19,0,0,0,0,0,0,0,0,0,0
1100082,4723,4193,321,194,336,81,81,0,0,0,0,0,0,0,0,0,0
1100085,346,286,11,15,45,29,29,0,0,0,0,0,0,0,0,0,0
1100086,27,3,3,3,21,23,23,0,0,0,0,0,0,0,0,0,0
1100087,753,519,116,69,165,62,62,0,0,0,0,0,0,0,0,0,0
1100088,288,231,29,24,33,93,93,0,0,0,0,0,0,0,0,0,0
1100091,254,216,19,29,9,61,59,1,156,37,0,0,0,3,0,0,0
1100094,6112,5406,302,287,419,68,68,0,0,0,0,0,0,0,0,0,0
1100097,691,533,54,42,116,44,44,0,0,0,0,0,0,0,0,0,0
1100098,123,51,24,29,43,49,49,0,0,0,0,0,0,0,0,0,0
1200001,3793,2899,633,499,395,1047,1044,136,1711,116,165,8,7,60,20,40,3
1200075,711,363,124,200,148,245,245,0,0,0,0,0,0,0,0,0,0
1200150,852,738,44,59,55,157,156,577,63,6,2,7,2,22,0,14,1
1200170,116,20,12,42,54,53,53,0,0,0,0,0,0,0,0,0,0
1200180,402,319,19,65,18,62,61,1,294,0,4,0,0,0,1,0,0
1200200,444,224,60,126,94,104,104,0,0,0,0,0,0,0,0,0,0
1200225,164,52,28,61,51,100,100,0,0,0,0,0,0,0,0,0,0
1200300,245,121,12,68,56,86,86,0,0,0,0,0,0,0,0,0,0
1200375,236,51,27,109,76,77,75,0,19,0,4,0,0,1,0,0,0
1200410,246,64,36,108,74,82,82,0,0,0,0,0,0,0,0,0,0
1200415,271,70,47,120,81,86,86,0,0,0,0,0,0,0,0,0,0
1200450,162,98,6,34,30,38,38,0,0,0,0,0,0,0,0,0,0
1200525,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0
1200600,111,13,5,47,51,39,39,0,0,0,0,0,0,0,0,0,0
1200608,143,59,22,45,39,101,101,0,0,0,0,0,0,0,0,0,0
1200625,88,28,11,37,23,31,31,0,0,0,0,0,0,0,0,0,0
1200650,102,57,2,41,4,52,52,0,0,0,0,0,0,0,0,0,0
1200700,65,14,7,31,20,53,53,0,0,0,0,0,0,0,0,0,0
1200720,186,51,13,53,82,73,73,0,0,0,0,0,0,0,0,0,0
1200750,39,3,2,22,14,56,56,0,0,0,0,0,0,0,0,0,0
1200800,82,44,33,23,15,65,65,0,0,0,0,0,0,0,0,0,0
1200825,162,61,20,68,33,74,73,1,37,0,2,0,0,1,0,0,0
1200850,112,33,3,47,32,55,55,0,0,0,0,0,0,0,0,0,0
1200875,37,32,0,3,2,63,63,0,0,0,0,0,0,0,0,0,0
1200900,25,8,4,10,7,38,38,0,0,0,0,0,0,0,0,0,0
1300001,2501,1451,762,544,506,1138,1116,50,525,35,7,9,3,25,10,15,10
1300004,93,8,7,52,33,117,117,0,0,0,0,0,0,0,0,0,0
1300007,100,17,15,66,17,64,64,0,0,0,0,0,0,0,0,0,0
1300009,35,6,1,14,15,58,56,0,3,0,0,0,0,1,1,0,0
1300010,523,179,91,175,169,238,231,6,53,3,3,1,5,4,2,8,3
1300013,161,37,24,65,59,152,149,4,5,2,0,0,0,0,0,2,0
1300014,111,6,4,60,45,52,51,0,1,0,0,1,0,0,0,0,0
1300016,32,2,2,16,14,43,42,0,0,0,0,0,0,0,0,0,0
1300019,217,137,13,48,32,137,134,3,116,0,2,0,0,2,0,1,0
1300020,85,20,17,35,30,41,41,0,0,0,0,0,0,0,0,0,0
1300022,415,87,54,228,100,287,281,14,7,1,3,0,0,1,3,2,2
1300023,24,5,4,16,3,56,56,0,0,0,0,0,0,0,0,0,0
1300024,71,12,7,42,17,46,46,0,0,0,0,0,0,0,0,0,0
1300025,303,141,65,112,50,187,186,1,71,0,0,0,0,1,3,0,0
1300027,83,14,10,34,35,69,68,1,0,3,0,0,0,0,0,0,0
1300028,229,70,44,94,65,162,160,3,10,2,1,1,0,3,1,3,2
1300031,120,11,11,65,44,90,88,0,0,0,0,0,0,0,0,0,0
1300032,184,94,19,60,30,102,102,0,0,0,0,0,0,0,0,0,0
1300033,44,10,7,16,18,65,63,0,0,0,0,0,0,0,3,0,0
1300034,139,99,17,27,13,47,46,1,71,7,0,0,0,2,0,1,0
1300037,234,73,41,99,62,271,265,2,20,2,1,0,0,0,1,3,3
1300040,141,42,13,61,38,99,97,2,24,0,0,0,0,1,0,1,1
1300043,172,42,32,93,37,78,74,0,8,0,0,0,0,2,0,0,0
1300046,75,19,10,38,18,92,90,0,8,0,0,0,0,0,1,0,0
1300049,52,6,3,34,12,69,67,0,3,0,0,0,0,0,0,0,0
1300052,98,17,9,40,41,31,31,0,0,0,0,0,0,0,0,0,0
1300055,43,14,7,21,8,116,116,0,0,0,0,0,0,0,0,0,0
1300058,772,549,59,85,138,231,226,0,462,14,1,1,2,6,3,1,0
1300060,714,607,42,37,70,89,89,0,0,0,0,0,0,0,0,0,0
1300061,116,57,9,27,32,93,91,2,39,0,1,0,0,0,6,0,0
1500004,3,1,0,1,1,30,30,0,0,0,0,0,0,0,0,0,0
1500007,4,4,1,0,0,17,17,0,0,0,0,0,0,0,0,0,0
1500010,34,18,12,5,11,41,41,0,0,0,0,0,0,0,0,0,0
1500013,27,21,20,6,0,38,38,0,0,0,0,0,0,0,0,0,0
1500016,10,8,0,1,1,31,31,0,0,0,0,0,0,0,0,0,0
1500019,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
1500022,2,2,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0
1500025,57,40,20,14,3,23,23,0,0,0,0,0,0,0,0,0,0
1500029,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
1500030,61,21,17,20,20,31,31,0,0,0,0,0,0,0,0,0,0
1500031,323,223,158,62,38,201,201,0,0,0,0,0,0,0,0,0,0
1500034,42,4,4,9,29,37,37,0,0,0,0,0,0,0,0,0,0
1500037,9,5,1,1,3,48,48,0,0,0,0,0,0,0,0,0,0
1500040,82,33,17,5,44,21,21,0,0,0,0,0,0,0,0,0,0
1500043,77,51,45,23,3,52,52,0,0,0,0,0,0,0,0,0,0
1500046,66,53,23,3,10,96,96,0,0,0,0,0,0,0,0,0,0
1500049,42,32,26,5,5,17,17,0,0,0,0,0,0,0,0,0,0
1500052,4,0,0,0,4,13,13,0,0,0,0,0,0,0,0,0,0
1500055,575,454,201,80,41,360,359,38,77,14,8,64,3,20,3,20,6
1500058,23,7,4,8,8,26,26,0,0,0,0,0,0,0,0,0,0
1500061,1,1,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0
1500064,29,14,12,6,9,53,53,0,0,0,0,0,0,0,0,0,0
1500067,73,18,13,27,28,73,73,0,0,0,0,0,0,0,0,0,0
1500070,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0
1500072,273,127,98,89,57,61,61,0,0,0,0,0,0,0,0,0,0
1500076,695,431,278,210,54,325,325,0,0,0,0,0,0,0,0,0,0
1500079,13,12,10,1,0,32,32,0,0,0,0,0,0,0,0,0,0
1500085,4,3,3,0,1,18,18,0,0,0,0,0,0,0,0,0,0
1500088,529,395,218,73,61,250,250,0,0,0,0,0,0,0,0,0,0
1500091,4,4,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0
1500094,742,421,215,158,163,372,372,0,0,0,0,0,0,0,0,0,0
1500097,1,0,0,0,1,19,19,0,0,0,0,0,0,0,0,0,0
1500100,56,51,24,4,1,38,38,0,0,0,0,0,0,0,0,0,0
1500103,37,16,11,5,16,29,29,0,0,0,0,0,0,0,0,0,0
1500106,8,7,7,0,1,10,10,0,0,0,0,0,0,0,0,0,0
1500109,549,390,108,92,67,267,267,0,0,0,0,0,0,0,0,0,0
1500112,17,4,0,0,13,30,30,0,0,0,0,0,0,0,0,0,0
1500115,34,25,20,6,3,77,77,0,0,0,0,0,0,0,0,0,0
1500118,69,27,26,23,19,38,38,0,0,0,0,0,0,0,0,0,0
1500121,46,46,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1500124,20,15,13,3,2,17,17,0,0,0,0,0,0,0,0,0,0
1500127,15,4,1,4,7,16,16,0,0,0,0,0,0,0,0,0,0
1500128,6,4,3,2,0,15,15,0,0,0,0,0,0,0,0,0,0
1500130,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1500132,30,9,8,13,8,21,21,0,0,0,0,0,0,0,0,0,0
1500133,17,17,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1500136,3,1,0,1,1,18,18,0,0,0,0,0,0,0,0,0,0
1500139,64,45,32,8,11,80,80,0,0,0,0,0,0,0,0,0,0
1500142,73,30,24,27,16,87,87,0,0,0,0,0,0,0,0,0,0
1500145,5,4,0,0,1,28,28,0,0,0,0,0,0,0,0,0,0
1500148,1,1,1,0,0,20,20,0,0,0,0,0,0,0,0,0,0
1500151,11,11,1,0,0,44,44,0,0,0,0,0,0,0,0,0,0
1500154,30,22,3,0,8,24,24,0,0,0,0,0,0,0,0,0,0
1500157,1,1,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
1500160,1081,771,407,211,99,273,273,0,0,0,0,0,0,0,0,0,0
1500163,4,4,2,0,0,13,13,0,0,0,0,0,0,0,0,0,0
1500166,14,8,5,1,5,26,26,0,0,0,0,0,0,0,0,0,0
1500169,430,357,121,37,36,292,292,0,0,0,0,0,0,0,0,0,0
1500172,36,35,0,1,0,9,9,0,0,0,0,0,0,0,0,0,0
1500175,25,19,6,5,1,35,35,0,0,0,0,0,0,0,0,0,0
1500178,11,2,2,5,4,20,20,0,0,0,0,0,0,0,0,0,0
1500181,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
1500184,37,2,1,1,34,17,17,0,0,0,0,0,0,0,0,0,0
1500190,43,14,10,8,21,75,75,0,0,0,0,0,0,0,0,0,0
1500193,17,5,4,3,9,16,16,0,0,0,0,0,0,0,0,0,0
1500196,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
1500198,54,22,18,18,14,26,26,0,0,0,0,0,0,0,0,0,0
1500199,25,16,3,4,5,26,26,0,0,0,0,0,0,0,0,0,0
1500202,24,17,8,3,4,42,42,0,0,0,0,0,0,0,0,0,0
1500205,1,1,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
1500208,18,6,4,6,6,14,14,0,0,0,0,0,0,0,0,0,0
1500211,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0
1500214,3,3,3,0,0,21,21,0,0,0,0,0,0,0,0,0,0
1500217,43,7,1,13,23,23,23,0,0,0,0,0,0,0,0,0,0
1500218,38,27,22,9,2,40,40,0,0,0,0,0,0,0,0,0,0
1500220,35,10,9,14,11,28,28,0,0,0,0,0,0,0,0,0,0
1500223,27,11,5,8,8,25,25,0,0,0,0,0,0,0,0,0,0
1500226,14,2,2,3,9,17,17,0,0,0,0,0,0,0,0,0,0
1500229,12,10,9,2,0,32,32,0,0,0,0,0,0,0,0,0,0
1500232,10,5,4,4,1,30,30,0,0,0,0,0,0,0,0,0,0
1500235,15,12,7,2,1,30,30,0,0,0,0,0,0,0,0,0,0
1500238,66,40,18,10,16,30,30,0,0,0,0,0,0,0,0,0,0
1500239,40,30,19,6,4,89,89,0,0,0,0,0,0,0,0,0,0
1500241,61,32,21,13,16,62,62,0,0,0,0,0,0,0,0,0,0
1500244,18,14,10,0,4,33,33,0,0,0,0,0,0,0,0,0,0
1500247,2816,1939,1146,561,316,1036,1035,126,315,70,37,9,19,89,40,53,35
1500250,77,54,36,16,7,65,65,0,0,0,0,0,0,0,0,0,0
1500256,107,53,49,24,30,41,41,0,0,0,0,0,0,0,0,0,0
1500259,53,39,32,9,5,38,38,0,0,0,0,0,0,0,0,0,0
1500262,1,1,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0
1500265,1,1,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0
1500268,1,1,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
1500271,104,90,34,11,3,58,58,0,0,0,0,0,0,0,0,0,0
1500274,5,5,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0
1500277,11,2,2,3,6,24,24,0,0,0,0,0,0,0,0,0,0
1500280,147,85,50,43,19,58,58,0,0,0,0,0,0,0,0,0,0
1500283,4,3,2,0,1,15,15,0,0,0,0,0,0,0,0,0,0
1500286,1,1,1,0,0,10,10,0,0,0,0,0,0,0,0,0,0
1500289,10,7,2,1,2,41,41,0,0,0,0,0,0,0,0,0,0
1500292,420,273,130,104,43,126,126,0,0,0,0,0,0,0,0,0,0
1500295,27,4,3,7,16,14,14,0,0,0,0,0,0,0,0,0,0
1500298,36,11,10,12,13,35,35,0,0,0,0,0,0,0,0,0,0
1500301,16,16,4,0,0,20,20,0,0,0,0,0,0,0,0,0,0
1500304,222,197,26,20,5,119,118,14,135,0,0,0,0,15,0,6,1
1500307,3,3,1,0,0,23,23,0,0,0,0,0,0,0,0,0,0
1500316,3,2,1,0,1,16,16,0,0,0,0,0,0,0,0,0,0
1500318,5,3,3,0,2,14,14,0,0,0,0,0,0,0,0,0,0
1500319,1,1,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0
1500322,1,1,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
1500323,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
1500325,50,34,11,5,11,45,45,0,0,0,0,0,0,0,0,0,0
1500328,23,4,3,4,15,81,81,0,0,0,0,0,0,0,0,0,0
1500331,27,26,3,0,1,39,39,0,0,0,0,0,0,0,0,0,0
1500334,29,2,2,14,13,39,39,0,0,0,0,0,0,0,0,0,0
1500337,8,0,0,0,8,13,13,0,0,0,0,0,0,0,0,0,0
1500340,594,416,273,112,66,336,336,0,0,0,0,0,0,0,0,0,0
1600001,20027,14713,8065,3145,2169,18157,18147,571,2207,772,540,187,247,1238,222,435,229
1700001,1403,590,277,453,360,283,279,5,270,11,2,0,1,8,13,1,2
1700002,30,6,5,14,10,28,27,0,1,0,0,0,0,0,0,0,0
1700004,46,7,2,9,30,37,37,0,0,0,0,0,0,0,0,0,0
1700006,254,209,3,20,25,54,48,2,204,0,0,0,0,0,0,0,0
1700007,310,28,6,6,276,31,23,0,16,0,6,0,0,0,0,0,0
1700008,124,61,11,25,38,30,30,0,0,0,0,0,0,0,0,0,0
1700010,8,4,1,4,0,45,32,0,2,0,0,0,0,1,0,0,0
1700011,28,13,13,15,0,36,29,0,0,0,0,0,0,0,0,0,0
1700012,74,25,1,22,27,26,23,0,24,0,0,0,0,0,0,0,0
1700013,63,8,2,29,26,42,42,0,0,0,0,0,0,0,0,0,0
1700014,160,84,10,57,19,18,18,0,0,0,0,0,0,0,0,0,0
1700015,253,80,63,64,109,38,36,2,11,1,1,0,0,0,1,1,0
1700016,355,183,7,31,141,24,24,0,0,0,0,0,0,0,0,0,0
1700017,61,4,4,24,33,19,19,0,0,0,0,0,0,0,0,0,0
1700019,302,40,39,94,168,84,83,0,1,0,0,0,0,0,0,0,0
1700022,11,1,0,10,0,14,14,0,0,0,0,0,0,0,0,0,0
1700025,155,54,18,85,16,32,32,0,0,0,0,0,0,0,0,0,0
1700026,89,82,0,7,0,37,34,0,82,0,0,0,0,0,0,0,0
1700027,280,255,3,7,18,30,29,3,4,245,0,0,0,0,0,0,0
1700028,14,4,2,4,6,26,26,0,0,0,0,0,0,0,0,0,0
1700031,159,111,0,25,23,24,24,0,0,0,0,0,0,0,0,0,0
1700032,2,0,0,2,0,20,20,0,0,0,0,0,0,0,0,0,0
1700034,358,181,19,93,84,53,50,4,150,3,0,0,0,5,0,0,0
1700035,126,41,3,61,24,25,25,0,0,0,0,0,0,0,0,0,0
1700037,33,27,2,2,4,22,22,0,0,0,0,0,0,0,0,0,0
1700038,948,871,13,31,46,43,43,0,0,0,0,0,0,0,0,0,0
1700040,26,0,0,15,11,12,12,0,0,0,0,0,0,0,0,0,0
1700043,155,12,2,62,81,51,51,0,0,0,0,0,0,0,0,0,0
1700048,221,155,11,24,42,34,34,0,0,0,0,0,0,0,0,0,0
1700060,57,27,5,17,13,22,22,0,0,0,0,0,0,0,0,0,0
1700082,214,37,20,18,159,40,40,0,0,0,0,0,0,0,0,0,0
1900001,1036,657,381,215,164,889,889,0,0,0,0,0,0,0,0,0,0
1900004,56,25,12,7,24,71,71,0,0,0,0,0,0,0,0,0,0
1900007,5,4,4,1,0,26,26,0,0,0,0,0,0,0,0,0,0
1900010,8,6,3,2,0,52,52,0,0,0,0,0,0,0,0,0,0
1900013,113,26,24,40,47,58,58,0,0,0,0,0,0,0,0,0,0
1900016,9,5,5,2,2,11,11,0,0,0,0,0,0,0,0,0,0
1900019,9,8,2,1,0,22,22,0,0,0,0,0,0,0,0,0,0
1900022,49,35,29,6,8,83,83,0,0,0,0,0,0,0,0,0,0
1900025,14,14,4,0,0,28,28,0,0,0,0,0,0,0,0,0,0
1900028,32,4,4,11,17,23,23,0,0,0,0,0,0,0,0,0,0
1900031,9,8,2,1,0,13,13,0,0,0,0,0,0,0,0,0,0
1900034,163,48,30,51,64,180,180,0,0,0,0,0,0,0,0,0,0
1900037,10,10,4,0,0,65,65,0,0,0,0,0,0,0,0,0,0
1900040,26,20,16,4,2,46,46,0,0,0,0,0,0,0,0,0,0
1900043,23,0,0,0,23,21,21,0,0,0,0,0,0,0,0,0,0
1900044,143,113,12,11,19,70,70,0,0,0,0,0,0,0,0,0,0
1900046,619,601,2,15,3,26,26,0,0,0,0,0,0,0,0,0,0
1900047,217,185,14,13,19,40,40,0,0,0,0,0,0,0,0,0,0
1900049,583,484,31,42,57,136,136,0,0,0,0,0,0,0,0,0,0
1900050,138,129,6,8,1,17,17,0,0,0,0,0,0,0,0,0,0
1900051,21,14,10,5,2,29,29,0,0,0,0,0,0,0,0,0,0
1900052,5,5,1,0,0,18,18,0,0,0,0,0,0,0,0,0,0
1900055,81,46,40,21,14,68,68,0,0,0,0,0,0,0,0,0,0
1900056,42,27,10,10,5,32,32,0,0,0,0,0,0,0,0,0,0
1900058,76,42,11,18,16,33,33,0,0,0,0,0,0,0,0,0,0
1900061,399,310,97,38,51,332,332,0,0,0,0,0,0,0,0,0,0
1900064,17,15,9,1,1,63,63,0,0,0,0,0,0,0,0,0,0
1900067,7,2,1,3,2,34,34,0,0,0,0,0,0,0,0,0,0
1900070,266,154,41,38,74,87,87,0,0,0,0,0,0,0,0,0,0
1900074,97,17,11,26,54,28,28,0,0,0,0,0,0,0,0,0,0
1900076,28,23,4,2,3,50,50,0,0,0,0,0,0,0,0,0,0
1900079,15,7,4,5,3,42,42,0,0,0,0,0,0,0,0,0,0
1900082,70,54,41,9,7,35,35,0,0,0,0,0,0,0,0,0,0
1900085,25,9,9,6,10,22,22,0,0,0,0,0,0,0,0,0,0
1900088,68,41,22,14,13,54,54,0,0,0,0,0,0,0,0,0,0
1900091,29,19,6,7,3,22,22,0,0,0,0,0,0,0,0,0,0
1900094,30,11,11,9,10,23,23,0,0,0,0,0,0,0,0,0,0
2100001,3316,2263,622,636,417,1233,1233,0,0,0,0,0,0,0,0,0,0
2100008,103,84,7,5,14,36,36,0,0,0,0,0,0,0,0,0,0
2100010,161,96,12,35,30,95,93,54,17,8,0,0,1,2,0,1,1
2100012,100,24,22,53,23,77,75,0,2,0,0,0,0,0,0,0,0
2100013,46,7,2,20,19,30,30,0,0,0,0,0,0,0,0,0,0
2100015,91,1,1,61,29,49,49,0,0,0,0,0,0,0,0,0,0
2100016,1147,791,185,173,183,283,282,40,502,6,39,1,1,10,1,4,2
2100020,58,4,2,39,15,38,38,0,0,0,0,0,0,0,0,0,0
2100025,132,28,5,72,32,162,162,0,0,0,0,0,0,0,0,0,0
2100028,68,36,1,14,18,46,46,0,0,0,0,0,0,0,0,0,0
2100030,167,77,8,41,49,51,51,0,0,0,0,0,0,0,0,0,0
2100031,650,424,66,118,108,176,175,88,253,7,1,1,0,4,0,2,2
2100040,64,11,5,29,24,82,82,0,0,0,0,0,0,0,0,0,0
2100042,64,24,5,20,20,54,54,0,0,0,0,0,0,0,0,0,0
2100046,66,1,1,26,39,32,32,0,0,0,0,0,0,0,0,0,0
2100048,19,1,0,7,11,36,36,0,0,0,0,0,0,0,0,0,0
2100049,97,13,6,67,17,96,93,0,6,0,0,0,0,1,0,0,0
2100052,290,43,40,134,113,132,127,1,1,0,0,0,0,1,0,0,0
2100055,177,66,31,59,52,69,61,0,34,0,0,0,0,0,0,1,0
2100058,40,16,16,24,0,26,25,0,0,0,0,0,0,0,0,0,0
2100060,31,25,2,3,3,43,43,0,0,0,0,0,0,0,0,0,0
2100067,2,2,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0
2100070,60,10,6,30,20,60,60,0,0,0,0,0,0,0,0,0,0
2100073,11,2,1,8,1,32,31,0,1,0,0,0,0,0,0,0,0
2100076,82,28,8,43,11,57,57,0,0,0,0,0,0,0,0,0,0
2100078,9,1,1,3,5,30,29,0,0,0,0,0,0,0,0,0,0
2100079,366,91,24,154,121,66,61,37,2,21,2,2,0,1,1,1,0
2100085,51,6,1,31,14,40,40,0,0,0,0,0,0,0,0,0,0
2100090,88,10,10,42,36,30,30,0,0,0,0,0,0,0,0,0,0
2100095,1043,660,104,190,193,153,152,27,494,8,0,2,0,11,4,10,0
2300001,6399,5848,559,288,263,943,943,0,0,0,0,0,0,0,0,0,0
2300004,121,99,12,13,9,26,26,0,0,0,0,0,0,0,0,0,0
2300007,1973,1799,97,83,91,21,21,0,0,0,0,0,0,0,0,0,0
2300010,80,62,5,3,15,26,26,0,0,0,0,0,0,0,0,0,0
2300013,78,78,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
2300016,597,347,49,128,122,94,88,14,190,74,0,0,0,16,1,1,2
2300017,799,768,11,17,14,18,18,0,0,0,0,0,0,0,0,0,0
2300019,130,108,7,9,13,63,63,0,0,0,0,0,0,0,0,0,0
2300022,15,10,0,1,4,25,25,0,0,0,0,0,0,0,0,0,0
2300025,188,170,3,9,9,35,35,0,0,0,0,0,0,0,0,0,0
2300028,942,881,19,17,44,22,22,0,0,0,0,0,0,0,0,0,0
2300031,1798,1651,77,52,95,36,36,0,0,0,0,0,0,0,0,0,0
2300034,1997,1849,55,65,83,26,26,0,0,0,0,0,0,0,0,0,0
2300037,6909,6298,371,151,460,83,83,0,0,0,0,0,0,0,0,0,0
2300038,45,24,5,9,12,37,37,0,0,0,0,0,0,0,0,0,0
2300039,1996,1807,165,57,132,27,27,0,0,0,0,0,0,0,0,0,0
2300040,520,471,7,14,35,26,26,0,0,0,0,0,0,0,0,0,0
2300041,72,13,7,38,21,62,62,0,0,0,0,0,0,0,0,0,0
2300043,712,669,13,27,16,36,36,0,0,0,0,0,0,0,0,0,0
2300044,160,149,4,5,6,21,21,0,0,0,0,0,0,0,0,0,0
2300046,16,14,0,0,2,39,39,0,0,0,0,0,0,0,0,0,0
2300047,36,1,1,26,9,26,26,0,0,0,0,0,0,0,0,0,0
2300049,427,416,3,6,5,21,21,0,0,0,0,0,0,0,0,0,0
2300052,3475,3186,183,102,187,47,47,0,0,0,0,0,0,0,0,0,0
2300055,84,75,2,6,3,37,37,0,0,0,0,0,0,0,0,0,0
2300058,575,536,30,21,18,17,17,0,0,0,0,0,0,0,0,0,0
2300061,729,677,26,20,32,25,25,0,0,0,0,0,0,0,0,0,0
2300064,164,160,7,2,2,26,26,0,0,0,0,0,0,0,0,0,0
2300067,7180,6415,391,270,495,307,307,0,0,0,0,0,0,0,0,0,0
2300073,68,58,9,7,3,48,47,36,2,4,1,0,0,4,1,0,1
2300076,15,15,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0
2300077,2,2,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
2300078,83,6,5,61,16,20,20,0,0,0,0,0,0,0,0,0,0
2300079,335,277,18,35,23,82,82,0,0,0,0,0,0,0,0,0,0
2300080,1749,1605,97,45,99,31,31,0,0,0,0,0,0,0,0,0,0
2300082,41,33,2,8,0,30,30,0,0,0,0,0,0,0,0,0,0
2300085,84,76,4,4,4,27,27,0,0,0,0,0,0,0,0,0,0
2300088,15,5,3,3,7,32,32,0,0,0,0,0,0,0,0,0,0
2300091,711,649,51,24,38,23,23,0,0,0,0,0,0,0,0,0,0
2300094,47,2,2,35,10,27,27,0,0,0,0,0,0,0,0,0,0
2300095,146,65,12,74,7,55,55,0,0,0,0,0,0,0,0,0,0
2300096,46,45,2,1,0,17,17,0,0,0,0,0,0,0,0,0,0
2300097,56,55,1,1,0,20,20,0,0,0,0,0,0,0,0,0,0
2300098,1582,1414,102,63,105,41,41,0,0,0,0,0,0,0,0,0,0
2300100,2298,2168,33,63,67,37,37,0,0,0,0,0,0,0,0,0,0
2300101,210,204,1,3,3,16,16,0,0,0,0,0,0,0,0,0,0
2300103,376,357,5,5,14,25,25,0,0,0,0,0,0,0,0,0,0
2300106,876,828,28,29,19,47,47,0,0,0,0,0,0,0,0,0,0
2300109,2078,1850,83,73,155,65,65,0,0,0,0,0,0,0,0,0,0
2300112,75,4,3,63,8,39,37,0,0,0,0,0,0,1,0,0,0
2300115,962,911,13,27,24,84,84,0,0,0,0,0,0,0,0,0,0
2300118,59,56,2,1,2,55,55,0,0,0,0,0,0,0,0,0,0
2300120,132,129,4,1,2,21,21,0,0,0,0,0,0,0,0,0,0
2300121,54,52,0,0,2,42,42,0,0,0,0,0,0,0,0,0,0
2300123,13,11,1,1,1,20,20,0,0,0,0,0,0,0,0,0,0
2300124,18,6,0,12,0,42,42,0,0,0,0,0,0,0,0,0,0
2300125,18,4,0,14,0,30,29,0,2,2,0,0,0,0,0,0,0
2300127,1461,1379,16,40,42,28,27,1245,9,55,2,0,0,48,2,0,2
2300130,370,337,7,14,19,19,19,0,0,0,0,0,0,0,0,0,0
2300133,13,9,1,2,2,45,45,0,0,0,0,0,0,0,0,0,0
2300136,887,822,22,24,41,37,37,0,0,0,0,0,0,0,0,0,0
