party_code,candidate_code,candidate_name,votes
0044,000061,OLGA LUCIA RAMOS SAJONA,317
0044,000049,GERARDO SOTOMONTE ANGULO,308
0044,000059,NATALIA ISABEL RINCON GALVAN,303
0044,000086,CESAR AUGUSTO LOAIZA CAPERA,298
0044,000081,EDGAR RICARDO ARDILA GALEANO,279
0044,000082,LUIS GUILLERMO HOYOS MENESES,257
0044,000073,JULIAN ALONSO RESTREPO JARAMILLO,246
0044,000084,DEILLY MOSQUERA MENA,214
0044,000048,GLADIS ARIAS JIMENEZ,193
0044,000085,SINDY PAOLA OLIVEROS GAVIRIA,172
0055,000005,ALEJO VERGEL AREVALO,62305
0055,000003,OLGA MILENA FLOREZ SIERRA,57254
0055,000072,RONALD TENORIO FRANCO,45667
0055,000001,GUSTAVO GARCIA FIGUEROA,37723
0055,000000,SOLO POR LA LISTA,22556
0055,000037,DAVID BALLEN HERNANDEZ,20079
0055,000012,EDGAR ALFONSO GOMEZ ROMAN,15268
0055,000006,MARTHA ROCIO ALFONSO BERNAL,12639
0055,000008,KATIA MILENA OSPINO ACEVEDO,10266
0055,000002,FABIO ARIAS GIRALDO,7907
0055,000010,LUIS CARLOS LEAL ANGARITA,7716
0055,000071,MIGUEL ALARCON BLANCO,7106
0055,000044,LEONIDAS NAME GOMEZ,7032
0055,000088,NILSON ANTONIO LIZ MARIN,6122
0055,000004,DOMINGO JOSE AYALA ESPITIA,5951
0055,000070,EDILSON HUERFANO ORDOÑEZ,5731
0055,000013,ANGELICA MARIA MONSALVE GAVIRIA,5056
0055,000007,ARIEL ROSEBEL PALACIOS ANGULO,4118
0055,000055,VICTOR HUGO GOLU MONTENEGRO,4055
0055,000036,DANIS ANTONIO RENTERIA CHALA,3335
0055,000049,GORKY MUÑOZ CALDERON,3103
0055,000017,CARLOS ENRIQUE RIVAS SEGURA,2955
0055,000009,RAFAEL DAVID CUELLO RAMIREZ,2609
0055,000050,MARY LUZ HERRAN CARDENAS,2298
0055,000020,MAXIMO JOSE NORIEGA RODRIGUEZ,2152
0055,000029,BAYRON EDILSON FLOREZ PORTILLA,2052
0055,000100,FABIO VESGA GUZMAN,2032
0055,000027,RENE LEONARDO PUENTES VARGAS,1940
0055,000090,GIOVANNI VARELA ALBA,1913
0055,000051,WILLIAN FERNEY ALJURE MARTINEZ,1752
0055,000099,CARLOS ANDRES RIVERA CASTILLO,1723
0055,000092,JOHN JAIRO CORREA RODRIGUEZ,1645
0055,000015,JUAN DAVID DUQUE GARCIA,1548
0055,000016,GUILLERMO ANTONIO CARDONA MORENO,1315
0055,000073,YESSICA MARCELA CABEZA DEL TORO,1083
0055,000041,MAURICIO ANDRES VELEZ BEDOYA,1069
0055,000075,JORGE ALBERTO ROMERO CARDENAS,875
0055,000019,HERNANDO NIÑO RIVERA,718
0055,000011,ARTURO PALACIOS ORTEGA,700
0055,000028,SAMUEL ARTURO ROMERO SANMIGUEL,682
0055,000062,LUZ ISMELDA AREVALO QUIROGA,627
0055,000063,ANA CRISTINA MUÑOZ,622
0055,000014,ANGEL MIRO GARCIA,592
0055,000094,URIAS VELASQUEZ OSPINA,576
0055,000054,MARTHA YANET CARDENAS ORTIZ,553
0055,000022,HECTOR JAVIER GALINDO MORENO,532
0055,000074,MARIA ISABEL CORDOBA PANESSO,530
0055,000018,ALEJANDRO DE LIMA BOHMER,526
0055,000024,WILDER RENE CASTIBLANCO MANDON,429
0055,000089,CESAR HUGO CUEVAS QUINTERO,396
0055,000057,FARITH CASTRO QUINTERO,390
0055,000035,ARMANDO PEREZ ARAUJO,366
0055,000030,LUIS FERNANDO MUÑOZ LUJAN,332
0055,000079,OSWALDO VELASCO DAZA,329
0055,000080,MONICA RESTREPO RAMOS,329
0055,000048,GUSTAVO ADOLFO SANABRIA REY,328
0055,000077,ELIANA ROCIO ALVARADO CAMPOS,328
0055,000059,WILLIAM BARRETO MENDEZ,315
0055,000023,FREDY JULIAN CORTES URQUIJO,297
0055,000038,MARTHA ESTELLA DURANTE ALZATE,291
0055,000096,GUSTAVO ADOLFO CASTILLO VALENCIA,268
0055,000043,BLANCA LILIA HERRERA REINA,260
0055,000040,HECTOR FABIO LOAIZA CAICEDO,255
0055,000021,EBERTO ENRIQUE DIAZ MONTES,232
0055,000098,JAIME HERNAN GETIAL IPAZ,228
0055,000025,JOSE ALBEIRO VERGARA GUTIERREZ,217
0055,000034,DIANA PATRICIA CARRASQUILLA DENIS,212
0055,000056,MARIO DE JESUS ORTIZ BAÑOL,212
0055,000091,JAIME ARMANDO DOMINGUEZ ARZAYUS,212
0055,000086,ELSY MARIA MARMOLEJO GARCIA,191
0055,000085,CARLOS HERNANDO RODRIGUEZ BALLESTEROS,190
0055,000042,CATALINA BELEN BENAVIDES CORREA,188
0055,000052,RUTH ALEXANDRA ARDILA DE LAS SALAS,172
0055,000031,ROSA DELIA CASTILLO SANCHEZ,167
0055,000033,JAIME ANDRES GONZALEZ VEGA,167
0055,000046,NATALIA SORAYA GIRALDO VALLEJO,158
0055,000039,ELBERT IVAN DUQUE GUERRERO,150
0055,000066,LUIS ENRIQUE PERDOMO CUBIDES,148
0055,000053,PEDRO JAIR SANCHEZ TELLEZ,143
0055,000076,ANA ELISA IRAGORRI CASTRO,132
0055,000084,JOSE ANTONIO JIMENEZ VILLARRAGA,124
0055,000045,MARIA CONSUELO BARROSO PINTO,121
0055,000058,JONATHAN EDUARDO GAITAN SERRANO,121
0055,000061,JERITZA MERCHAN DIAZ,113
0055,000026,DORA LUQUERNA REYES,111
0055,000068,JAMES RICHARD WIEDMAN AMAYA,107
0055,000047,RAIZA DANIELA ARDILA CHAPARRO,81
0055,000067,STELLA ROSAS SILVA,81
0055,000064,JENY JOHANA MESA SUAREZ,79
0055,000093,GILBERTO CEDANO VILLABON,73
0055,000097,EDERSON NIÑO NAVARRO,71
0055,000078,ANA ROSA PINTO AFANADOR,68
0055,000087,JENNIFER SERNA VANEGAS,68
0055,000082,MARTA LILIANA RODAS CANO,65
0055,000095,TERESA JULITH SIMAHAN VALDERRAMA,63
0055,000083,CRISTIAN JAVIER HERNANDEZ PEREZ,56
0057,000000,SOLO POR LA LISTA,166070
0057,000100,JONATHAN FERNEY PULIDO HERNANDEZ,159956
0057,000039,LUIS CARLOS RUA SANCHEZ,121000
0057,000014,ANDREA PADILLA VILLARRAGA,108960
0057,000005,JOHN EDICKSON AMAYA RODRIGUEZ,104560
0057,000003,ARIEL FERNANDO AVILA MARTINEZ,89581
0057,000020,GUSTAVO ADOLFO MORENO HURTADO,88114
0057,000015,JOSE GUTEMBERG MACEA GOMEZ,73291
0057,000004,DUVALIER SANCHEZ ARANGO,72427
0057,000099,WILDER IBERSON ESCOBAR ORTIZ,67484
0057,000090,LUIS ALFONSO MEJIA NUÑEZ,63005
0057,000013,CARLOS EDUARDO ENRIQUEZ CAICEDO,62555
0057,000022,JAIRO ALBERTO CASTELLANOS SERRANO,58044
0057,000009,JORGE DAVID PASTRANA SAGRE,57931
0057,000007,OLGA LUCIA VELASQUEZ NIETO,56683
0057,000006,JUAN CARLOS BOCANEGRA CHACON,52000
0057,000016,ANTONIO LUIS ZABARAIN LOPEZ,47940
0057,000097,MIGUEL ANDRES FORERO BOLIVAR,45145
0057,000010,ANGELICA LISBETH LOZANO CORREA,37265
0057,000044,SOR BERENICE BEDOYA PEREZ,36230
0057,000038,ARLEY FERNANDO GOMEZ HERNANDEZ,32009
0057,000002,LUVI KATHERINE MIRANDA PEÑA,30085
0057,000087,EYDER MANUEL BENAVIDES AGUAS,25969
0057,000070,GISSELA PALACIOS MOSQUERA,25107
0057,000008,LEON FREDY MUÑOZ LOPERA,24030
0057,000001,LUIS EDUARDO GARZON,19810
0057,000055,CRISTIAN DANILO AVENDAÑO FINO,17520
0057,000026,EDWING FABIAN DIAZ PLATA,15799
0057,000025,ANDRES SANTIAGO LEON PINEDA,13953
0057,000094,ALAN JESUS EDMUNDO JARA URZOLA,11423
0057,000073,JUAN MANUEL CORTES DUEÑAS,10375
0057,000011,INTI RAUL ASPRILLA REYES,9036
0057,000029,JUAN RACHIF CABARCAS RAHMAN,6453
0057,000091,OSCAR IVAN PALACIO TAMAYO,4916
0057,000036,JOSE ALBEIRO CARDENAS LOPEZ,3688
0057,000050,LUIS MIGUEL GOMEZ COTES,2879
0057,000051,RUTH ANGELICA MENA FIGUEROA,2825
0057,000024,MANUEL ANTONIO GARCES GRANJA,2821
0057,000092,JUAN DAVID GOMEZ CAMACHO,2821
0057,000018,WILLIAM JOSE MARTINEZ SEJIN,2527
0057,000028,CARLOS JOSE NAVARRO ORTEGA,2464
0057,000066,CRISTIAN ADOLFO RIVAS DIAZ,2452
0057,000027,OSCAR MANUEL LOPEZ JARAMILLO,2366
0057,000054,ALMA JULIANA CRISTANCHO ACEVEDO,2192
0057,000040,JUAN CARLOS MUÑOZ DIAZ,2120
0057,000052,VICTOR ALFONSO BECERRA SALAZAR,2105
0057,000053,ANA ELIZABETH SANDOVAL MOJICA,2063
0057,000030,AYDA LUCIA GOMEZ URREGO,2061
0057,000077,MARIO ENRIQUE IBAÑEZ RAMIREZ,1905
0057,000033,AUGUSTO RICARDO MORENO CEPEDA,1869
0057,000019,FREDYS MANUEL SAAH ARROYO,1857
0057,000021,SANTIAGO EFRAIN JORY SALAZAR,1856
0057,000041,MONICA MARCELA BEJARANO VARON,1823
0057,000083,BRAYAN MONTOYA TOVAR,1810
0057,000032,MARTHA LUCIA TORRES ORJUELA,1525
0057,000042,JOHANNA ASTRID ZORRO VARGAS,1466
0057,000075,ALVARO HERNANDO VACA BELTRAN,1449
0057,000056,DERLY ALEJANDRA HERNANDEZ LUENGAS,1445
0057,000096,JOSE ERNESTO GUEVARA,1444
0057,000067,CARLOS ANDRES OVALLE MORA,1431
0057,000023,SANTIAGO BERNARDO MUÑOZ DIAZ,1391
0057,000043,WENDY ALEXANDRA TRUJILLO RAMIREZ,1388
0057,000031,MOISES ILDEFONSO CETRE CASTILLO,1373
0057,000063,DIVINA LUZ OBREDOR LUNA,1368
0057,000086,SEBASTIAN ROMERO RESTREPO,1352
0057,000098,MILA MARIA PAZ CAMPAZ,1316
0057,000095,MARCELA PATRICIA MARTINEZ PORTILLA,1305
0057,000034,NODIER MONTOYA ROMERO,1296
0057,000089,DANIELA PAOLA QUITO VELASCO,1267
0057,000045,NESTOR DANIEL GARCIA COLORADO,1231
0057,000057,ERIKA JANNETH CAMACHO BARRIOS,1207
0057,000079,DANIEL FERNANDO RUBIO MARQUEZ,1187
0057,000035,LUZ DARY VALLECILLA GARCIA,1074
0057,000064,HERNAN CASTELLANOS FORIGUA,1062
0057,000093,MARLY YANETH ORJUELA PEÑALOZA,1049
0057,000065,LINA MARIA MONTAÑEZ CRUZ,982
0057,000069,HERMAN LOZANO BAEZ,971
0057,000080,ONE VILLARRUEL RINCON,894
0057,000074,GERVASIO GARCES MORENO,887
0057,000068,FREDY JAVIER JIMENEZ ZARATE,846
0057,000085,GIZETTE MOSQUERA MOSQUERA,846
0057,000062,EUCLIDES RAFAEL ALSINA GRANADOS,823
0057,000072,FRANKLIN BARBOSA BERMUDEZ,782
0057,000048,DUBET ANTONIO MUÑOZ BEDOYA,749
0057,000060,PABLO ANTONIO TORRES RINCON,707
0057,000071,CARLOS ALBERTO SUAREZ ALVAREZ,703
0057,000076,JONATHAN ALEXANDER OSORIO CHACON,696
0057,000078,BLEYDI ROMERO RODRIGUEZ,691
0057,000047,PATRICIA VALENZUELA BUITRAGO,609
0057,000049,JULIETH XIMENA HURTADO PINILLA,608
0057,000084,MARIO ANDRES CARCAMO ANGULO,570
0057,000058,DALIA FERNANDA PINEDA AGUASACO,521
0057,000082,MARIA DEL CARMEN CLAVIJO GOMEZ,512
0057,000081,NATALIE PINO GONZALEZ,508
0057,000046,JORGE LUIS ADECHINY HERNANDEZ,500
0057,000061,JOSE DEL CARMEN ABRIL ABRIL,485
0057,000059,MARIA ADELAIDA GARAVITO VELASQUEZ,408
0092,000000,SOLO POR LA LISTA,4413636
0092,000001,DIANA CAROLINA CORCHO MEJIA,0
0092,000002,PEDRO HERNANDO FLOREZ PORRAS,0
0092,000003,CARMEN PATRICIA CAICEDO OMAR,0
0092,000004,WILSON NEBER ARIAS CASTILLO,0
0092,000005,LAURA CRISTINA AHUMADA GARCIA,0
0092,000006,WALTER ALFONSO RODRIGUEZ CHAPARRO,0
0092,000007,AIDA YOLANDA AVELLA ESQUIVEL,0
0092,000008,FERNEY SILVA IDROBO,0
0092,000009,YULY ESMERALDA HERNANDEZ SILVA,0
0092,000010,CARLOS ALBERTO BENAVIDES MORA,0
0092,000011,SANDRA CLAUDIA CHINDOY JAMIOY,0
0092,000012,JORGE ALEJANDRO OCAMPO GIRALDO,0
0092,000013,MARIA EUGENIA LONDOÑO OCAMPO,0
0092,000014,ALEX XAVIER FLOREZ HERNANDEZ,0
0092,000015,KAMELIA EDITH ZULUAGA NAVARRO,0
0092,000016,AGMETH JOSE ESCAF TIJERINO,0
0092,000017,YAINI ISABEL CONTRERAS JIMENEZ,0
0092,000018,CRISTIAN KEVIN GOMEZ PAZ,0
0092,000019,ISABEL CRISTINA ZULETA LOPEZ,0
0092,000020,MARTIN ALONSO CAICEDO CARABALI,0
0092,000021,DEISY JOHANA OSORIO MARQUEZ,0
0092,000022,DAVID RICARDO RACERO MAYORCA,0
0092,000023,DEYCI ALEJANDRA OMAÑA ORTIZ,0
0092,000024,ORLANDO MIGUEL DE LA HOZ GARCIA,0
0092,000025,MARY JURADO PALOMINO,0
0092,000026,ALBERTO MANUEL GASCON GIRALDO,0
0092,000027,ETNA TAMARA ARGOTE CALDERON,0
0092,000028,LUIS GUILLERMO PEREZ CASAS,0
0092,000029,COLOMBIA SOFIA VILLAMIL QUIROZ,0
0092,000030,ROBERT DAZA GUEVARA,0
0092,000031,JAEL QUIROGA CARRILLO,0
0092,000032,JULIO CESAR GONZALEZ QUICENO,0
0092,000033,NELLYS MARIA CADENA ROJAS,0
0092,000034,DAGOBERTO QUIROGA COLLAZOS,0
0092,000035,ORSINIA PATRICIA POLANCO JUSAYU,0
0092,000036,JORGE ANDRES CANCIMANCE LOPEZ,0
0092,000037,SANDRA YANETH JAIMES CRUZ,0
0092,000038,ALDO ESPINOSA RAPALINO,0
0092,000039,DORINA HERNANDEZ PALOMINO,0
0092,000040,FELICIANO VALENCIA MEDINA,0
0092,000041,ROSSIH AMIRA MARTINEZ SINISTERRA,0
0092,000042,OMAR ANDRES CAMACHO MORALES,0
0092,000043,ROSA DEL CARMEN PEREZ TOVAR,0
0092,000044,ALIRIO URIBE MUÑOZ,0
0092,000045,DORIS PATRICIA CARVAJAL LONDOÑO,0
0092,000046,EDGAR ROMERO MACIAS,0
0092,000047,CLEMENCIA CARABALI RODALLEGA,0
0092,000048,JARRINSON MARTINEZ COLLAZOS,0
0092,000049,ADRIANA MARIA RUIZ HENAO,0
0092,000050,PLUTARCO TAFUR,0
0092,000051,LEYLA MARLENY RINCON TRUJILLO,0
0092,000052,WILMAR FERNEY PARDO SANCHEZ,0
0092,000053,DIANA MARCELA GOMEZ CORREAL,0
0092,000054,DARIO FERNANDO ESCOBAR PEREZ,0
0092,000055,GLORIA LUCERO HERRERA CONTRERAS,0
0092,000056,ARTURO DE JESUS VILLA SERNA,0
0092,000057,JACQUELINE CASTILLO PEÑA,0
0092,000058,ELIECER GERARDO MORALES POLANCO,0
0092,000060,EDUARD GIOVANNY SARMIENTO HIDALGO,0
0092,000061,ANGELICA MARIA GUTIERREZ DAZA,0
0092,000062,JOSE DE JESUS CAMACHO GAMERO,0
0092,000063,LILIA CLEMENCIA SOLANO RAMIREZ,0
0092,000064,YORDY YUNDA PAJOY,0
0092,000065,DIANA CAROLINA MEJIA OVIEDO,0
0092,000066,JAIME CALDERON HERRERA,0
0092,000067,CATALINA DEL SOCORRO PEREZ PEREZ,0
0092,000068,VALENTIN DE LA BARRERA BARRIOS,0
0092,000070,OSCAR JULIO RINCON HERNANDEZ,0
0092,000072,JORGE IVAN VELEZ CALVO,0
0092,000073,MARY ANNE ANDREA PERDOMO GUTIERREZ,0
0092,000074,HORACIO CORREA GARRIDO,0
0092,000075,ROSALBA CARDALES SUAREZ,0
0092,000076,JUAN FELIPE RODRIGUEZ VELEZ,0
0092,000077,LINIBETH CRUZ BAQUERO,0
0092,000078,ANDRES FELIPE RIOS GIRALDO,0
0092,000079,MYRIAM TAMARA CARRERO,0
0092,000081,RUBY STELLA MORALES SIERRA,0
0092,000083,NINFA HERRERA DOMINGUEZ,0
0092,000084,LUIS ENRIQUE FLOREZ AGAMEZ,0
0092,000085,CLEMENTINA RAMIREZ,0
0092,000086,MIGUEL VILLANUEVA VARGAS,0
0092,000087,NUBIA ENRIQUEZ HERNANDEZ,0
0092,000088,MIGUEL HERNAN HERNANDEZ SANCHEZ,0
0092,000089,ALICIA RAMOS PACHECO,0
0092,000090,GERMAN ENRIQUE BAUTISTA JAIMES,0
0092,000091,YAQUELINE ORELLANO PACHECO,0
0092,000092,LUIS GUILLERMO DUARTE ESCOBAR,0
0092,000093,STALIN ANTONIO BALLESTEROS GARCIA,0
0092,000094,MIGUEL HERNANDO MORENO ARCINIEGAS,0
0092,000095,ROLANDO QUINTERO RAMIREZ,0
0092,000096,ALONSO FERNANDEZ GOMEZ,0
0092,000097,JUAN MANUEL MURILLO MARTINEZ,0
0092,000098,ORLANDO RAFAEL MERCADO VALETA,0
0092,000099,ALEXANDER CHALA SAENZ,0
0092,000100,JOSE ANTONIO TAMARA LEON,0
0170,000000,SOLO POR LA LISTA,31725
0170,000004,NELSON JAVIER ALARCON SUAREZ,17382
0170,000003,SANDRA RAMIREZ LOBO SILVA,10505
0170,000001,GLORIA AMPARO DE LAS MERCEDES GAITAN JARAMILLO,7548
0170,000005,DELLMA GUERRERO FLOREZ,3939
0170,000100,MARIO FERNEY HERNANDEZ MORENO,3611
0170,000011,CRUZ FELIPE MORANTES RINCON,3055
0170,000002,LUIS EDUARDO DE LA HOZ LOPEZ,2635
0170,000007,ALEXANDER ANGULO ORDOÑEZ,2487
0170,000010,DANIEL EMILIO MENDOZA LEAL,2383
0170,000008,ANIBAL JOSE LLANOS DE LA CRUZ,2370
0170,000006,TARSICIO RIVERA MUÑOZ,1996
0170,000012,MACEDONIO MENA VALENCIA,1854
0170,000030,ROBERTO LUIS VILLEGAS CUELLO,1467
0170,000019,MOISES GUARIN POVEDA,1272
0170,000013,LUIS CARLOS RUIZ CHUD,1212
0170,000009,NELSON JOSE FUENTES BALLESTA,1183
0170,000037,FRANK ARIEL PETRO MADERA,1147
0170,000015,ALGEMIRO BASTIDAS MARTINEZ,1005
0170,000014,ANLENIS ROSA RANGEL VIDES,992
0170,000017,ORLANDO NIÑO VILLAMIZAR,823
0170,000044,ROSA MARCELA FUQUENE MEDINA,741
0170,000027,MARIA NELA DIAZ MARTINEZ,679
0170,000020,YALILE QUIÑONEZ OBANDO,667
0170,000016,OCTAVIO LOPEZ SIERRA,528
0170,000025,JOHANNA CAROLINA CARDENAS PARRA,501
0170,000026,ROSAURA GUTIERREZ MADRIGAL,479
0170,000055,FABIO ALEJANDRO ROJAS RESTREPO,463
0170,000028,ROSA CRISTINA MORA VILLARREAL,457
0170,000040,JOSE RICARDO LANDAETA LOPEZ,457
0170,000050,PAULA ANDREA OSPINA,429
0170,000029,DAGOBERTO RICO MORALES,424
0170,000031,FERNANDO ARDILA ARIAS,417
0170,000049,ARTURO MANUEL BERMUDEZ MARTINEZ,403
0170,000039,LEANDRO GUTIERREZ MOLINA,385
0170,000042,ALEJANDRO EDILSON ORTIZ RAMOS,383
0170,000041,LIZETH MARIANA PEÑA NIÑO,355
0170,000063,ROBERTO MAYORGA MAYORGA,340
0170,000061,SANDRA ANGULO MINA,319
0170,000022,EDILBERTO ENRIQUE LICONA BUELVAS,314
0170,000024,HERNANDO ARDILA GONZALEZ,310
0170,000038,GINA MARCELA OSUNA OLIVEROS,306
0170,000043,MARIA DE LOS REMEDIOS CHILEGUIT PANA,306
0170,000064,CARLOS GERMAN DIAZ DIAZ,306
0170,000018,CARLOS HUMBERTO RUIZ RAMIREZ,304
0170,000045,RUBEN DARIO LOZADA BARROS,290
0170,000085,DIEGO ARMANDO RUBIANO GUZMAN,283
0170,000051,MAIRA MARIA YANCE ARAUJO,267
0170,000052,MANUEL ANGEL GONZALEZ CRUZ,265
0170,000036,LIZ ALEJANDRA AVILA RODRIGUEZ,262
0170,000057,HERNANDO NARANJO BAYONA,256
0170,000023,ELIZABET AGUILAR RAMIREZ,251
0170,000062,LUIS ENRIQUE HERNANDEZ CARO,231
0170,000054,RICARDO MONROY BENITEZ,220
0170,000058,MATHEO AUGUSTO RINCON GALVIS,188
0170,000053,DAVID SANTIAGO REYES OSORIO,183
0170,000060,PATRICIA RIVERA,175
0170,000056,FREDY ARMANDO CULMA APARICIO,169
0170,000033,JOSE ARISTARCO SIERRA PEREZ,168
0170,000032,DIANA LUCIA CAMACHO DIAZ,134
0170,000046,SIDNEY SANCHEZ ROJAS,112
0170,000034,FERNANDO BAUTISTA CASTAÑEDA,105
0170,000035,ERIKA QUIÑONEZ CONTRERAS,99
0170,000059,NAGUIB ALEXANDER QUESADA MARTINEZ,72
0170,000047,WILSON BURITICA GIRALDO,67
0170,000048,PEDRO TORRES HURTADO,61
