mpio_reg_code_7,dept_reg_code,dept_name,mpio_name,is_exterior,censo,num_mesas
1500058,1500,CUNDINAMARCA,CHIPAQUE,False,8624,26
1500061,1500,CUNDINAMARCA,CHOACHI,False,12241,38
1500064,1500,CUNDINAMARCA,CHOCONTA,False,17107,53
1500067,1500,CUNDINAMARCA,EL COLEGIO,False,23977,73
1500070,1500,CUNDINAMARCA,EL PEÑON,False,4653,15
1500072,1500,CUNDINAMARCA,EL ROSAL,False,20092,61
1500076,1500,CUNDINAMARCA,FACATATIVA,False,104175,325
1500079,1500,CUNDINAMARCA,FOMEQUE,False,10062,32
1500085,1500,CUNDINAMARCA,FOSCA,False,5689,18
1500088,1500,CUNDINAMARCA,FUNZA,False,80065,250
1500091,1500,CUNDINAMARCA,FUQUENE,False,4312,13
1500094,1500,CUNDINAMARCA,FUSAGASUGA,False,122077,372
1500097,1500,CUNDINAMARCA,GACHALA,False,5309,19
1500100,1500,CUNDINAMARCA,GACHANCIPA,False,12669,38
1500103,1500,CUNDINAMARCA,GACHETA,False,9050,29
1500106,1500,CUNDINAMARCA,GAMA,False,3192,10
1500109,1500,CUNDINAMARCA,GIRARDOT,False,87859,267
1500112,1500,CUNDINAMARCA,GUACHETA,False,9599,30
1500115,1500,CUNDINAMARCA,GUADUAS,False,22959,77
1500118,1500,CUNDINAMARCA,GUASCA,False,12364,38
1500121,1500,CUNDINAMARCA,GUATAQUI,False,2802,9
1500124,1500,CUNDINAMARCA,GUATAVITA,False,5645,17
1500127,1500,CUNDINAMARCA,GUAYABAL DE SIQUIMA,False,4604,16
1500128,1500,CUNDINAMARCA,GUAYABETAL,False,4776,15
1500130,1500,CUNDINAMARCA,GUTIERREZ,False,2930,9
1500132,1500,CUNDINAMARCA,GRANADA,False,6720,21
1500133,1500,CUNDINAMARCA,JERUSALEN,False,2873,9
1500136,1500,CUNDINAMARCA,JUNIN,False,5499,18
1500139,1500,CUNDINAMARCA,LA CALERA,False,25398,80
1500142,1500,CUNDINAMARCA,LA MESA,False,27969,87
1500145,1500,CUNDINAMARCA,LA PALMA,False,8561,28
1500148,1500,CUNDINAMARCA,LA PEÑA,False,6159,20
1500151,1500,CUNDINAMARCA,LA VEGA,False,14488,44
1500154,1500,CUNDINAMARCA,LENGUAZAQUE,False,7635,24
1500157,1500,CUNDINAMARCA,MACHETA,False,6670,20
1500160,1500,CUNDINAMARCA,MADRID,False,88351,273
1500163,1500,CUNDINAMARCA,MANTA,False,4101,13
1500166,1500,CUNDINAMARCA,MEDINA,False,7047,26
1500169,1500,CUNDINAMARCA,MOSQUERA,False,95183,292
1500172,1500,CUNDINAMARCA,NARIÑO,False,2949,9
1500175,1500,CUNDINAMARCA,NEMOCON,False,11406,35
1500178,1500,CUNDINAMARCA,NILO,False,6502,20
1500181,1500,CUNDINAMARCA,NIMAIMA,False,3485,12
1500184,1500,CUNDINAMARCA,NOCAIMA,False,5445,17
1500190,1500,CUNDINAMARCA,PACHO,False,23708,75
1500193,1500,CUNDINAMARCA,PAIME,False,5243,16
1500196,1500,CUNDINAMARCA,PANDI,False,4431,14
1500198,1500,CUNDINAMARCA,PARATEBUENO (LA NAGUAYA),False,7847,26
1500199,1500,CUNDINAMARCA,PASCA,False,8587,26
1500202,1500,CUNDINAMARCA,PUERTO SALGAR,False,13515,42
1500205,1500,CUNDINAMARCA,PULI,False,2914,12
1500208,1500,CUNDINAMARCA,QUEBRADANEGRA,False,4380,14
1500211,1500,CUNDINAMARCA,QUETAME,False,5916,18
1500214,1500,CUNDINAMARCA,QUIPILE,False,6286,21
1500217,1500,CUNDINAMARCA,APULO,False,7408,23
1500218,1500,CUNDINAMARCA,RICAURTE,False,12965,40
1500220,1500,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,False,9510,28
1500223,1500,CUNDINAMARCA,SAN BERNARDO,False,8031,25
1500226,1500,CUNDINAMARCA,SAN CAYETANO,False,4594,17
1500229,1500,CUNDINAMARCA,SAN FRANCISCO,False,9772,32
1500232,1500,CUNDINAMARCA,SAN JUAN DE RIOSECO,False,9293,30
1500235,1500,CUNDINAMARCA,SASAIMA,False,9608,30
1500238,1500,CUNDINAMARCA,SESQUILE,False,9646,30
1500239,1500,CUNDINAMARCA,SIBATE,False,28234,89
1500241,1500,CUNDINAMARCA,SILVANIA,False,20336,62
1500244,1500,CUNDINAMARCA,SIMIJACA,False,10353,33
1500247,1500,CUNDINAMARCA,SOACHA,False,339995,1036
1500250,1500,CUNDINAMARCA,SOPO,False,20770,65
1500256,1500,CUNDINAMARCA,SUBACHOQUE,False,13231,41
1500259,1500,CUNDINAMARCA,SUESCA,False,11887,38
1500262,1500,CUNDINAMARCA,SUPATA,False,4753,15
1500265,1500,CUNDINAMARCA,SUSA,False,5677,17
1500268,1500,CUNDINAMARCA,SUTATAUSA,False,4336,14
1500271,1500,CUNDINAMARCA,TABIO,False,18715,58
1500274,1500,CUNDINAMARCA,TAUSA,False,6385,21
1500277,1500,CUNDINAMARCA,TENA,False,7957,24
1500280,1500,CUNDINAMARCA,TENJO,False,19154,58
1500283,1500,CUNDINAMARCA,TIBACUY,False,4558,15
1500286,1500,CUNDINAMARCA,TIBIRITA,False,3069,10
1500289,1500,CUNDINAMARCA,TOCAIMA,False,13307,41
1500292,1500,CUNDINAMARCA,TOCANCIPA,False,40247,126
1500295,1500,CUNDINAMARCA,TOPAIPI,False,4509,14
1500298,1500,CUNDINAMARCA,UBALA,False,8911,35
1500301,1500,CUNDINAMARCA,UBAQUE,False,6364,20
1500304,1500,CUNDINAMARCA,UBATE,False,37178,119
1500307,1500,CUNDINAMARCA,UNE,False,6917,23
1500316,1500,CUNDINAMARCA,UTICA,False,5095,16
1500318,1500,CUNDINAMARCA,VENECIA,False,3876,14
1500319,1500,CUNDINAMARCA,VERGARA,False,7381,24
1500322,1500,CUNDINAMARCA,VIANI,False,4430,14
1500323,1500,CUNDINAMARCA,VILLAGOMEZ,False,2230,8
1500325,1500,CUNDINAMARCA,VILLAPINZON,False,14656,45
1500328,1500,CUNDINAMARCA,VILLETA,False,25365,81
1500331,1500,CUNDINAMARCA,VIOTA,False,12162,39
1500334,1500,CUNDINAMARCA,YACOPI,False,11173,39
1500337,1500,CUNDINAMARCA,ZIPACON,False,4387,13
1500340,1500,CUNDINAMARCA,ZIPAQUIRA,False,110079,336
1600001,1600,BOGOTA D.C.,BOGOTA. D.C.,False,6101479,18157
1700001,1700,CHOCO,QUIBDO,False,90105,283
1700002,1700,CHOCO,ATRATO (YUTO),False,8547,28
1700004,1700,CHOCO,ACANDI,False,10992,37
1700006,1700,CHOCO,ALTO BAUDO (PIE DE PATO),False,12065,54
1700007,1700,CHOCO,BAGADO,False,8536,31
1700008,1700,CHOCO,BAHIA SOLANO (MUTIS),False,9025,30
1700010,1700,CHOCO,BAJO BAUDO (PIZARRO),False,12582,45
1700011,1700,CHOCO,BOJAYA (BELLAVISTA),False,8904,36
1700012,1700,CHOCO,MEDIO ATRATO (BETE),False,7586,26
1700013,1700,CHOCO,CONDOTO,False,11446,42
1700014,1700,CHOCO,CERTEGUI,False,5148,18
1700015,1700,CHOCO,CARMEN DEL DARIEN,False,10346,38
1700016,1700,CHOCO,EL CARMEN,False,7297,24
1700017,1700,CHOCO,EL CANTON DEL SAN PABLO (MAN.,False,5990,19
1700019,1700,CHOCO,ISTMINA,False,24507,84
1700022,1700,CHOCO,JURADO,False,3918,14
1700025,1700,CHOCO,LLORO,False,9275,32
1700026,1700,CHOCO,MEDIO BAUDO (PUERTO MELUK),False,9759,37
1700027,1700,CHOCO,MEDIO SAN JUAN,False,8044,30
1700028,1700,CHOCO,NOVITA,False,6059,26
1700031,1700,CHOCO,NUQUI,False,7190,24
1700032,1700,CHOCO,RIO IRO,False,4751,20
1700034,1700,CHOCO,RIOSUCIO,False,14381,53
1700035,1700,CHOCO,RIO QUITO (PAIMADO),False,7611,25
1700037,1700,CHOCO,SAN JOSE DEL PALMAR,False,4409,22
1700038,1700,CHOCO,EL LITORAL DEL SAN JUAN,False,9216,43
1700040,1700,CHOCO,SIPI,False,3162,12
1700043,1700,CHOCO,TADO,False,14720,51
1700048,1700,CHOCO,UNGUIA,False,10345,34
1700060,1700,CHOCO,UNION PANAMERICANA (LAS ANIMAS,False,6087,22
1700082,1700,CHOCO,NUEVO BELEN DE BAJIRA,False,11740,40
1900001,1900,HUILA,NEIVA,False,297137,889
1900004,1900,HUILA,ACEVEDO,False,23574,71
1900007,1900,HUILA,AGRADO,False,8254,26
1900010,1900,HUILA,AIPE,False,16542,52
1900013,1900,HUILA,ALGECIRAS,False,18610,58
1900016,1900,HUILA,ALTAMIRA,False,3618,11
1900019,1900,HUILA,BARAYA,False,6535,22
1900022,1900,HUILA,CAMPOALEGRE,False,26480,83
1900025,1900,HUILA,TESALIA (CARNICERIAS),False,8901,28
1900028,1900,HUILA,COLOMBIA,False,7011,23
1900031,1900,HUILA,ELIAS,False,3966,13
1900034,1900,HUILA,GARZON,False,61202,180
1900037,1900,HUILA,GIGANTE,False,20915,65
1900040,1900,HUILA,GUADALUPE,False,14881,46
1900043,1900,HUILA,HOBO,False,6445,21
1900044,1900,HUILA,ISNOS,False,22687,70
1900046,1900,HUILA,IQUIRA,False,8016,26
1900047,1900,HUILA,LA ARGENTINA (PLATA VIEJA),False,13144,40
1900049,1900,HUILA,LA PLATA,False,47012,136
1900050,1900,HUILA,NATAGA,False,5486,17
1900051,1900,HUILA,OPORAPA,False,9185,29
1900052,1900,HUILA,PAICOL,False,5583,18
1900055,1900,HUILA,PALERMO,False,22614,68
1900056,1900,HUILA,PALESTINA,False,10299,32
1900058,1900,HUILA,PITAL,False,10687,33
1900061,1900,HUILA,PITALITO,False,113482,332
1900064,1900,HUILA,RIVERA,False,20202,63
1900067,1900,HUILA,SALADOBLANCO,False,10871,34
1900070,1900,HUILA,SAN AGUSTIN,False,27574,87
1900074,1900,HUILA,SANTA MARIA,False,8991,28
1900076,1900,HUILA,SUAZA,False,16518,50
1900079,1900,HUILA,TARQUI,False,13386,42
1900082,1900,HUILA,TELLO,False,11319,35
1900085,1900,HUILA,TERUEL,False,6931,22
1900088,1900,HUILA,TIMANA,False,17520,54
1900091,1900,HUILA,VILLAVIEJA,False,6980,22
1900094,1900,HUILA,YAGUARA,False,7182,23
2100001,2100,MAGDALENA,SANTA MARTA,False,409754,1233
2100008,2100,MAGDALENA,ALGARROBO,False,11238,36
2100010,2100,MAGDALENA,ARACATACA,False,30800,95
2100012,2100,MAGDALENA,ARIGUANI (EL DIFICIL),False,25008,77
2100013,2100,MAGDALENA,CERRO DE SAN ANTONIO,False,9224,30
2100015,2100,MAGDALENA,CHIVOLO,False,15899,49
2100016,2100,MAGDALENA,CIENAGA,False,94906,283
2100020,2100,MAGDALENA,CONCORDIA,False,12353,38
2100025,2100,MAGDALENA,EL BANCO,False,52945,162
2100028,2100,MAGDALENA,EL PIÑON,False,14304,46
2100030,2100,MAGDALENA,EL RETEN,False,16780,51
2100031,2100,MAGDALENA,FUNDACION,False,60685,176
2100040,2100,MAGDALENA,GUAMAL,False,25242,82
2100042,2100,MAGDALENA,NUEVA GRANADA,False,17402,54
2100046,2100,MAGDALENA,PEDRAZA,False,10946,32
2100048,2100,MAGDALENA,PIJIÑO DEL CARMEN,False,10074,36
2100049,2100,MAGDALENA,PIVIJAY,False,31480,96
2100052,2100,MAGDALENA,PLATO,False,44536,132
2100055,2100,MAGDALENA,PUEBLOVIEJO,False,22924,69
2100058,2100,MAGDALENA,REMOLINO,False,7788,26
2100060,2100,MAGDALENA,SABANAS DE SAN ANGEL,False,12694,43
2100067,2100,MAGDALENA,SALAMINA,False,8514,26
2100070,2100,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,False,18435,60
2100073,2100,MAGDALENA,SAN ZENON,False,9660,32
2100076,2100,MAGDALENA,SANTA ANA,False,18084,57
2100078,2100,MAGDALENA,SANTA BARBARA DE PINTO,False,9296,30
2100079,2100,MAGDALENA,SITIONUEVO,False,21755,66
2100085,2100,MAGDALENA,TENERIFE,False,12158,40
2100090,2100,MAGDALENA,ZAPAYAN,False,9187,30
2100095,2100,MAGDALENA,ZONA BANANERA (SEVILLA),False,51678,153
2300001,2300,NARIÑO,PASTO,False,315816,943
2300004,2300,NARIÑO,ALBAN (SAN JOSE),False,7545,26
2300007,2300,NARIÑO,ALDANA,False,6357,21
2300010,2300,NARIÑO,ANCUYA,False,7236,26
2300013,2300,NARIÑO,ARBOLEDA (BERRUECOS),False,6166,20
2300016,2300,NARIÑO,BARBACOAS,False,24403,94
2300017,2300,NARIÑO,BELEN,False,5511,18
2300019,2300,NARIÑO,BUESACO,False,19140,63
2300022,2300,NARIÑO,COLON (GENOVA),False,7233,25
2300025,2300,NARIÑO,CONSACA,False,9146,35
2300028,2300,NARIÑO,CONTADERO,False,6473,22
2300031,2300,NARIÑO,CORDOBA,False,11528,36
2300034,2300,NARIÑO,CUASPUD (CARLOSAMA),False,8245,26
2300037,2300,NARIÑO,CUMBAL,False,26841,83
2300038,2300,NARIÑO,CHACHAGUI,False,11544,37
2300039,2300,NARIÑO,CUMBITARA,False,7594,27
2300040,2300,NARIÑO,EL ROSARIO,False,7262,26
2300041,2300,NARIÑO,EL CHARCO,False,18282,62
2300043,2300,NARIÑO,EL TABLON,False,12393,36
2300044,2300,NARIÑO,EL PEÑOL,False,6072,21
2300046,2300,NARIÑO,EL TAMBO,False,12102,39
2300047,2300,NARIÑO,FRANCISCO PIZARRO (SALAHONDA),False,7037,26
2300049,2300,NARIÑO,FUNES,False,6062,21
2300052,2300,NARIÑO,GUACHUCAL,False,14949,47
2300055,2300,NARIÑO,GUAITARILLA,False,11274,37
2300058,2300,NARIÑO,GUALMATAN,False,5525,17
2300061,2300,NARIÑO,ILES,False,7655,25
2300064,2300,NARIÑO,IMUES,False,6858,26
2300067,2300,NARIÑO,IPIALES,False,106717,307
2300073,2300,NARIÑO,LA CRUZ,False,14221,48
2300076,2300,NARIÑO,LA FLORIDA,False,9588,32
2300077,2300,NARIÑO,LA LLANADA,False,4138,14
2300078,2300,NARIÑO,LA TOLA,False,5898,20
2300079,2300,NARIÑO,LA UNION,False,24337,82
2300080,2300,NARIÑO,LEIVA,False,9001,31
2300082,2300,NARIÑO,LINARES,False,8624,30
2300085,2300,NARIÑO,LOS ANDES (SOTOMAYOR),False,8149,27
2300088,2300,NARIÑO,MAGUI (PAYAN),False,7496,32
2300091,2300,NARIÑO,MALLAMA (PIEDRANCHA),False,6638,23
2300094,2300,NARIÑO,MOSQUERA,False,7294,27
2300095,2300,NARIÑO,OLAYA HERRERA,False,16628,55
2300096,2300,NARIÑO,NARIÑO,False,5198,17
2300097,2300,NARIÑO,OSPINA,False,6102,20
2300098,2300,NARIÑO,POLICARPA,False,12950,41
2300100,2300,NARIÑO,POTOSI,False,10164,37
2300101,2300,NARIÑO,PROVIDENCIA,False,5204,16
2300103,2300,NARIÑO,PUERRES,False,7874,25
2300106,2300,NARIÑO,PUPIALES,False,15725,47
2300109,2300,NARIÑO,RICAURTE,False,18993,65
2300112,2300,NARIÑO,ROBERTO PAYAN (SAN JOSE),False,10193,39
2300115,2300,NARIÑO,SAMANIEGO,False,23148,84
2300118,2300,NARIÑO,SANDONA,False,17496,55
2300120,2300,NARIÑO,SAN BERNARDO,False,6923,21
2300121,2300,NARIÑO,SAN LORENZO,False,13741,42
2300123,2300,NARIÑO,SAN PEDRO DE CARTAGO,False,5910,20
2300124,2300,NARIÑO,SAN PABLO,False,12045,42
2300125,2300,NARIÑO,SANTA BARBARA (ISCUANDE),False,8104,30
2300127,2300,NARIÑO,SANTACRUZ (GUACHAVES),False,8155,28
2300130,2300,NARIÑO,SAPUYES,False,5983,19
2300133,2300,NARIÑO,TAMINANGO,False,14142,45
2300136,2300,NARIÑO,TANGUA,False,10365,37
2300139,2300,NARIÑO,TUMACO,False,144630,525
2300142,2300,NARIÑO,TUQUERRES,False,36557,120
2300145,2300,NARIÑO,YACUANQUER,False,9177,30
2400001,2400,RISARALDA,PEREIRA,False,461611,1378
2400008,2400,RISARALDA,APIA,False,10855,35
2400013,2400,RISARALDA,BALBOA,False,5934,20
2400021,2400,RISARALDA,BELEN DE UMBRIA,False,22859,72
2400025,2400,RISARALDA,DOSQUEBRADAS,False,177873,547
2400029,2400,RISARALDA,GUATICA,False,11015,34
2400038,2400,RISARALDA,LA CELIA,False,6903,22
2400046,2400,RISARALDA,LA VIRGINIA,False,34276,98
2400054,2400,RISARALDA,MARSELLA,False,15820,51
2400062,2400,RISARALDA,MISTRATO,False,12825,41
2400070,2400,RISARALDA,PUEBLO RICO,False,12219,38
2400078,2400,RISARALDA,QUINCHIA,False,21760,68
2400086,2400,RISARALDA,SANTA ROSA DE CABAL,False,68634,199
2400094,2400,RISARALDA,SANTUARIO,False,12111,39
2500001,2500,NORTE DE SAN,CUCUTA,False,659655,1995
2500004,2500,NORTE DE SAN,ABREGO,False,25676,89
2500007,2500,NORTE DE SAN,ARBOLEDAS,False,7817,26
2500010,2500,NORTE DE SAN,BOCHALEMA,False,8756,29
2500013,2500,NORTE DE SAN,BUCARASICA,False,4503,15
2500016,2500,NORTE DE SAN,CACOTA,False,2702,9
2500019,2500,NORTE DE SAN,CACHIRA,False,7695,27
2500022,2500,NORTE DE SAN,CONVENCION,False,17059,57
2500025,2500,NORTE DE SAN,CUCUTILLA,False,7130,23
2500028,2500,NORTE DE SAN,CHINACOTA,False,16061,50
2500031,2500,NORTE DE SAN,CHITAGA,False,9297,32
2500034,2500,NORTE DE SAN,DURANIA,False,7055,23
2500036,2500,NORTE DE SAN,EL TARRA,False,16554,54
2500037,2500,NORTE DE SAN,EL CARMEN,False,11659,46
2500038,2500,NORTE DE SAN,EL ZULIA,False,25465,79
2500040,2500,NORTE DE SAN,GRAMALOTE,False,5854,19
2500043,2500,NORTE DE SAN,HACARI,False,8355,27
2500046,2500,NORTE DE SAN,HERRAN,False,5174,17
2500049,2500,NORTE DE SAN,LABATECA,False,5671,19
2500051,2500,NORTE DE SAN,LA ESPERANZA,False,10494,35
2500052,2500,NORTE DE SAN,LA PLAYA,False,7257,23
2500054,2500,NORTE DE SAN,LOS PATIOS,False,83885,259
2500055,2500,NORTE DE SAN,LOURDES,False,3761,12
2500058,2500,NORTE DE SAN,MUTISCUA,False,3404,11
2500061,2500,NORTE DE SAN,OCAÑA,False,91011,285
2500064,2500,NORTE DE SAN,PAMPLONA,False,49561,155
2500067,2500,NORTE DE SAN,PAMPLONITA,False,4496,14
2500069,2500,NORTE DE SAN,PUERTO SANTANDER,False,20694,64
2500070,2500,NORTE DE SAN,RAGONVALIA,False,10138,32
2500073,2500,NORTE DE SAN,SALAZAR,False,10240,34
2500076,2500,NORTE DE SAN,SAN CALIXTO,False,8775,33
2500079,2500,NORTE DE SAN,SAN CAYETANO,False,10248,32
2500082,2500,NORTE DE SAN,SANTIAGO,False,5330,17
2500085,2500,NORTE DE SAN,SARDINATA,False,20950,75
2500088,2500,NORTE DE SAN,SILOS,False,4799,16
2500091,2500,NORTE DE SAN,TEORAMA,False,12267,40
2500093,2500,NORTE DE SAN,TIBU,False,46331,144
2500094,2500,NORTE DE SAN,TOLEDO,False,13432,45
2500097,2500,NORTE DE SAN,VILLA CARO,False,4160,14
2500100,2500,NORTE DE SAN,VILLA DEL ROSARIO,False,109337,336
2600001,2600,QUINDIO,ARMENIA,False,281077,845
2600005,2600,QUINDIO,BUENAVISTA,False,2753,9
2600010,2600,QUINDIO,CALARCA,False,62979,191
2600020,2600,QUINDIO,CIRCASIA,False,24524,79
2600025,2600,QUINDIO,CORDOBA,False,5632,17
2600030,2600,QUINDIO,FILANDIA,False,11022,35
2600040,2600,QUINDIO,GENOVA,False,7471,24
2600050,2600,QUINDIO,LA TEBAIDA,False,30764,94
2600060,2600,QUINDIO,MONTENEGRO,False,35335,110
2600070,2600,QUINDIO,PIJAO,False,5835,19
2600080,2600,QUINDIO,QUIMBAYA,False,31021,91
2600090,2600,QUINDIO,SALENTO,False,6130,21
2700001,2700,SANTANDER,BUCARAMANGA,False,527461,1621
2700004,2700,SANTANDER,AGUADA,False,1566,5
2700007,2700,SANTANDER,ALBANIA,False,3681,15
2700010,2700,SANTANDER,ARATOCA,False,7239,22
2700013,2700,SANTANDER,BARBOSA,False,27490,86
2700016,2700,SANTANDER,BARICHARA,False,7874,24
2700019,2700,SANTANDER,BARRANCABERMEJA,False,191130,595
2700022,2700,SANTANDER,BETULIA,False,4582,16
2700025,2700,SANTANDER,BOLIVAR,False,8283,35
2700028,2700,SANTANDER,CABRERA,False,1842,6
2700031,2700,SANTANDER,CALIFORNIA,False,1861,6
2700034,2700,SANTANDER,CAPITANEJO,False,5146,16
2700037,2700,SANTANDER,CARCASI,False,3803,16
2700040,2700,SANTANDER,CEPITA,False,2187,11
2700043,2700,SANTANDER,CERRITO,False,5656,20
2700045,2700,SANTANDER,CIMITARRA,False,30233,98
2700046,2700,SANTANDER,CONCEPCION,False,5328,20
2700049,2700,SANTANDER,CONFINES,False,2908,10
2700052,2700,SANTANDER,CONTRATACION,False,3111,10
2700055,2700,SANTANDER,COROMORO,False,4432,14
2700058,2700,SANTANDER,CURITI,False,10646,36
2700061,2700,SANTANDER,CHARALA,False,10415,34
2700064,2700,SANTANDER,CHARTA,False,3523,13
2700067,2700,SANTANDER,CHIMA,False,2633,9
2700070,2700,SANTANDER,CHIPATA,False,4459,14
2700071,2700,SANTANDER,EL CARMEN,False,12571,44
2700073,2700,SANTANDER,EL GUACAMAYO,False,1702,6
2700074,2700,SANTANDER,EL PLAYON,False,13378,46
2700075,2700,SANTANDER,EL PEÑON,False,4066,17
2700076,2700,SANTANDER,ENCINO,False,2267,8
2700079,2700,SANTANDER,ENCISO,False,3574,16
2700080,2700,SANTANDER,FLORIAN,False,6222,22
2700082,2700,SANTANDER,FLORIDABLANCA,False,220850,682
2700085,2700,SANTANDER,GALAN,False,2727,14
2700088,2700,SANTANDER,GAMBITA,False,3574,13
2700091,2700,SANTANDER,GIRON,False,132989,416
2700094,2700,SANTANDER,GUACA,False,5763,23
2700097,2700,SANTANDER,GUADALUPE,False,4475,16
2700100,2700,SANTANDER,GUAPOTA,False,2074,7
2700103,2700,SANTANDER,GUAVATA,False,4699,15
2700106,2700,SANTANDER,GUEPSA,False,4554,14
2700109,2700,SANTANDER,HATO,False,2202,8
2700112,2700,SANTANDER,JESUS MARIA,False,3528,12
2700115,2700,SANTANDER,JORDAN,False,1421,6
2700118,2700,SANTANDER,LA PAZ,False,4206,14
2700119,2700,SANTANDER,LA BELLEZA,False,5973,19
2700120,2700,SANTANDER,LANDAZURI,False,10484,36
2700121,2700,SANTANDER,LEBRIJA,False,37185,117
2700124,2700,SANTANDER,LOS SANTOS,False,10604,34
2700127,2700,SANTANDER,MACARAVITA,False,2397,8
2700130,2700,SANTANDER,MALAGA,False,16811,56
2700133,2700,SANTANDER,MATANZA,False,5424,18
2700136,2700,SANTANDER,MOGOTES,False,8356,29
2700139,2700,SANTANDER,MOLAGAVITA,False,3987,17
2700142,2700,SANTANDER,OCAMONTE,False,4146,13
2700145,2700,SANTANDER,OIBA,False,10114,33
2700148,2700,SANTANDER,ONZAGA,False,3669,14
2700151,2700,SANTANDER,PALMAR,False,1618,6
2700154,2700,SANTANDER,PALMAS DEL SOCORRO,False,2669,8
2700157,2700,SANTANDER,PARAMO,False,4027,13
2700160,2700,SANTANDER,PIEDECUESTA,False,131233,414
2700163,2700,SANTANDER,PINCHOTE,False,3899,12
2700166,2700,SANTANDER,PUENTE NACIONAL,False,13402,46
2700167,2700,SANTANDER,PUERTO PARRA,False,6692,22
2700169,2700,SANTANDER,PUERTO WILCHES,False,26678,85
2700172,2700,SANTANDER,RIONEGRO,False,25122,86
2700174,2700,SANTANDER,SABANA DE TORRES,False,25382,78
2700175,2700,SANTANDER,SAN ANDRES,False,6851,27
2700178,2700,SANTANDER,SAN BENITO,False,3012,10
2700181,2700,SANTANDER,SAN GIL,False,46971,153
2700184,2700,SANTANDER,SAN JOAQUIN,False,2306,7
2700187,2700,SANTANDER,SAN JOSE DE MIRANDA,False,4505,17
2700190,2700,SANTANDER,SAN MIGUEL,False,2286,11
2700193,2700,SANTANDER,SAN VICENTE DE CHUCURI,False,25405,82
2700194,2700,SANTANDER,SANTA HELENA DEL OPON,False,3461,12
2700195,2700,SANTANDER,SANTA BARBARA,False,2417,9
2700196,2700,SANTANDER,SIMACOTA,False,6503,23
2700199,2700,SANTANDER,SOCORRO,False,25701,79
2700202,2700,SANTANDER,SUAITA,False,8928,28
2700205,2700,SANTANDER,SUCRE,False,5765,23
2700208,2700,SANTANDER,SURATA,False,3705,14
2700211,2700,SANTANDER,TONA,False,5819,19
2700217,2700,SANTANDER,VALLE DE SAN JOSE,False,5307,17
2700219,2700,SANTANDER,VETAS,False,1493,5
2700220,2700,SANTANDER,VELEZ,False,16952,54
2700221,2700,SANTANDER,VILLANUEVA,False,7353,23
2700223,2700,SANTANDER,ZAPATOCA,False,8402,26
2800001,2800,SUCRE,SINCELEJO,False,223915,665
2800010,2800,SUCRE,BUENAVISTA,False,10575,33
2800020,2800,SUCRE,CAIMITO,False,10629,37
2800030,2800,SUCRE,COLOSO (RICAURTE),False,8778,28
2800040,2800,SUCRE,COROZAL,False,51338,161
2800041,2800,SUCRE,COVEÑAS,False,15270,47
2800042,2800,SUCRE,EL ROBLE,False,9931,37
2800045,2800,SUCRE,CHALAN,False,5192,17
2800048,2800,SUCRE,GALERAS (NUEVA GRANADA),False,18720,59
2800049,2800,SUCRE,GUARANDA,False,15527,53
2800050,2800,SUCRE,LA UNION,False,11288,35
2800055,2800,SUCRE,LOS PALMITOS,False,20315,63
2800060,2800,SUCRE,MAJAGUAL,False,30567,102
2800080,2800,SUCRE,MORROA,False,15882,52
2800100,2800,SUCRE,OVEJAS,False,23534,76
2800120,2800,SUCRE,PALMITO,False,13249,41
2800160,2800,SUCRE,SAMPUES,False,36814,118
2800180,2800,SUCRE,SAN BENITO ABAD,False,21765,74
2800190,2800,SUCRE,SAN JUAN DE BETULIA (BETULIA),False,12438,40
2800200,2800,SUCRE,SAN MARCOS,False,48859,153
2800220,2800,SUCRE,SAN ONOFRE,False,47932,158
2800240,2800,SUCRE,SAN PEDRO,False,17966,55
2800260,2800,SUCRE,SINCE,False,28071,90
2800280,2800,SUCRE,SUCRE,False,21965,79
2800300,2800,SUCRE,TOLU,False,26427,84
2800320,2800,SUCRE,TOLUVIEJO,False,21639,68
2900001,2900,TOLIMA,IBAGUE,False,470989,1425
2900004,2900,TOLIMA,ALPUJARRA,False,3888,16
2900007,2900,TOLIMA,ALVARADO,False,9238,30
2900010,2900,TOLIMA,AMBALEMA,False,6802,24
2900013,2900,TOLIMA,ANZOATEGUI,False,8904,28
2900016,2900,TOLIMA,ARMERO (GUAYABAL),False,10696,35
2900019,2900,TOLIMA,ATACO,False,17005,56
2900022,2900,TOLIMA,CAJAMARCA,False,17376,56
2900025,2900,TOLIMA,CARMEN DE APICALA,False,10546,34
2900028,2900,TOLIMA,CASABIANCA,False,5799,19
2900031,2900,TOLIMA,COELLO,False,8512,28
2900034,2900,TOLIMA,COYAIMA,False,19041,60
2900037,2900,TOLIMA,CUNDAY,False,7382,25
2900040,2900,TOLIMA,CHAPARRAL,False,42544,127
2900043,2900,TOLIMA,DOLORES,False,7299,25
2900046,2900,TOLIMA,ESPINAL,False,63329,190
2900049,2900,TOLIMA,FALAN,False,6379,21
2900052,2900,TOLIMA,FLANDES,False,19925,61
2900055,2900,TOLIMA,FRESNO,False,28675,94
2900058,2900,TOLIMA,GUAMO,False,26744,85
2900061,2900,TOLIMA,HERVEO,False,5946,21
