mesa_code,puesto_code,mesa_num,num_mesas,censo,puesto_name,zona_code,zona_name,mpio_reg_code_7,mpio_name,dept_reg_code,dept_name,is_exterior
5200001140002000016,5200001140002,16,1,340,ACADEMIA MILITAR JOSE ANTONIO PAEZ,520000114,ZONA14,5200001,VILLAVICENCIO,5200,META,False
5200001140002000017,5200001140002,17,1,340,ACADEMIA MILITAR JOSE ANTONIO PAEZ,520000114,ZONA14,5200001,VILLAVICENCIO,5200,META,False
5200001140002000018,5200001140002,18,1,57,ACADEMIA MILITAR JOSE ANTONIO PAEZ,520000114,ZONA14,5200001,VILLAVICENCIO,5200,META,False
2700091990002000001,2700091990002,1,1,370,ACAPULCO,270009199,ZONA99,2700091,GIRON,2700,SANTANDER,False
2700091990002000002,2700091990002,2,1,370,ACAPULCO,270009199,ZONA99,2700091,GIRON,2700,SANTANDER,False
2700091990002000003,2700091990002,3,1,370,ACAPULCO,270009199,ZONA99,2700091,GIRON,2700,SANTANDER,False
2700091990002000004,2700091990002,4,1,370,ACAPULCO,270009199,ZONA99,2700091,GIRON,2700,SANTANDER,False
2700091990002000005,2700091990002,5,1,316,ACAPULCO,270009199,ZONA99,2700091,GIRON,2700,SANTANDER,False
6800001990002000001,6800001990002,1,1,370,ACARICUARA,680000199,ZONA99,6800001,MITU,6800,VAUPES,False
6800001990002000002,6800001990002,2,1,336,ACARICUARA,680000199,ZONA99,6800001,MITU,6800,VAUPES,False
7200001990005000001,7200001990005,1,1,96,ACEITICO,720000199,ZONA99,7200001,PUERTO CARREÑO,7200,VICHADA,False
1600001130023000001,1600001130023,1,1,340,ACEVEDO TEJADA,160000113,ZONA13,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001130023000002,1600001130023,2,1,340,ACEVEDO TEJADA,160000113,ZONA13,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001130023000003,1600001130023,3,1,340,ACEVEDO TEJADA,160000113,ZONA13,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001130023000004,1600001130023,4,1,340,ACEVEDO TEJADA,160000113,ZONA13,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001130023000005,1600001130023,5,1,340,ACEVEDO TEJADA,160000113,ZONA13,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001130023000006,1600001130023,6,1,340,ACEVEDO TEJADA,160000113,ZONA13,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001130023000007,1600001130023,7,1,283,ACEVEDO TEJADA,160000113,ZONA13,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
2800160990005000001,2800160990005,1,1,370,ACHIOTE,280016099,ZONA99,2800160,SAMPUES,2800,SUCRE,False
2800160990005000002,2800160990005,2,1,370,ACHIOTE,280016099,ZONA99,2800160,SAMPUES,2800,SUCRE,False
2800160990005000003,2800160990005,3,1,370,ACHIOTE,280016099,ZONA99,2800160,SAMPUES,2800,SUCRE,False
2800160990005000004,2800160990005,4,1,17,ACHIOTE,280016099,ZONA99,2800160,SAMPUES,2800,SUCRE,False
2900091990001000001,2900091990001,1,1,105,ACO,290009199,ZONA99,2900091,PRADO,2900,TOLIMA,False
1700013990001000001,1700013990001,1,1,30,ACOSO,170001399,ZONA99,1700013,CONDOTO,1700,CHOCO,False
1600001090029000001,1600001090029,1,1,340,ACUNAR,160000109,ZONA09,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001090029000002,1600001090029,2,1,340,ACUNAR,160000109,ZONA09,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001090029000003,1600001090029,3,1,340,ACUNAR,160000109,ZONA09,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001090029000004,1600001090029,4,1,340,ACUNAR,160000109,ZONA09,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001090029000005,1600001090029,5,1,340,ACUNAR,160000109,ZONA09,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001090029000006,1600001090029,6,1,340,ACUNAR,160000109,ZONA09,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001090029000007,1600001090029,7,1,340,ACUNAR,160000109,ZONA09,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001090029000008,1600001090029,8,1,340,ACUNAR,160000109,ZONA09,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001090029000009,1600001090029,9,1,340,ACUNAR,160000109,ZONA09,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
1600001090029000010,1600001090029,10,1,100,ACUNAR,160000109,ZONA09,1600001,BOGOTA. D.C.,1600,BOGOTA D.C.,False
2500093990007000001,2500093990007,1,1,370,AEROPUERTO LA PISTA,250009399,ZONA99,2500093,TIBU,2500,NORTE DE SAN,False
2500093990007000002,2500093990007,2,1,98,AEROPUERTO LA PISTA,250009399,ZONA99,2500093,TIBU,2500,NORTE DE SAN,False
0900001990005000001,0900001990005,1,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000002,0900001990005,2,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000003,0900001990005,3,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000004,0900001990005,4,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000005,0900001990005,5,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000006,0900001990005,6,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000007,0900001990005,7,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000008,0900001990005,8,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000009,0900001990005,9,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000010,0900001990005,10,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000011,0900001990005,11,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000012,0900001990005,12,1,370,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
0900001990005000013,0900001990005,13,1,84,AGROTURISTICO EL TABLAZO,90000199,ZONA99,900001,MANIZALES,900,CALDAS,False
2100010990005000001,2100010990005,1,1,364,AGUA BENDITA,210001099,ZONA99,2100010,ARACATACA,2100,MAGDALENA,False
2500043990004000001,2500043990004,1,1,370,AGUA BLANCA,250004399,ZONA99,2500043,HACARI,2500,NORTE DE SAN,False
2500043990004000002,2500043990004,2,1,125,AGUA BLANCA,250004399,ZONA99,2500043,HACARI,2500,NORTE DE SAN,False
4400016990026000001,4400016990026,1,1,219,AGUA BLANCA,440001699,ZONA99,4400016,MILAN,4400,CAQUETA,False
0900055990001000001,0900055990001,1,1,370,AGUA BONITA,90005599,ZONA99,900055,MANZANARES,900,CALDAS,False
0900055990001000002,0900055990001,2,1,124,AGUA BONITA,90005599,ZONA99,900055,MANZANARES,900,CALDAS,False
0900085990002000001,0900085990002,1,1,264,AGUA BONITA,90008599,ZONA99,900085,PENSILVANIA,900,CALDAS,False
1500241990001000001,1500241990001,1,1,370,AGUA BONITA,150024199,ZONA99,1500241,SILVANIA,1500,CUNDINAMARCA,False
1500241990001000002,1500241990001,2,1,370,AGUA BONITA,150024199,ZONA99,1500241,SILVANIA,1500,CUNDINAMARCA,False
1500241990001000003,1500241990001,3,1,370,AGUA BONITA,150024199,ZONA99,1500241,SILVANIA,1500,CUNDINAMARCA,False
1500241990001000004,1500241990001,4,1,204,AGUA BONITA,150024199,ZONA99,1500241,SILVANIA,1500,CUNDINAMARCA,False
1700006990086000001,1700006990086,1,1,128,AGUA CLARA,170000699,ZONA99,1700006,ALTO BAUDO (PIE DE PATO),1700,CHOCO,False
2300016990002000001,2300016990002,1,1,100,AGUA CLARA,230001699,ZONA99,2300016,BARBACOAS,2300,NARIÑO,False
1100043990001000001,1100043990001,1,1,370,AGUA CLARA (GOLONDRO),110004399,ZONA99,1100043,LOPEZ (MICAY),1100,CAUCA,False
1100043990001000002,1100043990001,2,1,261,AGUA CLARA (GOLONDRO),110004399,ZONA99,1100043,LOPEZ (MICAY),1100,CAUCA,False
1100087990002000001,1100087990002,1,1,370,AGUA CLARA CANELAR,110008799,ZONA99,1100087,SUAREZ,1100,CAUCA,False
1100087990002000002,1100087990002,2,1,370,AGUA CLARA CANELAR,110008799,ZONA99,1100087,SUAREZ,1100,CAUCA,False
1100087990002000003,1100087990002,3,1,178,AGUA CLARA CANELAR,110008799,ZONA99,1100087,SUAREZ,1100,CAUCA,False
1100087990002000004,1100087990002,4,1,178,AGUA CLARA CANELAR,110008799,ZONA99,1100087,SUAREZ,1100,CAUCA,False
1100091990086000001,1100091990086,1,1,303,AGUA CLARITA,110009199,ZONA99,1100091,TIMBIQUI,1100,CAUCA,False
2500061990005000001,2500061990005,1,1,370,AGUA DE LA VIRGEN,250006199,ZONA99,2500061,OCAÑA,2500,NORTE DE SAN,False
