ubigeo,departamento,provincia,distrito,electores,area_km2,population_density,keiko_2021_share,castillo_2021_share,rural,agua,trabajo,sis,educacion,pobreza
100109,Ica,Ica,Santiago,20936.0,2769.7969,7.5587,34.2261,65.7739,24.6591,40.956,45.7696,22.0619,65.8367,3.082752
100110,Ica,Ica,Subtanjalla,22090.0,186.0984,118.7006,50.9341,49.0659,0.9274,79.1362,44.435,34.9107,71.6909,4.354553
100112,Ica,Ica,Tate,4473.0,6.3599,703.3129,47.3457,52.6543,4.3958,4.8324,43.038,22.9985,70.0991,4.290589000000001
100111,Ica,Ica,Yauca Del Rosario,3550.0,1262.4712,2.8119,43.1892,56.8108,100.0,51.2438,40.9219,64.0681,46.7772,6.443243000000001
100201,Ica,Chincha,Chincha Alta,63131.0,225.3387,280.1605,58.323,41.677,0.0,77.0227,42.9337,20.5896,68.9228,2.6407040000000004
100209,Ica,Chincha,Alto Larán,6701.0,365.3115,18.3432,47.3037,52.6963,26.4037,82.7278,42.3388,23.8083,58.3585,3.691668
100202,Ica,Chincha,Chavín,4656.0,426.5304,10.916,18.4635,81.5365,100.0,87.2483,84.0608,16.0309,85.2339,30.081300999999996
100203,Ica,Chincha,Chincha Baja,11463.0,73.1801,156.6409,48.8878,51.1122,28.8262,85.7577,40.6671,15.005,61.666,1.992541
100204,Ica,Chincha,El Carmen,11000.0,755.4851,14.5602,42.7494,57.2506,31.6679,43.858,40.7879,19.6055,58.9587,3.1296160000000004
100205,Ica,Chincha,Grocio Prado,19865.0,177.8516,111.6942,52.8046,47.1954,4.9142,26.6839,42.2003,28.9239,62.1278,3.34979
100210,Ica,Chincha,Pueblo Nuevo,41064.0,210.505,195.0738,51.5073,48.4927,0.0,47.8564,42.4945,32.795,67.6629,3.22399
100211,Ica,Chincha,San Juan De Yánac,1415.0,441.5803,3.2044,28.9431,71.0569,100.0,78.8462,47.9347,54.5616,56.8119,10.640539999999998
100206,Ica,Chincha,San Pedro De Huacarpana,1488.0,206.7628,7.1967,38.5269,61.4731,100.0,46.875,38.3095,75.2016,53.9515,10.640539999999998
100207,Ica,Chincha,Sunampe,20995.0,16.1584,1299.3242,54.9784,45.0216,1.9223,26.6193,42.3956,23.4362,63.375,3.3795690000000005
100208,Ica,Chincha,Tambo De Mora,4271.0,11.1781,382.0864,62.9022,37.0978,5.9257,96.1993,41.1561,28.8554,65.2182,2.585728
100301,Ica,Nasca,Nasca,25170.0,1144.3399,21.9952,56.1575,43.8425,8.4648,90.4762,45.4667,37.6122,70.0038,3.023548
100302,Ica,Nasca,Changuillo,2394.0,955.5325,2.5054,39.2371,60.7629,100.0,28.3677,39.5531,61.9487,53.6677,3.317797
100303,Ica,Nasca,El Ingenio,3120.0,611.6869,5.1006,62.0128,37.9872,100.0,84.1341,39.5381,63.21,59.1597,2.553786
100304,Ica,Nasca,Marcona,14875.0,1945.3658,7.6464,36.0107,63.9893,0.3004,87.8986,43.8517,24.5166,73.1976,2.243134
100305,Ica,Nasca,Vista Alegre,17469.0,534.5196,32.6817,53.7655,46.2345,6.2903,91.478,42.6106,46.8671,66.0712,3.8953120000000006
100501,Ica,Palpa,Palpa,6864.0,131.3744,52.2476,54.0791,45.9209,10.7899,67.6303,40.5363,48.5803,66.987,5.117470999999999
100502,Ica,Palpa,Llipata,1546.0,182.649,8.4643,46.4183,53.5817,100.0,13.9601,39.8438,55.8842,59.097,3.6640449999999993
100503,Ica,Palpa,Río Grande,2614.0,313.7188,8.3323,42.8336,57.1664,100.0,65.9367,38.6672,66.1023,62.9512,2.825618
100504,Ica,Palpa,Santa Cruz,1309.0,253.9991,5.1536,47.3684,52.6316,100.0,1.145,35.8734,56.5264,63.4529,6.609853000000001
100505,Ica,Palpa,Tibillo,500.0,336.2747,1.4869,43.4959,56.5041,100.0,95.3488,40.1961,69.7674,55.3846,8.612402999999999
100401,Ica,Pisco,Pisco,54183.0,22.9999,2355.7929,58.7772,41.2228,0.1171,85.5051,39.2131,28.2716,68.9158,3.123501
100402,Ica,Pisco,Huancano,2153.0,898.9148,2.3951,43.3362,56.6638,100.0,67.6647,38.0031,44.6701,62.8485,3.98449
100403,Ica,Pisco,Humay,5614.0,910.2151,6.1678,32.7953,67.2047,36.6494,69.1307,41.6377,52.182,58.7258,5.87026
100404,Ica,Pisco,Independencia,10766.0,268.6587,40.0731,34.8361,65.1639,46.4541,60.7754,39.5475,53.9848,59.1591,3.947185
100405,Ica,Pisco,Paracas,6606.0,1427.0797,4.629,44.0788,55.9212,2.1268,74.3494,50.3019,29.6068,66.5281,4.926614
100406,Ica,Pisco,San Andrés,13929.0,232.3859,59.9391,59.2411,40.7589,12.2975,91.6796,38.9138,36.8272,65.8454,2.730565
100407,Ica,Pisco,San Clemente,18086.0,134.1846,134.7845,41.7705,58.2295,2.4462,6.5221,40.7426,36.3222,62.268,4.783545
100408,Ica,Pisco,Túpac Amaru Inca,12974.0,56.139,231.1049,48.0631,51.9369,0.6245,90.0091,39.134,31.443,64.9395,3.6708070000000004
110101,Junín,Huancayo,Huancayo,108973.0,226.7818,480.5192,46.4736,53.5264,1.2026,90.345,45.7381,28.5008,72.3563,6.563487
110103,Junín,Huancayo,Carhuacallanga,572.0,13.1499,43.4984,30.2703,69.7297,100.0,99.177,55.5785,42.2925,54.7475,31.81542
110106,Junín,Huancayo,Chacapampa,931.0,125.4021,7.4241,26.8939,73.1061,100.0,56.3003,20.1784,77.6851,44.2748,31.81542
110107,Junín,Huancayo,Chicche,974.0,41.5262,23.4551,41.9831,58.0169,100.0,98.1343,26.9065,66.6667,42.4581,31.81542
110108,Junín,Huancayo,Chilca,73671.0,26.9018,2738.5156,32.8386,67.1614,0.0599,82.9264,41.3257,37.6686,66.1033,13.03173
110109,Junín,Huancayo,Chongos Alto,1296.0,702.404,1.8451,37.7483,62.2517,100.0,90.6863,41.5254,55.2561,55.5402,20.04704
110112,Junín,Huancayo,Chupuro,2171.0,41.6445,52.1317,26.8848,73.1152,100.0,87.9167,41.32,53.4943,57.2732,31.81542
110104,Junín,Huancayo,Colca,1065.0,110.9324,9.6004,35.5049,64.4951,100.0,87.0588,38.07,74.6313,44.5128,38.56399
110105,Junín,Huancayo,Cullhuas,2308.0,110.863,20.8185,28.0,72.0,100.0,54.902,50.365,82.9963,34.871,38.56399
110113,Junín,Huancayo,El Tambo,140470.0,166.4046,844.1473,44.5223,55.4777,4.3448,91.9284,43.9812,24.8847,73.0109,5.1083929999999995
110114,Junín,Huancayo,Huacrapuquio,1409.0,24.3988,57.7487,38.0769,61.9231,100.0,83.0601,42.1053,79.2094,46.851,31.81542
110116,Junín,Huancayo,Hualhuas,4751.0,13.6322,348.5131,40.1557,59.8443,0.0,85.9133,32.563,36.4692,61.5986,17.07232
110118,Junín,Huancayo,Huancán,15980.0,12.2883,1300.424,24.3214,75.6786,4.7161,45.4221,36.108,47.9178,60.0478,25.031550000000003
110119,Junín,Huancayo,Huasicancha,732.0,52.0324,14.0682,18.4211,81.5789,100.0,90.4564,20.2335,66.8275,46.0576,31.81542
110120,Junín,Huancayo,Huayucachi,9240.0,14.1628,652.4134,33.2183,66.7817,0.7143,78.4126,36.6409,46.9796,58.6207,26.55351
110121,Junín,Huancayo,Ingenio,2211.0,54.1565,40.8261,38.8928,61.1072,100.0,95.416,34.7706,43.0556,46.9234,20.04704
110122,Junín,Huancayo,Pariahuanca,5972.0,580.8262,10.2819,12.7362,87.2638,100.0,93.8272,15.5365,82.5146,34.4651,31.81542
110123,Junín,Huancayo,Pilcomayo,17711.0,8.8539,2000.3614,38.1126,61.8874,0.0,9.107,37.6778,33.2087,66.8771,17.07232
110124,Junín,Huancayo,Pucara,5044.0,111.3356,45.3045,29.4257,70.5743,41.428,84.4062,48.9071,69.4819,49.5824,26.55351
110125,Junín,Huancayo,Quichuay,1715.0,30.4212,56.3752,33.4297,66.5703,100.0,96.0663,32.7637,52.6998,47.8705,20.04704
110126,Junín,Huancayo,Quilcas,4070.0,159.8715,25.4579,27.7452,72.2548,23.4375,95.1368,30.9229,53.1506,50.623,25.97536
110127,Junín,Huancayo,San Agustín,12900.0,26.1626,493.0703,39.8451,60.1549,6.3543,85.0761,37.397,34.3433,64.078,25.97536
110128,Junín,Huancayo,San Jeronimo De Tunán,10643.0,21.0414,505.8124,39.2841,60.7159,0.0,91.5941,35.6129,38.2812,63.807,22.34907
110132,Junín,Huancayo,Saño,4949.0,12.9839,381.1644,34.7783,65.2217,0.381,30.4589,31.8945,41.201,59.782,22.34907
110133,Junín,Huancayo,Sapallanga,19021.0,123.4833,154.037,30.387,69.613,8.8974,64.7796,39.8951,52.3891,56.5906,24.349749000000003
110134,Junín,Huancayo,Sicaya,9067.0,42.0424,215.6632,35.7247,64.2753,2.4215,92.2171,36.0281,50.7382,59.524,22.34907
110131,Junín,Huancayo,Santo Domingo De Acobamba,5069.0,876.8312,5.781,16.5847,83.4153,100.0,97.491,22.4258,83.3494,37.5085,38.56399
110136,Junín,Huancayo,Viques,2232.0,6.0367,369.7384,32.8046,67.1954,1.8947,88.0383,32.9987,51.0042,52.6,36.59578
110201,Junín,Concepción,Concepción,13310.0,18.2865,727.8593,42.25,57.75,8.5299,96.9379,41.2882,37.8208,67.1035,18.66913
110202,Junín,Concepción,Aco,1545.0,39.0062,39.6091,45.2242,54.7758,100.0,97.191,45.0331,77.162,53.4185,20.04204
110203,Junín,Concepción,Andamarca,4105.0,505.725,8.1171,18.6528,81.3472,100.0,87.5445,22.2613,78.0126,30.7716,46.875417999999996
110206,Junín,Concepción,Chambará,2554.0,109.2367,23.3804,40.5372,59.4628,100.0,84.7432,25.5484,71.3725,48.363,30.896250000000002
110205,Junín,Concepción,Cochas,1593.0,108.4367,14.6906,39.3782,60.6218,100.0,85.5721,39.422,66.8747,37.9405,47.45068499999999
110204,Junín,Concepción,Comas,5778.0,949.2226,6.0871,47.5315,52.4685,100.0,95.4185,25.7207,75.0976,35.7969,30.896250000000002
110207,Junín,Concepción,Heroínas Toledo,1198.0,25.0891,47.7498,46.8493,53.1507,100.0,54.6468,27.3743,68.5185,39.4366,30.896250000000002
110208,Junín,Concepción,Manzanares,1443.0,17.4727,82.586,26.1645,73.8355,100.0,98.3871,36.8343,56.4953,64.3317,22.96238
110209,Junín,Concepción,Mariscal Castilla,1644.0,56.2893,29.2063,46.5614,53.4386,100.0,85.8537,33.2799,73.0273,41.9207,22.96238
110210,Junín,Concepción,Matahuasi,4648.0,23.5348,197.4948,52.5645,47.4355,24.255,90.8879,40.822,41.2859,59.4195,23.266353
110211,Junín,Concepción,Mito,1250.0,25.1906,49.6217,47.6135,52.3865,100.0,61.0119,42.3318,56.9465,63.6364,20.04204
110212,Junín,Concepción,Nueve De Julio,1810.0,6.8334,264.8755,45.5744,54.4256,11.5435,80.1242,33.461,47.0923,56.6944,18.66913
110213,Junín,Concepción,Orcotuna,4235.0,44.9728,94.168,38.9996,61.0004,12.2203,85.2941,39.6067,64.7953,54.9495,38.255126999999995
110215,Junín,Concepción,San José De Quero,5149.0,308.2671,16.703,54.2728,45.7272,54.6313,75.1494,21.2579,57.3916,47.6749,33.713954
110214,Junín,Concepción,Santa Rosa De Ocopa,1813.0,16.1527,112.2413,44.9587,55.0413,100.0,92.6316,42.515,65.1538,55.0105,13.418097000000001
110801,Junín,Chanchamayo,Chanchamayo,25820.0,739.1478,34.9321,53.8375,46.1625,11.3746,97.5024,48.0946,45.0486,64.4807,15.38681
110806,Junín,Chanchamayo,Perené,42707.0,1491.7354,28.6291,43.0858,56.9142,37.2243,87.1207,39.5113,63.2693,50.0,31.267017000000003
110805,Junín,Chanchamayo,Pichanaqui,39933.0,1243.4464,32.1148,43.7497,56.2503,41.7857,93.2732,41.2112,55.7792,48.9349,30.580174
110804,Junín,Chanchamayo,San Luis De Shuaro,5097.0,192.6233,26.461,49.3182,50.6818,100.0,93.7922,45.9709,66.9954,48.4986,21.489420000000003
110802,Junín,Chanchamayo,San Ramón,22267.0,621.9527,35.8018,48.2895,51.7105,19.562,88.6348,40.2328,40.6783,59.7372,15.38681
110803,Junín,Chanchamayo,Vitoc,2063.0,393.1655,5.2472,41.5574,58.4426,100.0,97.8852,51.403,49.7795,50.2015,13.756187
110301,Junín,Jauja,Jauja,12961.0,9.4182,1376.1653,53.9889,46.0111,0.6254,95.4953,43.6517,40.3395,68.8136,13.768551
110302,Junín,Jauja,Acolla,5857.0,120.1687,48.7398,42.6737,57.3263,27.0035,92.7563,35.8116,62.0536,56.1663,34.997418
110303,Junín,Jauja,Apata,4382.0,419.8579,10.4369,51.5229,48.4771,100.0,91.1628,29.9517,54.225,50.539,32.56425
110304,Junín,Jauja,Ataura,1176.0,5.5441,212.1174,47.2569,52.7431,100.0,93.1148,35.6342,42.6424,64.0133,21.93331
110305,Junín,Jauja,Canchayllo,1359.0,946.558,1.4357,48.7723,51.2277,100.0,81.8182,26.7906,40.2249,57.7763,32.56425
110331,Junín,Jauja,Curicaca,1129.0,65.5375,17.2268,48.5461,51.4539,100.0,97.549,33.7795,38.0851,51.6566,21.93331
110306,Junín,Jauja,El Mantaro,2254.0,17.8607,126.1989,44.7663,55.2337,5.3503,55.9275,40.3968,47.806,62.2964,24.70769
110307,Junín,Jauja,Huamali,1552.0,19.7325,78.652,45.6967,54.3033,100.0,81.2766,31.0891,41.5553,61.3027,18.58019
110308,Junín,Jauja,Huaripampa,973.0,14.39,67.6164,46.5753,53.4247,100.0,98.3974,38.0282,54.0,62.3444,12.41071
110309,Junín,Jauja,Huertas,2092.0,12.1363,172.3754,60.9005,39.0995,100.0,93.3837,41.2784,64.9192,60.7087,18.58019
110310,Junín,Jauja,Janjaillo,671.0,32.5433,20.6187,41.3793,58.6207,100.0,91.7127,18.9293,75.9857,34.0741,38.62253
110311,Junín,Jauja,Julcan,916.0,19.1141,47.9227,52.7491,47.2509,100.0,56.0748,39.3805,74.094,61.9318,18.58019
110312,Junín,Jauja,Leonor Ordóñez,1423.0,21.0845,67.4903,41.8919,58.1081,100.0,26.0965,39.7089,57.566,62.8935,12.41071
110313,Junín,Jauja,Llocllapampa,1232.0,109.2306,11.2789,42.1117,57.8883,100.0,84.8024,31.6336,32.6334,55.4239,12.41071
110314,Junín,Jauja,Marco,1525.0,28.7548,53.0346,40.7098,59.2902,100.0,54.3424,26.8437,69.3315,54.7482,34.60402
110315,Junín,Jauja,Masma,1816.0,14.4399,125.7626,39.6347,60.3653,100.0,75.2515,29.0159,65.9931,53.0834,34.60402
110332,Junín,Jauja,Masma Chicche,715.0,33.8754,21.1068,59.2369,40.7631,100.0,54.1935,16.6667,79.918,40.7143,40.86393
110316,Junín,Jauja,Molinos,1581.0,314.2978,5.0303,40.6314,59.3686,100.0,94.5679,30.8937,73.9352,46.2777,29.091009999999997
110317,Junín,Jauja,Monobamba,1387.0,935.4319,1.4827,56.4331,43.5669,100.0,84.9057,44.8095,64.9819,48.1622,29.091009999999997
110318,Junín,Jauja,Muqui,902.0,11.97,75.3551,45.8763,54.1237,100.0,52.9412,34.0358,57.6205,61.8219,22.73657
110319,Junín,Jauja,Muquiyauyo,2003.0,20.7642,96.4641,36.6951,63.3049,1.0278,97.3412,40.5229,60.5996,59.937,24.17415
110320,Junín,Jauja,Paca,976.0,34.114,28.61,35.2014,64.7986,100.0,77.8656,30.5854,67.0404,47.9722,29.091009999999997
110321,Junín,Jauja,Paccha,1611.0,89.1873,18.0631,34.4037,65.5963,100.0,95.8525,27.9667,70.8966,50.9434,24.70769
110322,Junín,Jauja,Pancan,1534.0,11.3917,134.6594,52.5988,47.4012,100.0,77.2189,41.6007,59.5432,59.7458,29.091009999999997
110323,Junín,Jauja,Parco,1271.0,34.0176,37.363,36.9434,63.0566,100.0,93.75,35.4264,60.451,58.8182,22.73657
110324,Junín,Jauja,Pomacancha,1428.0,281.5845,5.0713,63.3371,36.6629,100.0,100.0,19.3548,77.5053,37.5185,40.86393
110325,Junín,Jauja,Ricrán,1175.0,319.931,3.6727,57.554,42.446,100.0,92.79,37.6884,79.7068,37.6013,40.86393
110326,Junín,Jauja,San Lorenzo,2098.0,24.414,85.9343,49.1228,50.8772,14.6966,48.2428,36.0727,49.1332,59.8668,16.692441000000002
110327,Junín,Jauja,San Pedro De Chunán,661.0,8.7255,75.755,48.0,52.0,100.0,89.3805,31.2874,57.5499,53.4407,29.091009999999997
110333,Junín,Jauja,Sausa,2424.0,4.637,522.7518,51.0891,48.9109,0.0,94.8119,35.7582,45.4575,61.4429,24.70769
110328,Junín,Jauja,Sincos,3283.0,231.2947,14.194,45.7651,54.2349,100.0,86.862,40.5253,72.0907,56.0736,18.58019
110329,Junín,Jauja,Tunan Marca,1007.0,32.759,30.7396,50.6934,49.3066,100.0,70.2422,27.6956,71.869,51.9637,29.091009999999997
110330,Junín,Jauja,Yauli,1170.0,93.1025,12.5668,44.9482,55.0518,100.0,91.8831,40.4318,68.5506,53.9486,38.62253
110334,Junín,Jauja,Yauyos,7091.0,19.5839,362.0831,50.5172,49.4828,3.948,96.9397,39.5765,43.5276,64.7938,24.17415
110401,Junín,Junín,Junín,8493.0,870.0467,9.7615,32.3912,67.6088,6.8878,95.2208,35.819,50.5375,58.9376,22.178845
110402,Junín,Junín,Carhuamayo,4019.0,204.5293,19.65,33.2046,66.7954,4.3839,92.9636,34.628,57.668,55.2665,41.252469000000005
110403,Junín,Junín,Ondores,1620.0,289.511,5.5956,33.5609,66.4391,100.0,87.3239,31.7944,56.6343,55.2921,30.489644
110404,Junín,Junín,Ulcumayo,4334.0,1133.0304,3.8251,28.5533,71.4467,100.0,92.7632,23.5905,76.7686,35.4509,51.766199
110701,Junín,Satipo,Satipo,30032.0,815.4341,36.8295,48.8577,51.1423,30.0418,83.735,43.0749,53.826,57.0209,21.841047000000003
110702,Junín,Satipo,Coviriali,4613.0,97.5409,47.293,36.8722,63.1278,100.0,100.0,39.381,72.5511,48.9193,37.709363
110703,Junín,Satipo,Llaylla,4338.0,308.4715,14.0629,33.4392,66.5608,100.0,86.6419,49.5963,71.0116,44.2329,28.28469
110704,Junín,Satipo,Mazamari,20942.0,2134.4453,9.8114,46.7673,53.2327,56.7345,85.0704,34.0481,66.8608,49.6298,35.190937000000005
110705,Junín,Satipo,Pampa Hermosa,4005.0,950.9125,4.2117,31.9734,68.0266,100.0,93.1734,41.2919,79.4309,38.8681,48.846161
110706,Junín,Satipo,Pangoa,44754.0,3535.8374,12.6573,41.8768,58.1232,58.9749,94.4816,34.2799,67.5369,42.5734,38.234087
110707,Junín,Satipo,Río Negro,19457.0,488.4676,39.8327,38.6491,61.3509,82.8325,89.3384,32.3628,76.2292,46.8291,33.684533
110708,Junín,Satipo,Río Tambo,23135.0,10214.1519,2.265,58.5114,41.4886,100.0,70.0,33.7475,80.02,33.8367,51.784869
110709,Junín,Satipo,Vizcatán Del Ene,3556.0,607.351,5.8549,4.5198,95.4802,100.0,88.5135,50.0401,53.8805,48.9947,28.28469
110501,Junín,Tarma,Tarma,39176.0,445.6155,87.9144,47.0022,52.9978,9.9069,88.804,43.551,45.371,62.3241,14.537614
110502,Junín,Tarma,Acobamba,8064.0,107.2434,75.1934,60.1927,39.8073,36.2211,79.5717,43.4867,52.7895,51.7932,33.48464
110503,Junín,Tarma,Huaricolca,1961.0,164.5771,11.9154,46.0957,53.9043,100.0,96.7655,25.8083,80.99,42.5249,45.41516
110504,Junín,Tarma,Huasahuasi,8191.0,637.2852,12.853,47.0588,52.9412,54.247,88.6581,39.8111,55.1661,39.0327,33.48464
110505,Junín,Tarma,La Unión,2756.0,151.5404,18.1866,39.1417,60.8583,17.6722,56.9811,46.1658,42.8571,59.609,26.84906
110506,Junín,Tarma,Palca,5356.0,270.5841,19.7942,51.7121,48.2879,43.9834,94.2813,42.0204,67.5627,39.7693,23.744443999999998
110507,Junín,Tarma,Palcamayo,3305.0,168.0073,19.6718,50.5784,49.4216,100.0,99.3289,45.0331,73.2984,41.842,24.586478999999997
110508,Junín,Tarma,San Pedro De Cajas,3299.0,512.1553,6.4414,57.7554,42.2446,17.9588,88.5781,45.2482,66.084,42.7315,26.84906
110509,Junín,Tarma,Tapo,3643.0,215.1554,16.9319,38.0975,61.9025,100.0,87.8597,34.0389,75.5645,37.1577,45.41516
110601,Junín,Yauli,La Oroya,11600.0,379.9011,30.5343,32.6932,67.3068,1.077,82.1911,39.759,22.1525,70.6992,12.575500000000002
110602,Junín,Yauli,Chacapalpa,840.0,186.2096,4.511,27.8008,72.1992,100.0,93.6416,37.299,39.5924,44.0495,24.41379
110603,Junín,Yauli,Huay-Huay,1142.0,193.1341,5.913,19.0045,80.9955,100.0,86.901,40.3614,20.6471,72.0682,13.6195
110604,Junín,Yauli,Marcapomacocha,1526.0,883.6404,1.7269,46.2264,53.7736,100.0,99.1736,48.886,32.9341,53.9043,20.47686
110605,Junín,Yauli,Morococha,3281.0,264.8218,12.3895,26.1752,73.8248,10.5335,98.3112,59.2739,10.1067,76.278,14.238627999999999
110606,Junín,Yauli,Paccha,1379.0,323.0049,4.2693,38.9578,61.0422,100.0,93.6768,42.6951,29.7612,64.8041,13.6195
110607,Junín,Yauli,Santa Bárbara De Carhuacaya,750.0,680.4352,1.1022,42.6914,57.3086,100.0,89.3082,51.401,34.1486,61.4515,20.47686
110610,Junín,Yauli,Santa Rosa De Sacco,6115.0,100.3849,60.9155,36.1377,63.8623,0.2339,87.8896,37.395,23.8053,69.9884,12.575500000000002
110608,Junín,Yauli,Suitucancha,795.0,215.364,3.6914,29.0526,70.9474,100.0,82.8947,16.9082,60.7246,46.9231,24.41379
110609,Junín,Yauli,Yauli,2652.0,411.0207,6.4522,28.1918,71.8082,18.7418,98.514,60.5258,9.4739,77.6033,4.271369
110901,Junín,Chupaca,Chupaca,22996.0,20.5689,1117.9985,33.1171,66.8829,26.5326,91.8355,40.8204,35.1458,64.7469,14.533798
110902,Junín,Chupaca,Ahuac,6732.0,72.0696,93.4097,26.2918,73.7082,44.0402,79.8489,35.5556,43.3541,56.8048,19.955569999999998
110903,Junín,Chupaca,Chongos Bajo,4222.0,96.2956,43.8442,30.1468,69.8532,17.0377,25.0676,43.0274,58.5629,59.8801,25.5341
110904,Junín,Chupaca,Huáchac,3029.0,23.8202,127.161,33.8384,66.1616,100.0,93.7896,38.7049,43.4871,61.8014,24.670120000000004
110905,Junín,Chupaca,Huamancaca Chico,6822.0,11.0531,617.2024,36.6658,63.3342,14.7274,93.3285,52.0272,50.7187,64.2225,25.5341
110906,Junín,Chupaca,San Juan De Iscos,2510.0,26.3079,95.4086,21.4876,78.5124,100.0,75.6897,40.6265,50.5386,56.1114,28.86316
110907,Junín,Chupaca,San Juan De Jarpa,2794.0,136.0292,20.5397,33.7699,66.2301,100.0,60.1852,8.8127,54.1008,45.8531,24.670120000000004
110908,Junín,Chupaca,Tres De Diciembre,2844.0,11.7079,242.9129,29.3163,70.6837,0.0,88.0952,49.2077,58.2364,59.5068,18.760170000000002
110909,Junín,Chupaca,Yanacancha,2678.0,757.5198,3.5352,34.8548,65.1452,100.0,96.5164,18.4582,66.6408,45.0658,28.86316
120101,La Libertad,Trujillo,Trujillo,301222.0,38.227,7879.8232,69.0058,30.9942,0.0416,96.06,45.923,16.9093,76.0736,4.989521
120110,La Libertad,Trujillo,El Porvenir,115726.0,38.3836,3014.9856,61.8901,38.1099,0.0,75.073,42.5049,50.2428,54.6976,24.209032999999998
120112,La Libertad,Trujillo,Florencia De Mora,51193.0,2.5068,20421.6531,63.2454,36.7546,0.0,70.7169,44.3266,37.7919,61.977,20.917457
120102,La Libertad,Trujillo,Huanchaco,59675.0,315.9642,188.8663,64.9879,35.0121,0.8435,46.7794,42.0795,39.1089,60.4691,18.936149999999998
120111,La Libertad,Trujillo,La Esperanza,143588.0,21.1938,6775.0002,64.5876,35.4124,0.0,82.7607,41.8476,34.2235,62.5996,19.245626
120103,La Libertad,Trujillo,Laredo,33358.0,492.1935,67.7742,63.2499,36.7501,24.5391,87.4873,41.7093,31.7341,58.4639,17.123663999999998
120104,La Libertad,Trujillo,Moche,33769.0,28.1502,1199.6007,62.9377,37.0623,12.0713,69.1221,43.4616,31.1224,64.2054,13.282499999999999
120109,La Libertad,Trujillo,Poroto,3678.0,150.1147,24.5013,70.3732,29.6268,100.0,98.5057,39.4535,60.3737,43.536,32.142499
120105,La Libertad,Trujillo,Salaverry,16728.0,288.2411,58.0347,64.822,35.178,0.1953,94.904,39.6889,40.6831,60.89,18.70471
120106,La Libertad,Trujillo,Simbal,4298.0,388.4547,11.0644,69.7368,30.2632,100.0,79.1786,38.0152,56.0699,40.0261,31.842062
120107,La Libertad,Trujillo,Víctor Larco Herrera,63104.0,11.8798,5311.8739,73.8959,26.1041,0.0,94.841,45.5938,23.3396,74.6954,6.118822
120801,La Libertad,Ascope,Ascope,6587.0,297.7,22.1263,64.2057,35.7943,7.1495,6.3598,37.416,48.0192,61.5435,25.837439
120802,La Libertad,Ascope,Chicama,13860.0,896.8778,15.4536,60.4052,39.5948,7.526,50.2971,36.5843,32.0954,59.9092,24.114123
120803,La Libertad,Ascope,Chocope,9555.0,99.068,96.4489,57.9706,42.0294,21.1136,94.5667,37.5015,32.4429,65.212,15.119381
120805,La Libertad,Ascope,Magdalena De Cao,2325.0,160.4144,14.4937,53.8957,46.1043,100.0,98.7421,35.3819,31.6687,62.0543,18.400792
120806,La Libertad,Ascope,Paiján,21309.0,82.0143,259.8205,68.9423,31.0577,5.696,84.6425,37.032,53.1548,54.149,32.141216
120807,La Libertad,Ascope,Rázuri,6621.0,310.543,21.3207,64.3246,35.6754,30.5055,96.9072,37.5428,46.3181,54.9426,25.987669000000004
120804,La Libertad,Ascope,Santiago De Cao,15870.0,136.072,116.6294,50.3,49.7,2.614,95.9041,39.8317,22.865,65.7542,23.065831000000003
120808,La Libertad,Ascope,Casa Grande,23498.0,658.9473,35.6599,57.8973,42.1027,5.2295,80.0303,36.3654,24.7262,65.262,12.468796000000001
120201,La Libertad,Bolívar,Bolívar,3260.0,735.95,4.4296,47.2171,52.7829,100.0,94.878,30.5229,78.2492,35.0659,47.963631
120202,La Libertad,Bolívar,Bambamarca,2947.0,164.2072,17.9468,44.9756,55.0244,100.0,72.4194,18.3215,79.6768,25.5477,64.78142799999999
120203,La Libertad,Bolívar,Condormarca,1776.0,323.3882,5.4919,30.411,69.589,100.0,98.3221,9.7981,84.8485,29.5313,65.903417
120204,La Libertad,Bolívar,Longotea,1788.0,188.8867,9.466,44.1725,55.8275,100.0,88.4685,30.8386,64.2993,36.8927,37.950016
120206,La Libertad,Bolívar,Uchumarca,1878.0,221.054,8.4957,30.5777,69.4223,100.0,91.1654,25.0,79.5191,33.0327,52.812249
120205,La Libertad,Bolívar,Ucuncha,1208.0,100.2124,12.0544,15.6057,84.3943,100.0,100.0,27.2605,80.2632,28.6812,42.44044799999999
120901,La Libertad,Chepén,Chepén,43687.0,288.5537,151.3999,60.0762,39.9238,6.2646,89.4787,38.7149,44.8385,60.6933,21.749153999999997
120902,La Libertad,Chepén,Pacanga,16231.0,588.0762,27.6002,49.6599,50.3401,18.2798,93.1357,36.4462,58.012,48.0656,32.458251000000004
120903,La Libertad,Chepén,Pueblo Nuevo,10879.0,270.2512,40.2551,51.0165,48.9835,23.4758,98.082,34.6241,60.6501,50.9559,35.559638
121001,La Libertad,Julcán,Julcán,10363.0,227.8907,45.4736,46.931,53.069,75.2629,54.8387,24.8741,88.04,27.9956,44.449580999999995
121003,La Libertad,Julcán,Calamarca,5220.0,208.7842,25.0019,40.0215,59.9785,100.0,74.323,20.0998,84.7513,26.3386,51.529088
121002,La Libertad,Julcán,Carabamba,5718.0,234.1997,24.4151,53.179,46.821,100.0,59.3284,21.1658,89.7444,25.1254,59.66925499999999
