ubigeo,departamento,provincia,distrito,electores,area_km2,population_density,keiko_2021_share,castillo_2021_share,rural,agua,trabajo,sis,educacion,pobreza
40215,Arequipa,Caylloma,Sibayo,799.0,283.5949,2.8174,9.4778,90.5222,100.0,50.0,35.0877,64.574,45.8658,33.87431
40216,Arequipa,Caylloma,Tapay,997.0,413.689,2.41,19.3939,80.6061,100.0,71.7742,54.5205,33.2902,58.8549,43.075724
40217,Arequipa,Caylloma,Tisco,1405.0,1440.7996,0.9752,8.1437,91.8563,100.0,95.4023,43.3708,73.0743,42.7948,47.846854
40218,Arequipa,Caylloma,Tuti,758.0,239.5222,3.1646,7.5356,92.4644,100.0,98.3957,35.284,57.971,44.186,29.56721
40219,Arequipa,Caylloma,Yanque,2156.0,1111.7191,1.9393,9.0204,90.9796,100.0,99.6,49.332,59.0931,46.7494,24.803463999999998
40220,Arequipa,Caylloma,Majes,56016.0,1646.2094,34.0273,14.9698,85.0302,16.2641,88.6656,48.1075,34.8972,60.168,12.596769
40601,Arequipa,Condesuyos,Chuquibamba,2736.0,1185.5589,2.3078,29.2935,70.7065,13.9818,98.227,45.7811,53.4347,58.4552,14.327612
40602,Arequipa,Condesuyos,Andaray,587.0,810.1885,0.7245,9.434,90.566,100.0,96.875,68.0982,42.9838,67.4699,23.37544
40603,Arequipa,Condesuyos,Cayarani,2548.0,1393.2449,1.8288,4.4944,95.5056,100.0,80.8901,36.7067,53.4869,55.7525,42.889416000000004
40604,Arequipa,Condesuyos,Chichas,751.0,390.5446,1.923,28.8889,71.1111,100.0,99.4536,37.7152,59.8519,52.9954,38.94611499999999
40605,Arequipa,Condesuyos,Iray,697.0,238.4845,2.9226,26.6667,73.3333,100.0,93.9189,39.4265,54.4538,50.1736,23.37544
40608,Arequipa,Condesuyos,Río Grande,2302.0,533.1567,4.3177,22.5363,77.4637,100.0,97.9253,53.6464,27.9497,64.1618,14.61039
40606,Arequipa,Condesuyos,Salamanca,752.0,1240.7235,0.6061,13.0208,86.9792,100.0,97.7528,40.1345,80.5439,32.6087,27.146443999999995
40607,Arequipa,Condesuyos,Yanaquihua,4372.0,1056.0545,4.1399,11.3918,88.6082,100.0,71.8078,44.6732,40.8859,55.1447,14.61039
40701,Arequipa,Islay,Mollendo,22181.0,931.6328,23.8087,37.7553,62.2447,0.7768,85.9793,45.3222,18.6973,71.6765,6.391753
40702,Arequipa,Islay,Cocachacra,10253.0,1549.0384,6.6189,19.8853,80.1147,9.9197,91.9652,44.6196,30.1905,63.012,12.38612
40703,Arequipa,Islay,Dean Valdivia,6312.0,134.2602,47.0132,15.0125,84.9875,3.166,96.7213,47.0598,37.3359,60.9934,17.831239
40704,Arequipa,Islay,Islay,4539.0,364.3309,12.4585,29.2624,70.7376,0.0,76.1115,45.5582,28.7997,69.6074,12.38612
40705,Arequipa,Islay,Mejia,1486.0,102.7048,14.4687,34.5473,65.4527,100.0,97.3913,55.7675,20.5631,73.4513,4.033851
40706,Arequipa,Islay,Punta De Bombón,6638.0,756.4345,8.7754,21.0551,78.9449,0.8519,88.5566,46.8885,44.5477,59.0082,12.38612
40801,Arequipa,La Unión,Cotahuasi,2027.0,166.7242,12.1578,15.7756,84.2244,25.1282,90.3456,33.1595,54.8034,58.0634,18.665816
40802,Arequipa,La Unión,Alca,1626.0,191.5849,8.4871,15.6613,84.3387,100.0,97.6331,15.066,80.8004,35.2707,46.382311
40803,Arequipa,La Unión,Charcana,553.0,162.2286,3.4088,16.2252,83.7748,100.0,98.773,17.1206,81.4558,44.3414,39.303624
40804,Arequipa,La Unión,Huaynacotas,1870.0,934.9176,2.0002,16.7203,83.2797,100.0,97.3214,27.695,78.0972,35.1396,42.179079
40805,Arequipa,La Unión,Pampamarca,1388.0,787.6988,1.7621,9.3583,90.6417,100.0,96.83,6.5112,82.8877,27.959,39.978632
40806,Arequipa,La Unión,Puyca,2183.0,1503.4662,1.452,5.3698,94.6302,100.0,96.9589,20.2857,84.3723,19.5045,52.170944
40807,Arequipa,La Unión,Quechualla,517.0,135.3221,3.8205,12.8571,87.1429,100.0,87.931,25.0996,66.0377,54.6875,28.88604
40808,Arequipa,La Unión,Sayla,333.0,70.6683,4.7122,25.3968,74.6032,100.0,100.0,30.2405,78.9969,47.1947,33.14391
40809,Arequipa,La Unión,Tauria,321.0,317.685,1.0104,28.7671,71.2329,100.0,100.0,10.0372,73.4219,55.9859,28.88604
40810,Arequipa,La Unión,Tomepampa,593.0,96.4086,6.1509,21.8232,78.1768,100.0,100.0,15.625,68.693,47.2266,26.542993999999997
40811,Arequipa,La Unión,Toro,617.0,526.1673,1.1726,9.7561,90.2439,100.0,85.7895,9.7514,76.259,49.7196,33.14391
50101,Ayacucho,Huamanga,Ayacucho,73930.0,81.8615,903.1107,21.7211,78.2789,2.2398,83.4682,41.4384,49.4906,66.6501,15.054645999999998
50111,Ayacucho,Huamanga,Acocro,8009.0,430.3108,18.6121,9.1961,90.8039,100.0,84.7283,32.6324,91.6926,33.0622,51.53651299999999
50102,Ayacucho,Huamanga,Acos Vinchos,4409.0,154.4733,28.5421,18.9423,81.0577,100.0,83.4677,19.7452,95.8704,33.2199,45.268869
50103,Ayacucho,Huamanga,Carmen Alto,20734.0,17.1129,1211.6006,14.6397,85.3603,2.1521,90.6512,36.7031,62.1301,60.1909,26.660474
50104,Ayacucho,Huamanga,Chiara,5701.0,454.5401,12.5423,8.6618,91.3382,57.9677,91.0644,42.3546,85.6967,39.1703,51.697462
50113,Ayacucho,Huamanga,Ocros,5365.0,300.8388,17.8335,13.9473,86.0527,100.0,96.7168,22.7689,91.7923,37.1356,52.501663
50114,Ayacucho,Huamanga,Pacaycasa,2887.0,52.7485,54.7314,32.4696,67.5304,100.0,52.8443,31.7325,89.3706,49.7956,31.561664999999998
50105,Ayacucho,Huamanga,Quinua,5364.0,114.7232,46.756,20.9057,79.0943,58.3907,91.033,25.3256,87.5664,42.8012,37.988189
50106,Ayacucho,Huamanga,San José De Ticllas,2249.0,81.197,27.6981,27.3292,72.6708,100.0,80.2273,14.0955,94.9394,34.2814,53.852984000000006
50107,Ayacucho,Huamanga,San Juan Bautista,36250.0,15.2241,2381.0931,15.6612,84.3388,0.1122,84.3421,38.5102,52.9898,67.5283,18.759878999999998
50108,Ayacucho,Huamanga,Santiago De Pischa,1716.0,89.7997,19.1092,24.1038,75.8962,100.0,69.5652,24.6979,76.1037,45.0147,46.909459
50112,Ayacucho,Huamanga,Socos,7476.0,169.7861,44.0319,9.8222,90.1778,100.0,93.4186,15.6071,93.2124,29.7585,60.55300999999999
50110,Ayacucho,Huamanga,Tambillo,6035.0,150.9322,39.9848,21.3513,78.6487,100.0,96.5377,30.6415,91.9358,39.7395,37.996694
50109,Ayacucho,Huamanga,Vinchos,15193.0,915.1705,16.6013,5.8787,94.1213,100.0,95.7574,13.6678,94.279,28.2,58.013396
50115,Ayacucho,Huamanga,Jesús Nazareno,14892.0,15.8057,942.1917,18.9436,81.0564,4.8778,86.1329,39.4106,55.0292,68.5516,16.283851999999996
50116,Ayacucho,Huamanga,Andrés Avelino Cáceres Dorregaray,15730.0,9.2085,1708.2044,20.1138,79.8862,12.0856,90.6093,40.7455,57.2457,64.9292,13.243211
50201,Ayacucho,Cangallo,Cangallo,5039.0,184.2968,27.3418,10.6747,89.3253,58.1858,90.6558,24.0428,75.47,44.8171,35.00305
50204,Ayacucho,Cangallo,Chuschi,6348.0,411.9237,15.4106,9.6588,90.3412,61.9397,92.4556,19.6588,88.9436,41.8699,49.686077000000004
50206,Ayacucho,Cangallo,Los Morochucos,7475.0,249.5524,29.9536,11.1541,88.8459,63.4597,96.5069,24.8188,90.2184,41.0704,45.977185999999996
50211,Ayacucho,Cangallo,María Parado De Bellido,2006.0,131.7424,15.2267,15.3488,84.6512,100.0,93.7233,11.5021,91.0982,33.3838,58.648858999999995
50207,Ayacucho,Cangallo,Paras,5018.0,777.5117,6.4539,11.2116,88.7884,100.0,75.8581,18.6961,92.6657,33.8922,63.94617099999999
50208,Ayacucho,Cangallo,Totos,3537.0,115.2762,30.6828,10.2476,89.7524,100.0,95.5736,24.3964,90.5284,39.334,49.872178000000005
50801,Ayacucho,Huanca Sancos,Sancos,2750.0,1357.0835,2.0264,14.0904,85.9096,5.5903,74.6864,35.8174,72.2673,50.6992,34.64450600000001
50804,Ayacucho,Huanca Sancos,Carapo,2062.0,196.6514,10.4856,7.7338,92.2662,100.0,74.5572,19.5942,84.6659,41.0068,51.58068900000001
50802,Ayacucho,Huanca Sancos,Sacsamarca,1366.0,639.4869,2.1361,16.0848,83.9152,100.0,95.1807,21.3301,86.2909,40.6299,45.793637999999994
50803,Ayacucho,Huanca Sancos,Santiago De Lucanamarca,2253.0,645.7667,3.4889,9.1293,90.8707,100.0,97.8964,16.8681,91.9246,36.0223,43.949016
50301,Ayacucho,Huanta,Huanta,31395.0,164.7665,190.5424,20.3986,79.6014,14.8999,90.2147,32.5648,68.8564,57.3821,36.194279
50302,Ayacucho,Huanta,Ayahuanco,1915.0,370.3063,5.1714,12.9751,87.0249,100.0,96.0,14.2336,88.7124,33.6564,53.055271000000005
50303,Ayacucho,Huanta,Huamanguilla,4251.0,93.9702,45.2377,12.397,87.603,100.0,94.5617,24.6328,90.2931,41.344,49.542142
50304,Ayacucho,Huanta,Iguain,3406.0,60.6407,56.1669,17.439,82.561,100.0,90.352,25.2252,91.9385,41.3617,52.217517
50305,Ayacucho,Huanta,Luricocha,6490.0,141.9199,45.73,25.1152,74.8848,61.3843,68.3403,23.6972,87.3406,45.8071,43.564533000000004
50307,Ayacucho,Huanta,Santillana,3574.0,286.1809,12.4886,10.9193,89.0807,100.0,93.5872,17.369,93.8214,35.6344,59.937554999999996
50308,Ayacucho,Huanta,Sivia,8489.0,896.6535,9.4674,14.1955,85.8045,61.869,84.4311,42.3655,84.6346,42.4757,45.787749
50309,Ayacucho,Huanta,Llochegua,7696.0,515.8808,14.9182,8.8784,91.1216,51.213,87.3431,52.6387,75.5419,49.1442,32.096351
50310,Ayacucho,Huanta,Canayre,2929.0,269.0989,10.8845,6.8327,93.1673,100.0,65.6831,34.2225,71.8182,46.6112,43.483245
50311,Ayacucho,Huanta,Uchuraccay,3089.0,255.7222,12.0795,12.9831,87.0169,100.0,96.4286,17.7399,95.1448,25.4584,81.261671
50312,Ayacucho,Huanta,Pucacolpa,2280.0,716.3564,3.1828,9.6956,90.3044,100.0,93.3798,20.9893,92.9449,27.7449,78.161251
50313,Ayacucho,Huanta,Chaca,2082.0,105.9453,19.6517,17.9798,82.0202,100.0,89.9772,8.1039,98.5199,25.9715,72.722171
50401,Ayacucho,La Mar,San Miguel,7414.0,451.1288,16.4343,15.1319,84.8681,54.7163,94.2966,20.4756,85.8125,42.5132,48.595298
50402,Ayacucho,La Mar,Anco,6235.0,787.9085,7.9134,9.441,90.559,69.281,96.4057,32.695,88.7815,44.2374,45.927716000000004
50403,Ayacucho,La Mar,Ayna,6638.0,285.2696,23.2692,24.5695,75.4305,25.8012,88.6108,45.1971,78.6621,50.3668,38.938658
50404,Ayacucho,La Mar,Chilcas,1736.0,154.3532,11.2469,17.2113,82.7887,100.0,95.471,10.5402,95.3743,34.1199,44.042213000000004
50405,Ayacucho,La Mar,Chungui,3775.0,518.5205,7.2803,11.3962,88.6038,100.0,90.4609,28.1234,90.1612,36.4411,62.395542000000006
50407,Ayacucho,La Mar,Luis Carranza,1276.0,133.8223,9.535,26.8956,73.1044,100.0,87.7451,5.431,90.1408,37.7796,63.620239999999995
50408,Ayacucho,La Mar,Santa Rosa,9158.0,388.9265,23.5469,13.6687,86.3313,26.7577,77.3435,49.7454,76.3277,45.3356,31.925593000000003
50406,Ayacucho,La Mar,Tambo,9275.0,308.9778,30.0183,10.8906,89.1094,36.0857,67.2602,22.9372,90.7205,34.0748,54.039499000000006
50409,Ayacucho,La Mar,Samugari,6085.0,380.2756,16.0016,12.7013,87.2987,42.6355,81.3933,45.9264,75.6111,43.3631,42.323311000000004
50410,Ayacucho,La Mar,Anchihuay,3205.0,266.8468,12.0106,17.8827,82.1173,100.0,97.7654,36.4525,91.9039,34.2789,64.817398
50411,Ayacucho,La Mar,Oroncoy,1072.0,553.6467,1.9363,8.6505,91.3495,100.0,97.8723,22.1382,90.7843,38.5093,70.34949499999999
50501,Ayacucho,Lucanas,Puquio,10103.0,863.9315,11.6942,18.2986,81.7014,5.9631,90.0027,35.9413,63.2301,58.5442,34.786636
50502,Ayacucho,Lucanas,Aucara,2267.0,872.6259,2.5979,28.9502,71.0498,25.4564,90.8022,32.8255,72.959,47.9248,49.507817
50503,Ayacucho,Lucanas,Cabana,979.0,405.2104,2.416,33.3333,66.6667,2.0101,97.114,47.3988,56.5098,63.1777,42.702162
50504,Ayacucho,Lucanas,Carmen Salcedo,1115.0,464.1714,2.4021,17.1477,82.8523,100.0,98.0836,48.1672,76.4426,51.8244,35.0453
50506,Ayacucho,Lucanas,Chaviña,1827.0,366.9227,4.9793,17.5457,82.4543,100.0,99.3103,27.5348,72.1221,50.9842,32.446012
50508,Ayacucho,Lucanas,Chipao,2298.0,1156.1106,1.9877,18.6396,81.3604,100.0,93.7419,30.3489,79.953,40.8088,39.271149
50510,Ayacucho,Lucanas,Huac-Huas,1894.0,312.5296,6.0602,35.9886,64.0114,100.0,78.0,24.7934,72.1795,53.9386,48.577225
50511,Ayacucho,Lucanas,Laramate,1283.0,779.9761,1.6449,44.1096,55.8904,100.0,87.1041,28.2579,80.1522,45.2082,46.321004
50512,Ayacucho,Lucanas,Leoncio Prado,988.0,1110.6489,0.8896,42.3372,57.6628,100.0,80.3468,34.8882,72.8519,50.7547,38.9161
50514,Ayacucho,Lucanas,Llauta,1133.0,493.5672,2.2955,47.377,52.623,100.0,80.1325,29.1667,75.14,53.2407,27.398913000000004
50513,Ayacucho,Lucanas,Lucanas,2184.0,1211.5486,1.8027,22.7758,77.2242,100.0,85.7735,24.5726,81.5114,43.867,41.481291
50516,Ayacucho,Lucanas,Ocaña,2112.0,859.125,2.4583,37.4895,62.5105,100.0,85.4354,29.2135,77.5644,46.6366,50.27596600000001
50517,Ayacucho,Lucanas,Otoca,1364.0,716.4434,1.9038,49.1781,50.8219,100.0,95.288,40.152,71.1147,47.2707,43.895773999999996
50529,Ayacucho,Lucanas,Saisa,350.0,575.6632,0.608,28.5,71.5,100.0,95.3488,47.3541,53.0973,67.1053,50.023129
50532,Ayacucho,Lucanas,San Cristóbal,1514.0,407.519,3.7152,11.1612,88.8388,100.0,93.1818,33.3333,91.4435,39.6658,54.55640899999999
50521,Ayacucho,Lucanas,San Juan,710.0,46.8911,15.1415,30.6061,69.3939,100.0,90.7895,36.2939,62.0476,67.9144,40.744316000000005
50522,Ayacucho,Lucanas,San Pedro,2586.0,727.4725,3.5548,28.0601,71.9399,100.0,95.559,20.5075,91.1421,35.7257,49.015609999999995
50531,Ayacucho,Lucanas,San Pedro De Palco,1066.0,520.4343,2.0483,31.1031,68.8969,100.0,97.0037,23.4214,88.3495,32.8874,35.0453
50520,Ayacucho,Lucanas,Sancos,2917.0,1503.8695,1.9397,38.691,61.309,49.6442,84.1637,37.8341,61.4483,53.2877,42.278768
50524,Ayacucho,Lucanas,Santa Ana De Huaycahuacho,489.0,45.4277,10.7644,45.7447,54.2553,100.0,83.1978,46.164,60.9296,57.4742,29.714467
50525,Ayacucho,Lucanas,Santa Lucía,853.0,1034.1715,0.8248,48.1752,51.8248,100.0,98.3146,43.6179,60.0624,56.2551,39.630727
50601,Ayacucho,Parinacochas,Coracora,8727.0,1388.3923,6.2857,11.5971,88.4029,17.3194,81.4171,32.9845,68.0966,57.9169,37.181469
50605,Ayacucho,Parinacochas,Chumpi,1944.0,372.1447,5.2238,17.4905,82.5095,100.0,94.883,24.751,84.172,42.0927,37.010343000000006
50604,Ayacucho,Parinacochas,Coronel Castañeda,944.0,1080.7532,0.8735,15.4728,84.5272,100.0,94.2105,57.8473,42.5087,64.7721,55.840312999999995
50608,Ayacucho,Parinacochas,Pacapausa,809.0,147.0348,5.5021,19.6013,80.3987,100.0,81.2785,28.4757,78.5714,48.1967,29.416076000000004
50611,Ayacucho,Parinacochas,Pullo,3917.0,1563.277,2.5056,31.5211,68.4789,14.3677,40.3006,38.0539,72.6519,54.636,37.805465999999996
50612,Ayacucho,Parinacochas,Puyusca,1766.0,643.3234,2.7451,30.5714,69.4286,100.0,98.2812,32.3498,80.5044,46.0366,32.122544
50615,Ayacucho,Parinacochas,San Francisco De Ravacayco,920.0,103.0079,8.9314,28.1065,71.8935,100.0,97.5806,34.322,70.5426,46.6395,39.325269000000006
50616,Ayacucho,Parinacochas,Upahuacho,1279.0,576.6099,2.2181,15.0259,84.9741,100.0,96.9529,24.7373,88.9373,37.0201,58.999703000000004
51001,Ayacucho,Paucar Del Sara Sara,Pausa,2150.0,251.2513,8.5572,32.5843,67.4157,15.9084,93.6799,39.3013,67.8737,58.8389,23.525361
51002,Ayacucho,Paucar Del Sara Sara,Colta,722.0,248.0074,2.9112,21.7172,78.2828,100.0,95.2756,28.2759,75.641,46.875,39.918398999999994
51003,Ayacucho,Paucar Del Sara Sara,Corculla,386.0,100.9464,3.8238,31.7073,68.2927,100.0,96.9697,24.1463,75.9551,49.061,37.40018
51004,Ayacucho,Paucar Del Sara Sara,Lampa,1578.0,281.1209,5.6132,25.7292,74.2708,100.0,90.9516,37.1191,76.9073,56.146,32.14853
51005,Ayacucho,Paucar Del Sara Sara,Marcabamba,493.0,120.3404,4.0967,35.2,64.8,100.0,97.2851,36.5217,66.8842,55.8376,19.857407000000002
51006,Ayacucho,Paucar Del Sara Sara,Oyolo,1011.0,793.7812,1.2737,8.0851,91.9149,100.0,96.6507,41.3589,60.0826,60.2857,39.685743
51007,Ayacucho,Paucar Del Sara Sara,Pararca,426.0,56.6201,7.5238,26.6355,73.3645,100.0,79.7468,24.4792,74.7017,46.0957,32.14853
51008,Ayacucho,Paucar Del Sara Sara,San Javier De Alpabamba,600.0,117.4121,5.1102,28.8889,71.1111,100.0,92.3077,30.9701,67.1233,39.0681,37.40018
51009,Ayacucho,Paucar Del Sara Sara,San José De Ushua,172.0,28.4179,6.0525,36.7347,63.2653,100.0,100.0,25.8537,76.4706,56.8075,30.29507
51010,Ayacucho,Paucar Del Sara Sara,Sara Sara,487.0,85.0891,5.7234,26.3941,73.6059,100.0,95.8824,28.4536,79.9611,47.992,30.29507
51101,Ayacucho,Sucre,Querobamba,2152.0,282.1049,7.6284,20.2949,79.7051,11.7121,80.2341,35.8284,67.2374,55.745,32.838764999999995
51102,Ayacucho,Sucre,Belén,247.0,36.3677,6.7917,18.0328,81.9672,100.0,33.3333,33.4416,75.076,61.6352,53.497967
51103,Ayacucho,Sucre,Chalcos,498.0,54.8352,9.0818,23.2456,76.7544,100.0,62.6866,33.4842,80.9623,48.0603,58.364017000000004
51110,Ayacucho,Sucre,Chilcayoc,603.0,29.8661,20.1901,32.9966,67.0034,100.0,89.375,31.4159,84.0726,47.2574,50.765457000000005
51109,Ayacucho,Sucre,Huacaña,386.0,144.0323,2.68,37.0558,62.9442,100.0,94.4444,23.7143,77.2727,46.9613,43.526737999999995
51111,Ayacucho,Sucre,Morcolla,1144.0,288.9805,3.9587,25.1366,74.8634,100.0,96.6967,29.0909,85.0,42.5817,64.442539
51105,Ayacucho,Sucre,Paico,611.0,79.2094,7.7137,27.2152,72.7848,100.0,81.6514,21.7973,78.1193,45.3358,46.972272
51107,Ayacucho,Sucre,San Pedro De Larcay,787.0,314.1755,2.505,19.3211,80.6789,100.0,95.6731,23.9782,82.9208,43.7662,47.117162
51104,Ayacucho,Sucre,San Salvador De Quije,1091.0,141.8461,7.6914,13.556,86.444,100.0,93.7313,13.2304,86.0941,36.5957,45.354617000000005
51106,Ayacucho,Sucre,Santiago De Paucaray,617.0,61.631,10.0112,23.7179,76.2821,100.0,91.9149,21.5686,78.4512,42.9066,54.993232000000006
51108,Ayacucho,Sucre,Soras,816.0,351.8423,2.3192,30.0,70.0,100.0,96.8966,29.4492,77.2683,49.5413,42.283405
50701,Ayacucho,Victor Fajardo,Huancapi,1668.0,239.2919,6.9706,7.757,92.243,100.0,97.9381,36.7941,62.1092,54.4751,32.611348
50702,Ayacucho,Victor Fajardo,Alcamenca,1782.0,116.0224,15.3591,8.3516,91.6484,100.0,65.7303,21.4336,86.6972,36.4378,52.052896000000004
50703,Ayacucho,Victor Fajardo,Apongo,776.0,175.836,4.4132,16.1677,83.8323,100.0,98.722,18.0243,70.3175,41.7785,53.484127
50715,Ayacucho,Victor Fajardo,Asquipata,484.0,71.3318,6.7852,27.5862,72.4138,100.0,96.6019,27.027,71.087,30.837,44.9478
50704,Ayacucho,Victor Fajardo,Canaria,2484.0,265.39,9.3598,10.4051,89.5949,16.0674,63.6364,34.4421,44.2796,57.4791,50.85634
50706,Ayacucho,Victor Fajardo,Cayara,1316.0,63.4711,20.7338,8.6486,91.3514,100.0,96.732,29.4063,79.7891,41.4169,59.034564
50707,Ayacucho,Victor Fajardo,Colca,1500.0,63.8489,23.493,18.8333,81.1667,100.0,91.3649,12.3523,81.8002,39.5855,42.320098
50709,Ayacucho,Victor Fajardo,Huamanquiquia,1032.0,72.4918,14.2361,6.8093,93.1907,100.0,75.8721,12.3457,91.0927,29.9419,63.468119
50710,Ayacucho,Victor Fajardo,Huancaraylla,2230.0,162.247,13.7445,15.889,84.111,100.0,94.2857,18.258,85.8578,34.0065,36.235036
,Ayacucho,Victor Fajardo,Huaya,,,,,,100.0,87.1688,25.2298,81.5966,42.1549,55.91758300000001
50713,Ayacucho,Victor Fajardo,Sarhua,2598.0,378.9733,6.8554,3.7369,96.2631,100.0,97.7089,40.0,94.1131,30.6375,70.736082
50714,Ayacucho,Victor Fajardo,Vilcanchos,2611.0,500.0929,5.221,10.6845,89.3155,100.0,95.4774,22.0962,92.4236,36.4706,58.111649
50901,Ayacucho,Vilcas Huamán,Vilcas Huamán,5969.0,220.4906,27.0714,14.8543,85.1457,59.5447,81.9989,20.6585,84.2857,41.3004,46.946494
50903,Ayacucho,Vilcas Huamán,Accomarca,1339.0,86.3837,15.5006,6.5719,93.4281,100.0,84.6797,5.6901,82.5056,37.7049,41.373965
50904,Ayacucho,Vilcas Huamán,Carhuanca,958.0,54.1574,17.6892,24.0838,75.9162,100.0,91.7563,20.0524,76.9231,38.0892,47.288156
50905,Ayacucho,Vilcas Huamán,Concepcion,2341.0,211.8377,11.0509,14.1844,85.8156,100.0,97.0472,20.5498,87.9518,33.4435,55.226955000000004
50906,Ayacucho,Vilcas Huamán,Huambalpa,1711.0,163.1093,10.4899,20.5714,79.4286,100.0,86.5942,18.3899,84.0299,31.374,27.591488
50908,Ayacucho,Vilcas Huamán,Independencia,1245.0,88.023,14.144,15.2249,84.7751,100.0,58.5302,8.5249,85.7919,35.9477,40.654191
50907,Ayacucho,Vilcas Huamán,Saurama,1247.0,89.2911,13.9656,11.5385,88.4615,100.0,7.732,9.3264,88.0539,36.8687,57.615286
50902,Ayacucho,Vilcas Huamán,Vischongo,3867.0,264.919,14.5969,14.0541,85.9459,100.0,84.1198,23.0453,87.6006,38.355,39.958274
60101,Cajamarca,Cajamarca,Cajamarca,174377.0,379.1134,459.96,44.7799,55.2201,16.3527,87.9509,39.6418,37.5764,60.7339,19.74874
60102,Cajamarca,Cajamarca,Asuncion,7519.0,213.9246,35.1479,18.5297,81.4703,100.0,98.1727,11.0092,87.0135,25.5048,58.253569999999996
60104,Cajamarca,Cajamarca,Chetilla,3524.0,73.4579,47.9731,14.1633,85.8367,100.0,83.8868,6.0241,94.918,21.9906,74.378962
60103,Cajamarca,Cajamarca,Cospán,5990.0,552.5013,10.8416,31.7073,68.2927,100.0,97.7258,13.9022,83.7722,21.4107,73.63018500000001
60105,Cajamarca,Cajamarca,Encañada,26664.0,633.6414,42.0806,28.7978,71.2022,100.0,83.7375,17.8617,87.0508,26.9951,74.90959900000001
60106,Cajamarca,Cajamarca,Jesús,13091.0,295.3072,44.3301,39.775,60.225,78.6352,87.3603,26.1752,85.1198,29.0899,70.50119099999999
60108,Cajamarca,Cajamarca,Llacanora,4846.0,50.6933,95.5945,43.8853,56.1147,100.0,81.4611,23.034,74.3217,35.5686,63.63409599999999
60107,Cajamarca,Cajamarca,Los Baños Del Inca,34727.0,281.9599,123.1629,43.9846,56.0154,56.0164,84.1778,32.4394,53.7086,45.5951,36.669142
60109,Cajamarca,Cajamarca,Magdalena,8649.0,206.9639,41.7899,21.539,78.461,64.575,94.8628,28.2528,83.2427,32.6294,54.524421000000004
60110,Cajamarca,Cajamarca,Matara,3756.0,57.4238,65.4084,39.2088,60.7912,100.0,71.6873,23.9322,79.9942,29.0459,50.18848500000001
60111,Cajamarca,Cajamarca,Namora,8951.0,157.6587,56.7745,35.0624,64.9376,100.0,86.673,20.1909,88.1515,24.4007,67.78289
60112,Cajamarca,Cajamarca,San Juan,4678.0,72.3963,64.6166,34.7326,65.2674,100.0,91.7658,22.6242,83.3065,31.6198,54.57969
60201,Cajamarca,Cajabamba,Cajabamba,28736.0,190.0604,151.194,45.8341,54.1659,40.417,93.0476,31.5293,66.5781,38.4855,28.787014999999997
60202,Cajamarca,Cajabamba,Cachachi,17832.0,817.3492,21.8169,36.5453,63.4547,100.0,84.6026,17.8883,75.3061,23.6825,76.85687100000001
60203,Cajamarca,Cajabamba,Condebamba,10209.0,197.0024,51.8217,39.9283,60.0717,100.0,74.115,19.7987,86.3419,20.9985,55.504548
60205,Cajamarca,Cajabamba,Sitacocha,6372.0,581.1908,10.9637,62.7845,37.2155,66.7021,82.0346,23.2893,90.7896,17.2956,72.22472599999999
60301,Cajamarca,Celendín,Celendin,20353.0,403.1567,50.4841,24.7682,75.2318,26.429,86.4209,34.236,59.8032,47.2935,35.147289
60303,Cajamarca,Celendín,Chumuch,2624.0,204.7778,12.8139,8.9595,91.0405,100.0,63.354,20.6706,92.0385,21.8196,65.131207
60302,Cajamarca,Celendín,Cortegana,6164.0,251.688,24.4906,10.172,89.828,100.0,72.3077,20.2208,94.2484,26.3608,72.264025
60304,Cajamarca,Celendín,Huasmin,10385.0,445.366,23.3179,6.6589,93.3411,100.0,89.9098,22.5409,92.1648,21.4934,76.13144299999999
60305,Cajamarca,Celendín,Jorge Chávez,851.0,51.865,16.408,38.2567,61.7433,100.0,56.6176,30.7506,79.3651,40.0943,48.892668
60306,Cajamarca,Celendín,José Gálvez,2589.0,50.4178,51.3509,29.4579,70.5421,100.0,83.1904,22.1125,73.8077,39.0625,47.788223
60307,Cajamarca,Celendín,Miguel Iglesias,3835.0,262.419,14.614,10.4575,89.5425,100.0,91.5385,25.967,94.5995,22.2041,75.803568
60308,Cajamarca,Celendín,Oxamarca,5254.0,281.4691,18.6663,16.3162,83.6838,100.0,85.8722,17.5924,93.9933,17.7104,80.99820700000001
60309,Cajamarca,Celendín,Sorochuco,8526.0,166.4869,51.2112,27.3229,72.6771,100.0,89.1876,37.7076,85.9494,24.3923,66.23416399999999
60310,Cajamarca,Celendín,Sucre,4583.0,262.4127,17.4649,21.7513,78.2487,100.0,95.3936,24.8466,79.3274,32.4585,53.907275
60311,Cajamarca,Celendín,Utco,1408.0,98.8708,14.2408,28.2967,71.7033,100.0,74.569,33.8809,88.4981,24.8255,66.82921400000001
60312,Cajamarca,Celendín,La Libertad De Pallán,6027.0,169.5114,35.5551,13.1755,86.8245,100.0,92.8193,10.5381,94.8088,19.8296,68.67719399999999
60601,Cajamarca,Chota,Chota,42142.0,266.2927,158.2544,12.0527,87.9473,53.1314,69.3042,32.3323,59.6819,42.0659,48.08033
60602,Cajamarca,Chota,Anguia,3117.0,152.5607,20.4312,3.8509,96.1491,100.0,21.4602,28.411,90.6883,31.0708,78.712226
