ubigeo_distrito,ubigeo_provincia,ubigeo_dept,nombre_distrito,nombre_provincia,nombre_dept,is_exterior,has_geometry,num_mesas,num_electores
091007,091000,090000,JIVIA,LAURICOCHA,HUANUCO,False,True,6,1668
091101,091100,090000,CHAVINILLO,YAROWILCA,HUANUCO,False,True,19,5376
091102,091100,090000,APARICIO POMARES,YAROWILCA,HUANUCO,False,True,20,5746
091103,091100,090000,CAHUAC,YAROWILCA,HUANUCO,False,True,10,2801
091104,091100,090000,CHACABAMBA,YAROWILCA,HUANUCO,False,True,12,3190
091105,091100,090000,JACAS CHICO,YAROWILCA,HUANUCO,False,True,9,2423
091106,091100,090000,OBAS,YAROWILCA,HUANUCO,False,True,23,5350
091107,091100,090000,PAMPAMARCA,YAROWILCA,HUANUCO,False,True,9,2381
091108,091100,090000,CHORAS,YAROWILCA,HUANUCO,False,True,13,3526
100101,100100,100000,ICA,ICA,ICA,False,True,481,141762
100102,100100,100000,LA TINGUIÑA,ICA,ICA,False,True,103,30283
100103,100100,100000,LOS AQUIJES,ICA,ICA,False,True,50,14485
100104,100100,100000,PARCONA,ICA,ICA,False,True,133,39039
100105,100100,100000,PUEBLO NUEVO,ICA,ICA,False,True,17,4913
100106,100100,100000,SALAS,ICA,ICA,False,True,69,20084
100107,100100,100000,SAN JOSE DE LOS MOLINOS,ICA,ICA,False,True,22,6277
100108,100100,100000,SAN JUAN BAUTISTA,ICA,ICA,False,True,23,6699
100109,100100,100000,SANTIAGO,ICA,ICA,False,True,72,20936
100110,100100,100000,SUBTANJALLA,ICA,ICA,False,True,75,22090
100111,100100,100000,YAUCA DEL ROSARIO,ICA,ICA,False,True,12,3550
100112,100100,100000,TATE,ICA,ICA,False,True,16,4473
100113,100100,100000,PACHACUTEC,ICA,ICA,False,True,21,6059
100114,100100,100000,OCUCAJE,ICA,ICA,False,True,17,4733
100201,100200,100000,CHINCHA ALTA,CHINCHA,ICA,False,True,212,62831
100202,100200,100000,CHAVIN,CHINCHA,ICA,False,True,16,4656
100203,100200,100000,CHINCHA BAJA,CHINCHA,ICA,False,True,40,11463
100204,100200,100000,EL CARMEN,CHINCHA,ICA,False,True,38,11000
100205,100200,100000,GROCIO PRADO,CHINCHA,ICA,False,True,66,19573
100206,100200,100000,SAN PEDRO DE HUACARPANA,CHINCHA,ICA,False,True,6,1488
100207,100200,100000,SUNAMPE,CHINCHA,ICA,False,True,69,20415
100208,100200,100000,TAMBO DE MORA,CHINCHA,ICA,False,True,15,4271
100209,100200,100000,ALTO LARAN,CHINCHA,ICA,False,True,23,6701
100210,100200,100000,PUEBLO NUEVO,CHINCHA,ICA,False,True,139,41064
100211,100200,100000,SAN JUAN DE YANAC,CHINCHA,ICA,False,True,6,1415
100301,100300,100000,NASCA,NASCA,ICA,False,True,86,24885
100302,100300,100000,CHANGUILLO,NASCA,ICA,False,True,9,2394
100303,100300,100000,EL INGENIO,NASCA,ICA,False,True,11,3120
100304,100300,100000,MARCONA,NASCA,ICA,False,True,51,14875
100305,100300,100000,VISTA ALEGRE,NASCA,ICA,False,True,59,17169
100401,100400,100000,PISCO,PISCO,ICA,False,True,182,53583
100402,100400,100000,HUANCANO,PISCO,ICA,False,True,8,2153
100403,100400,100000,HUMAY,PISCO,ICA,False,True,20,5614
100404,100400,100000,INDEPENDENCIA,PISCO,ICA,False,True,36,10466
100405,100400,100000,PARACAS,PISCO,ICA,False,True,23,6606
100406,100400,100000,SAN ANDRES,PISCO,ICA,False,True,48,13929
100407,100400,100000,SAN CLEMENTE,PISCO,ICA,False,True,62,18086
100408,100400,100000,TUPAC AMARU INCA,PISCO,ICA,False,True,43,12674
100501,100500,100000,PALPA,PALPA,ICA,False,True,24,6864
100502,100500,100000,LLIPATA,PALPA,ICA,False,True,6,1546
100503,100500,100000,RIO GRANDE,PALPA,ICA,False,True,9,2614
100504,100500,100000,SANTA CRUZ,PALPA,ICA,False,True,5,1309
100505,100500,100000,TIBILLO,PALPA,ICA,False,True,2,500
110101,110100,110000,HUANCAYO,HUANCAYO,JUNIN,False,True,362,108076
110103,110100,110000,CARHUACALLANGA,HUANCAYO,JUNIN,False,True,2,572
110104,110100,110000,COLCA,HUANCAYO,JUNIN,False,True,4,834
110105,110100,110000,CULLHUAS,HUANCAYO,JUNIN,False,True,8,2308
110106,110100,110000,CHACAPAMPA,HUANCAYO,JUNIN,False,True,4,931
110107,110100,110000,CHICCHE,HUANCAYO,JUNIN,False,True,4,974
110108,110100,110000,CHILCA,HUANCAYO,JUNIN,False,True,249,73671
110109,110100,110000,CHONGOS ALTO,HUANCAYO,JUNIN,False,True,5,1296
110112,110100,110000,CHUPURO,HUANCAYO,JUNIN,False,True,8,2171
110113,110100,110000,EL TAMBO,HUANCAYO,JUNIN,False,True,473,139940
110114,110100,110000,HUACRAPUQUIO,HUANCAYO,JUNIN,False,True,5,1409
110116,110100,110000,HUALHUAS,HUANCAYO,JUNIN,False,True,16,4451
110118,110100,110000,HUANCAN,HUANCAYO,JUNIN,False,True,53,15680
110119,110100,110000,HUASICANCHA,HUANCAYO,JUNIN,False,True,3,732
110120,110100,110000,HUAYUCACHI,HUANCAYO,JUNIN,False,True,30,8666
110121,110100,110000,INGENIO,HUANCAYO,JUNIN,False,True,8,2211
110122,110100,110000,PARIAHUANCA,HUANCAYO,JUNIN,False,True,24,5972
110123,110100,110000,PILCOMAYO,HUANCAYO,JUNIN,False,True,59,17414
110124,110100,110000,PUCARA,HUANCAYO,JUNIN,False,True,18,5044
110125,110100,110000,QUICHUAY,HUANCAYO,JUNIN,False,True,6,1715
110126,110100,110000,QUILCAS,HUANCAYO,JUNIN,False,True,14,4070
110127,110100,110000,SAN AGUSTIN,HUANCAYO,JUNIN,False,True,43,12600
110128,110100,110000,SAN JERONIMO DE TUNAN,HUANCAYO,JUNIN,False,True,36,10643
110131,110100,110000,SANTO DOMINGO DE ACOBAMBA,HUANCAYO,JUNIN,False,True,20,5069
110132,110100,110000,SAÑO,HUANCAYO,JUNIN,False,True,17,4949
110133,110100,110000,SAPALLANGA,HUANCAYO,JUNIN,False,True,66,19021
110134,110100,110000,SICAYA,HUANCAYO,JUNIN,False,True,31,9067
110136,110100,110000,VIQUES,HUANCAYO,JUNIN,False,True,8,2232
110201,110200,110000,CONCEPCION,CONCEPCION,JUNIN,False,True,45,13062
110202,110200,110000,ACO,CONCEPCION,JUNIN,False,True,6,1545
110203,110200,110000,ANDAMARCA,CONCEPCION,JUNIN,False,True,14,4105
110204,110200,110000,COMAS,CONCEPCION,JUNIN,False,True,22,5778
110205,110200,110000,COCHAS,CONCEPCION,JUNIN,False,True,6,1593
110206,110200,110000,CHAMBARA,CONCEPCION,JUNIN,False,True,9,2554
110207,110200,110000,HEROINAS TOLEDO,CONCEPCION,JUNIN,False,True,5,1198
110208,110200,110000,MANZANARES,CONCEPCION,JUNIN,False,True,5,1443
110209,110200,110000,MARISCAL CASTILLA,CONCEPCION,JUNIN,False,True,6,1644
110210,110200,110000,MATAHUASI,CONCEPCION,JUNIN,False,True,16,4648
110211,110200,110000,MITO,CONCEPCION,JUNIN,False,True,5,1250
110212,110200,110000,NUEVE DE JULIO,CONCEPCION,JUNIN,False,True,7,1810
110213,110200,110000,ORCOTUNA,CONCEPCION,JUNIN,False,True,15,4235
110214,110200,110000,SANTA ROSA DE OCOPA,CONCEPCION,JUNIN,False,True,7,1813
110215,110200,110000,SAN JOSE DE QUERO,CONCEPCION,JUNIN,False,True,19,5149
110301,110300,110000,JAUJA,JAUJA,JUNIN,False,True,44,12965
110302,110300,110000,ACOLLA,JAUJA,JUNIN,False,True,19,5557
110303,110300,110000,APATA,JAUJA,JUNIN,False,True,16,4382
110304,110300,110000,ATAURA,JAUJA,JUNIN,False,True,4,1176
110305,110300,110000,CANCHAYLLO,JAUJA,JUNIN,False,True,5,1359
110306,110300,110000,EL MANTARO,JAUJA,JUNIN,False,True,8,2254
110307,110300,110000,HUAMALI,JAUJA,JUNIN,False,True,6,1552
110308,110300,110000,HUARIPAMPA,JAUJA,JUNIN,False,True,4,973
110309,110300,110000,HUERTAS,JAUJA,JUNIN,False,True,8,2092
110310,110300,110000,JANJAILLO,JAUJA,JUNIN,False,True,3,671
110311,110300,110000,JULCAN,JAUJA,JUNIN,False,True,4,916
110312,110300,110000,LEONOR ORDOÑEZ,JAUJA,JUNIN,False,True,5,1423
110313,110300,110000,LLOCLLAPAMPA,JAUJA,JUNIN,False,True,5,1232
110314,110300,110000,MARCO,JAUJA,JUNIN,False,True,6,1525
110315,110300,110000,MASMA,JAUJA,JUNIN,False,True,7,1816
110316,110300,110000,MOLINOS,JAUJA,JUNIN,False,True,6,1581
110317,110300,110000,MONOBAMBA,JAUJA,JUNIN,False,True,4,1097
110318,110300,110000,MUQUI,JAUJA,JUNIN,False,True,4,902
110319,110300,110000,MUQUIYAUYO,JAUJA,JUNIN,False,True,7,2003
110320,110300,110000,PACA,JAUJA,JUNIN,False,True,4,976
110321,110300,110000,PACCHA,JAUJA,JUNIN,False,True,6,1611
110322,110300,110000,PANCAN,JAUJA,JUNIN,False,True,6,1534
110323,110300,110000,PARCO,JAUJA,JUNIN,False,True,5,1271
110324,110300,110000,POMACANCHA,JAUJA,JUNIN,False,True,5,1428
110325,110300,110000,RICRAN,JAUJA,JUNIN,False,True,4,1175
110326,110300,110000,SAN LORENZO,JAUJA,JUNIN,False,True,8,2098
110327,110300,110000,SAN PEDRO DE CHUNAN,JAUJA,JUNIN,False,True,3,661
110328,110300,110000,SINCOS,JAUJA,JUNIN,False,True,12,3283
110329,110300,110000,TUNAN MARCA,JAUJA,JUNIN,False,True,4,1007
110330,110300,110000,YAULI,JAUJA,JUNIN,False,True,4,1170
110331,110300,110000,CURICACA,JAUJA,JUNIN,False,True,4,1129
110332,110300,110000,MASMA CHICCHE,JAUJA,JUNIN,False,True,3,715
110333,110300,110000,SAUSA,JAUJA,JUNIN,False,True,9,2424
110334,110300,110000,YAUYOS,JAUJA,JUNIN,False,True,24,7091
110401,110400,110000,JUNIN,JUNIN,JUNIN,False,True,29,8493
110402,110400,110000,CARHUAMAYO,JUNIN,JUNIN,False,True,14,4019
110403,110400,110000,ONDORES,JUNIN,JUNIN,False,True,6,1620
110404,110400,110000,ULCUMAYO,JUNIN,JUNIN,False,True,14,4035
110501,110500,110000,TARMA,TARMA,JUNIN,False,True,132,38876
110502,110500,110000,ACOBAMBA,TARMA,JUNIN,False,True,28,8064
110503,110500,110000,HUARICOLCA,TARMA,JUNIN,False,True,7,1961
110504,110500,110000,HUASAHUASI,TARMA,JUNIN,False,True,28,8191
110505,110500,110000,LA UNION,TARMA,JUNIN,False,True,10,2756
110506,110500,110000,PALCA,TARMA,JUNIN,False,True,19,5356
110507,110500,110000,PALCAMAYO,TARMA,JUNIN,False,True,12,3305
110508,110500,110000,SAN PEDRO DE CAJAS,TARMA,JUNIN,False,True,12,3299
110509,110500,110000,TAPO,TARMA,JUNIN,False,True,12,3373
110601,110600,110000,LA OROYA,YAULI,JUNIN,False,True,39,11600
110602,110600,110000,CHACAPALPA,YAULI,JUNIN,False,True,3,840
110603,110600,110000,HUAY-HUAY,YAULI,JUNIN,False,True,4,1142
110604,110600,110000,MARCAPOMACOCHA,YAULI,JUNIN,False,True,6,1526
110605,110600,110000,MOROCOCHA,YAULI,JUNIN,False,True,12,3281
110606,110600,110000,PACCHA,YAULI,JUNIN,False,True,5,1379
110607,110600,110000,SANTA BARBARA DE CARHUACAYAN,YAULI,JUNIN,False,True,3,750
110608,110600,110000,SUITUCANCHA,YAULI,JUNIN,False,True,3,795
110609,110600,110000,YAULI,YAULI,JUNIN,False,True,9,2652
110610,110600,110000,SANTA ROSA DE SACCO,YAULI,JUNIN,False,True,20,5828
110701,110700,110000,SATIPO,SATIPO,JUNIN,False,True,101,29440
110702,110700,110000,COVIRIALI,SATIPO,JUNIN,False,True,16,4613
110703,110700,110000,LLAYLLA,SATIPO,JUNIN,False,True,15,4338
110704,110700,110000,MAZAMARI,SATIPO,JUNIN,False,True,71,20642
110705,110700,110000,PAMPA HERMOSA,SATIPO,JUNIN,False,True,15,4005
110706,110700,110000,PANGOA,SATIPO,JUNIN,False,True,159,44754
110707,110700,110000,RIO NEGRO,SATIPO,JUNIN,False,True,66,19457
110708,110700,110000,RIO TAMBO,SATIPO,JUNIN,False,True,86,23135
110709,110700,110000,VIZCATAN DEL ENE,SATIPO,JUNIN,False,True,13,3556
110801,110800,110000,CHANCHAMAYO,CHANCHAMAYO,JUNIN,False,True,86,25220
110802,110800,110000,SAN RAMON,CHANCHAMAYO,JUNIN,False,True,76,21979
110803,110800,110000,VITOC,CHANCHAMAYO,JUNIN,False,True,8,2063
110804,110800,110000,SAN LUIS DE SHUARO,CHANCHAMAYO,JUNIN,False,True,19,5097
110805,110800,110000,PICHANAQUI,CHANCHAMAYO,JUNIN,False,True,137,39633
110806,110800,110000,PERENE,CHANCHAMAYO,JUNIN,False,True,150,42408
110901,110900,110000,CHUPACA,CHUPACA,JUNIN,False,True,78,22696
110902,110900,110000,AHUAC,CHUPACA,JUNIN,False,True,23,6732
110903,110900,110000,CHONGOS BAJO,CHUPACA,JUNIN,False,True,15,4222
110904,110900,110000,HUACHAC,CHUPACA,JUNIN,False,True,11,3029
110905,110900,110000,HUAMANCACA CHICO,CHUPACA,JUNIN,False,True,23,6822
110906,110900,110000,SAN JUAN DE YSCOS,CHUPACA,JUNIN,False,True,9,2510
110907,110900,110000,SAN JUAN DE JARPA,CHUPACA,JUNIN,False,True,10,2794
110908,110900,110000,TRES DE DICIEMBRE,CHUPACA,JUNIN,False,True,9,2555
110909,110900,110000,YANACANCHA,CHUPACA,JUNIN,False,True,10,2678
120101,120100,120000,TRUJILLO,TRUJILLO,LA LIBERTAD,False,True,998,298234
120102,120100,120000,HUANCHACO,TRUJILLO,LA LIBERTAD,False,True,199,58784
120103,120100,120000,LAREDO,TRUJILLO,LA LIBERTAD,False,True,111,32758
120104,120100,120000,MOCHE,TRUJILLO,LA LIBERTAD,False,True,113,33488
120105,120100,120000,SALAVERRY,TRUJILLO,LA LIBERTAD,False,True,57,16728
120106,120100,120000,SIMBAL,TRUJILLO,LA LIBERTAD,False,True,15,4298
120107,120100,120000,VICTOR LARCO HERRERA,TRUJILLO,LA LIBERTAD,False,True,211,62504
120109,120100,120000,POROTO,TRUJILLO,LA LIBERTAD,False,True,14,3678
120110,120100,120000,EL PORVENIR,TRUJILLO,LA LIBERTAD,False,True,385,114836
120111,120100,120000,LA ESPERANZA,TRUJILLO,LA LIBERTAD,False,True,476,142093
120112,120100,120000,FLORENCIA DE MORA,TRUJILLO,LA LIBERTAD,False,True,169,49993
120113,120100,120000,ALTO TRUJILLO,TRUJILLO,LA LIBERTAD,False,False,71,20855
120201,120200,120000,BOLIVAR,BOLIVAR,LA LIBERTAD,False,True,12,3260
120202,120200,120000,BAMBAMARCA,BOLIVAR,LA LIBERTAD,False,True,10,2947
120203,120200,120000,CONDORMARCA,BOLIVAR,LA LIBERTAD,False,True,7,1776
120204,120200,120000,LONGOTEA,BOLIVAR,LA LIBERTAD,False,True,7,1788
120205,120200,120000,UCUNCHA,BOLIVAR,LA LIBERTAD,False,True,5,1208
120206,120200,120000,UCHUMARCA,BOLIVAR,LA LIBERTAD,False,True,7,1878
120301,120300,120000,HUAMACHUCO,SANCHEZ CARRION,LA LIBERTAD,False,True,176,51836
120302,120300,120000,COCHORCO,SANCHEZ CARRION,LA LIBERTAD,False,True,27,7655
120303,120300,120000,CURGOS,SANCHEZ CARRION,LA LIBERTAD,False,True,24,6877
120304,120300,120000,CHUGAY,SANCHEZ CARRION,LA LIBERTAD,False,True,54,14812
120305,120300,120000,MARCABAL,SANCHEZ CARRION,LA LIBERTAD,False,True,35,10249
120306,120300,120000,SANAGORAN,SANCHEZ CARRION,LA LIBERTAD,False,True,41,11571
120307,120300,120000,SARIN,SANCHEZ CARRION,LA LIBERTAD,False,True,28,7890
120308,120300,120000,SARTIMBAMBA,SANCHEZ CARRION,LA LIBERTAD,False,True,39,11233
120401,120400,120000,OTUZCO,OTUZCO,LA LIBERTAD,False,True,80,23320
120402,120400,120000,AGALLPAMPA,OTUZCO,LA LIBERTAD,False,True,24,6572
120403,120400,120000,CHARAT,OTUZCO,LA LIBERTAD,False,True,9,2447
120404,120400,120000,HUARANCHAL,OTUZCO,LA LIBERTAD,False,True,15,4284
120405,120400,120000,LA CUESTA,OTUZCO,LA LIBERTAD,False,True,4,1009
120408,120400,120000,PARANDAY,OTUZCO,LA LIBERTAD,False,True,2,579
120409,120400,120000,SALPO,OTUZCO,LA LIBERTAD,False,True,17,4379
120410,120400,120000,SINSICAP,OTUZCO,LA LIBERTAD,False,True,27,7383
120411,120400,120000,USQUIL,OTUZCO,LA LIBERTAD,False,True,70,19726
120413,120400,120000,MACHE,OTUZCO,LA LIBERTAD,False,True,11,3157
120501,120500,120000,SAN PEDRO DE LLOC,PACASMAYO,LA LIBERTAD,False,True,51,14828
120503,120500,120000,GUADALUPE,PACASMAYO,LA LIBERTAD,False,True,105,30956
120504,120500,120000,JEQUETEPEQUE,PACASMAYO,LA LIBERTAD,False,True,12,3360
120506,120500,120000,PACASMAYO,PACASMAYO,LA LIBERTAD,False,True,86,25217
120508,120500,120000,SAN JOSE,PACASMAYO,LA LIBERTAD,False,True,35,10232
120601,120600,120000,TAYABAMBA,PATAZ,LA LIBERTAD,False,True,40,11066
120602,120600,120000,BULDIBUYO,PATAZ,LA LIBERTAD,False,True,11,3250
120603,120600,120000,CHILLIA,PATAZ,LA LIBERTAD,False,True,36,10198
120604,120600,120000,HUAYLILLAS,PATAZ,LA LIBERTAD,False,True,5,1198
120605,120600,120000,HUANCASPATA,PATAZ,LA LIBERTAD,False,True,18,4613
120606,120600,120000,HUAYO,PATAZ,LA LIBERTAD,False,True,12,3218
120607,120600,120000,ONGON,PATAZ,LA LIBERTAD,False,True,6,1571
120608,120600,120000,PARCOY,PATAZ,LA LIBERTAD,False,True,41,11999
120609,120600,120000,PATAZ,PATAZ,LA LIBERTAD,False,True,24,6834
120610,120600,120000,PIAS,PATAZ,LA LIBERTAD,False,True,6,1547
120611,120600,120000,TAURIJA,PATAZ,LA LIBERTAD,False,True,8,2295
120612,120600,120000,URPAY,PATAZ,LA LIBERTAD,False,True,9,2387
120613,120600,120000,SANTIAGO DE CHALLAS,PATAZ,LA LIBERTAD,False,True,7,1861
120701,120700,120000,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,LA LIBERTAD,False,True,60,17311
120702,120700,120000,CACHICADAN,SANTIAGO DE CHUCO,LA LIBERTAD,False,True,15,4226
120703,120700,120000,MOLLEBAMBA,SANTIAGO DE CHUCO,LA LIBERTAD,False,True,6,1511
120704,120700,120000,MOLLEPATA,SANTIAGO DE CHUCO,LA LIBERTAD,False,True,8,2234
120705,120700,120000,QUIRUVILCA,SANTIAGO DE CHUCO,LA LIBERTAD,False,True,31,8597
120706,120700,120000,SANTA CRUZ DE CHUCA,SANTIAGO DE CHUCO,LA LIBERTAD,False,True,9,2488
120707,120700,120000,SITABAMBA,SANTIAGO DE CHUCO,LA LIBERTAD,False,True,12,3126
120708,120700,120000,ANGASMARCA,SANTIAGO DE CHUCO,LA LIBERTAD,False,True,14,3893
120801,120800,120000,ASCOPE,ASCOPE,LA LIBERTAD,False,True,23,6587
120802,120800,120000,CHICAMA,ASCOPE,LA LIBERTAD,False,True,48,13860
120803,120800,120000,CHOCOPE,ASCOPE,LA LIBERTAD,False,True,32,9255
120804,120800,120000,SANTIAGO DE CAO,ASCOPE,LA LIBERTAD,False,True,55,15870
120805,120800,120000,MAGDALENA DE CAO,ASCOPE,LA LIBERTAD,False,True,8,2325
120806,120800,120000,PAIJAN,ASCOPE,LA LIBERTAD,False,True,72,21009
120807,120800,120000,RAZURI,ASCOPE,LA LIBERTAD,False,True,22,6331
120808,120800,120000,CASA GRANDE,ASCOPE,LA LIBERTAD,False,True,81,23498
120901,120900,120000,CHEPEN,CHEPEN,LA LIBERTAD,False,True,146,43126
120902,120900,120000,PACANGA,CHEPEN,LA LIBERTAD,False,True,54,15937
120903,120900,120000,PUEBLO NUEVO,CHEPEN,LA LIBERTAD,False,True,37,10879
121001,121000,120000,JULCAN,JULCAN,LA LIBERTAD,False,True,35,10163
121002,121000,120000,CARABAMBA,JULCAN,LA LIBERTAD,False,True,19,5440
121003,121000,120000,CALAMARCA,JULCAN,LA LIBERTAD,False,True,20,5220
121004,121000,120000,HUASO,JULCAN,LA LIBERTAD,False,True,18,5164
121101,121100,120000,CASCAS,GRAN CHIMU,LA LIBERTAD,False,True,43,12552
121102,121100,120000,LUCMA,GRAN CHIMU,LA LIBERTAD,False,True,12,3364
121103,121100,120000,MARMOT,GRAN CHIMU,LA LIBERTAD,False,True,8,2061
121104,121100,120000,SAYAPULLO,GRAN CHIMU,LA LIBERTAD,False,True,19,5397
121201,121200,120000,VIRU,VIRU,LA LIBERTAD,False,True,160,47510
121202,121200,120000,CHAO,VIRU,LA LIBERTAD,False,True,102,30205
121203,121200,120000,GUADALUPITO,VIRU,LA LIBERTAD,False,True,18,5262
130101,130100,130000,CHICLAYO,CHICLAYO,LAMBAYEQUE,False,True,868,256819
130102,130100,130000,CHONGOYAPE,CHICLAYO,LAMBAYEQUE,False,True,53,15268
130103,130100,130000,ETEN,CHICLAYO,LAMBAYEQUE,False,True,34,10057
130104,130100,130000,ETEN PUERTO,CHICLAYO,LAMBAYEQUE,False,True,8,2266
130105,130100,130000,LAGUNAS,CHICLAYO,LAMBAYEQUE,False,True,29,8359
130106,130100,130000,MONSEFU,CHICLAYO,LAMBAYEQUE,False,True,104,30533
130107,130100,130000,NUEVA ARICA,CHICLAYO,LAMBAYEQUE,False,True,8,2302
130108,130100,130000,OYOTUN,CHICLAYO,LAMBAYEQUE,False,True,24,6985
130109,130100,130000,PICSI,CHICLAYO,LAMBAYEQUE,False,True,25,7335
130110,130100,130000,PIMENTEL,CHICLAYO,LAMBAYEQUE,False,True,95,28073
130111,130100,130000,REQUE,CHICLAYO,LAMBAYEQUE,False,True,46,13531
130112,130100,130000,JOSE LEONARDO ORTIZ,CHICLAYO,LAMBAYEQUE,False,True,473,141348
130113,130100,130000,SANTA ROSA,CHICLAYO,LAMBAYEQUE,False,True,34,9886
130114,130100,130000,SAÑA,CHICLAYO,LAMBAYEQUE,False,True,29,8006
130115,130100,130000,LA VICTORIA,CHICLAYO,LAMBAYEQUE,False,True,255,75242
130116,130100,130000,CAYALTI,CHICLAYO,LAMBAYEQUE,False,True,46,13281
130117,130100,130000,PATAPO,CHICLAYO,LAMBAYEQUE,False,True,62,17957
130118,130100,130000,POMALCA,CHICLAYO,LAMBAYEQUE,False,True,74,21735
130119,130100,130000,PUCALA,CHICLAYO,LAMBAYEQUE,False,True,24,6849
130120,130100,130000,TUMAN,CHICLAYO,LAMBAYEQUE,False,True,81,23689
130201,130200,130000,FERREÑAFE,FERREÑAFE,LAMBAYEQUE,False,True,99,29151
130202,130200,130000,INCAHUASI,FERREÑAFE,LAMBAYEQUE,False,True,45,12731
130203,130200,130000,CAÑARIS,FERREÑAFE,LAMBAYEQUE,False,True,45,11572
130204,130200,130000,PITIPO,FERREÑAFE,LAMBAYEQUE,False,True,60,17537
130205,130200,130000,PUEBLO NUEVO,FERREÑAFE,LAMBAYEQUE,False,True,37,10920
130206,130200,130000,MANUEL ANTONIO MESONES MURO,FERREÑAFE,LAMBAYEQUE,False,True,13,3695
130301,130300,130000,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,False,True,205,60403
130302,130300,130000,CHOCHOPE,LAMBAYEQUE,LAMBAYEQUE,False,True,6,1726
130303,130300,130000,ILLIMO,LAMBAYEQUE,LAMBAYEQUE,False,True,29,8316
130304,130300,130000,JAYANCA,LAMBAYEQUE,LAMBAYEQUE,False,True,54,15568
130305,130300,130000,MOCHUMI,LAMBAYEQUE,LAMBAYEQUE,False,True,56,16174
130306,130300,130000,MORROPE,LAMBAYEQUE,LAMBAYEQUE,False,True,132,38602
130307,130300,130000,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,False,True,84,24100
130308,130300,130000,OLMOS,LAMBAYEQUE,LAMBAYEQUE,False,True,136,38777
130309,130300,130000,PACORA,LAMBAYEQUE,LAMBAYEQUE,False,True,23,6720
130310,130300,130000,SALAS,LAMBAYEQUE,LAMBAYEQUE,False,True,48,12899
130311,130300,130000,SAN JOSE,LAMBAYEQUE,LAMBAYEQUE,False,True,42,12356
130312,130300,130000,TUCUME,LAMBAYEQUE,LAMBAYEQUE,False,True,69,20318
140101,140100,140000,LIMA,LIMA,LIMA,False,True,1023,301318
140102,140100,140000,ANCON,LIMA,LIMA,False,True,163,47910
140103,140100,140000,ATE,LIMA,LIMA,False,True,1636,484770
140104,140100,140000,BREÑA,LIMA,LIMA,False,True,353,103577
140105,140100,140000,CARABAYLLO,LIMA,LIMA,False,True,850,251198
140106,140100,140000,COMAS,LIMA,LIMA,False,True,1483,443137
140107,140100,140000,CHACLACAYO,LIMA,LIMA,False,True,137,40351
140108,140100,140000,CHORRILLOS,LIMA,LIMA,False,True,889,265690
140109,140100,140000,LA VICTORIA,LIMA,LIMA,False,True,634,189541
140110,140100,140000,LA MOLINA,LIMA,LIMA,False,True,566,168978
140111,140100,140000,LINCE,LIMA,LIMA,False,True,288,84634
140112,140100,140000,LURIGANCHO,LIMA,LIMA,False,True,543,159803
140113,140100,140000,LURIN,LIMA,LIMA,False,True,244,72048
140114,140100,140000,MAGDALENA DEL MAR,LIMA,LIMA,False,True,252,75068
140115,140100,140000,MIRAFLORES,LIMA,LIMA,False,True,476,140865
140116,140100,140000,PACHACAMAC,LIMA,LIMA,False,True,313,92189
140117,140100,140000,PUEBLO LIBRE,LIMA,LIMA,False,True,336,99008
140118,140100,140000,PUCUSANA,LIMA,LIMA,False,True,44,12819
140119,140100,140000,PUENTE PIEDRA,LIMA,LIMA,False,True,881,260789
140120,140100,140000,PUNTA HERMOSA,LIMA,LIMA,False,True,31,9209
140121,140100,140000,PUNTA NEGRA,LIMA,LIMA,False,True,25,7282
140122,140100,140000,RIMAC,LIMA,LIMA,False,True,561,165306
140123,140100,140000,SAN BARTOLO,LIMA,LIMA,False,True,24,6945
140124,140100,140000,SAN ISIDRO,LIMA,LIMA,False,True,279,83312
140125,140100,140000,BARRANCO,LIMA,LIMA,False,True,149,43876
140126,140100,140000,SAN MARTIN DE PORRES,LIMA,LIMA,False,True,1783,527062
140127,140100,140000,SAN MIGUEL,LIMA,LIMA,False,True,498,148860
140128,140100,140000,SANTA MARIA DEL MAR,LIMA,LIMA,False,True,6,1528
140129,140100,140000,SANTA ROSA,LIMA,LIMA,False,True,67,19577
140130,140100,140000,SANTIAGO DE SURCO,LIMA,LIMA,False,True,1172,346644
140131,140100,140000,SURQUILLO,LIMA,LIMA,False,True,334,99817
140132,140100,140000,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,False,True,1228,363160
140133,140100,140000,JESUS MARIA,LIMA,LIMA,False,True,429,126264
140134,140100,140000,INDEPENDENCIA,LIMA,LIMA,False,True,590,176271
140135,140100,140000,EL AGUSTINO,LIMA,LIMA,False,True,568,167551
140136,140100,140000,SAN JUAN DE MIRAFLORES,LIMA,LIMA,False,True,1106,330401
140137,140100,140000,SAN JUAN DE LURIGANCHO,LIMA,LIMA,False,True,2720,805585
140138,140100,140000,SAN LUIS,LIMA,LIMA,False,True,187,55311
140139,140100,140000,CIENEGUILLA,LIMA,LIMA,False,True,103,30522
140140,140100,140000,SAN BORJA,LIMA,LIMA,False,True,416,124350
140141,140100,140000,VILLA EL SALVADOR,LIMA,LIMA,False,True,1151,343857
