ubigeo_distrito,ubigeo_provincia,ubigeo_dept,nombre_distrito,nombre_provincia,nombre_dept,is_exterior,has_geometry,num_mesas,num_electores
140142,140100,140000,LOS OLIVOS,LIMA,LIMA,False,True,976,291660
140143,140100,140000,SANTA ANITA,LIMA,LIMA,False,True,622,185711
140201,140200,140000,CAJATAMBO,CAJATAMBO,LIMA,False,True,5,1376
140205,140200,140000,COPA,CAJATAMBO,LIMA,False,True,4,1033
140206,140200,140000,GORGOR,CAJATAMBO,LIMA,False,True,6,1466
140207,140200,140000,HUANCAPON,CAJATAMBO,LIMA,False,True,4,884
140208,140200,140000,MANAS,CAJATAMBO,LIMA,False,True,4,988
140301,140300,140000,CANTA,CANTA,LIMA,False,True,10,2827
140302,140300,140000,ARAHUAY,CANTA,LIMA,False,True,3,828
140303,140300,140000,HUAMANTANGA,CANTA,LIMA,False,True,3,797
140304,140300,140000,HUAROS,CANTA,LIMA,False,True,4,926
140305,140300,140000,LACHAQUI,CANTA,LIMA,False,True,4,1020
140306,140300,140000,SAN BUENAVENTURA,CANTA,LIMA,False,True,2,501
140307,140300,140000,SANTA ROSA DE QUIVES,CANTA,LIMA,False,True,21,5923
140401,140400,140000,SAN VICENTE DE CAÑETE,CAÑETE,LIMA,False,True,152,44575
140402,140400,140000,CALANGO,CAÑETE,LIMA,False,True,7,2043
140403,140400,140000,CERRO AZUL,CAÑETE,LIMA,False,True,22,6278
140404,140400,140000,COAYLLO,CAÑETE,LIMA,False,True,5,1433
140405,140400,140000,CHILCA,CAÑETE,LIMA,False,True,56,16423
140406,140400,140000,IMPERIAL,CAÑETE,LIMA,False,True,107,31513
140407,140400,140000,LUNAHUANA,CAÑETE,LIMA,False,True,13,3661
140408,140400,140000,MALA,CAÑETE,LIMA,False,True,85,25112
140409,140400,140000,NUEVO IMPERIAL,CAÑETE,LIMA,False,True,65,18640
140410,140400,140000,PACARAN,CAÑETE,LIMA,False,True,6,1692
140411,140400,140000,QUILMANA,CAÑETE,LIMA,False,True,46,13434
140412,140400,140000,SAN ANTONIO,CAÑETE,LIMA,False,True,12,3405
140413,140400,140000,SAN LUIS,CAÑETE,LIMA,False,True,38,10969
140414,140400,140000,SANTA CRUZ DE FLORES,CAÑETE,LIMA,False,True,8,2349
140415,140400,140000,ZUÑIGA,CAÑETE,LIMA,False,True,4,1170
140416,140400,140000,ASIA,CAÑETE,LIMA,False,True,37,10778
140501,140500,140000,HUACHO,HUAURA,LIMA,False,True,190,56080
140502,140500,140000,AMBAR,HUAURA,LIMA,False,True,8,2234
140504,140500,140000,CALETA DE CARQUIN,HUAURA,LIMA,False,True,18,5177
140505,140500,140000,CHECRAS,HUAURA,LIMA,False,True,3,851
140506,140500,140000,HUALMAY,HUAURA,LIMA,False,True,75,22038
140507,140500,140000,HUAURA,HUAURA,LIMA,False,True,95,27986
140508,140500,140000,LEONCIO PRADO,HUAURA,LIMA,False,True,7,1767
140509,140500,140000,PACCHO,HUAURA,LIMA,False,True,6,1671
140511,140500,140000,SANTA LEONOR,HUAURA,LIMA,False,True,4,1054
140512,140500,140000,SANTA MARIA,HUAURA,LIMA,False,True,107,31578
140513,140500,140000,SAYAN,HUAURA,LIMA,False,True,64,18859
140516,140500,140000,VEGUETA,HUAURA,LIMA,False,True,72,21310
140601,140600,140000,MATUCANA,HUAROCHIRI,LIMA,False,True,15,4410
140602,140600,140000,ANTIOQUIA,HUAROCHIRI,LIMA,False,True,6,1510
140603,140600,140000,CALLAHUANCA,HUAROCHIRI,LIMA,False,True,3,794
140604,140600,140000,CARAMPOMA,HUAROCHIRI,LIMA,False,True,2,403
140605,140600,140000,SAN PEDRO DE CASTA,HUAROCHIRI,LIMA,False,True,4,1034
140606,140600,140000,CUENCA,HUAROCHIRI,LIMA,False,True,3,685
140607,140600,140000,CHICLA,HUAROCHIRI,LIMA,False,True,6,1748
140608,140600,140000,HUANZA,HUAROCHIRI,LIMA,False,True,3,702
140609,140600,140000,HUAROCHIRI,HUAROCHIRI,LIMA,False,True,5,1401
140610,140600,140000,LAHUAYTAMBO,HUAROCHIRI,LIMA,False,True,3,610
140611,140600,140000,LANGA,HUAROCHIRI,LIMA,False,True,4,912
140612,140600,140000,MARIATANA,HUAROCHIRI,LIMA,False,True,5,1365
140613,140600,140000,RICARDO PALMA,HUAROCHIRI,LIMA,False,True,20,5897
140614,140600,140000,SAN ANDRES DE TUPICOCHA,HUAROCHIRI,LIMA,False,True,5,1387
140615,140600,140000,SAN ANTONIO,HUAROCHIRI,LIMA,False,True,131,38786
140616,140600,140000,SAN BARTOLOME,HUAROCHIRI,LIMA,False,True,4,1113
140617,140600,140000,SAN DAMIAN,HUAROCHIRI,LIMA,False,True,5,1401
140618,140600,140000,SANGALLAYA,HUAROCHIRI,LIMA,False,True,2,590
140619,140600,140000,SAN JUAN DE TANTARANCHE,HUAROCHIRI,LIMA,False,True,2,351
140620,140600,140000,SAN LORENZO DE QUINTI,HUAROCHIRI,LIMA,False,True,5,1192
140621,140600,140000,SAN MATEO,HUAROCHIRI,LIMA,False,True,12,3475
140622,140600,140000,SAN MATEO DE OTAO,HUAROCHIRI,LIMA,False,True,7,1770
140623,140600,140000,SAN PEDRO DE HUANCAYRE,HUAROCHIRI,LIMA,False,True,1,247
140624,140600,140000,SANTA CRUZ DE COCACHACRA,HUAROCHIRI,LIMA,False,True,8,2169
140625,140600,140000,SANTA EULALIA,HUAROCHIRI,LIMA,False,True,37,10726
140626,140600,140000,SANTIAGO DE ANCHUCAYA,HUAROCHIRI,LIMA,False,True,2,474
140627,140600,140000,SANTIAGO DE TUNA,HUAROCHIRI,LIMA,False,True,2,579
140628,140600,140000,SANTO DOMINGO DE LOS OLLEROS,HUAROCHIRI,LIMA,False,True,21,5428
140629,140600,140000,SURCO,HUAROCHIRI,LIMA,False,True,6,1656
140630,140600,140000,HUACHUPAMPA,HUAROCHIRI,LIMA,False,True,3,713
140631,140600,140000,SAN PEDRO DE LARAOS,HUAROCHIRI,LIMA,False,True,2,360
140632,140600,140000,SAN JUAN DE IRIS,HUAROCHIRI,LIMA,False,True,2,541
140701,140700,140000,YAUYOS,YAUYOS,LIMA,False,True,5,1316
140702,140700,140000,ALIS,YAUYOS,LIMA,False,True,2,567
140703,140700,140000,ALLAUCA,YAUYOS,LIMA,False,True,6,1606
140704,140700,140000,AYAVIRI,YAUYOS,LIMA,False,True,1,243
140705,140700,140000,AZANGARO,YAUYOS,LIMA,False,True,4,890
140706,140700,140000,CACRA,YAUYOS,LIMA,False,True,2,594
140707,140700,140000,CARANIA,YAUYOS,LIMA,False,True,2,299
140708,140700,140000,COCHAS,YAUYOS,LIMA,False,True,1,234
140709,140700,140000,COLONIA,YAUYOS,LIMA,False,True,8,1738
140710,140700,140000,CHOCOS,YAUYOS,LIMA,False,True,7,1636
140711,140700,140000,HUAMPARA,YAUYOS,LIMA,False,True,3,627
140712,140700,140000,HUANCAYA,YAUYOS,LIMA,False,True,3,533
140713,140700,140000,HUANGASCAR,YAUYOS,LIMA,False,True,4,1064
140714,140700,140000,HUANTAN,YAUYOS,LIMA,False,True,3,872
140715,140700,140000,HUAÑEC,YAUYOS,LIMA,False,True,2,532
140716,140700,140000,LARAOS,YAUYOS,LIMA,False,True,3,632
140717,140700,140000,LINCHA,YAUYOS,LIMA,False,True,3,841
140718,140700,140000,MIRAFLORES,YAUYOS,LIMA,False,True,2,339
140719,140700,140000,OMAS,YAUYOS,LIMA,False,True,3,755
140720,140700,140000,QUINCHES,YAUYOS,LIMA,False,True,3,829
140721,140700,140000,QUINOCAY,YAUYOS,LIMA,False,True,3,612
140722,140700,140000,SAN JOAQUIN,YAUYOS,LIMA,False,True,1,266
140723,140700,140000,SAN PEDRO DE PILAS,YAUYOS,LIMA,False,True,2,407
140724,140700,140000,TANTA,YAUYOS,LIMA,False,True,3,678
140725,140700,140000,TAURIPAMPA,YAUYOS,LIMA,False,True,2,522
140726,140700,140000,TUPE,YAUYOS,LIMA,False,True,4,856
140727,140700,140000,TOMAS,YAUYOS,LIMA,False,True,3,840
140728,140700,140000,VIÑAC,YAUYOS,LIMA,False,True,8,2116
140729,140700,140000,VITIS,YAUYOS,LIMA,False,True,2,394
140730,140700,140000,HONGOS,YAUYOS,LIMA,False,True,2,563
140731,140700,140000,MADEAN,YAUYOS,LIMA,False,True,4,1061
140732,140700,140000,PUTINZA,YAUYOS,LIMA,False,True,4,917
140733,140700,140000,CATAHUASI,YAUYOS,LIMA,False,True,6,1455
140801,140800,140000,HUARAL,HUARAL,LIMA,False,True,298,87624
140802,140800,140000,ATAVILLOS ALTO,HUARAL,LIMA,False,True,3,699
140803,140800,140000,ATAVILLOS BAJO,HUARAL,LIMA,False,True,3,728
140804,140800,140000,AUCALLAMA,HUARAL,LIMA,False,True,50,14436
140805,140800,140000,CHANCAY,HUARAL,LIMA,False,True,172,50614
140806,140800,140000,IHUARI,HUARAL,LIMA,False,True,9,2595
140807,140800,140000,LAMPIAN,HUARAL,LIMA,False,True,3,645
140808,140800,140000,PACARAOS,HUARAL,LIMA,False,True,3,842
140809,140800,140000,SAN MIGUEL DE ACOS,HUARAL,LIMA,False,True,3,671
140810,140800,140000,VEINTISIETE DE NOVIEMBRE,HUARAL,LIMA,False,True,3,676
140811,140800,140000,SANTA CRUZ DE ANDAMARCA,HUARAL,LIMA,False,True,2,434
140812,140800,140000,SUMBILCA,HUARAL,LIMA,False,True,4,885
140901,140900,140000,BARRANCA,BARRANCA,LIMA,False,True,193,56744
140902,140900,140000,PARAMONGA,BARRANCA,LIMA,False,True,66,19335
140903,140900,140000,PATIVILCA,BARRANCA,LIMA,False,True,52,15004
140904,140900,140000,SUPE,BARRANCA,LIMA,False,True,69,20388
140905,140900,140000,SUPE PUERTO,BARRANCA,LIMA,False,True,34,9975
141001,141000,140000,OYON,OYON,LIMA,False,True,25,7114
141002,141000,140000,NAVAN,OYON,LIMA,False,True,3,785
141003,141000,140000,CAUJUL,OYON,LIMA,False,True,3,544
141004,141000,140000,ANDAJES,OYON,LIMA,False,True,2,556
141005,141000,140000,PACHANGARA,OYON,LIMA,False,True,12,2715
141006,141000,140000,COCHAMARCA,OYON,LIMA,False,True,6,1455
150101,150100,150000,IQUITOS,MAYNAS,LORETO,False,True,388,114768
150102,150100,150000,ALTO NANAY,MAYNAS,LORETO,False,True,14,3931
150103,150100,150000,FERNANDO LORES,MAYNAS,LORETO,False,True,43,12479
150104,150100,150000,LAS AMAZONAS,MAYNAS,LORETO,False,True,26,7482
150105,150100,150000,MAZAN,MAYNAS,LORETO,False,True,38,11012
150106,150100,150000,NAPO,MAYNAS,LORETO,False,True,41,11528
150108,150100,150000,TORRES CAUSANA,MAYNAS,LORETO,False,True,17,4786
150110,150100,150000,INDIANA,MAYNAS,LORETO,False,True,32,9093
150111,150100,150000,PUNCHANA,MAYNAS,LORETO,False,True,218,64586
150112,150100,150000,BELEN,MAYNAS,LORETO,False,True,186,54829
150113,150100,150000,SAN JUAN BAUTISTA,MAYNAS,LORETO,False,True,317,93586
150201,150200,150000,YURIMAGUAS,ALTO AMAZONAS,LORETO,False,True,220,64776
150202,150200,150000,BALSAPUERTO,ALTO AMAZONAS,LORETO,False,True,50,14251
150205,150200,150000,JEBEROS,ALTO AMAZONAS,LORETO,False,True,14,4027
150206,150200,150000,LAGUNAS,ALTO AMAZONAS,LORETO,False,True,36,10526
150210,150200,150000,SANTA CRUZ,ALTO AMAZONAS,LORETO,False,True,17,4616
150211,150200,150000,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,LORETO,False,True,20,5786
150301,150300,150000,NAUTA,LORETO,LORETO,False,True,88,25622
150302,150300,150000,PARINARI,LORETO,LORETO,False,True,18,5338
150303,150300,150000,TIGRE,LORETO,LORETO,False,True,24,6561
150304,150300,150000,URARINAS,LORETO,LORETO,False,True,42,11508
150305,150300,150000,TROMPETEROS,LORETO,LORETO,False,True,25,7401
150401,150400,150000,REQUENA,REQUENA,LORETO,False,True,64,18732
150402,150400,150000,ALTO TAPICHE,REQUENA,LORETO,False,True,8,1879
150403,150400,150000,CAPELO,REQUENA,LORETO,False,True,10,2700
150404,150400,150000,EMILIO SAN MARTIN,REQUENA,LORETO,False,True,18,5052
150405,150400,150000,MAQUIA,REQUENA,LORETO,False,True,24,6725
150406,150400,150000,PUINAHUA,REQUENA,LORETO,False,True,22,6539
150407,150400,150000,SAQUENA,REQUENA,LORETO,False,True,11,3086
150408,150400,150000,SOPLIN,REQUENA,LORETO,False,True,4,1054
150409,150400,150000,TAPICHE,REQUENA,LORETO,False,True,6,1632
150410,150400,150000,JENARO HERRERA,REQUENA,LORETO,False,True,12,3549
150411,150400,150000,YAQUERANA,REQUENA,LORETO,False,True,9,2197
150501,150500,150000,CONTAMANA,UCAYALI,LORETO,False,True,71,19817
150502,150500,150000,VARGAS GUERRA,UCAYALI,LORETO,False,True,25,7162
150503,150500,150000,PADRE MARQUEZ,UCAYALI,LORETO,False,True,20,5164
150504,150500,150000,PAMPA HERMOSA,UCAYALI,LORETO,False,True,19,5392
150505,150500,150000,SARAYACU,UCAYALI,LORETO,False,True,38,10504
150506,150500,150000,INAHUAYA,UCAYALI,LORETO,False,True,8,2300
150601,150600,150000,RAMON CASTILLA,MARISCAL RAMON CASTILLA,LORETO,False,True,62,18165
150602,150600,150000,PEBAS,MARISCAL RAMON CASTILLA,LORETO,False,True,36,10377
150603,150600,150000,YAVARI,MARISCAL RAMON CASTILLA,LORETO,False,True,43,11813
150604,150600,150000,SAN PABLO,MARISCAL RAMON CASTILLA,LORETO,False,True,46,12818
150605,150600,150000,SANTA ROSA DE LORETO,MARISCAL RAMON CASTILLA,LORETO,False,True,8,2102
150701,150700,150000,BARRANCA,DATEM DEL MARAÑON,LORETO,False,True,42,11834
150702,150700,150000,ANDOAS,DATEM DEL MARAÑON,LORETO,False,True,38,9800
150703,150700,150000,CAHUAPANAS,DATEM DEL MARAÑON,LORETO,False,True,28,6859
150704,150700,150000,MANSERICHE,DATEM DEL MARAÑON,LORETO,False,True,30,8310
150705,150700,150000,MORONA,DATEM DEL MARAÑON,LORETO,False,True,27,6878
150706,150700,150000,PASTAZA,DATEM DEL MARAÑON,LORETO,False,True,31,7595
150901,150900,150000,PUTUMAYO,PUTUMAYO,LORETO,False,True,14,3586
150902,150900,150000,ROSA PANDURO,PUTUMAYO,LORETO,False,True,2,507
150903,150900,150000,TENIENTE MANUEL CLAVERO,PUTUMAYO,LORETO,False,True,10,2673
150904,150900,150000,YAGUAS,PUTUMAYO,LORETO,False,True,4,1029
160101,160100,160000,TAMBOPATA,TAMBOPATA,MADRE DE DIOS,False,True,281,82704
160102,160100,160000,INAMBARI,TAMBOPATA,MADRE DE DIOS,False,True,53,15447
160103,160100,160000,LAS PIEDRAS,TAMBOPATA,MADRE DE DIOS,False,True,40,11193
160104,160100,160000,LABERINTO,TAMBOPATA,MADRE DE DIOS,False,True,24,7040
160201,160200,160000,MANU,MANU,MADRE DE DIOS,False,True,11,3157
160202,160200,160000,FITZCARRALD,MANU,MADRE DE DIOS,False,True,4,1128
160203,160200,160000,MADRE DE DIOS,MANU,MADRE DE DIOS,False,True,29,8263
160204,160200,160000,HUEPETUHE,MANU,MADRE DE DIOS,False,True,24,6924
160301,160300,160000,IÑAPARI,TAHUAMANU,MADRE DE DIOS,False,True,6,1759
160302,160300,160000,IBERIA,TAHUAMANU,MADRE DE DIOS,False,True,19,5324
160303,160300,160000,TAHUAMANU,TAHUAMANU,MADRE DE DIOS,False,True,12,3445
170101,170100,170000,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,False,True,136,39524
170102,170100,170000,CARUMAS,MARISCAL NIETO,MOQUEGUA,False,True,10,2481
170103,170100,170000,CUCHUMBAYA,MARISCAL NIETO,MOQUEGUA,False,True,5,1202
170104,170100,170000,SAN CRISTOBAL,MARISCAL NIETO,MOQUEGUA,False,True,8,2063
170105,170100,170000,TORATA,MARISCAL NIETO,MOQUEGUA,False,True,29,8293
170106,170100,170000,SAMEGUA,MARISCAL NIETO,MOQUEGUA,False,True,27,7628
170107,170100,170000,SAN ANTONIO,MARISCAL NIETO,MOQUEGUA,False,False,65,18870
170201,170200,170000,OMATE,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,9,2512
170202,170200,170000,COALAQUE,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,4,1065
170203,170200,170000,CHOJATA,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,4,929
170204,170200,170000,ICHUÑA,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,10,2863
170205,170200,170000,LA CAPILLA,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,3,823
170206,170200,170000,LLOQUE,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,4,724
170207,170200,170000,MATALAQUE,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,3,742
170208,170200,170000,PUQUINA,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,7,1969
170209,170200,170000,QUINISTAQUILLAS,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,3,603
170210,170200,170000,UBINAS,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,11,2258
170211,170200,170000,YUNGA,GENERAL SANCHEZ CERRO,MOQUEGUA,False,True,3,837
170301,170300,170000,ILO,ILO,MOQUEGUA,False,True,203,59519
170302,170300,170000,EL ALGARROBAL,ILO,MOQUEGUA,False,True,13,3542
170303,170300,170000,PACOCHA,ILO,MOQUEGUA,False,True,17,5017
180101,180100,180000,CHAUPIMARCA,PASCO,PASCO,False,True,79,23138
180103,180100,180000,HUACHON,PASCO,PASCO,False,True,13,3468
180104,180100,180000,HUARIACA,PASCO,PASCO,False,True,22,5919
180105,180100,180000,HUAYLLAY,PASCO,PASCO,False,True,23,6542
180106,180100,180000,NINACACA,PASCO,PASCO,False,True,15,4112
180107,180100,180000,PALLANCHACRA,PASCO,PASCO,False,True,8,2215
180108,180100,180000,PAUCARTAMBO,PASCO,PASCO,False,True,39,11060
180109,180100,180000,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO,False,True,23,6058
180110,180100,180000,SIMON BOLIVAR,PASCO,PASCO,False,True,37,10644
180111,180100,180000,TICLACAYAN,PASCO,PASCO,False,True,16,4351
180112,180100,180000,TINYAHUARCO,PASCO,PASCO,False,True,19,5553
180113,180100,180000,VICCO,PASCO,PASCO,False,True,13,3541
180114,180100,180000,YANACANCHA,PASCO,PASCO,False,True,70,20465
180201,180200,180000,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO,False,True,39,11087
180202,180200,180000,CHACAYAN,DANIEL ALCIDES CARRION,PASCO,False,True,9,2486
180203,180200,180000,GOYLLARISQUIZGA,DANIEL ALCIDES CARRION,PASCO,False,True,3,815
180204,180200,180000,PAUCAR,DANIEL ALCIDES CARRION,PASCO,False,True,10,2569
180205,180200,180000,SAN PEDRO DE PILLAO,DANIEL ALCIDES CARRION,PASCO,False,True,6,1647
180206,180200,180000,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO,False,True,22,5985
180207,180200,180000,TAPUC,DANIEL ALCIDES CARRION,PASCO,False,True,10,2265
180208,180200,180000,VILCABAMBA,DANIEL ALCIDES CARRION,PASCO,False,True,6,1458
180301,180300,180000,OXAPAMPA,OXAPAMPA,PASCO,False,True,58,16570
180302,180300,180000,CHONTABAMBA,OXAPAMPA,PASCO,False,True,18,5028
180303,180300,180000,HUANCABAMBA,OXAPAMPA,PASCO,False,True,23,6024
180304,180300,180000,PUERTO BERMUDEZ,OXAPAMPA,PASCO,False,True,64,17720
180305,180300,180000,VILLA RICA,OXAPAMPA,PASCO,False,True,52,14858
180306,180300,180000,POZUZO,OXAPAMPA,PASCO,False,True,19,5151
180307,180300,180000,PALCAZU,OXAPAMPA,PASCO,False,True,30,7509
180308,180300,180000,CONSTITUCION,OXAPAMPA,PASCO,False,True,49,13535
190101,190100,190000,PIURA,PIURA,PIURA,False,True,490,146292
190103,190100,190000,CASTILLA,PIURA,PIURA,False,True,423,124421
190104,190100,190000,CATACAOS,PIURA,PIURA,False,True,200,58979
190105,190100,190000,LA ARENA,PIURA,PIURA,False,True,108,31392
190106,190100,190000,LA UNION,PIURA,PIURA,False,True,106,31217
190107,190100,190000,LAS LOMAS,PIURA,PIURA,False,True,86,25038
190109,190100,190000,TAMBO GRANDE,PIURA,PIURA,False,True,293,85496
190113,190100,190000,CURA MORI,PIURA,PIURA,False,True,50,14824
190114,190100,190000,EL TALLAN,PIURA,PIURA,False,True,16,4558
190115,190100,190000,VEINTISEIS DE OCTUBRE,PIURA,PIURA,False,True,383,112777
190201,190200,190000,AYABACA,AYABACA,PIURA,False,True,98,27621
190202,190200,190000,FRIAS,AYABACA,PIURA,False,True,62,18102
190203,190200,190000,LAGUNAS,AYABACA,PIURA,False,True,19,5493
190204,190200,190000,MONTERO,AYABACA,PIURA,False,True,19,5439
190205,190200,190000,PACAIPAMPA,AYABACA,PIURA,False,True,68,18790
190206,190200,190000,SAPILLICA,AYABACA,PIURA,False,True,32,9196
190207,190200,190000,SICCHEZ,AYABACA,PIURA,False,True,8,2120
190208,190200,190000,SUYO,AYABACA,PIURA,False,True,37,10619
190209,190200,190000,JILILI,AYABACA,PIURA,False,True,11,3109
190210,190200,190000,PAIMAS,AYABACA,PIURA,False,True,29,8244
190301,190300,190000,HUANCABAMBA,HUANCABAMBA,PIURA,False,True,82,23177
190302,190300,190000,CANCHAQUE,HUANCABAMBA,PIURA,False,True,27,7185
190303,190300,190000,HUARMACA,HUANCABAMBA,PIURA,False,True,109,30261
190304,190300,190000,SONDOR,HUANCABAMBA,PIURA,False,True,23,6201
190305,190300,190000,SONDORILLO,HUANCABAMBA,PIURA,False,True,31,8651
190306,190300,190000,EL CARMEN DE LA FRONTERA,HUANCABAMBA,PIURA,False,True,37,10584
190307,190300,190000,SAN MIGUEL DE EL FAIQUE,HUANCABAMBA,PIURA,False,True,28,8021
190308,190300,190000,LALAQUIZ,HUANCABAMBA,PIURA,False,True,15,4215
190401,190400,190000,CHULUCANAS,MORROPON,PIURA,False,True,247,71383
190402,190400,190000,BUENOS AIRES,MORROPON,PIURA,False,True,29,8320
190403,190400,190000,CHALACO,MORROPON,PIURA,False,True,23,6642
190404,190400,190000,MORROPON,MORROPON,PIURA,False,True,40,11327
190405,190400,190000,SALITRAL,MORROPON,PIURA,False,True,27,7757
190406,190400,190000,SANTA CATALINA DE MOSSA,MORROPON,PIURA,False,True,12,3068
190407,190400,190000,SANTO DOMINGO,MORROPON,PIURA,False,True,24,6365
190408,190400,190000,LA MATANZA,MORROPON,PIURA,False,True,45,12652
190409,190400,190000,YAMANGO,MORROPON,PIURA,False,True,27,7615
190410,190400,190000,SAN JUAN DE BIGOTE,MORROPON,PIURA,False,True,22,6314
190501,190500,190000,PAITA,PAITA,PIURA,False,True,227,66810
190502,190500,190000,AMOTAPE,PAITA,PIURA,False,True,7,1984
190503,190500,190000,ARENAL,PAITA,PIURA,False,True,4,1081
190504,190500,190000,LA HUACA,PAITA,PIURA,False,True,35,9766
190505,190500,190000,COLAN,PAITA,PIURA,False,True,44,12606
190506,190500,190000,TAMARINDO,PAITA,PIURA,False,True,14,4011
190507,190500,190000,VICHAYAL,PAITA,PIURA,False,True,16,4600
190601,190600,190000,SULLANA,SULLANA,PIURA,False,True,484,142174
190602,190600,190000,BELLAVISTA,SULLANA,PIURA,False,True,112,33205
190603,190600,190000,LANCONES,SULLANA,PIURA,False,True,37,10772
190604,190600,190000,MARCAVELICA,SULLANA,PIURA,False,True,81,23355
190605,190600,190000,MIGUEL CHECA,SULLANA,PIURA,False,True,26,7264
190606,190600,190000,QUERECOTILLO,SULLANA,PIURA,False,True,72,20671
190607,190600,190000,SALITRAL,SULLANA,PIURA,False,True,21,5781
190608,190600,190000,IGNACIO ESCUDERO,SULLANA,PIURA,False,True,56,15916
190701,190700,190000,PARIÑAS,TALARA,PIURA,False,True,261,76668
190702,190700,190000,EL ALTO,TALARA,PIURA,False,True,25,6986
190703,190700,190000,LA BREA,TALARA,PIURA,False,True,38,10656
190704,190700,190000,LOBITOS,TALARA,PIURA,False,True,5,1323
190705,190700,190000,MANCORA,TALARA,PIURA,False,True,30,8635
190706,190700,190000,LOS ORGANOS,TALARA,PIURA,False,True,29,8173
190801,190800,190000,SECHURA,SECHURA,PIURA,False,True,112,33070
190802,190800,190000,VICE,SECHURA,PIURA,False,True,47,13265
190803,190800,190000,BERNAL,SECHURA,PIURA,False,True,21,5894
190804,190800,190000,BELLAVISTA DE LA UNION,SECHURA,PIURA,False,True,14,3925
190805,190800,190000,CRISTO NOS VALGA,SECHURA,PIURA,False,True,13,3538
190806,190800,190000,RINCONADA-LLICUAR,SECHURA,PIURA,False,True,10,2713
200101,200100,200000,PUNO,PUNO,PUNO,False,True,349,102941
200102,200100,200000,ACORA,PUNO,PUNO,False,True,65,18418
200103,200100,200000,ATUNCOLLA,PUNO,PUNO,False,True,15,4423
200104,200100,200000,CAPACHICA,PUNO,PUNO,False,True,31,8864
200105,200100,200000,COATA,PUNO,PUNO,False,True,25,6579
200106,200100,200000,CHUCUITO,PUNO,PUNO,False,True,26,6502
200107,200100,200000,HUATA,PUNO,PUNO,False,True,11,3172
200108,200100,200000,MAÑAZO,PUNO,PUNO,False,True,16,4629
200109,200100,200000,PAUCARCOLLA,PUNO,PUNO,False,True,16,4321
200110,200100,200000,PICHACANI,PUNO,PUNO,False,True,19,5162
200111,200100,200000,SAN ANTONIO,PUNO,PUNO,False,True,4,1136
200112,200100,200000,TIQUILLACA,PUNO,PUNO,False,True,9,2656
200113,200100,200000,VILQUE,PUNO,PUNO,False,True,10,2800
200114,200100,200000,PLATERIA,PUNO,PUNO,False,True,24,6459
200115,200100,200000,AMANTANI,PUNO,PUNO,False,True,15,4153
200201,200200,200000,AZANGARO,AZANGARO,PUNO,False,True,89,25242
200202,200200,200000,ACHAYA,AZANGARO,PUNO,False,True,13,3739
200203,200200,200000,ARAPA,AZANGARO,PUNO,False,True,24,6728
200204,200200,200000,ASILLO,AZANGARO,PUNO,False,True,45,12802
200205,200200,200000,CAMINACA,AZANGARO,PUNO,False,True,17,4730
200206,200200,200000,CHUPA,AZANGARO,PUNO,False,True,24,6557
200207,200200,200000,JOSE DOMINGO CHOQUEHUANCA,AZANGARO,PUNO,False,True,13,3600
200208,200200,200000,MUÑANI,AZANGARO,PUNO,False,True,20,5307
200210,200200,200000,POTONI,AZANGARO,PUNO,False,True,13,3294
200212,200200,200000,SAMAN,AZANGARO,PUNO,False,True,35,10030
200213,200200,200000,SAN ANTON,AZANGARO,PUNO,False,True,22,5921
200214,200200,200000,SAN JOSE,AZANGARO,PUNO,False,True,16,4257
200215,200200,200000,SAN JUAN DE SALINAS,AZANGARO,PUNO,False,True,12,3270
200216,200200,200000,SANTIAGO DE PUPUJA,AZANGARO,PUNO,False,True,17,4513
200217,200200,200000,TIRAPATA,AZANGARO,PUNO,False,True,9,2486
200301,200300,200000,MACUSANI,CARABAYA,PUNO,False,True,35,9910
200302,200300,200000,AJOYANI,CARABAYA,PUNO,False,True,9,2398
200303,200300,200000,AYAPATA,CARABAYA,PUNO,False,True,18,4999
200304,200300,200000,COASA,CARABAYA,PUNO,False,True,20,5354
200305,200300,200000,CORANI,CARABAYA,PUNO,False,True,14,3574
200306,200300,200000,CRUCERO,CARABAYA,PUNO,False,True,22,6265
200307,200300,200000,ITUATA,CARABAYA,PUNO,False,True,19,4666
200308,200300,200000,OLLACHEA,CARABAYA,PUNO,False,True,17,4401
200309,200300,200000,SAN GABAN,CARABAYA,PUNO,False,True,23,6544
200310,200300,200000,USICAYOS,CARABAYA,PUNO,False,True,10,2708
