codigo_mesa,ubigeo_distrito,nombre_distrito,ubigeo_provincia,nombre_provincia,ubigeo_dept,nombre_dept,is_exterior,electores_habiles,codigo_local_votacion,nombre_local_votacion
000001,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,230,0001,IE 18288 ISABEL LYNCH DE RUBIO
000002,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,230,0001,IE 18288 ISABEL LYNCH DE RUBIO
000003,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000004,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000005,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000006,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000007,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000008,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000009,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000010,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000011,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000012,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000013,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0001,IE 18288 ISABEL LYNCH DE RUBIO
000014,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,230,0002,IE VIRGEN ASUNTA
000015,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,230,0002,IE VIRGEN ASUNTA
000016,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0002,IE VIRGEN ASUNTA
000017,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0002,IE VIRGEN ASUNTA
000018,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0002,IE VIRGEN ASUNTA
000019,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0002,IE VIRGEN ASUNTA
000020,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0002,IE VIRGEN ASUNTA
000021,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0002,IE VIRGEN ASUNTA
000022,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0002,IE VIRGEN ASUNTA
000023,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0002,IE VIRGEN ASUNTA
000024,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0002,IE VIRGEN ASUNTA
000025,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,230,0003,IE 18022 MARIA AUXILIADORA
000026,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0003,IE 18022 MARIA AUXILIADORA
000027,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0003,IE 18022 MARIA AUXILIADORA
000028,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0003,IE 18022 MARIA AUXILIADORA
000029,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0003,IE 18022 MARIA AUXILIADORA
000030,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0003,IE 18022 MARIA AUXILIADORA
000031,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0003,IE 18022 MARIA AUXILIADORA
000032,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0003,IE 18022 MARIA AUXILIADORA
000033,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,253,7844,IE SEMINARIO JESUS MARIA
000034,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7844,IE SEMINARIO JESUS MARIA
000035,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7844,IE SEMINARIO JESUS MARIA
000036,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7844,IE SEMINARIO JESUS MARIA
000037,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7844,IE SEMINARIO JESUS MARIA
000038,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7844,IE SEMINARIO JESUS MARIA
000039,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7844,IE SEMINARIO JESUS MARIA
000040,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7844,IE SEMINARIO JESUS MARIA
000041,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7844,IE SEMINARIO JESUS MARIA
000042,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7844,IE SEMINARIO JESUS MARIA
000043,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,285,7846,IESP TORIBIO RODRIGUEZ DE MENDOZA
000044,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7846,IESP TORIBIO RODRIGUEZ DE MENDOZA
000045,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7846,IESP TORIBIO RODRIGUEZ DE MENDOZA
000046,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7846,IESP TORIBIO RODRIGUEZ DE MENDOZA
000047,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7846,IESP TORIBIO RODRIGUEZ DE MENDOZA
000048,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7846,IESP TORIBIO RODRIGUEZ DE MENDOZA
000049,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,286,7848,IE MIGUEL RUBIO
000050,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7848,IE MIGUEL RUBIO
000051,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7848,IE MIGUEL RUBIO
000052,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7848,IE MIGUEL RUBIO
000053,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7848,IE MIGUEL RUBIO
000054,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7848,IE MIGUEL RUBIO
000055,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7848,IE MIGUEL RUBIO
000056,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,236,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000057,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,236,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000058,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,236,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000059,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,292,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000060,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,292,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000061,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,292,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000062,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,292,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000063,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,292,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000064,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,292,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000065,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,292,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000066,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,292,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000067,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,292,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000068,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,291,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000069,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,291,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000070,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,291,30860,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD
000071,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,230,30862,IE 18006
000072,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,30862,IE 18006
000073,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,30862,IE 18006
000074,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,30862,IE 18006
000075,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,30862,IE 18006
000076,010101,CHACHAPOYAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,30862,IE 18006
000077,010102,ASUNCION,010100,CHACHAPOYAS,010000,AMAZONAS,False,145,0004,IE 18010
000078,010102,ASUNCION,010100,CHACHAPOYAS,010000,AMAZONAS,False,156,0004,IE 18010
000079,010103,BALSAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,205,0005,IE 18012
000080,010103,BALSAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,251,0005,IE 18012
000081,010103,BALSAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,251,0005,IE 18012
000082,010103,BALSAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,251,0005,IE 18012
000083,010103,BALSAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,250,0005,IE 18012
000084,010104,CHETO,010100,CHACHAPOYAS,010000,AMAZONAS,False,203,0006,IE 18017
000085,010104,CHETO,010100,CHACHAPOYAS,010000,AMAZONAS,False,235,0006,IE 18017
000086,010104,CHETO,010100,CHACHAPOYAS,010000,AMAZONAS,False,235,0006,IE 18017
000087,010105,CHILIQUIN,010100,CHACHAPOYAS,010000,AMAZONAS,False,223,0007,IE 18023
000088,010105,CHILIQUIN,010100,CHACHAPOYAS,010000,AMAZONAS,False,263,0007,IE 18023
000089,010105,CHILIQUIN,010100,CHACHAPOYAS,010000,AMAZONAS,False,263,0007,IE 18023
000090,010105,CHILIQUIN,010100,CHACHAPOYAS,010000,AMAZONAS,False,263,0007,IE 18023
000091,010106,CHUQUIBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,256,0008,IE OCTAVIO ORTIZ ARRIETA
000092,010106,CHUQUIBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0008,IE OCTAVIO ORTIZ ARRIETA
000093,010106,CHUQUIBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0008,IE OCTAVIO ORTIZ ARRIETA
000094,010106,CHUQUIBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,238,7859,IEP 18323
000095,010106,CHUQUIBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,243,7859,IEP 18323
000096,010106,CHUQUIBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,243,7859,IEP 18323
000097,010107,GRANADA,010100,CHACHAPOYAS,010000,AMAZONAS,False,273,0009,IE 18037 JOSE ANTONIO ENCINA FRANCO
000098,010107,GRANADA,010100,CHACHAPOYAS,010000,AMAZONAS,False,291,0009,IE 18037 JOSE ANTONIO ENCINA FRANCO
000099,010108,HUANCAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,263,7236,IE 18040
000100,010108,HUANCAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,285,7236,IE 18040
000101,010108,HUANCAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,284,7236,IE 18040
000102,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,230,0011,IE 18041 PURIFICACION CULQUI PUIQUIN
000103,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0011,IE 18041 PURIFICACION CULQUI PUIQUIN
000104,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0011,IE 18041 PURIFICACION CULQUI PUIQUIN
000105,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0011,IE 18041 PURIFICACION CULQUI PUIQUIN
000106,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0011,IE 18041 PURIFICACION CULQUI PUIQUIN
000107,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0011,IE 18041 PURIFICACION CULQUI PUIQUIN
000108,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,218,7868,IE JUAN VELASCO ALVARADO
000109,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,271,7868,IE JUAN VELASCO ALVARADO
000110,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,271,7868,IE JUAN VELASCO ALVARADO
000111,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,270,7868,IE JUAN VELASCO ALVARADO
000112,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,270,7868,IE JUAN VELASCO ALVARADO
000113,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,270,7868,IE JUAN VELASCO ALVARADO
000114,010109,LA JALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,270,7868,IE JUAN VELASCO ALVARADO
000115,010110,LEIMEBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,259,0013,IE SAN AGUSTIN
000116,010110,LEIMEBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,259,0013,IE SAN AGUSTIN
000117,010110,LEIMEBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,297,0013,IE SAN AGUSTIN
000118,010110,LEIMEBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,297,0013,IE SAN AGUSTIN
000119,010110,LEIMEBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,297,0013,IE SAN AGUSTIN
000120,010110,LEIMEBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,297,0013,IE SAN AGUSTIN
000121,010110,LEIMEBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,284,7875,IE 18050
000122,010110,LEIMEBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7875,IE 18050
000123,010110,LEIMEBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7875,IE 18050
000124,010110,LEIMEBAMBA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,7875,IE 18050
000125,010111,LEVANTO,010100,CHACHAPOYAS,010000,AMAZONAS,False,217,0014,IE 18052 PADRE BLAS VALERA PEREZ
000126,010111,LEVANTO,010100,CHACHAPOYAS,010000,AMAZONAS,False,273,0014,IE 18052 PADRE BLAS VALERA PEREZ
000127,010111,LEVANTO,010100,CHACHAPOYAS,010000,AMAZONAS,False,272,0014,IE 18052 PADRE BLAS VALERA PEREZ
000128,010111,LEVANTO,010100,CHACHAPOYAS,010000,AMAZONAS,False,272,0014,IE 18052 PADRE BLAS VALERA PEREZ
000129,010112,MAGDALENA,010100,CHACHAPOYAS,010000,AMAZONAS,False,231,0015,IE CESAR VALLEJO
000130,010112,MAGDALENA,010100,CHACHAPOYAS,010000,AMAZONAS,False,280,0015,IE CESAR VALLEJO
000131,010112,MAGDALENA,010100,CHACHAPOYAS,010000,AMAZONAS,False,279,0015,IE CESAR VALLEJO
000132,010113,MARISCAL CASTILLA,010100,CHACHAPOYAS,010000,AMAZONAS,False,186,0016,IE SEÑOR DE LOS MILAGROS
000133,010113,MARISCAL CASTILLA,010100,CHACHAPOYAS,010000,AMAZONAS,False,239,0016,IE SEÑOR DE LOS MILAGROS
000134,010113,MARISCAL CASTILLA,010100,CHACHAPOYAS,010000,AMAZONAS,False,239,0016,IE SEÑOR DE LOS MILAGROS
000135,010113,MARISCAL CASTILLA,010100,CHACHAPOYAS,010000,AMAZONAS,False,239,0016,IE SEÑOR DE LOS MILAGROS
000136,010114,MOLINOPAMPA,010100,CHACHAPOYAS,010000,AMAZONAS,False,235,0017,IE 18061
000137,010114,MOLINOPAMPA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0017,IE 18061
000138,010114,MOLINOPAMPA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0017,IE 18061
000139,010114,MOLINOPAMPA,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0017,IE 18061
000140,010114,MOLINOPAMPA,010100,CHACHAPOYAS,010000,AMAZONAS,False,252,53138,IE JOSE OLAYA
000141,010114,MOLINOPAMPA,010100,CHACHAPOYAS,010000,AMAZONAS,False,266,53138,IE JOSE OLAYA
000142,010114,MOLINOPAMPA,010100,CHACHAPOYAS,010000,AMAZONAS,False,266,53138,IE JOSE OLAYA
000143,010114,MOLINOPAMPA,010100,CHACHAPOYAS,010000,AMAZONAS,False,266,53138,IE JOSE OLAYA
000144,010115,MONTEVIDEO,010100,CHACHAPOYAS,010000,AMAZONAS,False,211,0018,IE 18065
000145,010115,MONTEVIDEO,010100,CHACHAPOYAS,010000,AMAZONAS,False,222,0018,IE 18065
000146,010115,MONTEVIDEO,010100,CHACHAPOYAS,010000,AMAZONAS,False,222,0018,IE 18065
000147,010116,OLLEROS,010100,CHACHAPOYAS,010000,AMAZONAS,False,150,53139,COMUNIDAD CAMPESINA DE OLLEROS
000148,010116,OLLEROS,010100,CHACHAPOYAS,010000,AMAZONAS,False,288,53140,IE 18066
000149,010117,QUINJALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,216,0020,IE 18068
000150,010117,QUINJALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,260,0020,IE 18068
000151,010117,QUINJALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,260,0020,IE 18068
000152,010117,QUINJALCA,010100,CHACHAPOYAS,010000,AMAZONAS,False,260,0020,IE 18068
000153,010118,SAN FRANCISCO DE DAGUAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,183,0021,IE SAN FRANCISCO
000154,010118,SAN FRANCISCO DE DAGUAS,010100,CHACHAPOYAS,010000,AMAZONAS,False,215,0021,IE SAN FRANCISCO
000155,010119,SAN ISIDRO DE MAINO,010100,CHACHAPOYAS,010000,AMAZONAS,False,201,0022,IE 18056
000156,010119,SAN ISIDRO DE MAINO,010100,CHACHAPOYAS,010000,AMAZONAS,False,239,0022,IE 18056
000157,010119,SAN ISIDRO DE MAINO,010100,CHACHAPOYAS,010000,AMAZONAS,False,239,0022,IE 18056
000158,010120,SOLOCO,010100,CHACHAPOYAS,010000,AMAZONAS,False,230,0023,IE 18074
000159,010120,SOLOCO,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0023,IE 18074
000160,010120,SOLOCO,010100,CHACHAPOYAS,010000,AMAZONAS,False,300,0023,IE 18074
000161,010120,SOLOCO,010100,CHACHAPOYAS,010000,AMAZONAS,False,199,31836,IE SAN MIGUEL
000162,010120,SOLOCO,010100,CHACHAPOYAS,010000,AMAZONAS,False,235,31836,IE SAN MIGUEL
000163,010120,SOLOCO,010100,CHACHAPOYAS,010000,AMAZONAS,False,235,31836,IE SAN MIGUEL
000164,010121,SONCHE,010100,CHACHAPOYAS,010000,AMAZONAS,False,212,0024,IE 18077
000165,010121,SONCHE,010100,CHACHAPOYAS,010000,AMAZONAS,False,223,0024,IE 18077
000166,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,238,0028,IE 16275
000167,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,239,0028,IE 16275
000168,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,300,0028,IE 16275
000169,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,300,0028,IE 16275
000170,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,300,0028,IE 16275
000171,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,300,0028,IE 16275
000172,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,300,0028,IE 16275
000173,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,300,0028,IE 16275
000174,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,300,0028,IE 16275
000175,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,300,0028,IE 16275
000176,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,251,32061,IE JOSE CARLOS MARIATEGUI
000177,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,295,32061,IE JOSE CARLOS MARIATEGUI
000178,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,295,32061,IE JOSE CARLOS MARIATEGUI
000179,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,295,32061,IE JOSE CARLOS MARIATEGUI
000180,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,295,32061,IE JOSE CARLOS MARIATEGUI
000181,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,295,32061,IE JOSE CARLOS MARIATEGUI
000182,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,295,32061,IE JOSE CARLOS MARIATEGUI
000183,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,295,32061,IE JOSE CARLOS MARIATEGUI
000184,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,295,32061,IE JOSE CARLOS MARIATEGUI
000185,010201,LA PECA,010200,BAGUA,010000,AMAZONAS,False,295,32061,IE JOSE CARLOS MARIATEGUI
000186,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,297,0032,IE MIGUEL MONETZA TAFUR
000187,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,298,0032,IE MIGUEL MONETZA TAFUR
000188,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,298,0032,IE MIGUEL MONETZA TAFUR
000189,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,298,0032,IE MIGUEL MONETZA TAFUR
000190,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,298,0032,IE MIGUEL MONETZA TAFUR
000191,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,298,0032,IE MIGUEL MONETZA TAFUR
000192,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,298,0032,IE MIGUEL MONETZA TAFUR
000193,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,297,0032,IE MIGUEL MONETZA TAFUR
000194,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,297,0032,IE MIGUEL MONETZA TAFUR
000195,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,299,0033,IE 16201
000196,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,299,0033,IE 16201
000197,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,299,0033,IE 16201
000198,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,299,0033,IE 16201
000199,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,299,0033,IE 16201
000200,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,299,0033,IE 16201
000201,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,299,52482,IE 16200
000202,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,299,52482,IE 16200
000203,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,299,52482,IE 16200
000204,010202,ARAMANGO,010200,BAGUA,010000,AMAZONAS,False,299,52482,IE 16200
000205,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,230,0034,IE 16239
000206,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,230,0034,IE 16239
000207,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,300,0034,IE 16239
000208,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,300,0034,IE 16239
000209,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,300,0034,IE 16239
000210,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,300,0034,IE 16239
000211,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,300,0034,IE 16239
000212,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,300,0034,IE 16239
000213,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,230,18094,IE SAGRADO CORAZON DE JESUS
000214,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,282,18094,IE SAGRADO CORAZON DE JESUS
000215,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,282,18094,IE SAGRADO CORAZON DE JESUS
000216,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,282,18094,IE SAGRADO CORAZON DE JESUS
000217,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,282,18094,IE SAGRADO CORAZON DE JESUS
000218,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,281,18094,IE SAGRADO CORAZON DE JESUS
000219,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,281,18094,IE SAGRADO CORAZON DE JESUS
000220,010203,COPALLIN,010200,BAGUA,010000,AMAZONAS,False,281,18094,IE SAGRADO CORAZON DE JESUS
000221,010204,EL PARCO,010200,BAGUA,010000,AMAZONAS,False,217,0035,IE 16273
000222,010204,EL PARCO,010200,BAGUA,010000,AMAZONAS,False,244,0035,IE 16273
000223,010204,EL PARCO,010200,BAGUA,010000,AMAZONAS,False,244,0035,IE 16273
000224,010204,EL PARCO,010200,BAGUA,010000,AMAZONAS,False,243,0035,IE 16273
000225,010204,EL PARCO,010200,BAGUA,010000,AMAZONAS,False,286,7811,IE DIVINO MAESTRO
000226,010204,EL PARCO,010200,BAGUA,010000,AMAZONAS,False,300,7811,IE DIVINO MAESTRO
000227,010205,BAGUA,010200,BAGUA,010000,AMAZONAS,False,293,0037,IEP 16192
000228,010205,BAGUA,010200,BAGUA,010000,AMAZONAS,False,293,0037,IEP 16192
000229,010205,BAGUA,010200,BAGUA,010000,AMAZONAS,False,294,0037,IEP 16192
