mesa_code,puesto_code,error
8800360590002000003,8800360590002,Server disconnected
8800360590005000003,8800360590005,Server disconnected
0300001240002000011,0300001240002,Server disconnected
1600001040028000026,1600001040028,Server disconnected
4800001020003000005,4800001020003,Expecting value: line 1 column 1 (char 0)
0300001240001000020,0300001240001,Server disconnected
3100019040003000011,3100019040003,Server disconnected
3100001280004000003,3100001280004,Server disconnected
2100001010003000028,2100001010003,HTTP 500
2700221000000000009,2700221000000,HTTP 500
4600320990015000001,4600320990015,Expecting value: line 1 column 1 (char 0)
3100001990014000018,3100001990014,Server disconnected
1600001130005000023,1600001130005,Expecting value: line 1 column 1 (char 0)
5200001140002000014,5200001140002,Server disconnected
2800001010004000016,2800001010004,Server disconnected
2800060990076000002,2800060990076,Server disconnected
0300022010003000006,0300022010003,Server disconnected
2800020000000000005,2800020000000,Server disconnected
3100106990026000012,3100106990026,HTTP 500
1300058010001000007,1300058010001,Server disconnected
5200005010004000009,5200005010004,Server disconnected
2100079990009000008,2100079990009,Server disconnected
0100001230005000004,0100001230005,Expecting value: line 1 column 1 (char 0)
5200035990002000003,5200035990002,Server disconnected
1600001190025000027,1600001190025,Server disconnected
3100001210005000004,3100001210005,Server disconnected
1200075010005000002,1200075010005,Server disconnected
5200035990002000004,5200035990002,Server disconnected
1300022990015000001,1300022990015,Server disconnected
3100001320002000012,3100001320002,HTTP 500
1600001070010000007,1600001070010,HTTP 500
3100001320002000025,3100001320002,Server disconnected
1600001090015000010,1600001090015,Server disconnected
2800048000000000042,2800048000000,Server disconnected
2800049000000000009,2800049000000,Server disconnected
0700238000000000012,0700238000000,Server disconnected
2800049990070000001,2800049990070,Server disconnected
0500001050005000002,0500001050005,Server disconnected
1100061000001000031,1100061000001,Server disconnected
1300001030006000016,1300001030006,Server disconnected
0300001180001000027,0300001180001,HTTP 500
1300001010006000007,1300001010006,Expecting value: line 1 column 1 (char 0)
1600001110005000039,1600001110005,HTTP 500
1600001170002000002,1600001170002,Expecting value: line 1 column 1 (char 0)
1600001080029000016,1600001080029,Expecting value: line 1 column 1 (char 0)
1300022990025000001,1300022990025,Server disconnected
1600001170002000007,1600001170002,Expecting value: line 1 column 1 (char 0)
1500244000002000010,1500244000002,Server disconnected
0500073990055000001,0500073990055,Server disconnected
2800120000000000010,2800120000000,Expecting value: line 1 column 1 (char 0)
0100001200002000041,0100001200002,Expecting value: line 1 column 1 (char 0)
0300001200003000016,0300001200003,HTTP 500
0300022020003000010,0300022020003,Server disconnected
3100001990053000002,3100001990053,Server disconnected
2800001060002000005,2800001060002,Expecting value: line 1 column 1 (char 0)
2800001060002000028,2800001060002,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'2"":"""",""vot"":""0"",""pvot"":""0%"",""carg"":""0"",""pref"":""1"",""empate"":""0""},{""a"
1600001180010000007,1600001180010,Server disconnected
2500001100004000005,2500001100004,Server disconnected
0500001990073000004,0500001990073,HTTP 500
1600001080040000017,1600001080040,Server disconnected
1600001080040000025,1600001080040,Server disconnected
1900022020002000014,1900022020002,Server disconnected
1500247040004000016,1500247040004,Server disconnected
3100079100003000005,3100079100003,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'dula"":""25161977"",""nomcan"":""MARIA EUGENIA"",""apecan"":""LONDO\\xc3\\x91"
1500109010001000006,1500109010001,Server disconnected
0100211990070000002,0100211990070,Server disconnected
1500076020007000007,1500076020007,Server disconnected
1300020000001000006,1300020000001,Server disconnected
2600050010001000002,2600050010001,Server disconnected
1600001070050000008,1600001070050,Server disconnected
2100001040001000010,2100001040001,Server disconnected
0300022020002000012,0300022020002,Server disconnected
1600001100037000003,1600001100037,Expecting value: line 1 column 1 (char 0)
0300022020002000026,0300022020002,Server disconnected
2900016000000000007,2900016000000,Server disconnected
3100079100003000015,3100079100003,Server disconnected
1600001100037000011,1600001100037,HTTP 500
1600001110058000033,1600001110058,HTTP 500
4800011020002000016,4800011020002,Expecting value: line 1 column 1 (char 0)
1600001100058000005,1600001100058,Server disconnected
1600001100058000008,1600001100058,Server disconnected
0700277020002000004,0700277020002,Expecting value: line 1 column 1 (char 0)
4800001020001000019,4800001020001,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'Domain-Polici{""elec"":""1"",""amb"":""4800001020001000019"",""tope"":""3"",""nu"
2900034000000000018,2900034000000,Expecting value: line 1 column 1 (char 0)
2900034000000000038,2900034000000,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'"",""cedula"":""25161977"",""nomcan"":""MARIA EUGENIA"",""apecan"":""LONDO\\xc3"
0100218030004000006,0100218030004,Server disconnected
2900034000000000032,2900034000000,Server disconnected
0300013020003000006,0300013020003,Server disconnected
2300079990005000002,2300079990005,Server disconnected
1200075020004000009,1200075020004,HTTP 500
2100001070002000005,2100001070002,Server disconnected
2100001070002000006,2100001070002,Server disconnected
2400001990005000013,2400001990005,HTTP 500
2400001010004000001,2400001010004,Server disconnected
2100001070002000023,2100001070002,Server disconnected
1500076020010000016,1500076020010,Expecting value: line 1 column 1 (char 0)
2100055990009000009,2100055990009,Server disconnected
1500076020010000020,1500076020010,Server disconnected
2900070000000000039,2900070000000,Server disconnected
3100082010001000005,3100082010001,Expecting value: line 1 column 1 (char 0)
0300046010002000021,0300046010002,Server disconnected
23001399900B2000001,23001399900B2,Server disconnected
0300037010001000002,0300037010001,Server disconnected
2900087000000000002,2900087000000,Server disconnected
3100001260002000010,3100001260002,Server disconnected
0300001240004000018,0300001240004,Server disconnected
0100121100004000025,0100121100004,Server disconnected
2900087000000000013,2900087000000,Server disconnected
1600001190034000003,1600001190034,Server disconnected
3100001260002000025,3100001260002,Server disconnected
1600001110090000002,1600001110090,Server disconnected
1600001110087000008,1600001110087,Server disconnected
1600001110031000047,1600001110031,Server disconnected
2300001010005000009,2300001010005,Server disconnected
0100049900002000006,0100049900002,Server disconnected
0300001250001000018,0300001250001,Server disconnected
1600001070070000001,1600001070070,HTTP 500
5200001070004000013,5200001070004,Server disconnected
2900089000000000037,2900089000000,Server disconnected
2900091000000000009,2900091000000,HTTP 500
2900091000000000008,2900091000000,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""htt"
1700001010007000001,1700001010007,Server disconnected
1600001070070000014,1600001070070,Server disconnected
2900091000000000002,2900091000000,Server disconnected
3100001330001000030,3100001330001,Server disconnected
3100091980001000001,3100091980001,Server disconnected
1700001980001000001,1700001980001,Server disconnected
2900094000000000011,2900094000000,Server disconnected
2100073990001000001,2100073990001,Server disconnected
5200048990060000001,5200048990060,HTTP 500
2900052000002000008,2900052000002,Server disconnected
0300001380002000014,0300001380002,Server disconnected
0500001990071000002,0500001990071,HTTP 500
1600001110020000006,1600001110020,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'dula"":""41321675"",""nomcan"":""CECILIA"",""apecan"":""ARISTIZABAL MORA"",""no"
0900001030001000017,0900001030001,Server disconnected
1600001110020000011,1600001110020,Server disconnected
0500001990021000001,0500001990021,Server disconnected
2900103000000000035,2900103000000,Server disconnected
0700079010002000003,0700079010002,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'"":""0""},{""amb"":""2900076020002000001"",""codcan"":""25"",""cedula"":""1019077"
1200410010001000022,1200410010001,Expecting value: line 1 column 1 (char 0)
2400001020004000010,2400001020004,Expecting value: line 1 column 1 (char 0)
0700079020001000002,0700079020001,Server disconnected
0700079020001000010,0700079020001,Server disconnected
2100016020006000005,2100016020006,Server disconnected
0100001210001000026,0100001210001,Server disconnected
1600001160001000025,1600001160001,Server disconnected
1500292020001000011,1500292020001,Server disconnected
0100001260004000004,0100001260004,Server disconnected
2700082040005000009,2700082040005,HTTP 500
0100001130003000001,0100001130003,Server disconnected
2500001080006000013,2500001080006,Server disconnected
2700082040005000022,2700082040005,Server disconnected
1500247990005000003,1500247990005,HTTP 500
2400025060001000016,2400025060001,Server disconnected
2500001080007000010,2500001080007,Server disconnected
2500001080007000009,2500001080007,Server disconnected
1600001190013000012,1600001190013,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""htt"
0100001010003000002,0100001010003,Server disconnected
2300031990005000001,2300031990005,Server disconnected
2400001060005000004,2400001060005,Server disconnected
0300043010001000010,0300043010001,Expecting value: line 1 column 1 (char 0)
0300052100006000003,0300052100006,Server disconnected
1300049990005000008,1300049990005,Server disconnected
2900058010001000005,2900058010001,Expecting value: line 1 column 1 (char 0)
0300052040002000015,0300052040002,Server disconnected
2400062000002000006,2400062000002,Expecting value: line 1 column 1 (char 0)
2500093990060000002,2500093990060,Expecting value: line 1 column 1 (char 0)
1600001080027000007,1600001080027,HTTP 500
1600001110026000004,1600001110026,Server disconnected
3100106030002000002,3100106030002,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'N"",""apecan"":""AREVALO PEREZ"",""nomcan2"":"""",""apecan2"":"""",""vot"":""0"",""pv"
3100079020004000021,3100079020004,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'a"":""25161977"",""nomcan"":""MARIA EUGENIA"",""apecan"":""LONDO\\xc3\\x91O O"
3100001040001000015,3100001040001,Server disconnected
0500037990017000002,0500037990017,Server disconnected
0100035020001000013,0100035020001,Server disconnected
1600001090026000001,1600001090026,Server disconnected
0300001120002000017,0300001120002,Server disconnected
0100035020002000010,0100035020002,Server disconnected
0100001170001000015,0100001170001,Server disconnected
6800001990019000001,6800001990019,Server disconnected
0700067020002000019,0700067020002,Server disconnected
0300001120002000014,0300001120002,Server disconnected
6800013990050000002,6800013990050,Server disconnected
0100035020002000015,0100035020002,Server disconnected
0100001170001000020,0100001170001,Server disconnected
3100025000000000035,3100025000000,Server disconnected
1600001110030000005,1600001110030,Server disconnected
3100055010003000006,3100055010003,Server disconnected
0100001310003000034,0100001310003,Server disconnected
1300013990012000001,1300013990012,Server disconnected
0300001120003000023,0300001120003,HTTP 500
3100040000000000005,3100040000000,Server disconnected
0900124020003000004,0900124020003,Server disconnected
0300052050002000006,0300052050002,Server disconnected
1600001020006000010,1600001020006,Server disconnected
3100079070002000010,3100079070002,Server disconnected
0300052050002000002,0300052050002,Server disconnected
3100040000000000010,3100040000000,Server disconnected
1600001100044000005,1600001100044,Server disconnected
2800160020002000006,2800160020002,Server disconnected
0100013010001000009,0100013010001,Server disconnected
1100001010001000010,1100001010001,Server disconnected
2400008000001000005,2400008000001,Server disconnected
0300052090003000010,0300052090003,Server disconnected
0100013010001000008,0100013010001,Server disconnected
0300052010002000006,0300052010002,Server disconnected
0100289000000000012,0100289000000,Server disconnected
2300039990060000001,2300039990060,Server disconnected
2500061020003000017,2500061020003,Expecting value: line 1 column 1 (char 0)
0100055990001000006,0100055990001,HTTP 500
4400001030003000014,4400001030003,Server disconnected
2300001020001000029,2300001020001,Server disconnected
3100052000000000012,3100052000000,Expecting value: line 1 column 1 (char 0)
3100058000000000036,3100058000000,Server disconnected
0300013030002000010,0300013030002,Server disconnected
8800305020002000001,8800305020002,Server disconnected
1600001080005000016,1600001080005,Expecting value: line 1 column 1 (char 0)
2800220990069000002,2800220990069,Expecting value: line 1 column 1 (char 0)
0500001200001000044,0500001200001,Expecting value: line 1 column 1 (char 0)
3100085000000000002,3100085000000,Expecting value: line 1 column 1 (char 0)
1100058000001000011,1100058000001,HTTP 500
2500076990004000001,2500076990004,HTTP 500
0100001150003000011,0100001150003,Server disconnected
1600001060011000001,1600001060011,Expecting value: line 1 column 1 (char 0)
1600001100030000007,1600001100030,Server disconnected
0500028990029000002,0500028990029,Server disconnected
1600001120024000007,1600001120024,HTTP 500
0100121020003000004,0100121020003,HTTP 500
3100100000000000011,3100100000000,HTTP 500
1300010020002000025,1300010020002,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'""empate"":""0""},{""amb"":""1200001030001000018"",""codcan"":""20"",""cedula"":"""
3100100000000000002,3100100000000,Expecting value: line 1 column 1 (char 0)
1100022990004000001,1100022990004,Expecting value: line 1 column 1 (char 0)
0100035010001000014,0100035010001,Expecting value: line 1 column 1 (char 0)
3100103000001000012,3100103000001,HTTP 500
1600001050018000018,1600001050018,Expecting value: line 1 column 1 (char 0)
0100001120008000002,0100001120008,Expecting value: line 1 column 1 (char 0)
2100016010005000002,2100016010005,HTTP 500
0100205010001000007,0100205010001,Expecting value: line 1 column 1 (char 0)
0100001260001000034,0100001260001,HTTP 500
0100192000001000047,0100192000001,Server disconnected
4000015000000000005,4000015000000,HTTP 500
4800016990020000008,4800016990020,Server disconnected
1300001020001000016,1300001020001,Server disconnected
0300001310001000011,0300001310001,Server disconnected
1100025990005000002,1100025990005,Server disconnected
0100192000001000057,0100192000001,Server disconnected
2500001030004000029,2500001030004,Server disconnected
0100034000000000007,0100034000000,Server disconnected
1600001100086000003,1600001100086,Server disconnected
1600001100057000026,1600001100057,HTTP 500
0300052070004000013,0300052070004,Server disconnected
3100001250002000003,3100001250002,Server disconnected
2300121990001000003,2300121990001,Server disconnected
2100016020004000017,2100016020004,Server disconnected
0100091000000000020,0100091000000,Server disconnected
4400005000000000039,4400005000000,Server disconnected
0500118990001000001,0500118990001,Expecting value: line 1 column 1 (char 0)
2100012990020000004,2100012990020,HTTP 500
1700040990013000001,1700040990013,Expecting value: line 1 column 1 (char 0)
1600001060030000004,1600001060030,Server disconnected
0100172990001000002,0100172990001,Server disconnected
2300139030004000005,2300139030004,Server disconnected
2300139030004000013,2300139030004,Server disconnected
3100001190006000009,3100001190006,Server disconnected
3100001190006000016,3100001190006,Server disconnected
1500169020008000008,1500169020008,Server disconnected
1500094020011000001,1500094020011,Server disconnected
1900061010008000001,1900061010008,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'an"":""OSCAR LEONARDO"",""apecan"":""VILLAMIZAR MENESES"",""nomcan2"":"""",""ap"
1600001100056000006,1600001100056,Server disconnected
1300001990031000003,1300001990031,Server disconnected
1600001110078000013,1600001110078,Server disconnected
0100035040003000009,0100035040003,HTTP 500
2100016020007000017,2100016020007,Server disconnected
2100025990011000001,2100025990011,Server disconnected
16000010800A7000010,16000010800A7,Server disconnected
2100010010002000008,2100010010002,Server disconnected
1600001070015000007,1600001070015,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""htt"
1100028990049000001,1100028990049,Server disconnected
0100049110002000032,0100049110002,Server disconnected
1600001070015000016,1600001070015,HTTP 500
0100121090002000016,0100121090002,Server disconnected
0100035020003000008,0100035020003,Server disconnected
2700167990030000001,2700167990030,Server disconnected
2400013990065000002,2400013990065,HTTP 500
0100151900001000008,0100151900001,Expecting value: line 1 column 1 (char 0)
0100001140003000021,0100001140003,Expecting value: line 1 column 1 (char 0)
1300043000001000011,1300043000001,Server disconnected
0500001020001000024,0500001020001,Server disconnected
0100001320003000012,0100001320003,Server disconnected
1500340020005000012,1500340020005,Server disconnected
0300001140003000011,0300001140003,HTTP 500
4800006000000000010,4800006000000,Server disconnected
1600001190045000009,1600001190045,HTTP 500
0900115990001000001,0900115990001,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'Set-Cook{""elec"":""1"",""amb"":""0900115990001000001"",""tope"":""3"",""numact"""
0100121100002000017,0100121100002,Server disconnected
0100058020001000006,0100058020001,Expecting value: line 1 column 1 (char 0)
1600001120008000012,1600001120008,HTTP 500
0100058020001000011,0100058020001,Expecting value: line 1 column 1 (char 0)
2400001070002000007,2400001070002,Server disconnected
1600001080001000016,1600001080001,Server disconnected
0100217990002000001,0100217990002,Server disconnected
0100079000000000004,0100079000000,Server disconnected
5200010000000000020,5200010000000,HTTP 500
1600001010001000009,1600001010001,Server disconnected
1600001040008000028,1600001040008,Server disconnected
1600001040008000023,1600001040008,Server disconnected
2800001010002000016,2800001010002,Server disconnected
1600001050012000004,1600001050012,Server disconnected
1600001010025000012,1600001010025,HTTP 500
2800049990093000001,2800049990093,Server disconnected
1300034990020000001,1300034990020,Server disconnected
0100121090004000020,0100121090004,Server disconnected
1600001080016000008,1600001080016,Server disconnected
1600001190029000028,1600001190029,Server disconnected
4600001020005000002,4600001020005,HTTP 500
1600001080016000032,1600001080016,Expecting value: line 1 column 1 (char 0)
0100290000001000015,0100290000001,HTTP 500
1600001080019000021,1600001080019,Expecting value: line 1 column 1 (char 0)
1600001160015000020,1600001160015,Server disconnected
1900055990002000003,1900055990002,Server disconnected
0100241000000000024,0100241000000,Server disconnected
1300009990011000002,1300009990011,Server disconnected
2600001080002000010,2600001080002,Server disconnected
1600001080019000043,1600001080019,Server disconnected
2600001080002000016,2600001080002,Server disconnected
2100070990017000003,2100070990017,HTTP 500
1600001120010000006,1600001120010,Expecting value: line 1 column 1 (char 0)
0500001990003000010,0500001990003,Server disconnected
5200045000000000012,5200045000000,HTTP 500
0300001070001000024,0300001070001,Server disconnected
4800002990040000004,4800002990040,Server disconnected
0100262990007000001,0100262990007,Server disconnected
8800435050084000002,8800435050084,Server disconnected
3100106990004000002,3100106990004,Server disconnected
1300052990001000001,1300052990001,Server disconnected
1300007000001000008,1300007000001,Server disconnected
3100079090003000014,3100079090003,Server disconnected
0300001070001000033,0300001070001,Server disconnected
0100187990005000001,0100187990005,Server disconnected
0900127990002000001,0900127990002,Server disconnected
2400078000002000006,2400078000002,HTTP 500
2100095990049000007,2100095990049,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""htt"
2600001040001000001,2600001040001,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""htt"
1600001010017000017,1600001010017,Expecting value: line 1 column 1 (char 0)
4600880020001000015,4600880020001,Server disconnected
0100121040002000025,0100121040002,HTTP 500
5200050000000000034,5200050000000,HTTP 500
1300049000002000016,1300049000002,HTTP 500
1600001180058000001,1600001180058,Server disconnected
5200055000000000006,5200055000000,Server disconnected
5200050000000000051,5200050000000,Server disconnected
1100082990017000001,1100082990017,Server disconnected
0100001320001000023,0100001320001,Server disconnected
1600001110011000025,1600001110011,HTTP 500
0100013990005000007,0100013990005,Server disconnected
1600001070073000001,1600001070073,Expecting value: line 1 column 1 (char 0)
5200060000001000003,5200060000001,HTTP 500
0100001320004000008,0100001320004,Expecting value: line 1 column 1 (char 0)
1600001100021000009,1600001100021,HTTP 500
1600001110039000014,1600001110039,Server disconnected
5200074000000000003,5200074000000,Server disconnected
1600001100042000034,1600001100042,Server disconnected
0900076020001000014,0900076020001,Server disconnected
1600001100042000043,1600001100042,Expecting value: line 1 column 1 (char 0)
0900076020001000028,0900076020001,HTTP 500
1600001190046000032,1600001190046,HTTP 500
0100178030001000013,0100178030001,Expecting value: line 1 column 1 (char 0)
0100022000000000016,0100022000000,HTTP 500
1600001110089000023,1600001110089,Server disconnected
0900001030005000014,0900001030005,Server disconnected
1600001110089000035,1600001110089,Server disconnected
0500001130004000020,0500001130004,Server disconnected
0500001130004000019,0500001130004,Server disconnected
0100280990014000008,0100280990014,Server disconnected
0100148000000000001,0100148000000,Expecting value: line 1 column 1 (char 0)
0300001370001000001,0300001370001,HTTP 500
1600001190021000001,1600001190021,HTTP 500
1600001070001000031,1600001070001,Server disconnected
6400018000001000009,6400018000001,Server disconnected
0700250000000000003,0700250000000,HTTP 500
1300010990040000002,1300010990040,HTTP 500
1600001110017000014,1600001110017,Server disconnected
2100012990035000005,2100012990035,Server disconnected
1600001110017000032,1600001110017,Server disconnected
1600001110017000035,1600001110017,Expecting value: line 1 column 1 (char 0)
1900001020001000021,1900001020001,HTTP 500
3100055990033000001,3100055990033,Server disconnected
2100016020002000012,2100016020002,Server disconnected
1700016990001000001,1700016990001,Expecting value: line 1 column 1 (char 0)
1700016990001000002,1700016990001,Server disconnected
6800001000001000003,6800001000001,Expecting value: line 1 column 1 (char 0)
1200410020001000015,1200410020001,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""htt"
1600001100001000035,1600001100001,HTTP 500
1600001100001000037,1600001100001,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'{""elec"":""1"",""amb"":""1600001100001000037"",""tope"":""-1"",""numact"":""0"",""n"
1200001050001000002,1200001050001,HTTP 500
0900001130005000004,0900001130005,Server disconnected
7200006000000000005,7200006000000,HTTP 500
2700169990028000008,2700169990028,Server disconnected
2700045990001000002,2700045990001,Expecting value: line 1 column 1 (char 0)
0300052030001000014,0300052030001,Server disconnected
1600001110028000003,1600001110028,Server disconnected
0300052030001000015,0300052030001,Server disconnected
1600001070021000017,1600001070021,Server disconnected
1600001010031000008,1600001010031,Server disconnected
0100001080001000009,0100001080001,Server disconnected
0300052100002000003,0300052100002,Server disconnected
0500007990001000002,0500007990001,Server disconnected
3100106900001000008,3100106900001,Expecting value: line 1 column 1 (char 0)
2600050020001000024,2600050020001,Server disconnected
3100001320004000004,3100001320004,Server disconnected
6400018990040000002,6400018990040,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'\\\'unsafe-inlin{""elec"":""1"",""amb"":""6400018990040000002"",""tope"":""3"","
8800250100002000022,8800250100002,Server disconnected
1600001080006000005,1600001080006,Server disconnected
1100007990075000001,1100007990075,Server disconnected
0100280010001000018,0100280010001,Server disconnected
1600001070022000033,1600001070022,HTTP 500
0500001190004000006,0500001190004,Expecting value: line 1 column 1 (char 0)
1900061020003000014,1900061020003,Server disconnected
6400025990015000001,6400025990015,HTTP 500
1600001190070000003,1600001190070,HTTP 500
2500100010002000004,2500100010002,Server disconnected
1600001110057000014,1600001110057,HTTP 500
1300037990075000001,1300037990075,Server disconnected
2300001050003000022,2300001050003,Server disconnected
0100151020001000028,0100151020001,Server disconnected
2800040990075000002,2800040990075,Server disconnected
0100151020001000048,0100151020001,Server disconnected
0700001010002000013,0700001010002,Server disconnected
2500064010001000008,2500064010001,Server disconnected
1600001900001000158,1600001900001,HTTP 500
1600001120001000008,1600001120001,Server disconnected
1600001010028000013,1600001010028,Server disconnected
2100010990001000005,2100010990001,Server disconnected
3100076990011000001,3100076990011,HTTP 500
1600001900001000196,1600001900001,Expecting value: line 1 column 1 (char 0)
3100001320005000004,3100001320005,Server disconnected
5200049990060000001,5200049990060,Server disconnected
3100064040002000006,3100064040002,Server disconnected
2800300990089000001,2800300990089,HTTP 500
2300001990024000007,2300001990024,Server disconnected
0700079020003000009,0700079020003,Expecting value: line 1 column 1 (char 0)
1600001900001000219,1600001900001,Server disconnected
1100086990020000001,1100086990020,Server disconnected
3100001320005000016,3100001320005,Server disconnected
1600001900001000238,1600001900001,HTTP 500
3100001990065000001,3100001990065,Server disconnected
1100088990021000002,1100088990021,Server disconnected
0300019000000000002,0300019000000,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'"",""codcan"":""5"",""cedula"":""12566890"",""nomcan"":""DIDIER"",""apecan"":""LOBO"
0100270010001000009,0100270010001,Server disconnected
8800355030002000015,8800355030002,Server disconnected
1900001060004000001,1900001060004,Server disconnected
2800260010002000002,2800260010002,Server disconnected
2700001110001000006,2700001110001,Server disconnected
0300019000000000004,0300019000000,Server disconnected
0100001200001000027,0100001200001,Server disconnected
1500244990001000001,1500244990001,Server disconnected
1900001060004000015,1900001060004,HTTP 500
0300052030005000002,0300052030005,Expecting value: line 1 column 1 (char 0)
1600001110086000028,1600001110086,Server disconnected
1600001170001000008,1600001170001,Server disconnected
8800355700002000006,8800355700002,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'an"":""40"",""cedula"":""35600781"",""nomcan"":""AURA VANESSA"",""apecan"":""AGUI"
5200001090001000011,5200001090001,Server disconnected
0300040000000000002,0300040000000,HTTP 500
5200001010001000019,5200001010001,HTTP 500
0900001990002000001,0900001990002,Server disconnected
1600001190054000005,1600001190054,Server disconnected
0300040000000000019,0300040000000,Server disconnected
1600001110027000031,1600001110027,HTTP 500
1300022990009000007,1300022990009,Expecting value: line 1 column 1 (char 0)
3100106040002000007,3100106040002,Expecting value: line 1 column 1 (char 0)
3100001990026000001,3100001990026,HTTP 500
8800815050006000002,8800815050006,Expecting value: line 1 column 1 (char 0)
1600001130007000001,1600001130007,HTTP 500
2700094990005000001,2700094990005,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""htt"
0300016990021000003,0300016990021,Server disconnected
1500247050007000005,1500247050007,Expecting value: line 1 column 1 (char 0)
2900058020001000001,2900058020001,Expecting value: line 1 column 1 (char 0)
0500005000000000010,0500005000000,Expecting value: line 1 column 1 (char 0)
2700037990001000002,2700037990001,Expecting value: line 1 column 1 (char 0)
3100001020003000009,3100001020003,Expecting value: line 1 column 1 (char 0)
3100001020003000010,3100001020003,Expecting value: line 1 column 1 (char 0)
0900034990002000003,0900034990002,HTTP 500
0100151060003000010,0100151060003,Expecting value: line 1 column 1 (char 0)
4000025010001000005,4000025010001,HTTP 500
0500013000000000002,0500013000000,Server disconnected
2400001100005000013,2400001100005,Expecting value: line 1 column 1 (char 0)
1600001070008000021,1600001070008,Expecting value: line 1 column 1 (char 0)
1600001070008000032,1600001070008,Server disconnected
0900001060002000023,0900001060002,Server disconnected
2300079990080000002,2300079990080,HTTP 500
1600001060006000030,1600001060006,HTTP 500
1600001060006000026,1600001060006,Server disconnected
0300052060004000011,0300052060004,Server disconnected
2300079990080000003,2300079990080,Server disconnected
0500014000000000005,0500014000000,Server disconnected
1600001160040000014,1600001160040,Server disconnected
2400025020004000008,2400025020004,Server disconnected
1200225010001000009,1200225010001,Server disconnected
8800330050002000017,8800330050002,Server disconnected
0100178020002000018,0100178020002,Server disconnected
0500001140003000020,0500001140003,Server disconnected
0500018000000000008,0500018000000,Server disconnected
1600001140006000019,1600001140006,HTTP 500
2400001050002000040,2400001050002,HTTP 500
1600001100018000019,1600001100018,Expecting value: line 1 column 1 (char 0)
1600001110047000022,1600001110047,HTTP 500
2600001020001000001,2600001020001,Expecting value: line 1 column 1 (char 0)
7200006990042000001,7200006990042,HTTP 500
1600001100019000012,1600001100019,Expecting value: line 1 column 1 (char 0)
0300001030004000027,0300001030004,HTTP 500
1600001100017000005,1600001100017,HTTP 500
2400001990096000004,2400001990096,Expecting value: line 1 column 1 (char 0)
0100280020001000003,0100280020001,HTTP 500
1900061990015000005,1900061990015,Expecting value: line 1 column 1 (char 0)
0100187990001000001,0100187990001,HTTP 500
1100001030001000014,1100001030001,HTTP 500
0500084000000000015,0500084000000,Server disconnected
3100049010004000014,3100049010004,Server disconnected
2900001070007000002,2900001070007,HTTP 500
2400001030002000001,2400001030002,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'161977"",""nomcan"":""MARIA EUGENIA"",""apecan"":""LONDO\\xc3\\x91O OCAMPO"""
6000001020003000013,6000001020003,Expecting value: line 1 column 1 (char 0)
1600001070068000004,1600001070068,Server disconnected
1600001070068000006,1600001070068,Server disconnected
1500247010003000005,1500247010003,Server disconnected
4400009000001000003,4400009000001,HTTP 500
4400009000001000011,4400009000001,Expecting value: line 1 column 1 (char 0)
0300001050001000038,0300001050001,HTTP 500
1600001110035000034,1600001110035,Expecting value: line 1 column 1 (char 0)
2900001060003000021,2900001060003,HTTP 500
0500001220002000017,0500001220002,Expecting value: line 1 column 1 (char 0)
0500094000000000044,0500094000000,Server disconnected
